Time,THR,RPM,SSM,TWAT,TAIR,AFR,AFR_WBL,AFR_WBL/AFR,COEFF,DGTC_RICH,DGTC_LEAN,DGTC_PRESS,UOZ,FAZ,INJ,InjDC,AIR,GBC,SPD,ErrCnt,Err,fSTOP,fXX,fXXFix,fPOW,fFUELOFF,fDETZONE,fDET,fADS,fLAMREG,fLAM,fLEARN,PXX_ZONE,PRESS,PRESS_RT,KGBC,KGBC_DAD,Marker,fIgnCut,fFlatShift,RawKnock,KnockSPAttnr,KnockSPFilterFreq,KnockSPBaseADC,KnockAttnr,KnockAttnrCorr,RPM40,RPM10,DFRXX,JUFRXX,JFRXX1,JFRXX2,Tchrg,Ktchrg,TBL_UOZ,TBL_AFR,AFR_WBL_A,GBC_MAF,GBC_MAP,AIR_MAF,AIR_MAP,USM,Ubat,DiffFPress,KGTC_DFP,ADCmaf,ADCmap,ADCtwat,ADCtair,ADCtps,ADClam,Gear,ErrEx1,ErrEx2,ErrEx3,Knock,C1Rtrd,C2Rtrd,C3Rtrd,C4Rtrd,C5Rtrd,C6Rtrd,C7Rtrd,C8Rtrd,IWGDC,WGDC,IgnMode,OvercurrCnt,LaunchTime,LaunchRPM,CutOffRPM,CutOffDelta,Noise,ComKnockThld,C1Knock,C2Knock,C3Knock,C4Knock,C5Knock,C6Knock,C7Knock,C8Knock,C1KnockThld,C2KnockThld,C3KnockThld,C4KnockThld,C5KnockThld,C6KnockThld,C7KnockThld,C8KnockThld
0.360,0,794,19,87,46,14.7,12.86,0.875,1,0,0,0,14,312,2.464,1,19,131.67,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,52.15,33,0.344,1,0,0,0,0,0,0,0,0,0,800,790,800,800,1090,1400,75,0.254,26.5,14.13,12.86,0,131.67,0,19,19,13.038,353.28,1,0.645,0.645,0.547,2.695,0.645,0.02,0,,,,34,0,0,0,0,0,0,0,0,0,0,7,0,0,7000,7000,29,262,1457,61,39,74,34,49,57,0,39321,191,120,182,112,106,154,26222,39321
0.420,0,794,19,87,46,14.7,12.69,0.863,1,0,0,0,14,312,2.464,1,19,131.67,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,52.15,33,0.344,1,0,0,0,0,0,0,0,0,0,800,790,800,800,1090,1400,75,0.254,26.5,14.13,12.69,0,131.67,0,19,19,13.038,353.28,1,0.625,0.625,0.547,2.695,0.645,0.02,0,,,,73,0,0,0,0,0,0,0,0,0,0,7,0,0,7000,7000,29,262,1457,73,39,74,34,40,59,0,39321,194,120,182,112,106,154,26222,39321
0.480,0,801,19,87,46,14.7,12.92,0.879,1,0,0,0,13,312,2.464,1,19,131.67,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,52.15,33,0.344,1,0,0,0,0,0,0,0,0,0,800,800,800,800,1090,1400,75,0.254,26.5,14.13,12.92,0,131.67,0,19,19,13.038,353.28,1,0.625,0.625,0.547,2.695,0.645,0.02,0,,,,68,0,0,0,0,0,0,0,0,0,0,7,0,0,7000,7000,29,262,1457,73,42,68,34,40,59,0,39321,194,120,182,112,106,154,26222,39321
0.540,0,797,19,87,46,14.7,12.92,0.879,1,0,0,0,13,312,2.464,1,19,131.67,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,52.15,33,0.344,1,0,0,0,0,0,0,0,0,0,800,800,800,800,1090,1400,75,0.254,26.5,14.13,12.92,0,131.67,0,19,19,13.038,353.28,1,0.625,0.625,0.547,2.695,0.645,0.02,0,,,,45,0,0,0,0,0,0,0,0,0,0,7,0,0,7000,7000,29,262,1457,73,42,68,42,45,59,0,39321,194,120,182,112,106,154,26222,39321
0.600,0,802,19,87,46,14.7,12.86,0.875,1,0,0,0,13,312,2.464,1,19,131.67,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,52.15,33,0.344,1,0,0,0,0,0,0,0,0,0,800,800,800,800,1090,1400,75,0.254,26.5,14.13,12.86,0,131.67,0,19,19,13.038,353.28,1,0.625,0.625,0.547,2.695,0.645,0.02,0,,,,42,0,0,0,0,0,0,0,0,0,0,7,0,0,7000,7000,29,262,1457,68,42,68,42,45,54,0,39321,194,120,182,112,106,154,26222,39321
0.660,0,800,19,87,46,14.7,12.81,0.871,1,0,0,0,13,312,2.464,1,19,131.67,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,52.15,33,0.344,1,0,0,0,0,0,0,0,0,0,800,800,800,800,1090,1400,75,0.254,26.5,14.13,12.81,0,131.67,0,19,19,13.038,353.28,1,0.645,0.645,0.547,2.695,0.645,0.02,0,,,,45,0,0,0,0,0,0,0,0,0,0,7,0,0,7000,7000,29,262,1457,68,42,64,45,45,54,0,39321,194,120,182,112,106,154,26222,39321
0.720,0,797,19,87,46,14.7,12.81,0.871,1,0,0,0,13,312,2.464,1,19,131.67,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,52.15,33,0.344,1,0,0,0,0,0,0,0,0,0,800,800,800,800,1090,1400,75,0.254,26.5,14.13,12.81,0,131.67,0,19,19,13.038,353.28,1,0.625,0.625,0.547,2.695,0.645,0.02,0,,,,71,0,0,0,0,0,0,0,0,0,0,7,0,0,7000,7000,29,262,1457,71,42,64,45,39,56,0,39321,194,120,182,112,109,154,26222,39321
0.780,0,792,19,87,46,14.7,12.75,0.867,1,0,0,0,14,312,2.464,1,19,131.67,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,52.15,33,0.344,1,0,0,0,0,0,0,0,0,0,800,790,800,800,1090,1400,75,0.254,26.5,14.13,12.75,0,131.67,0,19,19,13.038,353.28,1,0.625,0.625,0.547,2.695,0.645,0.02,0,,,,66,0,0,0,0,0,0,0,0,0,0,7,0,0,7000,7000,29,262,1457,71,44,66,45,39,56,0,39321,194,120,182,112,109,154,26222,39321
0.840,0,787,19,87,46,14.7,12.75,0.867,1,0,0,0,14,312,2.464,1,19,131.67,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,52.15,33,0.344,1,0,0,0,0,0,0,0,0,0,800,790,800,800,1090,1400,75,0.254,26.5,14.13,12.75,0,131.67,0,19,19,13.038,353.28,1,0.645,0.645,0.547,2.695,0.645,0.02,0,,,,42,0,0,0,0,0,0,0,0,0,0,7,0,0,7000,7000,29,262,1457,71,44,66,39,42,56,0,39321,194,120,182,112,109,154,26222,39321
0.900,0,792,19,87,46,14.7,12.75,0.867,1,0,0,0,14,312,2.464,1,19,131.67,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,52.15,33,0.344,1,0,0,0,0,0,0,0,0,0,800,790,800,800,1090,1400,75,0.254,26.5,14.13,12.75,0,131.67,0,19,19,13.038,353.28,1,0.625,0.625,0.547,2.695,0.645,0.02,0,,,,44,0,0,0,0,0,0,0,0,0,0,7,0,0,7000,7000,29,262,1457,71,44,66,39,42,47,0,39321,196,120,182,112,109,151,26222,39321
0.960,0,798,19,87,46,14.7,12.69,0.863,1,0,0,0,13,312,2.464,1,19,131.67,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,52.15,33,0.344,1,0,0,0,0,0,0,0,0,0,800,800,800,800,1090,1400,75,0.254,26.5,14.13,12.69,0,131.67,0,19,19,13.038,353.28,1,0.625,0.625,0.547,2.695,0.645,0.02,0,,,,35,0,0,0,0,0,0,0,0,0,0,7,0,0,7000,7000,29,262,1457,71,44,66,35,42,47,0,39321,196,120,182,109,109,151,26222,39321
1.020,0,798,19,87,46,14.7,12.69,0.863,1,0,0,0,13,312,2.464,1,19,131.67,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,52.15,33,0.344,1,0,0,0,0,0,0,0,0,0,800,800,800,800,1090,1400,75,0.254,26.5,14.13,12.69,0,131.67,0,19,19,13.038,353.28,1,0.625,0.625,0.547,2.695,0.645,0.02,0,,,,56,0,0,0,0,0,0,0,0,0,0,7,0,0,7000,7000,29,262,1457,71,44,66,35,44,56,0,39321,196,120,182,109,112,151,26222,39321
1.080,0,795,19,87,46,14.7,12.69,0.863,1,0,0,0,13,312,2.464,1,19,131.67,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,52.15,33,0.344,1,0,0,0,0,0,0,0,0,0,800,800,800,800,1090,1400,75,0.254,26.5,14.13,12.69,0,131.67,0,19,19,13.038,353.28,1,0.605,0.605,0.547,2.695,0.645,0.02,0,,,,69,0,0,0,0,0,0,0,0,0,0,7,0,0,7000,7000,29,262,1457,69,42,69,35,44,56,0,39321,196,120,182,109,112,151,26222,39321
1.140,0,797,19,87,46,14.7,12.69,0.863,1,0,0,0,13,312,2.464,1,19,131.67,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,52.15,33,0.344,1,0,0,0,0,0,0,0,0,0,800,800,800,800,1090,1400,75,0.254,26.5,14.13,12.69,0,131.67,0,19,19,13.038,353.28,1,0.625,0.625,0.547,2.695,0.645,0.02,0,,,,45,0,0,0,0,0,0,0,0,0,0,7,0,0,7000,7000,29,262,1457,69,42,69,35,45,56,0,39321,196,120,182,109,112,151,26222,39321
1.200,0,801,19,87,46,14.7,12.63,0.859,1,0,0,0,13,312,2.464,1,19,131.67,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,52.15,33,0.344,1,0,0,0,0,0,0,0,0,0,800,800,800,800,1090,1400,75,0.254,26.5,14.13,12.63,0,131.67,0,19,19,13.038,353.28,1,0.605,0.605,0.547,2.695,0.645,0.02,0,,,,42,0,0,0,0,0,0,0,0,0,0,7,0,0,7000,7000,29,262,1457,66,42,69,35,45,49,0,39321,194,120,182,109,112,151,26222,39321
1.260,0,803,19,87,46,14.7,12.69,0.863,1,0,0,0,13,312,2.464,1,19,131.67,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,52.15,33,0.344,1,0,0,0,0,0,0,0,0,0,800,800,800,800,1090,1400,75,0.254,26.5,14.13,12.69,0,131.67,0,19,19,13.038,353.28,1,0.625,0.625,0.547,2.695,0.645,0.02,0,,,,39,0,0,0,0,0,0,0,0,0,0,7,0,0,7000,7000,29,262,1457,66,42,68,39,45,49,0,39321,194,120,185,109,112,151,26222,39321
1.320,0,805,19,87,46,14.7,12.81,0.871,1,0,0,0,12.5,312,2.464,1,19,131.67,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,52.15,33,0.344,1,0,0,0,0,0,0,0,0,0,800,810,800,800,1090,1400,75,0.254,26.5,14.13,12.81,0,131.67,0,19,19,13.038,353.28,1,0.605,0.605,0.547,2.695,0.645,0.02,0,,,,79,0,0,0,0,0,0,0,0,0,0,7,0,0,7000,7000,29,262,1457,79,42,68,39,42,62,0,39321,196,120,185,109,112,151,26222,39321
1.375,0,807,19,86,46,14.7,12.81,0.871,1,0,0,0,12.5,312,2.464,1,19,131.67,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,51.92,33,0.344,1,0,0,0,0,0,0,0,0,0,800,810,800,800,1090,1400,75,0.254,26.5,14.13,12.81,0,131.67,0,19,19,13.038,353.28,1,0.605,0.605,0.547,2.695,0.645,0.02,0,,,,61,0,0,0,0,0,0,0,0,0,0,7,0,0,7000,7000,29,262,1457,79,42,61,39,42,62,0,39321,196,120,182,109,112,151,26222,39321
1.435,0,807,19,86,46,14.7,12.86,0.875,1,0,0,0,12.5,312,2.464,1,19,131.67,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,52.15,33,0.344,1,0,0,0,0,0,0,0,0,0,800,810,800,800,1090,1400,75,0.254,26.5,14.13,12.86,0,131.67,0,19,19,13.038,353.28,1,0.625,0.625,0.547,2.695,0.645,0.02,0,,,,42,0,0,0,0,0,0,0,0,0,0,7,0,0,7000,7000,29,262,1457,79,42,61,45,42,62,0,39321,196,120,182,112,112,151,26222,39321
1.495,0,809,19,86,46,14.7,12.86,0.875,1,0,0,0,12.5,312,2.464,1,19,131.33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,51.92,33,0.344,1,0,0,0,0,0,0,0,0,0,800,810,800,800,1090,1400,75,0.254,26.5,14.13,12.86,0,131.33,0,19,19,13.038,353.28,1,0.625,0.625,0.547,2.695,0.645,0.02,0,,,,51,0,0,0,0,0,0,0,0,0,0,7,0,0,7000,7000,29,262,1457,74,51,61,45,42,45,0,39321,199,120,182,112,112,149,26222,39321
1.554,0,805,19,86,46,14.7,12.86,0.875,1,0,0,0,12.5,312,2.464,1,19,131.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,52.15,33,0.344,1,0,0,0,0,0,0,0,0,0,800,810,800,800,1090,1400,75,0.254,26.5,14.13,12.86,0,131.5,0,19,19,13.038,353.28,1,0.625,0.625,0.547,2.695,0.645,0.02,0,,,,42,0,0,0,0,0,0,0,0,0,0,7,0,0,7000,7000,29,262,1457,74,51,64,42,42,45,0,39321,199,120,182,112,112,149,26222,39321
1.613,0,804,19,86,46,14.7,12.81,0.871,1,0,0,0,13,312,2.464,1,19,131.33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,51.92,33,0.344,1,0,0,0,0,0,0,0,0,0,800,800,800,800,1090,1400,75,0.254,26.5,14.13,12.81,0,131.33,0,19,19,13.038,353.28,1,0.605,0.605,0.547,2.695,0.645,0.02,0,,,,73,0,0,0,0,0,0,0,0,0,0,7,0,0,7000,7000,29,262,1457,73,51,64,42,45,51,0,39321,202,120,182,112,115,146,26222,39321
1.673,0,804,19,86,46,14.7,12.86,0.875,1,0,0,0,13,312,2.456,1,19,131.17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,51.92,33,0.344,1,0,0,0,0,0,0,0,0,0,800,800,800,800,1090,1400,75,0.254,26.5,14.13,12.86,0,131.17,0,19,19,13.038,353.28,1,0.605,0.605,0.547,2.695,0.645,0.02,0,,,,71,0,0,0,0,0,0,0,0,0,0,7,0,0,7000,7000,29,262,1457,73,45,71,42,45,51,0,39321,202,120,182,112,115,146,26222,39321
1.733,0,795,19,86,46,14.7,12.86,0.875,1,0,0,0,13,312,2.456,1,19,131.17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,51.92,33,0.344,1,0,0,0,0,0,0,0,0,0,800,800,800,800,1090,1400,75,0.254,26.5,14.13,12.86,0,131.17,0,19,19,13.038,353.28,1,0.625,0.625,0.547,2.676,0.645,0.02,0,,,,37,0,0,0,0,0,0,0,0,0,0,7,0,0,7000,7000,29,262,1457,73,45,71,47,37,51,0,39321,202,120,182,112,115,146,26222,39321
1.793,0,799,19,86,46,14.7,12.86,0.875,1,0,0,0,13,312,2.456,1,19,131.17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,51.92,33,0.344,1,0,0,0,0,0,0,0,0,0,800,800,800,800,1090,1400,75,0.254,26.5,14.13,12.86,0,131.17,0,19,19,13.038,353.28,1,0.625,0.625,0.547,2.676,0.645,0.02,0,,,,42,0,0,0,0,0,0,0,0,0,0,7,0,0,7000,7000,29,262,1457,74,42,71,47,37,47,0,39321,202,120,182,112,115,146,26222,39321
1.853,0,791,19,86,46,14.7,12.81,0.871,1,0,0,0,14,312,2.464,1,19,131.33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,52.15,33,0.344,1,0,0,0,0,0,0,0,0,0,800,790,800,800,1090,1400,75,0.254,26.5,14.13,12.81,0,131.33,0,19,19,13.038,353.28,1,0.625,0.625,0.547,2.676,0.645,0.02,0,,,,44,0,0,0,0,0,0,0,0,0,0,7,0,0,7000,7000,29,262,1457,74,42,66,44,37,47,0,39321,202,120,182,112,115,146,26222,39321
1.913,0,794,19,86,46,14.7,12.81,0.871,1,0,0,0,14,312,2.464,1,19,131.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,52.15,33,0.344,1,0,0,0,0,0,0,0,0,0,800,790,800,800,1090,1400,75,0.254,26.5,14.13,12.81,0,131.5,0,19,19,13.038,353.28,1,0.625,0.625,0.547,2.676,0.645,0.02,0,,,,64,0,0,0,0,0,0,0,0,0,0,7,0,0,7000,7000,29,262,1457,64,42,66,44,42,51,0,39321,202,120,182,112,115,146,26222,39321
1.973,0,794,19,86,46,14.7,12.75,0.867,1,0,0,0,14,312,2.464,1,19,131.67,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,52.15,33,0.344,1,0,0,0,0,0,0,0,0,0,800,790,800,800,1090,1400,75,0.254,26.5,14.13,12.75,0,131.67,0,19,19,13.038,353.28,1,0.625,0.625,0.547,2.676,0.645,0.02,0,,,,68,0,0,0,0,0,0,0,0,0,0,7,0,0,7000,7000,29,262,1457,64,42,68,44,42,51,0,39321,202,120,182,112,115,146,26222,39321
2.032,0,793,19,86,46,14.7,12.75,0.867,1,0,0,0,14,312,2.464,1,19,131.67,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,52.15,33,0.344,1,0,0,0,0,0,0,0,0,0,800,790,800,800,1090,1400,75,0.254,26.5,14.13,12.75,0,131.67,0,19,19,13.038,353.28,1,0.625,0.625,0.547,2.676,0.645,0.02,0,,,,49,0,0,0,0,0,0,0,0,0,0,7,0,0,7000,7000,29,262,1457,64,42,68,34,49,51,0,39321,202,120,182,112,115,146,26222,39321
2.092,0,795,19,86,46,14.7,12.63,0.859,1,0,0,0,13,312,2.464,1,19,131.67,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,52.15,33,0.344,1,0,0,0,0,0,0,0,0,0,800,800,800,800,1090,1400,75,0.254,26.5,14.13,12.63,0,131.67,0,19,19,13.038,353.28,1,0.625,0.625,0.547,2.676,0.645,0.02,0,,,,40,0,0,0,0,0,0,0,0,0,0,7,0,0,7000,7000,29,262,1457,64,40,68,34,49,52,0,39321,202,118,182,112,115,146,26222,39321
2.152,0,791,19,86,46,14.7,12.63,0.859,1,0,0,0,14,312,2.464,1,19,131.67,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,52.15,33,0.344,1,0,0,0,0,0,0,0,0,0,800,790,800,800,1090,1400,75,0.254,26.5,14.13,12.63,0,131.67,0,19,19,13.038,353.28,1,0.625,0.625,0.547,2.676,0.645,0.02,0,,,,37,0,0,0,0,0,0,0,0,0,0,7,0,0,7000,7000,29,262,1457,64,40,73,37,49,52,0,39321,202,118,185,112,115,146,26222,39321
2.212,0,791,19,86,46,14.7,12.63,0.859,1,0,0,0,14,312,2.464,1,19,131.67,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,52.15,33,0.344,1,0,0,0,0,0,0,0,0,0,800,790,800,800,1090,1400,75,0.254,26.5,14.13,12.63,0,131.67,0,19,19,13.038,353.28,1,0.625,0.625,0.547,2.676,0.645,0.02,0,,,,54,0,0,0,0,0,0,0,0,0,0,7,0,0,7000,7000,29,262,1457,64,40,73,37,37,54,0,39321,202,118,185,112,112,149,26222,39321
