Время, с;Обороты;Нагрузка (ось карт);Наполнение мгновенное;Дроссель открытие;Впрыск, мс;Мёртвое время форсунки;Обогащение ускорения;УОЗ сырьё;УОЗ из карты;Поправка угла по детонации, °;Давление, кПа;Расход (прослойка);VE (ДАД);Ktps (ДАД);Коррекция по лямбде;Живая карта;Состояние указателя;Индекс температурных таблиц;РХХ / контур холостого;УОЗ, градусы;Нагрузка TP;Газ, %;Впрыск расчётный, мс;Загрузка форсунок, %;K форсунок;КМ (ДАД);AFR цель;AFR факт (ШДК);AFR возраст, с;Поправка VE (факт/цель);ФЛАГ Отсечка;ФЛАГ Впрыск разрешён;ФЛАГ Замкнутый цикл;ФЛАГ Крэнк;ФЛАГ Нейтраль;ФЛАГ Холостой ход;ФЛАГ Стартер;ФЛАГ Неисправность TPS;ФЛАГ $0053.08 гейт наката;ФЛАГ $0053.40 гейт наката;ФЛАГ $0053.80 не разобран;АЦП Расходомер/ДАД;АЦП Дроссель;АЦП Напряжение борта;АЦП Температура ОЖ;АЦП Лямбда;АЦП канал 9 (свободный)
0.62;0.0;0;0;0;12;89;0;50;40;0;100;0;0.74;1.0;1.0;0;0;99;0;20;0.0;0.0;5.45;;345;128;14.7;;;;0;0;0;0;1;1;0;0;0;1;0;705;;139;171;0;156
1.02;0.0;0;0;0;12;89;0;50;40;0;100;0;0.74;1.0;1.0;0;0;99;0;20;0.0;0.0;5.45;;345;128;14.7;;;;0;0;0;0;1;1;0;0;0;1;0;705;;139;171;0;156
1.42;0.0;0;0;0;12;89;0;50;40;0;100;0;0.74;1.0;1.0;0;0;99;0;20;0.0;0.0;5.45;;345;128;14.7;;;;0;0;0;0;1;1;0;0;0;1;0;705;;140;171;0;155
1.82;0.0;0;0;0;12;89;0;50;40;0;100;0;0.74;1.0;1.0;0;0;99;0;20;0.0;0.0;5.45;;345;128;14.7;;;;0;0;0;0;1;1;0;0;0;1;0;705;;140;171;0;156
2.23;0.0;0;0;0;12;89;0;50;40;0;100;0;0.74;1.0;1.0;0;0;99;0;20;0.0;0.0;5.45;;345;128;14.7;;;;0;0;0;0;1;1;0;0;0;1;0;705;;140;171;0;164
2.63;0.0;0;0;0;12;89;0;50;40;0;100;0;0.74;1.0;1.0;0;0;99;0;20;0.0;0.0;5.45;;345;128;14.7;;;;0;0;0;0;1;1;0;0;0;1;0;705;;140;171;0;155
3.03;0.0;0;0;0;12;89;0;50;40;0;100;0;0.74;1.0;1.0;0;0;99;0;20;0.0;0.0;5.45;;345;128;14.7;;;;0;0;0;0;1;1;0;0;0;1;0;705;;140;171;0;155
3.42;0.0;0;0;0;12;89;0;50;40;0;100;0;0.74;1.0;1.0;0;0;99;0;20;0.0;0.0;5.45;;345;128;14.7;;;;0;0;0;0;1;1;0;0;0;1;0;705;;140;171;0;156
3.83;0.0;0;0;0;12;89;0;50;40;0;100;0;0.74;1.0;1.0;0;0;99;0;20;0.0;0.0;5.45;;345;128;14.7;;;;0;0;0;0;1;1;0;0;0;1;0;705;;139;171;0;156
4.23;0.0;0;0;0;12;89;0;50;40;0;100;0;0.74;1.0;1.0;0;0;99;0;20;0.0;0.0;5.45;;345;128;14.7;;;;0;0;0;0;1;1;0;0;0;1;0;705;;140;171;0;146
4.64;0.0;0;0;0;12;89;0;50;40;0;100;0;0.74;1.0;1.0;0;0;99;0;20;0.0;0.0;5.45;;345;128;14.7;;;;0;0;0;0;1;1;0;0;0;1;0;705;;140;171;0;164
5.05;0.0;0;0;0;12;89;0;50;40;0;100;0;0.74;1.0;1.0;0;0;99;0;20;0.0;0.0;5.45;;345;128;14.7;;;;0;0;0;0;1;1;0;0;0;1;0;705;;140;171;0;164
5.43;0.0;0;0;0;12;89;0;50;40;0;100;0;0.74;1.0;1.0;0;0;99;0;20;0.0;0.0;5.45;;345;128;14.7;;;;0;0;0;0;1;1;0;0;0;1;0;705;;140;171;0;155
5.84;0.0;0;0;0;12;89;0;50;40;0;100;0;0.74;1.0;1.0;0;0;99;0;20;0.0;0.0;5.45;;345;128;14.7;;;;0;0;0;0;1;1;0;0;0;1;0;705;;140;171;0;163
6.25;0.0;0;0;0;12;89;0;50;40;0;100;0;0.74;1.0;1.0;0;0;99;0;20;0.0;0.0;5.45;;345;128;14.7;;;;0;0;0;0;1;1;0;0;0;1;0;705;;140;171;0;155
6.44;0.0;0;0;0;12;89;0;50;40;0;100;0;0.74;1.0;1.0;0;0;99;0;20;0.0;0.0;5.45;;345;128;14.7;;;;0;0;0;0;1;1;0;0;0;1;0;705;;140;171;0;156
6.85;0.0;0;0;0;12;89;0;50;40;0;100;0;0.74;1.0;1.0;0;0;99;0;20;0.0;0.0;5.45;;345;128;14.7;;;;0;0;0;0;1;1;0;0;0;1;0;705;;140;171;0;156
7.24;0.0;0;0;0;12;89;0;50;40;0;100;0;0.74;1.0;1.0;0;0;99;0;20;0.0;0.0;5.45;;345;128;14.7;;;;0;0;0;0;1;1;0;0;0;1;0;705;;140;171;0;163
7.65;0.0;0;0;0;12;89;0;50;40;0;100;0;0.74;1.0;1.0;0;0;99;0;20;0.0;0.0;5.45;;345;128;14.7;;;;0;0;0;0;1;1;0;0;0;1;0;705;;140;171;0;156
8.06;0.0;0;0;0;12;89;0;50;40;0;100;0;0.74;1.0;1.0;0;0;99;0;20;0.0;0.0;5.45;;345;128;14.7;;;;0;0;0;0;1;1;0;0;0;1;0;705;;140;171;0;163
8.46;0.0;0;0;0;12;89;0;50;40;0;100;0;0.74;1.0;1.0;0;0;99;0;20;0.0;0.0;5.45;;345;128;14.7;;;;0;0;0;0;1;1;0;0;0;1;0;705;;140;171;0;156
8.86;0.0;0;0;0;12;89;0;50;40;0;100;0;0.74;1.0;1.0;0;0;99;0;20;0.0;0.0;5.45;;345;128;14.7;;;;0;0;0;0;1;1;0;0;0;1;0;705;;140;171;0;156
9.26;0.0;0;0;0;12;89;0;50;40;0;100;0;0.74;1.0;1.0;0;0;99;0;20;0.0;0.0;5.45;;345;128;14.7;;;;0;0;0;0;1;1;0;0;0;1;0;705;;140;171;0;164
9.65;0.0;0;0;0;12;89;0;50;40;0;100;0;0.74;1.0;1.0;0;0;99;0;20;0.0;0.0;5.45;;345;128;14.7;;;;0;0;0;0;1;1;0;0;0;1;0;705;;140;171;0;156
10.06;0.0;0;0;0;12;89;0;50;40;0;100;0;0.74;1.0;1.0;0;0;99;0;20;0.0;0.0;5.45;;345;128;14.7;;;;0;0;0;0;1;1;0;0;0;1;0;705;;140;171;0;164
10.46;0.0;0;0;0;12;89;0;50;40;0;100;0;0.74;1.0;1.0;0;0;99;0;20;0.0;0.0;5.45;;345;128;14.7;;;;0;0;0;0;1;1;0;0;0;1;0;705;;140;171;0;156
10.86;0.0;0;0;0;12;89;0;50;40;0;100;0;0.74;1.0;1.0;0;0;99;0;20;0.0;0.0;5.45;;345;128;14.7;;;;0;0;0;0;1;1;0;0;0;1;0;705;;140;171;0;156
11.27;0.0;0;0;0;12;89;0;50;40;0;100;0;0.74;1.0;1.0;0;0;99;0;20;0.0;0.0;5.45;;345;128;14.7;;;;0;0;0;0;1;1;0;0;0;1;0;705;;140;171;0;155
11.67;0.0;0;0;0;12;89;0;50;40;0;100;0;0.74;1.0;1.0;0;0;99;0;20;0.0;0.0;5.45;;345;128;14.7;;;;0;0;0;0;1;1;0;0;0;1;0;705;;140;171;0;163
12.08;0.0;0;0;0;12;89;0;50;40;0;100;0;0.74;1.0;1.0;0;0;99;0;20;0.0;0.0;5.45;;345;128;14.7;;;;0;0;0;0;1;1;0;0;0;1;0;705;;140;171;0;164
12.46;0.0;0;0;0;12;89;0;50;40;0;100;0;0.74;1.0;1.0;0;0;99;0;20;0.0;0.0;5.45;;345;128;14.7;;;;0;0;0;0;1;1;0;0;0;1;0;705;;140;171;0;164
12.68;0.0;0;0;0;12;89;0;50;40;0;100;0;0.74;1.0;1.0;0;0;99;0;20;0.0;0.0;5.45;;345;128;14.7;;;;0;0;0;0;1;1;0;0;0;1;0;705;;140;171;0;155
13.09;0.0;0;0;0;12;89;0;50;40;0;100;0;0.74;1.0;1.0;0;0;99;0;20;0.0;0.0;5.45;;345;128;14.7;;;;0;0;0;0;1;1;0;0;0;1;0;705;;140;171;0;163
13.49;0.0;0;0;0;12;89;0;50;40;0;100;0;0.74;1.0;1.0;0;0;99;0;20;0.0;0.0;5.45;;345;128;14.7;;;;0;0;0;0;1;1;0;0;0;1;0;705;;140;171;0;164
13.88;0.0;0;0;0;12;89;0;50;40;0;100;0;0.74;1.0;1.0;0;0;99;0;20;0.0;0.0;5.45;;345;128;14.7;;;;0;0;0;0;1;1;0;0;0;1;0;705;;140;171;0;164
14.28;0.0;0;0;0;12;89;0;50;40;0;100;0;0.74;1.0;1.0;0;0;99;0;20;0.0;0.0;5.45;;345;128;14.7;;;;0;0;0;0;1;1;0;0;0;1;0;705;;140;171;0;155
14.69;0.0;0;0;0;12;89;0;50;40;0;100;0;0.74;1.0;1.0;0;0;99;0;20;0.0;0.0;5.45;;345;128;14.7;;;;0;0;0;0;1;1;0;0;0;1;0;705;;140;171;0;156
15.1;0.0;0;0;0;12;89;0;50;40;0;100;0;0.74;1.0;1.0;0;0;99;0;20;0.0;0.0;5.45;;345;128;14.7;;;;0;0;0;0;1;1;0;0;0;1;0;705;;140;171;0;156
15.5;0.0;0;0;0;12;89;0;50;40;0;100;0;0.74;1.0;1.0;0;0;99;0;20;0.0;0.0;5.45;;345;128;14.7;;;;0;0;0;0;1;1;0;0;0;1;0;705;;140;171;0;156
15.88;0.0;0;0;0;12;89;0;50;40;0;100;0;0.74;1.0;1.0;0;0;99;0;20;0.0;0.0;5.45;;345;128;14.7;;;;0;0;0;0;1;1;0;0;0;1;0;705;;140;171;0;155
16.3;0.0;0;0;0;12;89;0;50;40;0;100;0;0.74;1.0;1.0;0;0;99;0;20;0.0;0.0;5.45;;345;128;14.7;;;;0;0;0;0;1;1;0;0;0;1;0;705;;140;171;0;154
16.69;0.0;0;0;0;12;88;0;50;40;0;100;0;0.74;1.0;1.0;0;0;99;0;20;0.0;0.0;5.44;;345;128;14.7;;;;0;0;0;0;1;1;0;0;0;1;0;705;;141;171;0;164
17.09;0.0;0;0;0;12;88;0;50;40;0;100;0;0.74;1.0;1.0;0;0;99;0;20;0.0;0.0;5.44;;345;128;14.7;;;;0;0;0;0;1;1;0;0;0;1;0;705;;141;171;0;164
17.49;0.0;0;0;0;12;88;0;50;40;0;100;0;0.74;1.0;1.0;0;0;99;0;20;0.0;0.0;5.44;;345;128;14.7;;;;0;0;0;0;1;1;0;0;0;1;0;705;;141;171;0;155
17.9;0.0;0;0;0;12;88;0;50;40;0;100;0;0.74;1.0;1.0;0;0;99;0;20;0.0;0.0;5.44;;345;128;14.7;;;;0;0;0;0;1;1;0;0;0;1;0;705;;141;171;0;141
18.31;0.0;0;0;0;12;89;0;50;40;0;100;0;0.74;1.0;1.0;0;0;99;0;20;0.0;0.0;5.45;;345;128;14.7;;;;0;0;0;0;1;1;0;0;0;1;0;705;;140;171;0;164
18.51;0.0;0;0;0;12;88;0;50;40;0;100;0;0.74;1.0;1.0;0;0;99;0;20;0.0;0.0;5.44;;345;128;14.7;;;;0;0;0;0;1;1;0;0;0;1;0;705;;141;171;0;156
18.91;0.0;0;0;0;12;88;0;50;40;0;100;0;0.74;1.0;1.0;0;0;99;0;20;0.0;0.0;5.44;;345;128;14.7;;;;0;0;0;0;1;1;0;0;0;1;0;705;;141;171;0;155
19.3;0.0;0;0;0;12;88;0;50;40;0;100;0;0.74;1.0;1.0;0;0;99;0;20;0.0;0.0;5.44;;345;128;14.7;;;;0;0;0;0;1;1;0;0;0;1;0;705;;141;171;0;155
19.7;0.0;0;0;0;12;88;0;50;40;0;100;0;0.74;1.0;1.0;0;0;99;0;20;0.0;0.0;5.44;;345;128;14.7;;;;0;0;0;0;1;1;0;0;0;1;0;705;;141;171;0;164
20.11;0.0;0;0;0;12;89;0;50;40;0;100;0;0.74;1.0;1.0;0;0;99;0;20;0.0;0.0;5.45;;345;128;14.7;;;;0;0;0;0;1;1;0;0;0;1;0;705;;140;171;0;156
20.52;0.0;0;0;0;12;89;0;50;40;0;100;0;0.74;1.0;1.0;0;0;99;0;20;0.0;0.0;5.45;;345;128;14.7;;;;0;0;0;0;1;1;0;0;0;1;0;705;;140;171;0;155
20.92;0.0;0;0;0;12;89;0;50;40;0;100;0;0.74;1.0;1.0;0;0;99;0;20;0.0;0.0;5.45;;345;128;14.7;;;;0;0;0;0;1;1;0;0;0;1;0;705;;140;171;0;155
21.31;115;0;0;0;12;104;0;54;16;0;92;1;0.76;1.0;1.0;0;0;99;0;16;0.0;0.0;5.52;1.2;345;128;14.7;;;;0;0;0;1;1;1;1;0;0;1;0;641;;118;171;0;153
21.72;666;89;89;10;10;97;0;54;16;0;92;9;0.75;1.0;1.0;0;0;99;0;16;11.12;5.8;4.52;5.6;345;128;13.07;;;;0;1;0;1;1;0;1;0;0;1;0;645;;128;171;0;154
22.13;1691;27;27;18;6.37;72;0;10;60;0;52;10;0.51;1.0;1.0;0;0;99;0;60;3.38;10.5;2.91;9.0;345;128;14.7;;;;0;1;0;0;1;0;0;0;0;1;0;340;;163;171;0;86
22.53;1370;22;22;18;5.03;71;0;10;58;0;50;6;0.46;1.0;1.0;0;0;99;0;60;2.75;10.5;2.37;5.7;345;128;14.7;;;;0;1;0;0;1;0;0;0;0;1;0;326;;165;171;0;85
22.93;1473;23;23;18;4.65;70;0;11;59;0;49;7;0.47;1.0;1.0;0;0;99;0;59;2.88;10.5;2.21;5.7;345;128;14.7;;;;0;1;0;0;1;0;0;0;0;1;0;322;;166;171;0;85
23.33;1345;20;20;19;3.97;70;0;11;59;0;48;6;0.45;1.0;1.0;0;0;99;0;59;2.5;11.0;1.94;4.4;345;128;14.7;;;;0;1;0;0;1;0;0;0;0;1;0;310;;166;171;0;84
23.71;1332;21;21;19;3.98;69;0;12;58;0;48;6;0.45;1.0;1.0;0;0;99;0;58;2.62;11.0;1.94;4.4;345;128;14.7;;;;0;1;0;0;1;0;0;0;0;1;0;313;;167;171;0;41
24.12;1319;21;21;19;4.06;69;0;13;58;0;49;6;0.45;1.0;1.0;0;0;99;0;57;2.62;11.0;1.97;4.5;345;128;14.7;;;;0;1;0;0;1;0;0;0;0;1;0;319;;167;171;0;85
24.53;1114;24;24;19;4.33;69;0;14;56;0;52;6;0.47;1.0;1.0;0;0;99;0;56;3.0;11.0;2.08;4.0;345;128;14.7;;;;0;1;0;0;1;0;0;0;0;1;0;341;;167;171;0;86
24.74;1050;24;24;19;4.41;69;0;18;50;0;54;5;0.47;1.0;1.0;0;0;99;0;52;3.0;11.0;2.11;3.9;345;128;14.7;;;;0;1;0;0;1;0;0;0;0;1;0;354;;167;171;0;89
25.12;1217;24;24;18;4.31;69;0;12;58;0;51;6;0.47;1.0;1.0;0;0;99;0;58;3.0;10.5;2.07;4.4;345;128;14.7;;;;0;1;0;0;1;0;0;0;0;1;0;338;;167;171;0;86
25.53;1178;25;25;18;4.48;69;0;13;58;0;53;6;0.48;1.0;1.0;0;0;99;0;57;3.12;10.5;2.14;4.4;345;128;14.7;;;;0;1;0;0;1;0;0;0;0;1;0;347;;167;171;0;88
25.94;1306;24;24;18;4.28;69;0;11;59;0;51;7;0.48;1.0;1.0;0;0;99;0;59;3.0;10.5;2.06;4.7;345;128;14.7;;;;0;1;0;0;1;0;0;0;0;1;0;335;;167;171;0;86
26.35;1229;24;24;18;4.21;69;0;11;59;0;51;6;0.48;1.0;1.0;0;0;99;0;59;3.0;10.5;2.03;4.3;345;128;14.7;;;;0;1;0;0;1;0;0;0;0;1;0;333;;167;171;0;82
26.73;1153;25;25;19;4.31;69;0;12;58;0;52;6;0.48;1.0;1.0;0;0;99;0;58;3.12;11.0;2.07;4.1;345;128;14.7;;;;0;1;0;0;1;0;0;0;0;1;0;343;;168;171;0;86
27.14;1217;23;23;19;4.11;69;0;11;59;0;51;6;0.47;1.0;1.0;0;0;99;0;59;2.88;11.0;1.99;4.2;345;128;14.7;;;;0;1;0;0;1;0;0;0;0;1;0;335;;168;171;0;86
27.55;1178;24;24;19;4.11;69;0;11;57;0;51;6;0.46;1.0;1.0;0;0;99;0;59;3.0;11.0;1.99;4.0;345;128;14.7;;;;0;1;0;0;1;0;0;0;0;1;0;336;;168;171;0;86
27.94;1268;23;23;19;4.01;69;0;11;59;0;50;6;0.46;1.0;1.0;0;0;99;0;59;2.88;11.0;1.95;4.2;345;128;14.7;;;;0;1;0;0;1;0;0;0;0;1;0;329;;168;171;0;85
28.35;1268;22;22;19;3.93;69;0;12;58;0;50;6;0.46;1.0;1.0;0;0;99;0;58;2.75;11.0;1.92;4.2;345;128;14.7;;;;0;1;0;0;1;0;0;0;0;1;0;325;;168;171;0;85
28.75;1217;23;23;19;4.03;69;0;13;57;0;51;6;0.47;1.0;1.0;0;0;99;0;57;2.88;11.0;1.96;4.1;345;128;14.7;;;;0;1;0;0;1;0;0;0;0;1;0;337;;168;171;0;86
29.16;1140;24;24;19;4.13;69;0;14;58;0;52;6;0.47;1.0;1.0;0;0;99;0;56;3.0;11.0;2.0;3.9;345;128;14.7;;;;0;1;0;0;1;0;0;0;0;1;0;344;;168;171;0;87
29.56;1153;26;26;19;4.28;69;0;15;54;0;54;6;0.49;1.0;1.0;0;0;99;0;55;3.25;11.0;2.06;4.1;345;128;14.7;;;;0;1;0;0;1;0;0;0;0;1;0;355;;168;171;0;89
29.96;1165;23;23;19;3.96;69;0;10;60;0;51;6;0.46;1.0;1.0;0;0;99;0;60;2.88;11.0;1.93;3.8;345;128;14.7;;;;0;1;0;0;1;0;0;0;0;1;0;338;;168;171;0;86
30.35;1204;24;24;19;4.01;69;0;13;58;0;51;6;0.47;1.0;1.0;0;0;99;0;57;3.0;11.0;1.95;4.0;345;128;14.7;;;;0;1;0;0;1;0;0;0;0;1;0;335;;167;171;0;86
30.76;1255;24;24;19;3.96;69;0;11;59;0;51;6;0.48;1.0;1.0;0;0;99;0;59;3.0;11.0;1.93;4.1;345;128;14.7;;;;0;1;0;0;1;0;0;0;0;1;0;335;;168;171;0;86
30.95;1089;23;23;19;3.86;69;0;17;56;0;52;6;0.46;1.0;1.0;0;0;99;0;53;2.88;11.0;1.89;3.5;345;128;14.7;;;;0;1;0;0;1;0;0;0;0;1;0;341;;168;171;0;86
31.37;1217;25;25;19;4.12;68;0;10;60;0;52;7;0.48;1.0;1.0;0;0;99;0;60;3.12;11.0;1.99;4.2;345;128;14.7;;;;0;1;0;0;1;0;0;0;0;1;0;341;;169;171;0;86
31.78;1114;25;25;19;4.0;66;0;17;55;0;53;6;0.47;1.0;1.0;0;0;99;0;53;3.12;11.0;1.93;3.7;345;128;14.7;;;;0;1;0;0;1;0;0;0;0;1;0;350;;171;171;0;88
32.18;1332;24;24;19;3.82;66;0;10;60;0;51;7;0.48;1.0;1.0;0;0;99;0;60;3.0;11.0;1.86;4.2;345;128;14.7;;;;0;1;0;0;1;0;0;0;0;1;0;332;;172;171;0;86
32.58;1319;23;23;19;3.63;65;0;11;59;0;50;6;0.46;1.0;1.0;0;0;99;0;59;2.88;11.0;1.78;4.0;345;128;14.7;;;;0;1;0;0;1;0;0;0;0;1;0;331;;173;171;0;86
32.97;1268;23;23;19;3.61;65;0;12;58;0;50;6;0.46;1.0;1.0;0;0;99;0;58;2.88;11.0;1.77;3.8;345;128;14.7;;;;0;1;0;0;1;0;0;0;0;1;0;329;;173;171;0;85
33.36;1255;23;23;19;3.6;64;0;12;58;0;50;6;0.46;1.0;1.0;0;0;99;0;58;2.88;11.0;1.76;3.8;345;128;14.7;;;;0;1;0;0;1;0;0;0;0;1;0;326;;174;171;0;85
33.79;1204;23;23;19;3.62;64;0;13;57;0;51;6;0.47;1.0;1.0;0;0;99;0;57;2.88;11.0;1.77;3.6;345;128;14.7;;;;0;1;0;0;1;0;0;0;0;1;0;337;;174;171;0;86
34.17;1101;26;26;19;3.97;64;0;20;51;0;55;6;0.48;1.0;1.0;0;0;99;0;50;3.25;11.0;1.91;3.6;345;128;14.7;;;;0;1;0;0;1;0;0;0;0;1;0;366;;174;171;0;89
34.59;1012;24;24;19;3.7;64;0;16;54;0;54;5;0.46;1.0;1.0;0;0;99;0;54;3.0;11.0;1.8;3.1;345;128;14.47;;;;0;1;0;0;1;0;0;0;0;1;0;361;;176;171;0;89
34.99;1281;24;24;19;3.67;64;0;11;60;0;51;7;0.48;1.0;1.0;0;0;99;0;59;3.0;11.0;1.79;3.9;345;128;14.7;;;;0;1;0;0;1;0;0;0;0;1;0;334;;176;171;0;86
35.4;1217;22;22;19;3.45;64;0;14;56;0;50;6;0.45;1.0;1.0;0;0;99;0;56;2.75;11.0;1.7;3.5;345;128;14.7;;;;0;1;0;0;1;0;0;0;0;1;0;330;;174;171;0;86
35.78;1255;25;25;19;3.81;65;0;12;59;0;52;7;0.49;1.0;1.0;0;0;99;0;58;3.12;11.0;1.85;4.0;345;128;14.7;;;;0;1;0;0;1;0;0;0;0;1;0;342;;173;171;0;86
36.19;1140;25;25;19;3.87;66;0;12;58;0;53;6;0.47;1.0;1.0;0;0;99;0;58;3.12;11.0;1.88;3.7;345;128;14.7;;;;0;1;0;0;1;0;0;0;0;1;0;353;;172;171;0;89
36.6;1101;25;25;19;3.8;66;0;14;56;0;53;6;0.47;1.0;1.0;0;0;99;0;56;3.12;11.0;1.85;3.5;345;128;14.7;;;;0;1;0;0;1;0;0;0;0;1;0;353;;172;171;0;41
36.79;1178;24;24;19;3.7;66;0;11;58;0;52;6;0.48;1.0;1.0;0;0;99;0;59;3.0;11.0;1.81;3.6;345;128;14.7;;;;0;1;0;0;1;0;0;0;0;1;0;341;;172;171;0;86
37.2;1281;23;23;19;3.52;66;0;11;59;0;50;6;0.46;1.0;1.0;0;0;99;0;59;2.88;11.0;1.74;3.8;345;128;14.7;;;;0;1;0;0;1;0;0;0;0;1;0;327;;171;171;0;85
37.6;1345;22;22;19;3.53;69;0;11;58;0;50;6;0.46;1.0;1.0;0;0;99;0;59;2.75;11.0;1.76;4.0;345;128;14.7;;;;0;1;0;0;1;0;0;0;0;1;0;325;;168;171;0;85
38.0;1306;22;22;19;3.48;69;0;11;59;0;49;6;0.45;1.0;1.0;0;0;99;0;59;2.75;11.0;1.74;3.8;345;128;14.7;;;;0;1;0;0;1;0;0;0;0;1;0;323;;167;171;0;85
38.4;1281;22;22;20;3.53;69;0;12;58;0;50;6;0.46;1.0;1.0;0;0;99;0;58;2.75;11.6;1.76;3.8;345;128;14.7;;;;0;1;0;0;1;0;0;0;0;1;0;325;;168;171;0;85
38.8;1140;22;22;19;3.47;68;0;16;54;0;51;6;0.45;1.0;1.0;0;0;99;0;54;2.75;11.0;1.73;3.3;345;128;14.7;;;;0;1;0;0;1;0;0;0;0;1;0;337;;169;171;0;85
39.21;602;26;26;19;0.0;71;0;26;44;0;59;4;0.51;1.0;1.0;0;0;99;0;44;3.25;11.0;0.35;0.0;345;128;14.7;;;;1;1;0;0;0;0;0;0;0;1;0;395;;165;171;0;92
39.6;128;72;72;20;0.0;84;0;41;29;0;90;1;0.76;1.0;1.0;0;0;99;0;29;9.0;11.6;0.42;0.0;345;128;14.7;;;;1;1;0;0;0;0;0;0;0;1;0;627;;147;171;0;152
40.0;0.0;20;20;19;0.0;85;0;33;42;0;100;0;0.74;1.0;1.0;0;0;101;0;37;2.5;11.0;0.42;;345;128;14.7;;;;1;1;0;0;0;0;0;0;1;1;1;705;;145;171;0;141
40.41;0.0;20;20;20;0.0;86;0;33;42;0;100;0;0.74;1.0;1.0;0;0;101;0;37;2.5;11.6;0.43;;345;128;14.7;;;;1;1;0;0;0;0;0;0;1;1;1;705;;144;170;0;156
40.81;0.0;20;20;19;0.0;85;0;33;42;0;100;0;0.74;1.0;1.0;0;0;101;0;37;2.5;11.0;0.42;;345;128;14.7;;;;1;1;0;0;0;0;0;0;1;1;1;705;;145;170;0;156
41.61;0.0;0;0;17;11;83;0;50;42;0;100;0;0.74;1.0;1.0;0;0;101;0;20;0.0;9.9;4.92;;345;128;14.7;;;;1;0;0;0;0;0;0;0;1;1;1;704;;148;170;0;52
42.02;0.0;0;0;18;11;81;0;50;42;0;100;0;0.74;1.0;1.0;0;0;101;0;20;0.0;10.5;4.91;;345;128;14.7;;;;1;0;0;0;0;0;0;0;1;1;1;704;;150;170;0;156
42.43;0.0;0;0;18;11;81;0;50;42;0;100;0;0.74;1.0;1.0;0;0;101;0;20;0.0;10.5;4.91;;345;128;14.7;;;;1;0;0;0;0;0;0;0;1;1;1;703;;150;170;0;154
42.81;0.0;0;0;18;11;81;0;50;42;0;100;0;0.74;1.0;1.0;0;0;101;0;20;0.0;10.5;4.91;;345;128;14.7;;;;1;0;0;0;0;0;0;0;1;1;1;703;;150;170;0;154
43.02;0.0;0;0;18;11;81;0;50;42;0;100;0;0.74;1.0;1.0;0;0;101;0;20;0.0;10.5;4.91;;345;128;14.7;;;;1;0;0;0;0;0;0;0;1;1;1;703;;150;170;0;156
43.43;0.0;0;0;18;11;81;0;50;42;0;100;0;0.74;1.0;1.0;0;0;101;0;20;0.0;10.5;4.91;;345;128;14.7;;;;1;0;0;0;0;0;0;0;1;1;1;703;;150;170;0;51
43.83;0.0;0;0;18;11;81;0;50;42;0;100;0;0.74;1.0;1.0;0;0;101;0;20;0.0;10.5;4.91;;345;128;14.7;;;;1;0;0;0;0;0;0;0;1;1;1;703;;150;170;0;52
44.23;0.0;0;0;18;11;81;0;50;42;0;100;0;0.74;1.0;1.0;0;0;101;0;20;0.0;10.5;4.91;;345;128;14.7;;;;1;0;0;0;0;0;0;0;1;1;1;703;;150;170;0;52
44.64;0.0;0;0;18;11;82;0;50;42;0;100;0;0.74;1.0;1.0;0;0;101;0;20;0.0;10.5;4.91;;345;128;14.7;;;;1;0;0;0;0;0;0;0;1;1;1;704;;149;170;0;52
45.04;0.0;0;0;18;11;82;0;50;42;0;100;0;0.74;1.0;1.0;0;0;101;0;20;0.0;10.5;4.91;;345;128;14.7;;;;1;0;0;0;0;0;0;0;1;1;1;704;;149;170;0;52
45.43;0.0;0;0;18;11;83;0;50;42;0;100;0;0.74;1.0;1.0;0;0;101;0;20;0.0;10.5;4.92;;345;128;14.7;;;;1;0;0;0;0;0;0;0;1;1;1;704;;148;170;0;52
45.83;0.0;0;0;18;11;83;0;50;42;0;100;0;0.74;1.0;1.0;0;0;101;0;20;0.0;10.5;4.92;;345;128;14.7;14.1;0.16;0.959;1;0;0;0;0;0;0;0;1;1;1;704;;148;170;0;52
46.23;0.0;0;0;18;11;83;0;50;42;0;100;0;0.74;1.0;1.0;0;0;101;0;20;0.0;10.5;4.92;;345;128;14.7;14.1;0.55;0.959;1;0;0;0;0;0;0;0;1;1;1;704;;148;170;0;52
46.65;0.0;0;0;18;11;83;0;50;42;0;100;0;0.74;1.0;1.0;0;0;101;0;20;0.0;10.5;4.92;;345;128;14.7;14.1;0.97;0.959;1;0;0;0;0;0;0;0;1;1;1;704;;148;170;0;52
53.15;0.0;0;0;7;12;81;0;50;43;0;99;0;0.75;1.0;1.0;0;0;99;0;20;0.0;4.1;5.41;;345;128;14.7;13.3;5.47;0.905;0;0;0;0;1;0;0;0;0;1;0;696;;150;171;0;153
53.34;0.0;0;0;17;12;81;0;50;42;0;100;0;0.74;1.0;1.0;0;0;101;0;20;0.0;9.9;5.41;;345;128;14.7;13.3;5.66;0.905;0;0;0;0;1;0;0;0;0;1;0;705;;151;170;0;154
53.76;0.0;0;0;17;12;81;0;50;42;0;100;0;0.74;1.0;1.0;0;0;101;0;20;0.0;9.9;5.41;;345;128;14.7;13.3;6.08;0.905;0;0;0;0;1;0;0;0;0;1;0;705;;151;170;0;154
