Время, с;Обороты;Нагрузка (ось карт);Наполнение мгновенное;Дроссель открытие;Впрыск, мс;Мёртвое время форсунки;Обогащение ускорения;УОЗ сырьё;УОЗ из карты;Поправка угла по детонации, °;Давление, кПа;Расход (прослойка);VE (ДАД);Ktps (ДАД);Коррекция по лямбде;Живая карта;Состояние указателя;Индекс температурных таблиц;РХХ / контур холостого;УОЗ, градусы;Нагрузка TP;Газ, %;Впрыск расчётный, мс;Загрузка форсунок, %;K форсунок;КМ (ДАД);AFR цель;AFR факт (ШДК);Поправка VE (факт/цель);ФЛАГ Отсечка;ФЛАГ Впрыск разрешён;ФЛАГ Замкнутый цикл;ФЛАГ Крэнк;ФЛАГ Нейтраль;ФЛАГ Холостой ход;ФЛАГ Стартер;ФЛАГ Неисправность TPS;ФЛАГ $0053.08 гейт наката;ФЛАГ $0053.40 гейт наката;ФЛАГ $0053.80 не разобран;АЦП Расходомер/ДАД;АЦП Дроссель;АЦП Напряжение борта;АЦП Температура ОЖ;АЦП Лямбда;АЦП канал 9 (свободный)
1.43;0.0;0;0;0;7.5;88;0;50;38;0;109;0;0.73;1.0;1.0;0;0;120;0;20;0.0;0.0;3.44;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;695;;141;146;0;154
1.64;0.0;0;0;0;7.5;88;0;50;38;0;109;0;0.73;1.0;1.0;0;0;120;0;20;0.0;0.0;3.44;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;695;;141;146;0;154
1.83;0.0;0;0;0;7.5;88;0;50;38;0;109;0;0.73;1.0;1.0;0;0;120;0;20;0.0;0.0;3.44;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;695;;141;146;0;154
2.24;0.0;0;0;0;7.5;88;0;50;38;0;109;0;0.73;1.0;1.0;0;0;120;0;20;0.0;0.0;3.44;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;695;;141;146;0;154
2.45;0.0;0;0;0;7.5;87;0;50;38;0;109;0;0.73;1.0;1.0;0;0;120;0;20;0.0;0.0;3.44;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;695;;141;146;0;155
2.85;0.0;0;0;0;7.5;88;0;50;38;0;109;0;0.73;1.0;1.0;0;0;120;0;20;0.0;0.0;3.44;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;695;;141;146;0;155
3.25;0.0;0;0;0;7.5;87;0;50;38;0;109;0;0.73;1.0;1.0;0;0;120;0;20;0.0;0.0;3.44;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;695;;142;146;0;155
3.66;0.0;0;0;0;7.5;87;0;50;38;0;109;0;0.73;1.0;1.0;0;0;120;0;20;0.0;0.0;3.44;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;695;;142;146;0;155
4.05;0.0;0;0;0;7.5;87;0;50;38;0;109;0;0.73;1.0;1.0;0;0;120;0;20;0.0;0.0;3.44;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;695;;142;146;0;155
4.45;0.0;0;0;0;7.5;87;0;50;38;0;109;0;0.73;1.0;1.0;0;0;120;0;20;0.0;0.0;3.44;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;695;;142;146;0;155
4.85;0.0;0;0;0;7.5;87;0;50;38;0;109;0;0.73;1.0;1.0;0;0;120;0;20;0.0;0.0;3.44;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;695;;142;146;0;155
5.25;0.0;0;0;0;7.5;87;0;50;38;0;109;0;0.73;1.0;1.0;0;0;120;0;20;0.0;0.0;3.44;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;695;;142;145;0;155
5.66;0.0;0;0;0;7.5;87;0;50;38;0;109;0;0.73;1.0;1.0;0;0;120;0;20;0.0;0.0;3.44;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;696;;142;146;0;141
6.06;0.0;0;0;0;7.5;87;0;50;38;0;109;0;0.73;1.0;1.0;0;0;120;0;20;0.0;0.0;3.44;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;696;;142;146;0;155
6.46;0.0;0;0;0;7.5;87;0;50;38;0;109;0;0.73;1.0;1.0;0;0;120;0;20;0.0;0.0;3.44;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;695;;142;146;0;155
6.86;0.0;0;0;0;7.5;87;0;50;38;0;109;0;0.73;1.0;1.0;0;0;120;0;20;0.0;0.0;3.44;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;696;;142;146;0;155
7.27;0.0;0;0;0;7.5;87;0;50;38;0;109;0;0.73;1.0;1.0;0;0;120;0;20;0.0;0.0;3.44;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;696;;142;145;0;155
