время_с;Обороты;Нагрузка (сглаж.);Расход мгновенный;ALPHA;Впрыск расчёт;Впрыск РЕАЛ (форс);Указатель карты hi;Указатель карты lo;Карта топлива вернула;TPS дроссель;TPS открытие;Обогащ. ускорения;Флаг TPS;VE выбранное;Ktps выбранное;Флаг ХХ/газ;Банк концевиков;Флаги угла;Замкнутый цикл;УОЗ финал сырьё;УОЗ карта;Цель ХХ;АЦП ch0 MAF;АЦП ch1 напряжение;АЦП ch2 темп ОЖ;АЦП ch3 O2;peek ($1600);УОЗ_°BTDC;TP_%8;AFR_цель;AFR_факт;поправка_VE;давление_кПа;Загрузка_форс_%;Газ_%;K_форс;КМ
191.68;1562;44;44;1.0;1.83;4.03;22;0;64;63;12;0;0;0.0;0.0;140;95;64;24;33;37;88;399;163;59;1;;37;5.5;14.7;;;;5.2;7.3;345;63
192.1;1588;45;45;1.0;1.86;4.11;22;0;64;63;12;0;0;0.0;0.0;140;95;64;8;32;38;88;405;163;58;1;;38;5.62;14.7;;;;5.4;7.3;345;63
192.52;1639;50;50;1.0;2.03;4.51;22;0;64;64;13;0;0;0.0;0.0;140;95;64;56;34;36;89;427;163;58;1;;36;6.25;14.7;;;;6.2;7.6;345;63
192.94;1691;41;41;1.0;1.75;3.81;22;0;64;63;12;0;0;0.0;0.0;140;95;64;56;30;40;88;402;163;59;1;;40;5.12;14.7;;;;5.4;7.3;345;63
193.12;1562;45;45;1.0;1.84;4.06;22;0;64;63;12;0;0;0.0;0.0;140;95;64;40;32;38;88;404;163;59;1;;38;5.62;14.7;;;;5.3;7.3;345;63
193.56;1703;50;50;1.0;2.02;4.5;22;0;64;65;13;0;0;0.0;0.0;140;95;64;8;35;35;89;429;162;59;1;;35;6.25;14.7;;;;6.4;7.8;345;63
193.96;1819;57;57;1.0;2.24;5.04;22;0;64;72;17;0;0;0.0;0.0;140;95;64;56;37;33;90;461;160;59;1;;33;7.12;14.7;;;;7.6;9.9;345;63
194.36;1870;51;51;1.0;2.03;4.51;22;0;63;73;17;0;0;0.0;0.0;140;95;64;8;33;37;89;447;162;59;1;;37;6.38;14.82;;;;7.0;10.2;345;63
194.78;1998;58;58;1.0;2.27;5.1;22;0;63;80;21;0;0;0.0;0.0;140;95;64;8;35;35;90;480;161;59;1;;35;7.25;14.82;;;;8.5;12.2;345;63
195.2;2024;66;66;1.0;2.62;6.0;22;0;64;86;24;0;0;0.0;0.0;140;95;64;8;42;28;90;503;161;59;1;;28;8.25;14.04;;;;10.1;14.0;345;63
195.61;2254;67;67;1.0;2.62;5.96;22;0;63;96;29;0;0;0.0;0.0;140;95;64;8;40;30;91;530;159;59;1;;30;8.38;14.04;;;;11.2;16.9;345;63
196.03;2164;63;63;1.0;2.45;5.55;22;0;63;92;27;0;0;0.0;0.0;140;95;64;40;37;33;91;513;159;59;1;;33;7.88;14.04;;;;10.0;15.7;345;63
196.44;2088;56;56;1.0;2.23;4.99;22;0;63;83;22;0;0;0.0;0.0;140;95;64;56;35;35;91;483;159;59;1;;35;7.0;14.82;;;;8.7;13.1;345;63
196.61;1998;58;58;1.0;2.29;5.15;22;0;63;83;22;0;0;0.0;0.0;140;95;64;8;37;34;90;480;160;59;1;;33;7.25;14.82;;;;8.6;13.1;345;63
197.03;2049;61;61;1.0;2.42;5.46;22;0;64;83;22;0;0;0.0;0.0;140;95;64;24;37;33;91;492;159;59;1;;33;7.62;14.04;;;;9.3;13.1;345;63
197.47;1998;64;64;1.0;2.56;5.82;22;0;64;83;22;0;0;0.0;0.0;140;95;64;56;40;30;91;498;159;59;1;;30;8.0;14.04;;;;9.7;13.1;345;63
197.88;2062;64;64;1.0;2.56;5.83;22;0;64;87;24;0;0;0.0;0.0;140;95;64;56;38;31;91;508;159;59;1;;32;8.0;14.04;;;;10.0;14.2;345;63
198.27;1998;62;62;1.0;2.48;5.63;22;0;64;85;23;0;0;0.0;0.0;156;95;64;56;38;32;90;497;160;59;1;;32;7.75;14.04;;;;9.4;13.7;345;63
198.68;2088;62;62;1.0;2.46;5.58;22;0;64;85;23;0;0;0.0;0.0;156;95;64;40;37;33;90;497;160;59;1;;33;7.75;14.04;;;;9.7;13.7;345;63
199.1;1921;60;60;1.0;2.39;5.41;22;0;64;84;23;0;0;0.0;0.0;140;95;64;24;37;34;90;488;159;59;1;;33;7.5;14.82;;;;8.7;13.4;345;63
199.52;1985;60;60;1.0;2.38;5.38;22;0;64;84;23;0;0;0.0;0.0;140;95;64;24;38;32;90;489;160;59;1;;32;7.5;14.82;;;;8.9;13.4;345;63
199.93;1998;53;53;1.0;2.09;4.66;22;0;63;78;20;0;0;0.0;0.0;140;95;64;40;33;38;90;465;161;59;1;;37;6.62;14.82;;;;7.8;11.6;345;63
200.34;1870;54;54;1.0;2.12;4.74;22;0;63;77;19;0;0;0.0;0.0;140;95;64;40;35;35;89;456;162;59;1;;35;6.75;14.82;;;;7.4;11.3;345;63
200.55;1819;49;49;1.0;1.98;4.39;22;0;64;70;16;0;0;0.0;0.0;140;95;64;24;30;39;89;439;162;59;1;;40;6.12;14.7;;;;6.7;9.3;345;63
200.95;1691;49;49;1.0;1.98;4.39;22;0;64;70;16;0;0;0.0;0.0;140;95;64;24;33;39;89;430;162;59;1;;37;6.12;14.7;;;;6.2;9.3;345;63
201.39;1755;51;51;1.0;2.06;4.61;22;0;64;70;16;0;0;0.0;0.0;140;95;64;8;33;36;89;440;162;59;1;;37;6.38;14.7;;;;6.7;9.3;345;63
201.77;1614;45;45;1.0;1.88;4.13;22;0;64;64;13;0;0;0.0;0.0;140;95;64;56;32;39;90;413;161;59;1;;38;5.62;14.7;;;;5.6;7.6;345;63
202.21;1486;53;53;1.0;2.11;4.71;22;0;64;63;12;0;0;0.0;0.0;140;95;64;40;38;30;90;414;161;58;1;;32;6.62;14.7;;;;5.8;7.3;345;63
202.6;1588;53;53;1.0;2.14;4.76;22;0;64;66;14;0;0;0.0;0.0;140;95;64;56;37;33;92;433;158;59;1;;33;6.62;14.7;;;;6.3;8.1;345;63
203.01;1716;57;57;1.0;2.25;5.07;22;0;64;71;16;0;0;0.0;0.0;140;95;64;8;38;32;91;451;159;59;1;;32;7.12;14.7;;;;7.2;9.6;345;63
203.44;1883;62;62;1.0;2.47;5.61;22;0;64;81;21;0;0;0.0;0.0;140;95;64;8;40;29;90;478;160;59;1;;30;7.75;14.04;;;;8.8;12.5;345;63
203.66;1985;69;69;1.0;2.74;6.28;22;0;64;92;27;0;0;0.0;0.0;140;95;64;24;43;27;91;513;159;59;1;;27;8.62;13.94;;;;10.4;15.7;345;63
204.08;1870;59;59;1.0;2.33;5.25;22;0;64;79;20;0;0;0.0;0.0;140;95;64;56;38;32;91;470;159;59;1;;32;7.38;14.82;;;;8.2;11.9;345;63
204.48;1831;67;67;1.0;2.65;6.05;22;0;64;84;23;0;0;0.0;0.0;140;95;64;8;42;28;91;494;159;59;1;;28;8.38;14.04;;;;9.2;13.4;345;63
204.9;1985;60;60;1.0;2.39;5.41;22;0;64;85;23;0;0;0.0;0.0;140;95;64;24;36;34;92;491;158;59;1;;34;7.5;14.82;;;;8.9;13.7;345;63
205.29;2062;61;61;1.0;2.43;5.49;22;0;64;85;23;0;0;0.0;0.0;140;95;64;40;37;33;92;493;158;58;1;;33;7.62;14.04;;;;9.4;13.7;345;63
205.68;2062;62;62;1.0;2.47;5.61;22;0;64;85;23;0;0;0.0;0.0;140;95;64;40;38;32;91;497;159;58;1;;32;7.75;14.04;;;;9.6;13.7;345;63
206.12;2036;61;61;1.0;2.43;5.51;22;0;64;85;23;0;0;0.0;0.0;140;95;64;24;37;33;90;494;160;58;1;;33;7.62;14.04;;;;9.3;13.7;345;63
206.53;2049;51;51;1.0;2.04;4.54;22;0;63;68;15;0;0;0.0;0.0;140;95;64;40;34;38;90;459;160;58;1;;36;6.38;14.82;;;;7.7;8.7;345;63
206.93;1806;59;59;1.0;2.35;5.31;22;0;64;77;19;0;0;0.0;0.0;140;95;64;8;39;31;90;470;160;58;1;;31;7.38;14.7;;;;8.0;11.3;345;63
207.14;1767;56;56;1.0;2.2;4.94;22;0;63;73;17;0;0;0.0;0.0;140;95;64;24;36;35;90;461;161;58;1;;34;7.0;14.7;;;;7.3;10.2;345;63
207.55;1934;53;53;1.0;2.12;4.73;22;0;63;73;17;0;0;0.0;0.0;140;95;64;40;33;37;91;459;159;58;1;;37;6.62;14.82;;;;7.6;10.2;345;63
207.97;1857;61;61;1.0;2.42;5.49;22;0;64;80;21;0;0;0.0;0.0;140;95;64;40;39;31;90;478;160;58;1;;31;7.62;14.04;;;;8.5;12.2;345;63
208.38;1921;62;62;1.0;2.48;5.62;22;0;64;81;21;0;0;0.0;0.0;140;95;64;8;39;31;90;487;160;58;1;;31;7.75;14.04;;;;9.0;12.5;345;63
208.8;1921;61;61;1.0;2.44;5.55;22;0;64;81;21;0;0;0.0;0.0;140;95;64;24;40;31;90;484;160;58;1;;30;7.62;14.04;;;;8.9;12.5;345;63
209.2;1511;29;29;1.0;1.35;2.83;22;0;64;47;4;0;0;0.0;0.0;140;95;64;56;29;40;89;338;162;58;1;;41;3.62;14.7;;;;3.6;2.6;345;63
209.59;935;30;30;1.0;1.4;2.94;22;0;65;43;2;0;0;0.0;0.0;140;95;64;56;39;30;90;291;160;58;1;;31;3.75;14.47;;;;2.3;1.5;345;63
210.01;871;31;31;1.0;1.44;3.04;22;0;65;43;2;0;0;0.0;0.0;140;95;64;8;42;28;88;286;163;58;1;;28;3.88;14.59;;;;2.2;1.5;345;63
210.43;999;30;30;1.0;1.4;2.93;22;0;65;43;2;0;0;0.0;0.0;140;95;64;24;43;27;90;283;161;58;1;;27;3.75;14.47;;;;2.4;1.5;345;63
210.84;845;30;31;1.0;1.41;2.96;22;0;65;43;2;0;0;0.0;0.0;140;95;64;24;42;27;87;281;163;58;1;;28;3.75;14.47;;;;2.1;1.5;345;63
211.04;1050;63;63;1.0;2.54;5.79;22;0;64;63;12;0;0;0.0;0.0;140;95;64;8;56;14;89;387;162;58;1;;14;7.88;13.94;;;;5.1;7.3;345;63
211.45;1601;50;50;1.0;2.02;4.51;22;0;64;68;15;0;0;0.0;0.0;140;95;64;40;35;35;88;421;163;58;1;;35;6.25;14.7;;;;6.0;8.7;345;63
211.86;1947;59;59;1.0;2.34;5.3;22;0;63;80;21;0;0;0.0;0.0;140;95;64;8;37;33;88;482;163;58;1;;33;7.38;14.82;;;;8.6;12.2;345;63
212.3;2036;59;59;1.0;2.33;5.26;22;0;63;81;21;0;0;0.0;0.0;140;95;64;8;35;35;89;490;162;58;1;;35;7.38;14.82;;;;8.9;12.5;345;63
212.7;2254;66;66;1.0;2.59;5.91;22;0;64;95;28;0;0;0.0;0.0;140;95;64;8;40;30;90;520;161;58;1;;30;8.25;14.04;;;;11.1;16.6;345;63
213.08;2305;66;66;1.0;2.6;5.94;22;0;64;94;28;0;0;0.0;0.0;140;95;64;56;40;30;90;526;160;58;1;;30;8.25;14.82;;;;11.4;16.3;345;63
213.49;2267;65;65;1.0;2.58;5.87;22;0;63;95;28;0;0;0.0;0.0;140;95;64;24;39;31;91;524;159;58;1;;31;8.12;14.82;;;;11.1;16.6;345;63
213.9;2254;68;68;1.0;2.7;6.18;22;0;64;95;28;0;0;0.0;0.0;140;95;64;24;41;29;91;533;160;57;1;;29;8.5;14.04;;;;11.6;16.6;345;63
214.32;2280;69;69;1.0;2.74;6.28;22;0;64;97;29;0;0;0.0;0.0;140;95;64;40;41;28;91;538;159;57;1;;29;8.62;14.04;;;;11.9;17.2;345;63
214.74;2318;78;78;1.0;3.1;7.19;22;0;64;117;39;0;0;0.0;0.0;140;95;64;24;47;23;92;564;157;57;1;;23;9.75;13.54;;;;13.9;23.0;345;63
214.93;2638;79;79;1.0;3.15;7.29;22;0;64;144;53;0;0;0.0;0.0;140;95;64;40;48;22;91;586;159;57;1;;22;9.88;13.54;;;;16.0;30.8;345;63
215.33;2715;83;83;1.0;3.39;7.9;22;0;64;199;80;0;0;0.0;0.0;140;95;64;8;49;21;92;610;158;57;1;;21;10.38;13.54;;;;17.9;46.8;345;63
215.75;2882;83;83;1.0;3.4;7.92;22;0;64;200;81;0;0;0.0;0.0;140;95;64;56;50;20;92;617;158;57;1;;20;10.38;13.54;;;;19.0;47.1;345;63
216.14;2869;83;83;1.0;3.4;7.92;22;0;64;200;81;0;0;0.0;0.0;140;95;64;24;49;20;92;617;157;57;1;;21;10.38;13.54;;;;18.9;47.1;345;63
216.56;2907;84;84;1.0;3.42;7.96;22;0;64;200;81;0;0;0.0;0.0;140;95;64;24;49;20;92;620;157;57;1;;21;10.5;13.54;;;;19.3;47.1;345;63
216.98;2907;83;83;1.0;3.33;7.76;22;0;64;198;80;0;0;0.0;0.0;156;95;64;8;49;20;90;623;160;57;1;;21;10.38;13.54;;;;18.8;46.5;345;63
217.39;3138;83;83;1.0;3.35;7.82;22;0;64;197;79;0;0;0.0;0.0;140;95;64;24;47;21;91;634;159;57;1;;23;10.38;13.63;;;;20.4;46.2;345;63
217.8;3253;82;82;1.0;3.3;7.68;22;0;64;193;77;0;0;0.0;0.0;140;95;64;8;47;21;91;643;159;57;1;;23;10.25;13.63;;;;20.8;45.1;345;63
218.23;3330;83;83;1.0;3.38;7.87;22;0;64;190;76;0;0;0.0;0.0;140;95;64;40;47;22;91;651;159;57;1;;23;10.38;13.63;;;;21.8;44.2;345;63
218.44;3471;83;83;1.0;3.35;7.8;22;0;64;188;75;0;0;0.0;0.0;140;95;64;8;46;23;92;660;158;57;1;;24;10.38;13.63;;;;22.6;43.6;345;63
218.85;3599;81;81;1.0;3.24;7.53;22;0;64;172;67;0;0;0.0;0.0;140;95;64;40;43;26;91;660;159;57;1;;27;10.12;13.63;;;;22.6;39.0;345;63
219.25;3650;72;72;1.0;2.85;6.56;22;0;64;128;45;0;0;0.0;0.0;140;95;64;8;38;31;92;639;158;57;1;;32;9.0;13.94;;;;20.0;26.2;345;63
219.66;3484;63;63;1.0;2.52;5.74;22;0;64;114;38;0;0;0.0;0.0;140;95;64;56;36;34;91;602;159;57;1;;34;7.88;14.15;;;;16.7;22.1;345;63
220.05;2472;67;67;1.0;2.58;5.88;22;0;63;99;30;0;0;0.0;0.0;140;95;64;56;39;31;92;547;157;57;1;;31;8.38;14.82;;;;12.1;17.7;345;63
220.45;2305;67;67;1.0;2.62;5.98;22;0;64;99;30;0;0;0.0;0.0;140;95;64;40;40;30;91;529;159;57;1;;30;8.38;14.82;;;;11.5;17.7;345;63
220.88;2254;65;65;1.0;2.52;5.74;22;0;63;95;28;0;0;0.0;0.0;140;95;64;40;38;32;90;520;160;57;1;;32;8.12;14.04;;;;10.8;16.6;345;63
221.27;2113;61;61;1.0;2.43;5.49;22;0;64;87;24;0;0;0.0;0.0;140;95;64;24;36;34;91;502;159;57;1;;34;7.62;14.04;;;;9.7;14.2;345;63
221.7;2190;60;60;1.0;2.38;5.38;22;0;64;87;24;0;0;0.0;0.0;140;95;64;40;36;34;90;499;160;57;1;;34;7.5;14.82;;;;9.8;14.2;345;63
222.11;2152;60;60;1.0;2.35;5.31;22;0;64;87;24;0;0;0.0;0.0;140;95;64;40;36;34;90;497;160;57;1;;34;7.5;14.82;;;;9.5;14.2;345;63
222.33;2203;68;68;1.0;2.69;6.15;22;0;64;97;29;0;0;0.0;0.0;140;95;64;40;41;29;90;527;160;57;1;;29;8.5;14.04;;;;11.3;17.2;345;63
222.77;2408;74;74;1.0;2.93;6.75;22;0;64;114;38;0;0;0.0;0.0;140;95;64;40;45;25;90;558;161;57;1;;25;9.25;14.04;;;;13.5;22.1;345;63
223.18;2382;71;71;1.0;2.79;6.41;22;0;64;114;38;0;0;0.0;0.0;140;95;64;56;44;26;90;550;160;57;1;;26;8.88;14.04;;;;12.7;22.1;345;63
223.6;2280;63;63;1.0;2.44;5.55;22;0;63;94;28;0;0;0.0;0.0;140;95;64;56;37;34;90;524;161;57;1;;33;7.88;14.82;;;;10.5;16.3;345;63
224.01;1998;47;47;1.0;1.91;4.21;22;0;63;71;16;0;0;0.0;0.0;140;95;64;56;29;41;89;447;162;57;1;;41;5.88;14.82;;;;7.0;9.6;345;63
224.41;1921;45;45;1.0;1.84;4.06;22;0;63;71;16;0;0;0.0;0.0;140;95;64;24;27;43;88;437;163;57;1;;43;5.62;14.82;;;;6.5;9.6;345;63
224.83;1934;45;45;1.0;1.85;4.08;22;0;63;71;16;0;0;0.0;0.0;140;95;64;24;28;43;88;439;161;57;1;;42;5.62;14.82;;;;6.6;9.6;345;63
225.23;2062;47;47;1.0;1.91;4.22;22;0;63;71;16;0;0;0.0;0.0;140;95;64;40;29;41;88;446;163;56;1;;41;5.88;14.82;;;;7.3;9.6;345;63
225.44;2036;49;49;1.0;1.97;4.36;22;0;63;71;16;0;0;0.0;0.0;140;95;64;40;29;41;88;454;163;56;1;;41;6.12;14.82;;;;7.4;9.6;345;63
225.82;2049;51;51;1.0;2.03;4.53;22;0;63;71;16;0;0;0.0;0.0;140;95;64;40;30;40;88;462;163;56;1;;40;6.38;14.82;;;;7.7;9.6;345;63
226.24;2036;50;50;1.0;2.01;4.48;22;0;63;71;16;0;0;0.0;0.0;140;95;64;24;30;40;88;461;163;56;1;;40;6.25;14.82;;;;7.6;9.6;345;63
226.65;2088;51;51;1.0;2.04;4.54;22;0;63;71;16;0;0;0.0;0.0;140;95;64;40;31;39;89;465;163;56;1;;39;6.38;14.82;;;;7.9;9.6;345;63
227.05;1972;52;52;1.0;2.07;4.62;22;0;63;71;16;0;0;0.0;0.0;140;95;64;24;31;39;89;467;162;56;1;;39;6.5;14.82;;;;7.6;9.6;345;63
227.47;2100;51;51;1.0;2.04;4.54;22;0;63;71;16;0;0;0.0;0.0;140;95;64;40;31;39;89;467;162;56;1;;39;6.38;14.82;;;;7.9;9.6;345;63
227.88;2485;81;81;1.0;3.79;8.9;22;0;64;173;67;1;0;0.0;0.0;140;95;64;8;48;22;90;580;161;56;1;;22;10.12;13.54;;;;18.4;39.2;345;63
228.31;2651;84;84;1.0;3.41;7.96;22;0;64;203;82;0;0;0.0;0.0;140;95;64;24;49;21;90;606;160;56;1;;21;10.5;13.54;;;;17.6;48.0;345;63
228.7;2702;85;85;1.0;3.45;8.04;22;0;64;203;82;0;0;0.0;0.0;140;95;64;40;50;21;91;610;159;56;1;;20;10.62;12.71;;;;18.1;48.0;345;63
229.12;2766;84;84;1.0;3.46;8.07;22;0;64;203;82;0;0;0.0;0.0;140;95;64;56;49;20;90;611;160;56;1;;21;10.5;13.54;;;;18.6;48.0;345;63
229.3;2805;85;85;1.0;3.5;8.18;22;0;64;203;82;0;0;0.0;0.0;140;95;64;56;49;20;92;615;158;56;1;;21;10.62;12.71;;;;19.1;48.0;345;63
229.73;2805;84;84;1.0;3.45;8.05;22;0;64;204;83;0;0;0.0;0.0;140;95;64;56;48;20;92;613;158;56;1;;22;10.5;13.54;;;;18.8;48.3;345;63
230.14;2715;74;74;1.0;2.94;6.79;22;0;64;121;41;0;0;0.0;0.0;140;95;64;40;43;26;92;586;157;56;1;;27;9.25;14.04;;;;15.4;24.1;345;63
230.55;2049;18;18;1.0;1.03;2.01;22;0;63;43;2;0;0;0.0;0.0;140;95;64;56;29;41;90;323;161;55;1;;41;2.25;14.82;;;;3.4;1.5;345;63
230.96;1883;16;16;1.0;0.95;1.8;22;0;63;43;2;0;0;0.0;0.0;140;95;64;24;37;34;89;294;162;55;1;;33;2.0;14.82;;;;2.8;1.5;345;63
231.38;1934;16;16;1.0;0.95;1.8;22;0;64;43;2;0;0;0.0;0.0;140;95;64;40;36;32;89;291;162;55;1;;34;2.0;14.82;;;;2.9;1.5;345;63
231.78;1780;16;16;1.0;0.94;1.8;22;0;63;43;2;0;0;0.0;0.0;140;95;64;24;39;33;88;289;163;55;1;;31;2.0;14.7;;;;2.7;1.5;345;63
232.2;1831;16;16;1.0;0.95;1.81;22;0;64;43;2;0;0;0.0;0.0;140;95;64;40;37;32;88;287;163;55;1;;33;2.0;14.7;;;;2.8;1.5;345;63
232.62;1755;16;16;1.0;0.96;1.85;22;0;64;43;2;0;0;0.0;0.0;140;95;64;40;38;32;87;289;164;55;1;;32;2.0;14.7;;;;2.7;1.5;345;63
233.0;1665;16;16;1.0;0.96;1.84;22;0;64;43;2;0;0;0.0;0.0;140;95;64;8;38;32;87;287;164;55;1;;32;2.0;14.7;;;;2.6;1.5;345;63
233.24;1652;17;17;1.0;0.97;1.88;22;0;64;43;2;0;0;0.0;0.0;140;95;64;40;37;32;87;286;164;55;1;;33;2.12;14.7;;;;2.6;1.5;345;63
233.65;2152;14;14;1.0;0.87;1.63;22;0;63;43;2;0;0;0.0;0.0;140;95;64;8;33;37;87;287;164;55;1;;37;1.75;14.82;;;;2.9;1.5;345;63
234.05;2318;12;12;1.0;0.83;1.52;22;0;63;43;2;0;0;0.0;0.0;140;95;64;40;33;37;87;287;164;55;1;;37;1.5;14.82;;;;2.9;1.5;345;63
234.48;2203;13;13;1.0;0.84;1.55;22;0;63;43;2;0;0;0.0;0.0;140;95;64;56;33;37;87;287;164;55;1;;37;1.62;14.82;;;;2.9;1.5;345;63
234.9;2139;13;13;1.0;0.85;1.59;22;0;63;43;2;0;0;0.0;0.0;140;95;64;56;33;37;87;288;165;55;1;;37;1.62;14.82;;;;2.8;1.5;345;63
235.29;2190;13;13;1.0;0.83;1.54;22;0;63;43;2;0;0;0.0;0.0;140;95;64;8;33;37;87;284;164;55;1;;37;1.62;14.82;;;;2.8;1.5;345;63
235.72;1972;14;14;1.0;0.88;1.66;22;0;63;43;2;0;0;0.0;0.0;140;95;64;56;35;35;87;285;164;55;1;;35;1.75;14.82;;;;2.7;1.5;345;63
236.11;1934;14;14;1.0;0.88;1.66;22;0;63;43;2;0;0;0.0;0.0;140;95;64;8;36;34;87;283;164;55;1;;34;1.75;14.82;;;;2.7;1.5;345;63
236.52;1703;16;16;1.0;0.95;1.83;22;0;64;43;2;0;0;0.0;0.0;156;95;64;56;38;32;87;285;164;55;1;;32;2.0;14.7;;;;2.6;1.5;345;63
236.71;1639;16;16;1.0;0.95;1.83;22;0;64;43;2;0;0;0.0;0.0;140;95;64;56;39;31;87;283;164;55;1;;31;2.0;14.7;;;;2.5;1.5;345;63
237.15;1601;17;17;1.0;0.97;1.89;22;0;64;43;2;0;0;0.0;0.0;140;95;64;56;37;33;87;282;164;55;1;;33;2.12;14.7;;;;2.5;1.5;345;63
237.52;1601;18;18;1.0;1.01;1.98;22;0;64;43;2;0;0;0.0;0.0;140;95;64;56;36;34;87;286;164;55;1;;34;2.25;14.7;;;;2.6;1.5;345;63
237.98;1396;19;19;1.0;1.03;2.02;22;0;64;43;2;0;0;0.0;0.0;140;95;64;56;37;33;88;281;163;55;1;;33;2.38;14.7;;;;2.4;1.5;345;63
238.36;1345;20;20;1.0;1.08;2.16;22;0;64;43;2;0;0;0.0;0.0;140;95;64;40;35;35;88;284;163;55;1;;35;2.5;14.7;;;;2.4;1.5;345;63
238.8;1229;22;22;1.0;1.14;2.3;22;0;64;43;2;0;0;0.0;0.0;140;95;64;56;36;34;88;283;163;55;1;;34;2.75;14.7;;;;2.4;1.5;345;63
239.2;1037;25;25;1.0;1.25;2.56;22;0;64;43;2;0;0;0.0;0.0;140;95;64;56;36;34;88;285;163;55;1;;34;3.12;14.7;;;;2.2;1.5;345;63
239.59;922;28;28;1.0;1.33;2.76;22;0;66;43;2;0;0;0.0;0.0;140;95;64;56;42;28;90;279;161;55;1;;28;3.5;14.47;;;;2.1;1.5;345;63
240.0;884;30;30;1.0;1.4;2.95;22;0;65;43;2;0;0;0.0;0.0;140;95;64;24;44;27;88;277;164;55;1;;26;3.75;14.47;;;;2.2;1.5;345;63
240.43;781;32;32;1.0;1.46;3.08;22;0;65;43;2;0;0;0.0;0.0;140;95;64;56;46;24;90;272;161;55;1;;24;4.0;14.59;;;;2.0;1.5;345;63
240.63;730;32;32;1.0;1.47;3.12;22;0;65;43;2;0;0;0.0;0.0;140;95;64;24;47;24;88;267;162;55;1;;23;4.0;14.59;;;;1.9;1.5;345;63
241.04;781;62;62;1.0;2.41;5.46;22;0;64;68;15;0;0;0.0;0.0;140;95;64;8;52;12;89;359;162;55;1;;18;7.75;13.94;;;;3.6;8.7;345;63
241.43;1831;45;45;1.0;1.87;4.12;22;0;64;71;16;0;0;0.0;0.0;140;95;64;24;30;40;88;426;163;55;1;;40;5.62;14.7;;;;6.3;9.6;345;63
241.87;1870;55;55;1.0;2.19;4.92;22;0;64;72;17;0;0;0.0;0.0;140;95;64;8;36;34;89;456;162;55;1;;34;6.88;14.82;;;;7.7;9.9;345;63
242.29;1934;48;48;1.0;1.94;4.3;22;0;63;72;17;0;0;0.0;0.0;140;95;64;40;30;39;88;443;163;55;1;;40;6.0;14.82;;;;6.9;9.9;345;63
242.68;2024;46;46;1.0;1.89;4.16;22;0;63;71;16;0;0;0.0;0.0;140;95;64;40;28;42;88;440;163;55;1;;42;5.75;14.82;;;;7.0;9.6;345;63
243.09;1895;48;48;1.0;1.94;4.3;22;0;64;71;16;0;0;0.0;0.0;140;95;64;24;29;41;88;441;163;55;1;;41;6.0;14.82;;;;6.8;9.6;345;63
243.5;1895;51;51;1.0;2.04;4.54;22;0;64;71;16;0;0;0.0;0.0;140;95;64;40;32;36;89;445;162;55;1;;38;6.38;14.82;;;;7.2;9.6;345;63
243.93;2152;63;63;1.0;2.5;5.68;22;0;64;86;24;0;0;0.0;0.0;140;95;64;40;38;32;90;501;161;55;1;;32;7.88;14.04;;;;10.2;14.0;345;63
244.12;2305;67;67;1.0;2.6;5.94;22;0;63;101;31;0;0;0.0;0.0;140;95;64;40;37;31;90;536;161;55;1;;33;8.38;14.82;;;;11.4;18.3;345;63
244.53;2805;70;70;1.0;2.75;6.3;22;0;64;116;39;0;0;0.0;0.0;140;95;64;8;42;29;92;568;158;55;1;;28;8.75;14.04;;;;14.7;22.7;345;63
244.95;2997;73;73;1.0;2.85;6.58;22;0;64;119;40;0;0;0.0;0.0;140;95;64;56;41;29;90;599;160;55;1;;29;9.12;14.04;;;;16.4;23.5;345;63
245.36;2997;72;72;1.0;2.83;6.52;22;0;64;120;41;0;0;0.0;0.0;140;95;64;40;41;29;91;599;159;55;1;;29;9.0;14.04;;;;16.3;23.8;345;63
245.76;3035;71;71;1.0;2.79;6.41;22;0;64;120;41;0;0;0.0;0.0;140;95;64;40;40;30;91;594;159;55;1;;30;8.88;14.04;;;;16.2;23.8;345;63
246.16;2818;71;71;1.0;2.8;6.43;22;0;64;119;40;0;0;0.0;0.0;156;95;64;8;41;30;91;588;159;55;1;;29;8.88;14.04;;;;15.1;23.5;345;63
246.6;2805;73;73;1.0;2.87;6.58;22;0;64;119;40;0;0;0.0;0.0;156;95;64;24;43;27;92;587;158;55;1;;27;9.12;14.04;;;;15.4;23.5;345;63
247.02;2651;74;74;1.0;2.91;6.69;22;0;64;120;41;0;0;0.0;0.0;140;95;64;40;43;27;92;580;157;55;1;;27;9.25;14.04;;;;14.8;23.8;345;63
247.22;2805;76;76;1.0;3.02;6.96;22;0;64;133;47;0;0;0.0;0.0;140;95;64;8;45;25;92;597;158;55;1;;25;9.5;14.04;;;;16.3;27.6;345;63
247.62;2971;75;75;1.0;2.98;6.88;22;0;64;133;47;0;0;0.0;0.0;140;95;64;24;45;25;91;604;159;55;1;;25;9.38;14.04;;;;17.0;27.6;345;63
248.05;3048;76;76;1.0;3.01;6.96;22;0;64;136;49;0;0;0.0;0.0;140;95;64;8;45;25;91;614;159;55;1;;25;9.5;14.04;;;;17.7;28.5;345;63
248.46;3151;77;77;1.0;3.03;7.01;22;0;64;138;50;0;0;0.0;0.0;156;95;64;24;45;25;90;624;160;55;1;;25;9.62;13.63;;;;18.4;29.1;345;63
