время_с;Обороты;Нагрузка (сглаж.);Расход мгновенный;ALPHA;Впрыск расчёт;Впрыск РЕАЛ (форс);Указатель карты hi;Указатель карты lo;Карта топлива вернула;TPS дроссель;TPS открытие;Обогащ. ускорения;Флаг TPS;VE выбранное;Ktps выбранное;Флаг ХХ/газ;Банк концевиков;Флаги угла;Замкнутый цикл;УОЗ финал сырьё;УОЗ карта;Цель ХХ;АЦП ch0 MAF;АЦП ch1 напряжение;АЦП ch2 темп ОЖ;АЦП ch3 O2;peek ($1600);УОЗ_°BTDC;TP_%8;AFR_цель;AFR_факт;поправка_VE;давление_кПа;Загрузка_форс_%;Газ_%;K_форс;КМ
0.45;820;23;23;1.0;1.19;2.42;22;0;66;43;0;0;0;0.0;0.0;140;127;69;56;55;15;87;243;164;55;0;;15;2.88;14.47;;;;1.7;0.0;345;63
4.1;781;22;22;1.0;1.16;2.33;22;0;65;43;0;0;0;0.0;0.0;140;127;69;56;55;15;88;240;163;55;1;;15;2.75;14.7;;;;1.5;0.0;345;63
4.53;807;22;22;1.0;1.13;2.28;22;0;65;43;0;0;0;0.0;0.0;140;127;69;40;55;15;87;240;164;55;1;;15;2.75;14.7;;;;1.5;0.0;345;63
4.96;871;22;22;1.0;1.16;2.35;22;0;66;43;0;0;0;0.0;0.0;140;127;69;8;55;15;87;243;164;55;0;;15;2.75;14.7;;;;1.7;0.0;345;63
5.38;871;22;22;1.0;1.15;2.33;22;0;66;43;0;0;0;0.0;0.0;140;127;69;56;55;15;87;242;164;55;1;;15;2.75;14.7;;;;1.7;0.0;345;63
5.56;781;23;23;1.0;1.16;2.34;22;0;65;43;0;0;0;0.0;0.0;140;127;69;40;55;15;87;241;164;55;1;;15;2.88;14.47;;;;1.5;0.0;345;63
5.98;781;23;23;1.0;1.18;2.41;22;0;66;43;0;0;0;0.0;0.0;140;127;69;8;55;15;87;242;164;55;0;;15;2.88;14.47;;;;1.6;0.0;345;63
6.41;781;23;23;1.0;1.19;2.42;22;0;66;43;0;0;0;0.0;0.0;140;127;69;8;55;15;87;243;164;55;1;;15;2.88;14.47;;;;1.6;0.0;345;63
6.81;781;23;23;1.0;1.16;2.35;22;0;65;43;0;0;0;0.0;0.0;140;127;69;40;55;15;87;242;164;55;1;;15;2.88;14.47;;;;1.5;0.0;345;63
7.21;807;22;22;1.0;1.15;2.33;22;0;65;43;0;0;0;0.0;0.0;140;127;69;40;55;15;87;242;164;55;0;;15;2.75;14.7;;;;1.6;0.0;345;63
7.61;896;22;22;1.0;1.14;2.29;22;0;65;43;0;0;0;0.0;0.0;140;127;69;40;55;15;88;241;163;55;0;;15;2.75;14.7;;;;1.7;0.0;345;63
8.01;781;22;22;1.0;1.16;2.35;22;0;65;43;0;0;0;0.0;0.0;140;127;69;56;55;15;88;241;163;55;0;;15;2.75;14.7;;;;1.5;0.0;345;63
8.45;807;23;23;1.0;1.17;2.37;22;0;66;43;0;0;0;0.0;0.0;140;127;69;24;55;15;87;242;164;55;0;;15;2.88;14.47;;;;1.6;0.0;345;63
8.84;832;23;23;1.0;1.19;2.41;22;0;66;43;0;0;0;0.0;0.0;140;127;69;56;55;15;88;242;163;55;0;;15;2.88;14.47;;;;1.7;0.0;345;63
9.28;807;22;22;1.0;1.15;2.33;22;0;65;43;0;0;0;0.0;0.0;140;127;69;8;55;15;88;240;164;55;1;;15;2.75;14.7;;;;1.6;0.0;345;63
9.47;768;23;23;1.0;1.18;2.39;22;0;66;43;0;0;0;0.0;0.0;140;127;69;56;55;15;88;241;163;55;0;;15;2.88;14.47;;;;1.5;0.0;345;63
9.89;832;23;23;1.0;1.18;2.39;22;0;65;43;0;0;0;0.0;0.0;140;127;69;56;55;15;89;240;162;55;0;;15;2.88;14.47;;;;1.7;0.0;345;63
10.31;768;22;22;1.0;1.15;2.31;22;0;65;43;0;0;0;0.0;0.0;140;127;69;40;55;15;87;237;164;55;1;;15;2.75;14.7;;;;1.5;0.0;345;63
10.71;832;23;23;1.0;1.19;2.41;22;0;66;43;0;0;0;0.0;0.0;140;127;69;56;55;15;90;240;161;55;0;;15;2.88;14.47;;;;1.7;0.0;345;63
11.14;768;23;23;1.0;1.17;2.38;22;0;66;43;0;0;0;0.0;0.0;140;127;69;40;55;15;87;241;164;55;0;;15;2.88;14.47;;;;1.5;0.0;345;63
11.54;845;22;22;1.0;1.16;2.35;22;0;66;43;0;0;0;0.0;0.0;140;95;65;8;53;17;88;241;163;55;1;;17;2.75;14.7;;;;1.7;0.0;345;63
11.96;807;22;22;1.0;1.15;2.33;22;0;65;43;0;0;0;0.0;0.0;140;127;69;56;55;15;87;241;164;55;0;;15;2.75;14.7;;;;1.6;0.0;345;63
12.35;832;22;22;1.0;1.14;2.29;22;0;65;43;0;0;0;0.0;0.0;140;95;65;40;50;20;90;241;161;55;0;;20;2.75;14.7;;;;1.6;0.0;345;63
12.76;820;22;22;1.0;1.14;2.29;22;0;65;43;0;0;0;0.0;0.0;140;95;65;8;50;20;88;241;163;55;0;;20;2.75;14.7;;;;1.6;0.0;345;63
12.97;717;25;25;1.0;1.24;2.54;22;0;66;43;0;0;0;0.0;0.0;140;95;65;56;50;20;90;240;160;55;0;;20;3.12;14.47;;;;1.5;0.0;345;63
13.37;717;28;28;1.0;1.35;2.81;22;0;65;43;0;0;0;0.0;0.0;140;95;65;8;50;20;90;248;160;55;0;;20;3.5;14.47;;;;1.7;0.0;345;63
13.81;807;25;25;1.0;1.23;2.52;22;0;65;43;0;0;0;0.0;0.0;140;95;65;40;50;20;90;245;161;55;0;;20;3.12;14.47;;;;1.7;0.0;345;63
14.21;820;26;26;1.0;1.28;2.62;22;0;66;43;0;0;0;0.0;0.0;140;95;65;40;50;20;90;247;160;55;0;;20;3.25;14.47;;;;1.8;0.0;345;63
14.62;781;26;26;1.0;1.28;2.64;22;0;66;43;0;0;0;0.0;0.0;140;95;65;56;50;20;90;249;161;55;0;;20;3.25;14.47;;;;1.7;0.0;345;63
15.04;730;26;26;1.0;1.28;2.64;22;0;65;43;0;0;0;0.0;0.0;140;95;65;56;50;20;88;248;163;55;0;;20;3.25;14.47;;;;1.6;0.0;345;63
15.46;768;26;26;1.0;1.27;2.62;22;0;65;43;0;0;0;0.0;0.0;140;95;65;8;50;20;88;249;161;55;0;;20;3.25;14.47;;;;1.7;0.0;345;63
15.86;832;25;25;1.0;1.26;2.6;22;0;66;43;0;0;0;0.0;0.0;140;95;65;40;50;20;88;250;163;55;0;;20;3.12;14.47;;;;1.8;0.0;345;63
16.07;730;26;26;1.0;1.28;2.64;22;0;66;43;0;0;0;0.0;0.0;140;95;65;40;50;20;88;249;163;55;0;;20;3.25;14.47;;;;1.6;0.0;345;63
16.49;730;26;26;1.0;1.28;2.66;22;0;66;43;0;0;0;0.0;0.0;140;95;65;8;50;20;88;250;163;55;0;;20;3.25;14.47;;;;1.6;0.0;345;63
16.91;845;26;26;1.0;1.28;2.64;22;0;66;43;0;0;0;0.0;0.0;140;95;65;24;50;20;90;251;160;55;0;;20;3.25;14.47;;;;1.9;0.0;345;63
17.29;781;25;25;1.0;1.25;2.58;22;0;66;43;0;0;0;0.0;0.0;140;95;65;24;50;20;88;251;163;55;0;;20;3.12;14.47;;;;1.7;0.0;345;63
17.7;820;26;26;1.0;1.28;2.66;22;0;66;43;0;0;0;0.0;0.0;140;95;65;24;50;20;89;253;162;55;0;;20;3.25;14.47;;;;1.8;0.0;345;63
18.11;820;26;26;1.0;1.27;2.62;22;0;66;43;0;0;0;0.0;0.0;140;95;65;24;50;20;88;255;163;55;0;;20;3.25;14.47;;;;1.8;0.0;345;63
18.55;845;26;26;1.0;1.29;2.68;22;0;66;43;0;0;0;0.0;0.0;140;95;65;8;50;20;88;256;163;55;0;;20;3.25;14.47;;;;1.9;0.0;345;63
18.97;756;26;26;1.0;1.3;2.69;22;0;66;43;0;0;0;0.0;0.0;140;95;65;8;50;20;90;255;160;55;0;;20;3.25;14.47;;;;1.7;0.0;345;63
19.38;781;27;27;1.0;1.33;2.76;22;0;66;43;0;0;0;0.0;0.0;140;95;65;8;50;20;90;255;161;55;0;;20;3.38;14.47;;;;1.8;0.0;345;63
19.59;768;29;29;1.0;1.36;2.85;22;0;65;43;0;0;0;0.0;0.0;140;95;65;56;50;20;90;257;161;55;0;;20;3.62;14.47;;;;1.8;0.0;345;63
20.0;730;27;27;1.0;1.32;2.75;22;0;66;43;0;0;0;0.0;0.0;140;95;65;8;50;20;88;255;163;55;0;;20;3.38;14.47;;;;1.7;0.0;345;63
20.4;717;29;29;1.0;1.38;2.88;22;0;65;43;0;0;0;0.0;0.0;140;95;65;40;50;20;90;257;160;55;0;;20;3.62;14.47;;;;1.7;0.0;345;63
20.82;807;27;27;1.0;1.31;2.73;22;0;66;43;0;0;0;0.0;0.0;140;95;65;8;50;20;88;257;163;55;0;;20;3.38;14.47;;;;1.8;0.0;345;63
21.23;756;28;28;1.0;1.33;2.77;22;0;66;43;0;0;0;0.0;0.0;140;95;65;40;50;20;88;258;163;55;0;;20;3.5;14.47;;;;1.7;0.0;345;63
21.66;832;27;27;1.0;1.29;2.69;22;0;66;43;0;0;0;0.0;0.0;140;95;65;40;50;20;88;256;163;55;0;;20;3.38;14.47;;;;1.9;0.0;345;63
22.05;807;26;26;1.0;1.29;2.68;22;0;66;43;0;0;0;0.0;0.0;140;95;65;8;50;20;88;258;163;55;0;;20;3.25;14.47;;;;1.8;0.0;345;63
22.47;820;26;26;1.0;1.28;2.63;22;0;66;43;0;0;0;0.0;0.0;140;95;65;40;50;20;89;258;162;55;0;;20;3.25;14.47;;;;1.8;0.0;345;63
22.88;820;25;25;1.0;1.25;2.58;22;0;66;43;0;0;0;0.0;0.0;140;95;65;40;50;20;88;256;163;55;0;;20;3.12;14.47;;;;1.8;0.0;345;63
23.08;820;26;26;1.0;1.27;2.62;22;0;66;43;0;0;0;0.0;0.0;140;95;65;40;50;20;87;257;164;55;0;;20;3.25;14.47;;;;1.8;0.0;345;63
23.49;845;25;25;1.0;1.26;2.58;22;0;66;43;0;0;0;0.0;0.0;140;95;65;56;50;20;89;256;162;55;0;;20;3.12;14.47;;;;1.8;0.0;345;63
23.91;832;25;25;1.0;1.25;2.55;22;0;66;43;0;0;0;0.0;0.0;140;95;65;40;50;20;90;255;161;55;0;;20;3.12;14.47;;;;1.8;0.0;345;63
24.31;832;23;23;1.0;1.2;2.44;22;0;66;43;0;0;0;0.0;0.0;140;95;65;40;50;20;88;250;163;55;0;;20;2.88;14.47;;;;1.7;0.0;345;63
24.73;807;25;25;1.0;1.25;2.56;22;0;66;43;0;0;0;0.0;0.0;140;95;65;40;50;20;88;253;163;55;0;;20;3.12;14.47;;;;1.7;0.0;345;63
25.16;820;24;24;1.0;1.23;2.52;22;0;66;43;0;0;0;0.0;0.0;140;95;65;40;50;20;88;254;163;55;0;;20;3.0;14.47;;;;1.7;0.0;345;63
25.54;922;23;23;1.0;1.19;2.43;22;0;66;43;0;0;0;0.0;0.0;140;95;65;24;50;20;88;253;163;55;0;;20;2.88;14.47;;;;1.9;0.0;345;63
25.98;884;23;23;1.0;1.18;2.39;22;0;66;43;0;0;0;0.0;0.0;140;95;65;56;50;20;88;251;163;55;0;;20;2.88;14.47;;;;1.8;0.0;345;63
26.39;832;23;23;1.0;1.21;2.45;22;0;66;43;0;0;0;0.0;0.0;140;95;65;40;50;20;90;252;161;55;0;;20;2.88;14.47;;;;1.7;0.0;345;63
26.57;922;22;22;1.0;1.15;2.33;22;0;65;43;0;0;0;0.0;0.0;140;95;65;56;50;20;88;251;163;55;0;;20;2.75;14.7;;;;1.8;0.0;345;63
26.99;922;22;22;1.0;1.14;2.29;22;0;65;43;0;0;0;0.0;0.0;140;95;65;56;50;20;89;251;162;55;0;;20;2.75;14.7;;;;1.8;0.0;345;63
27.41;845;23;23;1.0;1.17;2.38;22;0;66;43;0;0;0;0.0;0.0;140;95;65;40;50;20;88;251;163;55;0;;20;2.88;14.47;;;;1.7;0.0;345;63
27.82;922;22;22;1.0;1.16;2.33;22;0;65;43;0;0;0;0.0;0.0;140;95;65;8;50;20;88;249;163;55;0;;20;2.75;14.7;;;;1.8;0.0;345;63
28.22;845;23;23;1.0;1.2;2.44;22;0;66;43;0;0;0;0.0;0.0;140;95;65;56;50;20;88;250;163;55;0;;20;2.88;14.47;;;;1.7;0.0;345;63
28.63;820;23;23;1.0;1.17;2.38;22;0;65;43;0;0;0;0.0;0.0;140;95;65;56;50;20;88;246;163;55;0;;20;2.88;14.47;;;;1.6;0.0;345;63
29.03;781;24;24;1.0;1.22;2.48;22;0;66;43;0;0;0;0.0;0.0;140;95;65;40;50;20;89;248;162;55;0;;20;3.0;14.47;;;;1.6;0.0;345;63
29.45;845;24;24;1.0;1.21;2.46;22;0;66;43;0;0;0;0.0;0.0;140;95;65;24;50;20;89;247;162;55;0;;20;3.0;14.47;;;;1.7;0.0;345;63
29.84;807;24;24;1.0;1.21;2.46;22;0;66;43;0;0;0;0.0;0.0;140;95;65;8;50;20;89;246;162;55;0;;20;3.0;14.47;;;;1.7;0.0;345;63
30.26;768;23;23;1.0;1.2;2.44;22;0;66;43;0;0;0;0.0;0.0;140;95;65;40;50;20;89;243;162;55;0;;20;2.88;14.47;;;;1.6;0.0;345;63
30.48;807;25;25;1.0;1.25;2.56;22;0;66;43;0;0;0;0.0;0.0;140;95;65;24;50;20;90;245;160;55;0;;20;3.12;14.47;;;;1.7;0.0;345;63
30.89;730;27;27;1.0;1.31;2.71;22;0;66;43;0;0;0;0.0;0.0;140;95;65;8;50;20;89;249;162;55;0;;20;3.38;14.47;;;;1.7;0.0;345;63
31.29;781;25;25;1.0;1.25;2.56;22;0;66;43;0;0;0;0.0;0.0;140;95;65;24;50;20;88;251;163;55;0;;20;3.12;14.47;;;;1.7;0.0;345;63
31.69;845;25;25;1.0;1.25;2.58;22;0;66;43;0;0;0;0.0;0.0;140;95;65;8;50;20;88;252;163;55;0;;20;3.12;14.47;;;;1.8;0.0;345;63
32.11;768;25;25;1.0;1.26;2.6;22;0;66;43;0;0;0;0.0;0.0;140;95;65;8;50;20;88;251;163;55;0;;20;3.12;14.47;;;;1.7;0.0;345;63
32.5;807;25;25;1.0;1.25;2.58;22;0;66;43;0;0;0;0.0;0.0;140;95;65;40;50;20;88;250;163;55;0;;20;3.12;14.47;;;;1.7;0.0;345;63
32.96;756;26;26;1.0;1.28;2.64;22;0;66;43;0;0;0;0.0;0.0;140;95;65;8;50;20;87;251;164;55;0;;20;3.25;14.47;;;;1.7;0.0;345;63
33.35;845;25;25;1.0;1.24;2.55;22;0;66;43;0;0;0;0.0;0.0;140;95;65;8;50;20;88;250;163;55;0;;20;3.12;14.47;;;;1.8;0.0;345;63
33.77;781;26;26;1.0;1.28;2.64;22;0;66;43;0;0;0;0.0;0.0;140;95;65;24;50;20;88;250;164;55;0;;20;3.25;14.47;;;;1.7;0.0;345;63
33.98;807;25;25;1.0;1.26;2.58;22;0;66;43;0;0;0;0.0;0.0;156;95;65;56;50;20;88;249;163;55;0;;20;3.12;14.47;;;;1.7;0.0;345;63
34.39;820;26;26;1.0;1.28;2.65;22;0;66;43;0;0;0;0.0;0.0;140;95;65;56;50;20;90;251;161;55;0;;20;3.25;14.47;;;;1.8;0.0;345;63
34.79;768;26;26;1.0;1.28;2.65;22;0;66;43;0;0;0;0.0;0.0;140;95;65;40;50;20;88;253;163;55;0;;20;3.25;14.47;;;;1.7;0.0;345;63
35.21;832;25;25;1.0;1.25;2.56;22;0;66;43;0;0;0;0.0;0.0;140;95;65;56;50;20;88;252;163;55;0;;20;3.12;14.47;;;;1.8;0.0;345;63
35.62;884;22;22;1.0;1.15;2.31;22;0;65;43;0;0;0;0.0;0.0;140;95;65;40;50;20;87;253;164;55;0;;20;2.75;14.7;;;;1.7;0.0;345;63
36.03;768;55;55;1.0;2.18;4.88;22;0;64;60;9;0;0;0.0;0.0;140;95;64;56;53;17;90;337;161;55;0;;17;6.88;14.7;;;;3.1;4.9;345;63
36.43;1447;33;33;1.0;1.5;3.2;22;0;64;54;6;0;0;0.0;0.0;140;95;64;8;33;37;88;347;163;55;1;;37;4.12;14.7;;;;3.9;3.2;345;63
36.84;1422;42;43;1.0;1.78;3.9;22;0;64;54;6;0;0;0.0;0.0;140;95;64;8;35;35;88;382;163;55;1;;35;5.25;14.7;;;;4.6;3.2;345;63
37.26;1486;30;30;1.0;1.39;2.91;22;0;64;50;4;0;0;0.0;0.0;140;95;64;40;29;40;88;340;163;55;1;;41;3.75;14.7;;;;3.6;2.0;345;63
37.67;1217;24;24;1.0;1.22;2.49;22;0;64;43;0;0;0;0.0;0.0;140;95;65;40;41;20;89;295;162;55;0;;29;3.0;14.7;;;;2.5;0.0;345;63
37.89;1140;25;25;1.0;1.25;2.55;22;0;64;43;0;0;0;0.0;0.0;140;95;65;40;50;20;90;287;160;55;0;;20;3.12;14.7;;;;2.4;0.0;345;63
38.3;1153;23;23;1.0;1.18;2.38;22;0;64;43;0;0;0;0.0;0.0;140;95;65;40;50;20;89;280;162;55;0;;20;2.88;14.7;;;;2.3;0.0;345;63
38.7;1063;25;25;1.0;1.24;2.52;22;0;64;43;0;0;0;0.0;0.0;140;95;65;8;50;20;91;282;159;55;0;;20;3.12;14.7;;;;2.2;0.0;345;63
39.09;1165;23;23;1.0;1.2;2.43;22;0;65;43;0;0;0;0.0;0.0;140;95;65;56;50;20;89;277;163;55;0;;20;2.88;14.7;;;;2.4;0.0;345;63
39.51;1037;23;23;1.0;1.2;2.43;22;0;65;43;0;0;0;0.0;0.0;140;95;65;8;50;20;90;273;160;55;0;;20;2.88;14.7;;;;2.1;0.0;345;63
39.92;1063;22;22;1.0;1.16;2.34;22;0;64;43;0;0;0;0.0;0.0;140;95;65;56;50;20;89;270;162;55;0;;20;2.75;14.7;;;;2.1;0.0;345;63
40.32;1101;21;21;1.0;1.13;2.27;22;0;64;43;0;0;0;0.0;0.0;140;95;65;56;50;20;90;263;161;55;0;;20;2.62;14.7;;;;2.1;0.0;345;63
40.72;935;23;23;1.0;1.17;2.35;22;0;65;43;0;0;0;0.0;0.0;140;95;65;40;50;20;89;259;162;55;1;;20;2.88;14.47;;;;1.8;0.0;345;63
41.15;832;24;24;1.0;1.23;2.51;22;0;66;43;0;0;0;0.0;0.0;140;95;65;40;50;20;88;257;163;55;1;;20;3.0;14.47;;;;1.7;0.0;345;63
41.56;832;26;26;1.0;1.28;2.64;22;0;66;43;0;0;0;0.0;0.0;140;95;65;56;50;20;89;255;162;55;1;;20;3.25;14.47;;;;1.8;0.0;345;63
41.75;807;26;26;1.0;1.28;2.64;22;0;66;43;0;0;0;0.0;0.0;140;95;65;56;50;20;88;254;163;55;1;;20;3.25;14.47;;;;1.8;0.0;345;63
42.17;781;26;26;1.0;1.27;2.62;22;0;66;43;0;0;0;0.0;0.0;140;95;65;24;50;20;87;254;164;55;1;;20;3.25;14.47;;;;1.7;0.0;345;63
42.57;820;25;25;1.0;1.25;2.58;22;0;66;43;0;0;0;0.0;0.0;140;95;65;8;50;20;88;254;163;55;1;;20;3.12;14.47;;;;1.8;0.0;345;63
42.97;768;26;26;1.0;1.28;2.65;22;0;66;43;0;0;0;0.0;0.0;140;127;69;8;55;15;88;254;163;55;1;;15;3.25;14.47;;;;1.7;0.0;345;63
43.41;973;22;22;1.0;1.14;2.3;22;0;65;43;0;0;0;0.0;0.0;140;127;69;8;55;15;88;250;163;55;1;;15;2.75;14.7;;;;1.9;0.0;345;63
43.83;922;22;22;1.0;1.14;2.29;22;0;65;43;0;0;0;0.0;0.0;140;127;69;56;55;15;87;251;165;55;1;;15;2.75;14.7;;;;1.8;0.0;345;63
44.24;871;22;22;1.0;1.16;2.34;22;0;65;43;0;0;0;0.0;0.0;140;127;69;56;55;15;87;251;165;55;1;;15;2.75;14.7;;;;1.7;0.0;345;63
44.64;935;22;22;1.0;1.15;2.31;22;0;65;43;0;0;0;0.0;0.0;140;127;69;24;55;15;87;249;164;55;1;;15;2.75;14.7;;;;1.8;0.0;345;63
45.06;871;22;22;1.0;1.14;2.31;22;0;65;43;0;0;0;0.0;0.0;140;127;69;56;55;15;87;248;164;55;1;;15;2.75;14.7;;;;1.7;0.0;345;63
45.26;896;22;22;1.0;1.14;2.3;22;0;65;43;0;0;0;0.0;0.0;140;127;69;8;55;15;88;246;163;55;1;;15;2.75;14.7;;;;1.7;0.0;345;63
45.67;845;22;22;1.0;1.14;2.29;22;0;65;43;0;0;0;0.0;0.0;140;127;69;40;55;15;88;245;163;55;1;;15;2.75;14.7;;;;1.6;0.0;345;63
46.07;845;22;22;1.0;1.15;2.31;22;0;65;43;0;0;0;0.0;0.0;140;127;69;56;55;15;89;245;162;55;1;;15;2.75;14.7;;;;1.6;0.0;345;63
46.48;884;22;22;1.0;1.16;2.33;22;0;65;43;0;0;0;0.0;0.0;140;127;69;56;55;15;89;245;162;55;1;;15;2.75;14.7;;;;1.7;0.0;345;63
46.89;896;21;21;1.0;1.12;2.24;22;0;65;43;0;0;0;0.0;0.0;140;127;69;24;55;15;89;243;162;55;1;;15;2.62;14.7;;;;1.7;0.0;345;63
47.3;884;21;21;1.0;1.13;2.27;22;0;65;43;0;0;0;0.0;0.0;140;127;69;56;55;15;89;243;162;55;1;;15;2.62;14.7;;;;1.7;0.0;345;63
47.71;820;22;22;1.0;1.15;2.31;22;0;65;43;0;0;0;0.0;0.0;140;127;69;8;55;15;89;243;162;55;1;;15;2.75;14.7;;;;1.6;0.0;345;63
48.12;845;22;22;1.0;1.15;2.31;22;0;65;43;0;0;0;0.0;0.0;140;127;69;8;55;15;90;243;161;55;1;;15;2.75;14.7;;;;1.6;0.0;345;63
48.55;820;22;22;1.0;1.14;2.29;22;0;65;43;0;0;0;0.0;0.0;140;127;69;8;55;15;88;242;163;55;1;;15;2.75;14.7;;;;1.6;0.0;345;63
48.95;820;22;22;1.0;1.14;2.29;22;0;65;43;0;0;0;0.0;0.0;140;127;69;8;55;15;89;242;163;55;1;;15;2.75;14.7;;;;1.6;0.0;345;63
49.16;820;21;21;1.0;1.12;2.25;22;0;65;43;0;0;0;0.0;0.0;140;127;69;8;55;15;88;239;163;55;1;;15;2.62;14.7;;;;1.5;0.0;345;63
49.58;845;22;22;1.0;1.15;2.33;22;0;65;43;0;0;0;0.0;0.0;140;127;69;56;55;15;88;239;163;55;1;;15;2.75;14.7;;;;1.6;0.0;345;63
49.99;768;23;23;1.0;1.17;2.37;22;0;65;43;0;0;0;0.0;0.0;140;127;69;40;55;15;87;241;164;55;1;;15;2.88;14.47;;;;1.5;0.0;345;63
50.4;820;22;22;1.0;1.16;2.35;22;0;66;43;0;0;0;0.0;0.0;156;127;69;56;55;15;87;241;164;55;1;;15;2.75;14.7;;;;1.6;0.0;345;63
50.79;884;21;21;1.0;1.12;2.25;22;0;65;43;0;0;0;0.0;0.0;140;127;69;24;55;15;87;240;164;55;1;;15;2.62;14.7;;;;1.7;0.0;345;63
51.22;807;22;22;1.0;1.15;2.31;22;0;65;43;0;0;0;0.0;0.0;140;127;69;8;55;15;87;240;164;55;1;;15;2.75;14.7;;;;1.6;0.0;345;63
51.63;768;22;22;1.0;1.15;2.33;22;0;65;43;0;0;0;0.0;0.0;140;127;69;56;55;15;87;240;164;55;1;;15;2.75;14.7;;;;1.5;0.0;345;63
52.03;832;22;22;1.0;1.14;2.29;22;0;65;43;0;0;0;0.0;0.0;140;127;69;56;55;15;87;240;164;55;1;;15;2.75;14.7;;;;1.6;0.0;345;63
52.43;845;22;22;1.0;1.15;2.31;22;0;65;43;0;0;0;0.0;0.0;140;127;69;24;55;15;87;240;164;55;1;;15;2.75;14.7;;;;1.6;0.0;345;63
52.87;781;22;22;1.0;1.15;2.33;22;0;65;43;0;0;0;0.0;0.0;140;127;69;40;55;15;87;239;164;55;1;;15;2.75;14.7;;;;1.5;0.0;345;63
53.05;781;22;22;1.0;1.14;2.29;22;0;65;43;0;0;0;0.0;0.0;140;127;69;8;55;15;87;239;164;55;1;;15;2.75;14.7;;;;1.5;0.0;345;63
53.47;871;21;21;1.0;1.12;2.25;22;0;65;43;0;0;0;0.0;0.0;140;127;69;40;55;15;87;237;164;55;1;;15;2.62;14.7;;;;1.6;0.0;345;63
53.87;768;23;23;1.0;1.16;2.34;22;0;65;43;0;0;0;0.0;0.0;140;127;69;56;55;15;87;239;164;55;1;;15;2.88;14.47;;;;1.5;0.0;345;63
54.27;820;22;22;1.0;1.13;2.28;22;0;65;43;0;0;0;0.0;0.0;140;127;69;8;55;15;87;239;164;55;1;;15;2.75;14.7;;;;1.6;0.0;345;63
54.69;820;21;21;1.0;1.12;2.25;22;0;65;43;0;0;0;0.0;0.0;140;127;69;56;55;15;87;235;164;55;1;;15;2.62;14.7;;;;1.5;0.0;345;63
55.1;756;23;23;1.0;1.16;2.35;22;0;65;43;0;0;0;0.0;0.0;140;127;69;40;55;15;87;238;164;55;1;;15;2.88;14.47;;;;1.5;0.0;345;63
55.52;807;22;22;1.0;1.14;2.29;22;0;65;43;0;0;0;0.0;0.0;140;127;69;56;55;15;87;237;164;55;1;;15;2.75;14.7;;;;1.5;0.0;345;63
55.93;768;22;22;1.0;1.15;2.33;22;0;65;43;0;0;0;0.0;0.0;140;127;69;8;55;15;87;239;165;55;1;;15;2.75;14.7;;;;1.5;0.0;345;63
56.37;884;22;22;1.0;1.14;2.31;22;0;65;43;0;0;0;0.0;0.0;140;127;69;40;55;15;87;240;165;55;1;;15;2.75;14.7;;;;1.7;0.0;345;63
56.56;781;22;22;1.0;1.15;2.33;22;0;65;43;0;0;0;0.0;0.0;140;127;69;24;55;15;87;241;165;55;1;;15;2.75;14.7;;;;1.5;0.0;345;63
56.98;781;22;22;1.0;1.14;2.31;22;0;65;43;0;0;0;0.0;0.0;140;127;69;40;55;15;87;240;164;55;1;;15;2.75;14.7;;;;1.5;0.0;345;63
57.42;845;21;21;1.0;1.12;2.25;22;0;65;43;0;0;0;0.0;0.0;140;127;69;40;55;15;87;240;164;55;1;;15;2.62;14.7;;;;1.6;0.0;345;63
57.81;845;22;22;1.0;1.15;2.33;22;0;65;43;0;0;0;0.0;0.0;140;127;69;24;55;15;88;241;163;55;1;;15;2.75;14.7;;;;1.6;0.0;345;63
58.23;807;22;22;1.0;1.17;2.35;22;0;65;43;0;0;0;0.0;0.0;140;127;69;8;55;15;90;241;161;55;1;;15;2.75;14.7;;;;1.6;0.0;345;63
58.63;820;21;21;1.0;1.13;2.27;22;0;65;43;0;0;0;0.0;0.0;140;127;69;40;55;15;89;239;162;55;1;;15;2.62;14.7;;;;1.5;0.0;345;63
59.04;781;22;22;1.0;1.15;2.33;22;0;65;43;0;0;0;0.0;0.0;140;127;69;40;55;15;88;239;163;55;1;;15;2.75;14.7;;;;1.5;0.0;345;63
59.48;845;22;22;1.0;1.14;2.28;22;0;65;43;0;0;0;0.0;0.0;140;127;69;8;55;15;89;238;162;55;1;;15;2.75;14.7;;;;1.6;0.0;345;63
59.69;781;22;22;1.0;1.16;2.33;22;0;65;43;0;0;0;0.0;0.0;140;127;69;40;55;15;89;238;162;55;1;;15;2.75;14.7;;;;1.5;0.0;345;63
60.08;781;23;23;1.0;1.17;2.38;22;0;66;43;0;0;0;0.0;0.0;140;127;69;24;55;15;88;240;163;55;1;;15;2.88;14.47;;;;1.5;0.0;345;63
60.49;884;21;21;1.0;1.12;2.26;22;0;65;43;0;0;0;0.0;0.0;140;127;69;24;55;15;88;240;163;55;1;;15;2.62;14.7;;;;1.7;0.0;345;63
60.91;768;23;23;1.0;1.19;2.41;22;0;66;43;0;0;0;0.0;0.0;140;127;69;56;55;15;88;240;163;55;1;;15;2.88;14.47;;;;1.5;0.0;345;63
