Время, с;Обороты;Нагрузка (ось карт);Наполнение мгновенное;Дроссель открытие;Впрыск, мс;Мёртвое время форсунки;Обогащение ускорения;УОЗ сырьё;УОЗ из карты;Поправка угла по детонации, °;Давление, кПа;Расход (прослойка);VE (ДАД);Ktps (ДАД);Коррекция по лямбде;Живая карта;Состояние указателя;Индекс температурных таблиц;РХХ / контур холостого;УОЗ, градусы;Нагрузка TP;Газ, %;Впрыск расчётный, мс;Загрузка форсунок, %;K форсунок;КМ (ДАД);AFR цель;AFR факт (ШДК);Поправка VE (факт/цель);ФЛАГ Отсечка;ФЛАГ Впрыск разрешён;ФЛАГ Замкнутый цикл;ФЛАГ Крэнк;ФЛАГ Нейтраль;ФЛАГ Холостой ход;ФЛАГ Стартер;ФЛАГ Неисправность TPS;ФЛАГ $0053.08 гейт наката;ФЛАГ $0053.40 гейт наката;ФЛАГ $0053.80 не разобран;АЦП Расходомер/ДАД;АЦП Дроссель;АЦП Напряжение борта;АЦП Температура ОЖ;АЦП Лямбда;АЦП канал 9 (свободный)
1.44;1281;21;21;2;3.03;71;0;50;20;0;55;6;0.4;1.0;1.0;0;0;184;0;20;2.62;1.2;1.57;3.2;345;128;14.7;16.02;1.09;0;1;0;0;0;1;0;0;0;1;0;286;;164;68;0;82
1.62;1281;21;21;2;3.03;71;0;50;20;0;55;6;0.4;1.0;1.0;0;0;184;0;20;2.62;1.2;1.57;3.2;345;128;14.7;16.02;1.09;0;1;0;0;0;1;0;0;0;1;0;286;;164;68;0;82
2.04;1204;19;19;2;2.8;72;0;50;20;0;54;5;0.38;1.0;1.0;0;0;184;0;20;2.38;1.2;1.48;2.8;345;128;14.7;16.02;1.09;0;1;0;0;0;0;0;0;0;1;0;276;;163;69;0;74
2.43;1204;19;19;2;2.8;72;0;50;20;0;54;5;0.38;1.0;1.0;0;0;184;0;20;2.38;1.2;1.48;2.8;345;128;14.7;14.62;0.995;0;1;0;0;0;0;0;0;0;1;0;276;;163;69;0;74
2.85;1447;24;24;2;3.32;72;0;31;40;0;56;8;0.44;1.0;1.0;0;0;184;0;39;3.0;1.2;1.69;4.0;345;128;14.7;14.62;0.995;0;1;0;0;0;0;0;0;0;1;0;297;;163;69;0;83
3.23;1511;19;19;2;2.82;72;0;32;38;0;53;6;0.38;1.0;1.0;0;0;184;0;38;2.38;1.2;1.49;3.6;345;128;14.7;14.62;0.995;0;1;0;0;0;0;0;0;0;1;0;271;;162;69;0;78
3.64;1255;14;14;1;2.28;73;0;50;20;0;48;4;0.3;1.0;1.0;0;0;184;0;20;1.75;0.6;1.28;2.4;345;128;14.7;14.51;0.987;0;1;0;0;0;1;0;0;0;1;0;237;;162;68;0;74
4.05;1037;17;17;1;2.62;74;0;50;20;0;52;4;0.34;1.0;1.0;0;0;184;0;20;2.12;0.6;1.42;2.3;345;128;14.7;14.51;0.987;0;1;0;0;0;1;0;0;0;1;0;262;;160;69;0;77
4.45;948;19;19;1;2.85;72;0;50;20;0;54;4;0.36;1.0;1.0;0;0;184;0;20;2.38;0.6;1.5;2.3;345;128;14.7;17.22;1.171;0;1;0;0;0;1;0;0;0;1;0;281;;163;69;0;82
4.84;999;18;18;1;2.77;74;0;50;20;0;54;4;0.37;1.0;1.0;0;0;184;0;20;2.25;0.6;1.48;2.3;345;128;14.7;17.22;1.171;0;1;0;0;0;1;0;0;0;1;0;276;;160;69;0;74
