Время, с;Обороты;Нагрузка (ось карт);Наполнение мгновенное;Дроссель открытие;Впрыск, мс;Мёртвое время форсунки;Обогащение ускорения;УОЗ сырьё;УОЗ из карты;Поправка угла по детонации, °;Давление, кПа;Расход (прослойка);VE (ДАД);Ktps (ДАД);Коррекция по лямбде;Живая карта;Состояние указателя;Индекс температурных таблиц;РХХ / контур холостого;УОЗ, градусы;Нагрузка TP;Газ, %;Впрыск расчётный, мс;Загрузка форсунок, %;K форсунок;КМ (ДАД);AFR цель;AFR факт (ШДК);Поправка VE (факт/цель);ФЛАГ Отсечка;ФЛАГ Впрыск разрешён;ФЛАГ Замкнутый цикл;ФЛАГ Крэнк;ФЛАГ Нейтраль;ФЛАГ Холостой ход;ФЛАГ Стартер;ФЛАГ Неисправность TPS;ФЛАГ $0053.08 гейт наката;ФЛАГ $0053.40 гейт наката;ФЛАГ $0053.80 не разобран;АЦП Расходомер/ДАД;АЦП Дроссель;АЦП Напряжение борта;АЦП Температура ОЖ;АЦП Лямбда;АЦП канал 9 (свободный)
1.42;1037;31;31;1;3.85;74;0;50;20;0;62;7;0.52;1.0;1.0;0;0;218;0;20;3.88;0.6;1.91;3.3;345;128;14.7;12.41;0.844;0;1;0;0;0;1;0;0;0;1;0;342;;161;44;1;85
1.62;1037;31;31;1;3.85;74;0;50;20;0;62;7;0.52;1.0;1.0;0;0;218;0;20;3.88;0.6;1.91;3.3;345;128;14.7;12.41;0.844;0;1;0;0;0;1;0;0;0;1;0;342;;161;44;1;85
2.04;1550;48;48;9;5.37;74;0;34;37;0;74;17;0.65;1.0;1.0;0;0;218;0;36;6.0;5.2;2.52;6.9;345;128;14.7;13.71;0.933;0;1;0;0;0;0;0;0;0;1;0;434;;160;44;1;102
2.43;1550;48;48;9;5.37;74;0;34;37;0;74;17;0.65;1.0;1.0;0;0;218;0;36;6.0;5.2;2.52;6.9;345;128;14.7;13.71;0.933;0;1;0;0;0;0;0;0;0;1;0;434;;160;44;1;102
2.82;1588;37;37;3;4.37;74;0;33;37;0;62;13;0.61;1.0;1.0;0;0;218;0;37;4.62;1.7;2.12;5.8;345;128;14.7;10.61;0.722;0;1;0;0;0;0;0;0;0;1;0;339;;161;44;1;86
3.22;1370;35;35;3;4.21;75;0;33;38;0;62;11;0.58;1.0;1.0;0;0;218;0;37;4.38;1.7;2.06;4.8;345;128;14.7;10.61;0.722;0;1;0;0;0;0;0;0;0;1;0;336;;159;44;1;86
3.64;1422;37;37;3;4.37;74;0;34;36;0;62;12;0.59;1.0;1.0;0;0;218;0;36;4.62;1.7;2.12;5.2;345;128;14.7;10.61;0.722;0;1;0;0;0;0;0;0;0;1;0;343;;161;44;1;86
4.04;1396;41;41;3;4.75;74;0;35;36;0;66;13;0.62;1.0;1.0;0;0;218;0;35;5.12;1.7;2.27;5.5;345;128;14.7;11.71;0.797;0;1;0;0;0;0;0;0;0;1;0;371;;161;44;1;90
4.44;1473;40;40;3;4.65;74;0;34;36;0;65;13;0.62;1.0;1.0;0;0;218;0;36;5.0;1.7;2.23;5.7;345;128;14.7;11.71;0.797;0;1;0;0;0;0;0;0;0;1;0;365;;160;44;1;90
4.83;1550;40;40;2;4.63;75;0;34;36;0;64;13;0.63;1.0;1.0;0;0;218;0;36;5.0;1.2;2.23;6.0;345;128;14.7;11.21;0.763;0;1;0;0;0;0;0;0;0;1;0;354;;159;44;1;89
5.25;1383;31;31;1;3.82;74;0;32;39;0;58;9;0.52;1.0;1.0;0;0;218;0;38;3.88;0.6;1.9;4.4;345;128;14.7;11.21;0.763;0;1;0;0;0;0;0;0;0;1;0;314;;161;44;1;84
5.65;1268;28;28;1;3.6;74;0;47;20;0;58;8;0.5;1.0;1.0;0;0;218;0;23;3.5;0.6;1.81;3.8;345;128;14.7;11.21;0.763;0;1;0;0;0;1;0;0;0;1;0;315;;160;44;1;77
6.04;1178;29;29;1;3.63;75;0;50;20;0;59;7;0.5;1.0;1.0;0;0;218;0;20;3.62;0.6;1.83;3.6;345;128;14.7;11.81;0.803;0;1;0;0;0;1;0;0;0;1;0;319;;159;44;1;85
6.44;1217;31;31;1;3.8;74;0;50;20;0;60;8;0.53;1.0;1.0;0;0;218;0;20;3.88;0.6;1.89;3.9;345;128;14.7;11.81;0.803;0;1;0;0;0;1;0;0;0;1;0;326;;161;44;1;85
6.84;1229;39;39;2;4.58;75;0;50;20;0;65;10;0.61;1.0;1.0;0;0;218;0;20;4.88;1.2;2.21;4.7;345;128;14.7;11.61;0.79;0;1;0;0;0;1;0;0;0;1;0;366;;159;44;1;89
7.06;1153;33;33;1;4.01;73;0;50;20;0;61;8;0.53;1.0;1.0;0;0;218;0;20;4.12;0.6;1.97;3.9;345;128;14.7;11.61;0.79;0;1;0;0;0;1;0;0;0;1;0;335;;162;44;1;86
7.46;1165;36;36;1;4.31;75;0;39;31;0;64;9;0.59;1.0;1.0;0;0;218;0;31;4.5;0.6;2.1;4.2;345;128;14.7;11.61;0.79;0;1;0;0;0;0;0;0;0;1;0;353;;159;44;1;88
7.86;1165;35;35;1;4.18;73;0;36;31;0;64;9;0.59;1.0;1.0;0;0;218;0;34;4.38;0.6;2.04;4.1;345;128;14.7;11.81;0.803;0;1;0;0;0;0;0;0;0;1;0;352;;162;44;1;89
8.27;1101;34;34;1;4.12;74;0;38;32;0;63;8;0.55;1.0;1.0;0;0;218;0;32;4.25;0.6;2.02;3.8;345;128;14.7;11.81;0.803;0;1;0;0;0;0;0;0;0;1;0;350;;160;44;1;88
8.65;1153;40;40;4;4.65;74;0;37;32;0;68;10;0.59;1.0;1.0;0;0;218;0;33;5.0;2.3;2.23;4.5;345;128;14.7;11.81;0.803;0;1;0;0;0;0;0;0;0;1;0;386;;158;44;1;90
9.05;1447;40;40;1;4.7;74;0;34;35;0;65;13;0.62;1.0;1.0;0;0;218;0;36;5.0;0.6;2.25;5.7;345;128;14.7;12.81;0.871;0;1;0;0;0;0;0;0;0;1;0;365;;159;44;1;90
9.47;1255;38;38;2;4.45;74;0;35;32;0;65;10;0.61;1.0;1.0;0;0;218;0;35;4.75;1.2;2.15;4.7;345;128;14.7;12.81;0.871;0;1;0;0;0;0;0;0;0;1;0;360;;161;44;1;89
9.86;1306;42;42;3;4.87;74;0;37;33;0;69;12;0.62;1.0;1.0;0;0;218;0;33;5.25;1.7;2.32;5.3;345;128;14.7;13.01;0.885;0;1;0;0;0;0;0;0;0;1;0;395;;160;44;1;91
10.25;1370;42;42;3;4.9;74;0;35;35;0;68;13;0.62;1.0;1.0;0;0;218;0;35;5.25;1.7;2.33;5.6;345;128;14.7;13.01;0.885;0;1;0;0;0;0;0;0;0;1;0;387;;161;44;1;91
10.67;1562;49;49;8;5.5;74;0;37;35;0;75;16;0.65;1.0;1.0;0;0;218;0;33;6.12;4.7;2.57;7.2;345;128;14.7;13.01;0.885;0;1;0;0;0;0;0;0;0;1;0;438;;160;44;1;103
11.07;1665;48;48;8;5.45;74;0;33;37;0;73;18;0.66;1.0;1.0;0;0;218;0;37;6.0;4.7;2.55;7.6;345;128;14.7;13.31;0.905;0;1;0;0;0;0;0;0;0;1;0;422;;161;44;1;89
