Время, с;Обороты;Нагрузка (ось карт);Наполнение мгновенное;Дроссель открытие;Впрыск, мс;Мёртвое время форсунки;Обогащение ускорения;Смесь из карты (сырьё);УОЗ сырьё;УОЗ из карты;Поправка угла по детонации, °;Давление, кПа;VE (ДАД);Ktps (ДАД);Коррекция по лямбде;Живая карта;Состояние указателя;УОЗ, градусы;Нагрузка TP;Газ, %;Впрыск расчётный, мс;Загрузка форсунок, %;K форсунок;КМ (ДАД);AFR цель;AFR факт (ШДК);Поправка VE (факт/цель);ФЛАГ Отсечка;ФЛАГ Впрыск разрешён;ФЛАГ Замкнутый цикл;ФЛАГ Крэнк;ФЛАГ Нейтраль;ФЛАГ Холостой ход;ФЛАГ Стартер;ФЛАГ Неисправность TPS;ФЛАГ $0053.08 гейт наката;ФЛАГ $0053.40 гейт наката;ФЛАГ $0053.80 не разобран;АЦП Расходомер/ДАД;АЦП Дроссель;АЦП Напряжение борта;АЦП Температура ОЖ;АЦП Лямбда;АЦП канал 9 (свободный)
12.06;768;23;23;0;4.7;80;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.28;3.0;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;234;42;167;64;0;38
12.46;832;22;22;0;4.57;80;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.75;0.0;2.23;3.2;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;235;42;167;64;0;74
12.87;781;23;23;0;4.7;80;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.28;3.1;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;237;42;167;64;0;74
13.27;768;23;23;0;4.75;80;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.3;3.0;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;236;42;168;64;0;74
13.66;820;22;22;0;4.62;80;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.75;0.0;2.25;3.2;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;237;42;168;64;0;74
14.06;768;22;22;0;4.55;80;0;65;55;15;0;0;0.0;0.0;1.0;0;0;15;2.75;0.0;2.22;2.9;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;235;42;167;64;0;74
14.46;832;23;23;0;4.72;80;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.29;3.3;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;237;42;168;64;0;76
14.89;768;23;23;0;4.67;80;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.27;3.0;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;237;42;168;64;0;70
15.28;832;23;23;0;4.7;80;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.28;3.3;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;239;42;167;64;0;74
15.68;781;22;22;0;4.47;80;0;65;55;15;0;0;0.0;0.0;1.0;0;0;15;2.75;0.0;2.19;2.9;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;235;42;168;64;0;74
15.89;781;23;23;0;4.75;80;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.3;3.1;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;238;42;167;64;0;74
16.29;807;21;21;0;4.42;80;0;65;55;15;0;0;0.0;0.0;1.0;0;0;15;2.62;0.0;2.17;3.0;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;234;42;168;64;0;74
16.68;768;23;23;0;4.72;80;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.29;3.0;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;236;42;167;64;0;75
17.09;845;23;23;0;4.67;80;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.27;3.3;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;239;42;167;64;0;70
17.48;820;23;23;0;4.67;80;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.27;3.2;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;239;42;167;64;0;75
17.89;884;22;22;0;4.52;80;0;65;55;15;0;0;0.0;0.0;1.0;0;0;15;2.75;0.0;2.21;3.3;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;238;42;168;64;0;75
18.3;820;23;23;0;4.65;80;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.26;3.2;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;239;42;167;64;0;74
18.71;871;22;22;0;4.47;80;0;65;55;15;0;0;0.0;0.0;1.0;0;0;15;2.75;0.0;2.19;3.2;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;238;42;167;64;0;75
18.9;781;22;22;0;4.5;80;0;65;55;15;0;0;0.0;0.0;1.0;0;0;15;2.75;0.0;2.2;2.9;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;234;42;167;63;0;74
19.31;832;23;23;0;4.7;80;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.28;3.3;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;238;42;167;63;0;75
19.72;781;23;23;0;4.7;80;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.28;3.1;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;237;42;167;63;0;70
20.12;832;23;23;0;4.65;80;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.26;3.2;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;237;42;168;63;0;75
20.5;832;23;23;0;4.65;80;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.26;3.2;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;237;42;167;63;0;75
20.9;845;22;22;0;4.57;80;0;65;55;15;0;0;0.0;0.0;1.0;0;0;15;2.75;0.0;2.23;3.2;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;237;42;168;63;0;75
21.31;832;22;22;0;4.52;80;0;65;55;15;0;0;0.0;0.0;1.0;0;0;15;2.75;0.0;2.21;3.1;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;235;42;167;63;0;38
21.72;832;22;22;0;4.57;80;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.75;0.0;2.23;3.2;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;236;42;168;63;0;74
22.12;832;23;23;0;4.65;80;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.26;3.2;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;238;42;168;63;0;74
22.32;807;23;23;0;4.7;80;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.28;3.2;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;237;42;167;63;0;74
22.72;820;22;22;0;4.5;80;0;65;55;15;0;0;0.0;0.0;1.0;0;0;15;2.75;0.0;2.2;3.1;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;233;42;167;63;0;74
23.11;756;23;23;0;4.7;80;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.28;3.0;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;235;42;168;63;0;72
23.51;756;23;23;0;4.72;80;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.29;3.0;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;235;42;167;63;0;74
23.93;768;23;23;0;4.75;80;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.3;3.0;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;236;42;167;63;0;75
24.32;820;22;22;0;4.6;80;0;65;55;15;0;0;0.0;0.0;1.0;0;0;15;2.75;0.0;2.24;3.1;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;235;42;167;63;0;74
24.74;781;23;23;0;4.7;80;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.28;3.1;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;234;42;167;63;0;74
25.13;820;23;23;0;4.7;80;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.28;3.2;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;237;42;168;63;0;75
25.33;730;24;24;0;4.8;80;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;3.0;0.0;2.32;2.9;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;237;42;167;63;0;74
25.74;781;22;22;0;4.55;80;0;65;55;15;0;0;0.0;0.0;1.0;0;0;15;2.75;0.0;2.22;3.0;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;234;42;167;63;0;74
26.14;820;23;23;0;4.77;80;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.31;3.3;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;238;42;168;63;0;74
26.53;820;23;23;0;4.65;80;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.26;3.2;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;236;42;167;63;0;74
26.93;768;23;23;0;4.7;80;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.28;3.0;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;236;42;168;63;0;74
27.35;832;23;23;0;4.72;80;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.29;3.3;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;237;42;168;63;0;70
27.75;756;24;24;0;4.81;81;0;65;55;15;0;0;0.0;0.0;1.0;0;0;15;3.0;0.0;2.33;3.0;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;237;42;166;63;0;75
28.14;756;24;24;0;4.85;80;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;3.0;0.0;2.34;3.1;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;240;42;168;63;0;75
28.54;845;21;21;0;4.32;80;0;65;55;15;0;0;0.0;0.0;1.0;0;0;15;2.62;0.0;2.13;3.0;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;232;42;168;63;0;74
28.75;756;23;23;0;4.67;80;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.27;2.9;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;235;42;167;63;0;75
29.15;768;23;23;0;4.62;80;0;65;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.25;3.0;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;237;42;167;63;0;74
29.55;781;23;23;0;4.75;80;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.3;3.1;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;239;42;167;63;0;74
29.94;781;23;23;0;4.67;80;0;65;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.27;3.0;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;238;42;167;63;0;74
30.36;807;22;22;0;4.62;80;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.75;0.0;2.25;3.1;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;238;42;167;63;0;74
30.75;781;23;23;0;4.72;80;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.29;3.1;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;238;42;167;63;0;74
31.15;820;22;22;0;4.47;80;0;65;55;15;0;0;0.0;0.0;1.0;0;0;15;2.75;0.0;2.19;3.1;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;238;42;167;63;0;70
31.55;781;23;23;0;4.65;80;0;65;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.26;3.0;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;239;42;168;63;0;74
31.95;807;22;22;0;4.52;80;0;65;55;15;0;0;0.0;0.0;1.0;0;0;15;2.75;0.0;2.21;3.0;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;238;42;167;63;0;73
32.15;871;22;22;0;4.6;80;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.75;0.0;2.24;3.3;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;238;42;167;63;0;74
32.55;768;23;23;0;4.67;80;0;65;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.27;3.0;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;239;42;167;62;0;38
32.97;884;22;22;0;4.42;76;0;65;55;15;0;0;0.0;0.0;1.0;0;0;15;2.75;0.0;2.15;3.3;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;238;42;173;62;0;74
33.36;781;23;23;0;4.58;77;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.22;3.0;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;235;42;172;62;0;74
33.77;820;24;24;0;4.76;77;0;65;55;15;0;0;0.0;0.0;1.0;0;0;15;3.0;0.0;2.29;3.3;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;238;42;172;62;0;74
34.17;781;23;23;0;4.68;77;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.26;3.0;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;237;42;173;62;0;38
34.57;756;24;24;0;4.78;77;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;3.0;0.0;2.3;3.0;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;238;42;171;62;0;85
34.98;820;22;22;0;4.5;76;0;65;55;15;0;0;0.0;0.0;1.0;0;0;15;2.75;0.0;2.18;3.1;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;235;42;173;62;0;38
35.37;820;27;27;0;5.23;77;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;3.38;0.0;2.48;3.6;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;249;42;172;64;0;76
35.59;935;22;22;0;4.47;76;0;65;55;15;0;0;0.0;0.0;1.0;0;0;15;2.75;0.0;2.17;3.5;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;245;42;172;64;0;35
35.97;884;24;24;0;4.83;77;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;3.0;0.0;2.32;3.6;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;249;42;172;64;0;76
36.38;896;23;23;0;4.7;76;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.26;3.5;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;248;42;173;64;0;74
36.8;922;22;22;0;4.52;76;0;65;55;15;0;0;0.0;0.0;1.0;0;0;15;2.75;0.0;2.19;3.5;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;247;42;173;64;0;75
37.19;871;23;23;0;4.6;76;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.22;3.3;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;245;42;172;64;0;38
37.6;871;22;22;0;4.5;76;0;65;55;15;0;0;0.0;0.0;1.0;0;0;15;2.75;0.0;2.18;3.3;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;243;42;173;64;0;75
37.98;832;23;23;0;4.57;76;0;65;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.21;3.2;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;244;42;173;64;0;73
38.39;845;23;23;0;4.63;79;0;65;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.25;3.3;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;245;42;169;64;0;75
38.58;845;23;23;0;4.7;80;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.28;3.3;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;245;42;168;64;0;76
38.99;845;23;23;0;4.65;80;0;65;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.26;3.3;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;244;42;168;64;0;75
39.4;845;22;23;0;4.62;80;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.75;0.0;2.25;3.3;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;242;42;168;63;0;75
39.79;871;22;22;0;4.57;80;0;65;55;15;0;0;0.0;0.0;1.0;0;0;15;2.75;0.0;2.23;3.3;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;241;42;168;63;0;75
40.19;884;22;22;0;4.57;80;0;65;55;15;0;0;0.0;0.0;1.0;0;0;15;2.75;0.0;2.23;3.4;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;240;42;168;63;0;70
40.6;807;22;22;0;4.6;80;0;65;55;15;0;0;0.0;0.0;1.0;0;0;15;2.75;0.0;2.24;3.1;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;238;42;168;63;0;74
41.0;807;23;23;0;4.62;80;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.25;3.1;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;237;42;168;63;0;70
41.41;768;23;23;0;4.77;80;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.31;3.1;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;238;42;168;63;0;72
41.8;871;22;22;0;4.55;80;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.75;0.0;2.22;3.3;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;238;42;168;63;0;74
42.0;820;22;22;0;4.5;80;0;65;55;15;0;0;0.0;0.0;1.0;0;0;15;2.75;0.0;2.2;3.1;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;236;42;167;63;0;75
42.41;820;22;22;0;4.47;80;0;65;55;15;0;0;0.0;0.0;1.0;0;0;15;2.75;0.0;2.19;3.1;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;233;42;167;63;0;146
42.82;807;22;22;0;4.61;81;0;65;55;15;0;0;0.0;0.0;1.0;0;0;15;2.75;0.0;2.25;3.1;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;236;42;166;62;0;75
43.22;871;22;22;0;4.48;81;0;65;55;15;0;0;0.0;0.0;1.0;0;0;15;2.75;0.0;2.2;3.3;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;235;42;166;62;0;74
43.61;820;22;22;0;4.46;81;0;65;55;15;0;0;0.0;0.0;1.0;0;0;15;2.75;0.0;2.19;3.0;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;233;42;166;62;0;74
44.01;768;22;22;0;4.58;81;0;65;55;15;0;0;0.0;0.0;1.0;0;0;15;2.75;0.0;2.24;2.9;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;234;42;166;62;0;74
44.41;807;22;22;0;4.47;82;0;65;55;15;0;0;0.0;0.0;1.0;0;0;15;2.75;0.0;2.2;3.0;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;229;42;165;62;0;74
44.83;781;22;22;0;4.56;83;0;65;55;15;0;0;0.0;0.0;1.0;0;0;15;2.75;0.0;2.24;3.0;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;228;42;162;61;0;53
45.22;730;23;23;0;4.71;83;0;65;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.3;2.9;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;229;42;165;61;0;70
45.43;717;22;22;0;4.57;82;0;65;55;15;0;0;0.0;0.0;1.0;0;0;15;2.75;0.0;2.24;2.7;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;228;42;165;61;0;74
