Время, с;Обороты;Нагрузка (ось карт);Наполнение мгновенное;Дроссель открытие;Впрыск, мс;Мёртвое время форсунки;Обогащение ускорения;Смесь из карты (сырьё);УОЗ сырьё;УОЗ из карты;Поправка угла по детонации, °;Давление, кПа;Расход (прослойка);VE (ДАД);Ktps (ДАД);Коррекция по лямбде;Живая карта;Состояние указателя;УОЗ, градусы;Нагрузка TP;Газ, %;Впрыск расчётный, мс;Загрузка форсунок, %;K форсунок;КМ (ДАД);AFR цель;AFR факт (ШДК);Поправка VE (факт/цель);ФЛАГ Отсечка;ФЛАГ Впрыск разрешён;ФЛАГ Замкнутый цикл;ФЛАГ Крэнк;ФЛАГ Нейтраль;ФЛАГ Холостой ход;ФЛАГ Стартер;ФЛАГ Неисправность TPS;ФЛАГ $0053.08 гейт наката;ФЛАГ $0053.40 гейт наката;ФЛАГ $0053.80 не разобран;АЦП Расходомер/ДАД;АЦП Дроссель;АЦП Напряжение борта;АЦП Температура ОЖ;АЦП Лямбда;АЦП канал 9 (свободный)
0.08;;;;;;;;;;;;;;;;;;;;;;;;345;128;;12.41;;;;;;;;;;;;;;;;;;
0.36;781;24;24;0;5.11;85;0;66;54;16;0;54;4;0.47;1.0;1.0;0;0;16;3.0;0.0;2.47;3.3;345;128;14.47;12.71;;0;1;0;0;1;1;0;0;0;1;0;280;42;167;90;0;82
0.74;807;25;25;0;5.18;85;0;66;54;16;0;54;4;0.47;1.0;1.0;0;0;16;3.12;0.0;2.5;3.5;345;128;14.47;12.71;;0;1;0;0;1;1;0;0;0;1;0;280;42;167;90;0;81
1.14;832;25;25;0;5.23;85;0;66;54;16;0;54;4;0.47;1.0;1.0;0;0;16;3.12;0.0;2.52;3.6;345;128;14.47;12.71;;0;1;0;0;1;1;0;0;0;1;0;281;42;167;90;0;81
1.53;768;24;24;0;5.11;85;0;66;54;16;0;54;4;0.47;1.0;1.0;0;0;16;3.0;0.0;2.47;3.3;345;128;14.47;12.21;;0;1;0;0;1;1;0;0;0;1;0;278;42;167;90;0;75
1.92;781;25;25;0;5.16;85;0;66;54;16;0;54;4;0.47;1.0;1.0;0;0;16;3.12;0.0;2.49;3.4;345;128;14.47;12.21;;0;1;0;0;1;1;0;0;0;1;0;282;42;167;90;0;82
2.31;820;25;25;0;5.18;85;0;66;54;16;0;54;4;0.47;1.0;1.0;0;0;16;3.12;0.0;2.5;3.5;345;128;14.47;12.21;;0;1;0;0;1;1;0;0;0;1;0;281;42;167;90;0;82
2.69;768;25;25;0;5.16;85;0;66;54;16;0;54;4;0.47;1.0;1.0;0;0;16;3.12;0.0;2.49;3.3;345;128;14.47;11.81;;0;1;0;0;1;1;0;0;0;1;0;281;42;167;90;0;82
3.08;845;26;26;0;5.43;85;0;66;54;16;0;55;4;0.48;1.0;1.0;0;0;16;3.25;0.0;2.6;3.8;345;128;14.47;11.81;;0;1;0;0;1;1;0;0;0;1;0;286;42;167;90;0;81
3.46;807;25;25;0;5.13;85;0;66;54;16;0;54;4;0.47;1.0;1.0;0;0;16;3.12;0.0;2.48;3.4;345;128;14.47;12.01;;0;1;0;0;1;1;0;0;0;1;0;281;42;167;90;0;82
3.49;807;25;25;0;5.13;85;0;66;54;16;0;54;4;0.47;1.0;1.0;0;0;16;3.12;0.0;2.48;3.4;345;128;14.47;12.01;;0;1;0;0;1;1;0;0;0;1;0;281;42;167;90;0;82
3.87;807;25;25;0;5.23;85;0;66;54;16;0;54;4;0.47;1.0;1.0;0;0;16;3.12;0.3;2.52;3.5;345;128;14.47;12.01;;0;1;0;0;1;1;0;0;0;1;0;283;43;167;90;0;82
4.25;820;26;26;0;5.31;85;0;66;54;16;0;55;4;0.48;1.0;1.0;0;0;16;3.25;0.0;2.55;3.6;345;128;14.47;12.01;;0;1;0;0;1;1;0;0;0;1;0;284;42;167;90;0;82
4.63;807;25;25;0;5.18;85;0;66;54;16;0;54;4;0.47;1.0;1.0;0;0;16;3.12;0.0;2.5;3.5;345;128;14.47;11.81;;0;1;0;0;1;1;0;0;0;1;0;279;42;167;90;0;81
5.03;820;25;25;0;5.26;85;0;66;54;16;0;54;4;0.47;1.0;1.0;0;0;16;3.12;0.0;2.53;3.6;345;128;14.47;11.81;;0;1;0;0;1;1;0;0;0;1;0;282;42;167;90;0;82
5.05;820;25;25;0;5.26;85;0;66;54;16;0;54;4;0.47;1.0;1.0;0;0;16;3.12;0.0;2.53;3.6;345;128;14.47;11.81;;0;1;0;0;1;1;0;0;0;1;0;282;42;167;90;0;82
5.42;832;25;25;0;5.16;85;0;66;54;16;0;54;4;0.47;1.0;1.0;0;0;16;3.12;0.0;2.49;3.6;345;128;14.47;12.31;;0;1;0;0;1;1;0;0;0;1;0;282;42;167;90;0;81
