Время, с;Обороты;Нагрузка (ось карт);Наполнение мгновенное;Дроссель открытие;Впрыск, мс;Мёртвое время форсунки;Обогащение ускорения;УОЗ сырьё;УОЗ из карты;Поправка угла по детонации, °;Давление, кПа;Расход (прослойка);VE (ДАД);Ktps (ДАД);Коррекция по лямбде;Живая карта;Состояние указателя;Индекс температурных таблиц;РХХ / контур холостого;УОЗ, градусы;Нагрузка TP;Газ, %;Впрыск расчётный, мс;Загрузка форсунок, %;K форсунок;КМ (ДАД);AFR цель;AFR факт (ШДК);Поправка VE (факт/цель);ФЛАГ Отсечка;ФЛАГ Впрыск разрешён;ФЛАГ Замкнутый цикл;ФЛАГ Крэнк;ФЛАГ Нейтраль;ФЛАГ Холостой ход;ФЛАГ Стартер;ФЛАГ Неисправность TPS;ФЛАГ $0053.08 гейт наката;ФЛАГ $0053.40 гейт наката;ФЛАГ $0053.80 не разобран;АЦП Расходомер/ДАД;АЦП Дроссель;АЦП Напряжение борта;АЦП Температура ОЖ;АЦП Лямбда;АЦП канал 9 (свободный)
1.42;0.0;0;0;0;5.0;84;0;50;29;0;110;0;0.73;1.0;1.0;0;0;143;0;20;0.0;0.0;2.42;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;700;;146;116;0;156
1.63;0.0;0;0;0;5.0;84;0;50;29;0;110;0;0.73;1.0;1.0;0;0;143;0;20;0.0;0.0;2.42;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;700;;146;116;0;156
1.82;0.0;0;0;0;5.0;84;0;50;29;0;110;0;0.73;1.0;1.0;0;0;143;0;20;0.0;0.0;2.42;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;700;;146;116;0;156
2.23;0.0;0;0;0;5.0;84;0;50;29;0;110;0;0.73;1.0;1.0;0;0;143;0;20;0.0;0.0;2.42;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;700;;146;116;0;156
2.63;0.0;0;0;0;5.0;84;0;50;29;0;110;0;0.73;1.0;1.0;0;0;143;0;20;0.0;0.0;2.42;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;700;;146;116;0;51
3.03;0.0;0;0;0;5.0;84;0;50;29;0;110;0;0.73;1.0;1.0;0;0;143;0;20;0.0;0.0;2.42;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;700;;146;116;0;156
3.43;0.0;0;0;0;5.0;84;0;50;29;0;110;0;0.73;1.0;1.0;0;0;143;0;20;0.0;0.0;2.42;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;700;;146;116;0;148
3.84;0.0;0;0;0;5.0;84;0;50;29;0;110;0;0.73;1.0;1.0;0;0;143;0;20;0.0;0.0;2.42;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;700;;146;116;0;156
4.25;0.0;0;0;0;5.0;84;0;50;29;0;110;0;0.73;1.0;1.0;0;0;143;0;20;0.0;0.0;2.42;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;700;;146;116;0;154
4.44;0.0;0;0;0;5.0;84;0;50;29;0;110;0;0.73;1.0;1.0;0;0;143;0;20;0.0;0.0;2.42;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;700;;146;116;0;156
4.83;0.0;0;0;0;5.0;84;0;50;29;0;110;0;0.73;1.0;1.0;0;0;143;0;20;0.0;0.0;2.42;;345;128;14.7;12.31;0.837;0;0;0;0;1;1;0;0;0;1;0;701;;146;116;0;156
5.25;0.0;0;0;0;5.0;84;0;50;29;0;110;0;0.73;1.0;1.0;0;0;143;0;20;0.0;0.0;2.42;;345;128;14.7;13.12;0.893;0;0;0;0;1;1;0;0;0;1;0;701;;146;116;0;152
