Время, с;Обороты;Нагрузка (ось карт);Наполнение мгновенное;Дроссель открытие;Впрыск, мс;Мёртвое время форсунки;Обогащение ускорения;УОЗ сырьё;УОЗ из карты;Поправка угла по детонации, °;Давление, кПа;Расход (прослойка);VE (ДАД);Ktps (ДАД);Коррекция по лямбде;Живая карта;Состояние указателя;Индекс температурных таблиц;РХХ / контур холостого;УОЗ, градусы;Нагрузка TP;Газ, %;Впрыск расчётный, мс;Загрузка форсунок, %;K форсунок;КМ (ДАД);AFR цель;AFR факт (ШДК);Поправка VE (факт/цель);ФЛАГ Отсечка;ФЛАГ Впрыск разрешён;ФЛАГ Замкнутый цикл;ФЛАГ Крэнк;ФЛАГ Нейтраль;ФЛАГ Холостой ход;ФЛАГ Стартер;ФЛАГ Неисправность TPS;ФЛАГ $0053.08 гейт наката;ФЛАГ $0053.40 гейт наката;ФЛАГ $0053.80 не разобран;АЦП Расходомер/ДАД;АЦП Дроссель;АЦП Напряжение борта;АЦП Температура ОЖ;АЦП Лямбда;АЦП канал 9 (свободный)
1.42;948;16;16;0;2.76;71;0;47;23;0;54;3;0.3;1.0;1.0;0;0;146;0;23;2.0;0.0;1.46;2.2;345;128;14.7;18.42;1.253;0;1;0;0;1;1;0;0;0;1;0;280;;164;112;0;81
1.62;948;16;16;0;2.76;71;0;47;23;0;54;3;0.3;1.0;1.0;0;0;146;0;23;2.0;0.0;1.46;2.2;345;128;14.7;18.42;1.253;0;1;0;0;1;1;0;0;0;1;0;280;;164;112;0;81
1.83;948;16;16;0;2.76;71;0;47;23;0;54;3;0.3;1.0;1.0;0;0;146;0;23;2.0;0.0;1.46;2.2;345;128;14.7;18.42;1.253;0;1;0;0;1;1;0;0;0;1;0;280;;164;112;0;81
2.25;948;16;16;0;2.76;71;0;47;23;0;54;3;0.3;1.0;1.0;0;0;146;0;23;2.0;0.0;1.46;2.2;345;128;14.7;19.22;1.307;0;1;0;0;1;1;0;0;0;1;0;280;;164;112;0;81
2.63;871;18;18;0;2.96;71;0;47;23;0;57;3;0.33;1.0;1.0;0;0;146;0;23;2.25;0.0;1.54;2.1;345;128;14.7;19.22;1.307;0;1;0;0;1;1;0;0;0;1;0;300;;164;112;0;83
3.04;884;18;18;0;2.96;71;0;47;23;0;56;3;0.32;1.0;1.0;0;0;146;0;23;2.25;0.0;1.54;2.2;345;128;14.7;19.22;1.307;0;1;0;0;1;1;0;0;0;1;0;295;;164;112;0;82
3.43;948;18;18;0;2.96;71;0;47;23;0;56;3;0.33;1.0;1.0;0;0;146;0;23;2.25;0.0;1.54;2.3;345;128;14.7;17.12;1.165;0;1;0;0;1;1;0;0;0;1;0;292;;164;112;0;83
3.64;999;17;17;0;2.83;71;0;47;23;0;55;3;0.32;1.0;1.0;0;0;146;0;23;2.12;0.0;1.49;2.4;345;128;14.7;17.12;1.165;0;1;0;0;1;1;0;0;0;1;0;284;;164;112;0;82
4.04;871;17;17;0;2.83;71;0;47;23;0;55;3;0.3;1.0;1.0;0;0;146;0;23;2.12;0.0;1.49;2.1;345;128;14.7;17.12;1.165;0;1;0;0;1;1;0;0;0;1;0;288;;164;112;0;40
4.43;832;17;17;0;2.88;71;0;47;23;0;56;3;0.32;1.0;1.0;0;0;146;0;23;2.12;0.0;1.51;2.0;345;128;14.7;16.42;1.117;0;1;0;0;1;1;0;0;0;1;0;296;;164;112;0;73
4.85;935;18;18;0;3.01;71;0;47;23;0;57;3;0.34;1.0;1.0;0;0;146;0;23;2.25;0.0;1.56;2.3;345;128;14.7;16.42;1.117;0;1;0;0;1;1;0;0;0;1;0;300;;164;112;0;83
5.25;896;17;17;0;2.91;71;0;47;23;0;55;3;0.31;1.0;1.0;0;0;146;0;23;2.12;0.0;1.52;2.2;345;128;14.7;17.22;1.171;0;1;0;0;1;1;0;0;0;1;0;290;;165;112;0;82
5.64;896;15;15;0;2.66;71;0;47;23;0;54;3;0.3;1.0;1.0;0;0;146;0;23;1.88;0.0;1.42;2.0;345;128;14.7;17.22;1.171;0;1;0;0;1;1;0;0;0;1;0;279;;165;112;0;81
6.05;896;17;17;0;2.9;72;0;47;23;0;56;3;0.33;1.0;1.0;0;0;146;0;23;2.12;0.0;1.52;2.2;345;128;14.7;17.22;1.171;0;1;0;0;1;1;0;0;0;1;0;292;;163;112;0;82
6.46;896;19;19;0;3.07;72;0;47;23;0;57;3;0.34;1.0;1.0;0;0;146;0;23;2.38;0.0;1.59;2.3;345;128;14.7;19.62;1.335;0;1;0;0;1;1;0;0;0;1;0;305;;163;111;0;84
6.86;884;16;16;0;2.78;71;0;47;23;0;55;3;0.3;1.0;1.0;0;0;146;0;23;2.0;0.0;1.47;2.0;345;128;14.7;19.62;1.335;0;1;0;0;1;1;0;0;0;1;0;289;;164;111;0;82
7.26;922;15;15;0;2.68;71;0;47;23;0;54;3;0.3;1.0;1.0;0;0;146;0;23;1.88;0.0;1.43;2.1;345;128;14.7;19.72;1.341;0;1;0;0;1;1;0;0;0;1;0;280;;164;111;0;82
7.65;884;18;18;0;3.05;72;0;47;23;0;57;3;0.33;1.0;1.0;0;0;146;0;23;2.25;0.0;1.58;2.2;345;128;14.7;19.72;1.341;0;1;0;0;1;1;0;0;0;1;0;300;;162;111;0;41
8.06;884;18;18;0;2.98;71;0;47;23;0;56;3;0.32;1.0;1.0;0;0;146;0;23;2.25;0.0;1.55;2.2;345;128;14.7;19.72;1.341;0;1;0;0;1;1;0;0;0;1;0;299;;164;111;0;83
8.46;986;16;16;0;2.76;71;0;47;23;0;54;3;0.3;1.0;1.0;0;0;146;0;23;2.0;0.0;1.46;2.3;345;128;14.7;17.62;1.199;0;1;0;0;1;1;0;0;0;1;0;278;;164;111;0;81
8.86;871;16;16;0;2.71;71;0;47;23;0;54;3;0.3;1.0;1.0;0;0;146;0;23;2.0;0.0;1.44;2.0;345;128;14.7;17.62;1.199;0;1;0;0;1;1;0;0;0;1;0;282;;165;111;0;82
9.26;845;18;18;0;3.01;71;0;47;23;0;57;3;0.33;1.0;1.0;0;0;146;0;23;2.25;0.0;1.56;2.1;345;128;14.7;17.62;1.199;0;1;0;0;1;1;0;0;0;1;0;301;;163;111;0;84
9.66;935;19;19;0;3.06;71;0;47;23;0;57;3;0.34;1.0;1.0;0;0;146;0;23;2.38;0.0;1.58;2.4;345;128;14.7;17.62;1.199;0;1;0;0;1;1;0;0;0;1;0;304;;165;111;0;84
9.87;986;17;17;0;2.86;71;0;47;23;0;55;3;0.32;1.0;1.0;0;0;146;0;23;2.12;0.0;1.5;2.3;345;128;14.7;17.62;1.199;0;1;0;0;1;1;0;0;0;1;0;285;;164;111;0;82
10.27;922;16;16;0;2.78;71;0;47;23;0;55;3;0.31;1.0;1.0;0;0;146;0;23;2.0;0.0;1.47;2.1;345;128;14.7;16.92;1.151;0;1;0;0;1;1;0;0;0;1;0;285;;164;111;0;81
10.67;922;18;18;0;3.01;71;0;47;23;0;56;3;0.33;1.0;1.0;0;0;146;0;23;2.25;0.0;1.56;2.3;345;128;14.7;16.92;1.151;0;1;0;0;1;1;0;0;0;1;0;295;;165;111;0;40
11.07;896;17;17;0;2.81;71;0;47;23;0;55;3;0.31;1.0;1.0;0;0;146;0;23;2.12;0.0;1.48;2.1;345;128;14.7;16.92;1.151;0;1;0;0;1;1;0;0;0;1;0;290;;164;111;0;82
11.47;922;18;18;0;3.02;72;0;47;23;0;56;3;0.33;1.0;1.0;0;0;146;0;23;2.25;0.0;1.57;2.3;345;128;14.7;19.12;1.301;0;1;0;0;1;1;0;0;0;1;0;296;;163;111;0;83
11.87;820;16;16;0;2.78;71;0;48;22;0;55;3;0.3;1.0;1.0;0;0;147;0;22;2.0;0.0;1.47;1.9;345;128;14.7;19.12;1.301;0;1;0;0;1;1;0;0;0;1;0;290;;164;111;0;82
12.29;922;17;17;0;2.88;71;0;48;22;0;56;3;0.33;1.0;1.0;0;0;147;0;22;2.12;0.0;1.51;2.2;345;128;14.7;20.02;1.362;0;1;0;0;1;1;0;0;0;1;0;292;;164;111;0;83
12.69;832;18;18;0;2.93;71;0;48;22;0;56;3;0.32;1.0;1.0;0;0;147;0;22;2.25;0.0;1.53;2.0;345;128;14.7;20.02;1.362;0;1;0;0;1;1;0;0;0;1;0;296;;165;110;0;40
13.08;845;18;18;0;2.93;71;0;48;22;0;56;3;0.32;1.0;1.0;0;0;147;0;22;2.25;0.0;1.53;2.1;345;128;14.7;20.02;1.362;0;1;0;0;1;1;0;0;0;1;0;297;;165;110;0;83
13.49;871;16;16;0;2.76;71;0;48;22;0;55;3;0.3;1.0;1.0;0;0;147;0;22;2.0;0.0;1.46;2.0;345;128;14.7;17.02;1.158;0;1;0;0;1;1;0;0;0;1;0;291;;164;110;0;83
13.88;896;18;18;0;2.93;71;0;48;22;0;56;3;0.33;1.0;1.0;0;0;147;0;22;2.25;0.0;1.53;2.2;345;128;14.7;17.02;1.158;0;1;0;0;1;1;0;0;0;1;0;299;;164;110;0;82
14.28;871;16;16;0;2.78;71;0;48;22;0;55;3;0.3;1.0;1.0;0;0;147;0;22;2.0;0.0;1.47;2.0;345;128;14.7;16.62;1.131;0;1;0;0;1;1;0;0;0;1;0;286;;165;110;0;82
14.69;884;17;17;0;2.88;71;0;48;22;0;56;3;0.32;1.0;1.0;0;0;147;0;22;2.12;0.0;1.51;2.1;345;128;14.7;16.62;1.131;0;1;0;0;1;1;0;0;0;1;0;294;;165;110;0;82
15.09;948;19;19;0;3.06;71;0;48;22;0;56;3;0.33;1.0;1.0;0;0;147;0;22;2.38;0.0;1.58;2.4;345;128;14.7;16.62;1.131;0;1;0;0;1;1;0;0;0;1;0;296;;165;110;0;82
15.5;948;22;22;19;3.51;73;0;40;36;0;62;4;0.39;1.0;1.0;0;0;147;0;30;2.75;11.0;1.77;2.8;345;128;14.7;16.92;1.151;0;1;0;0;1;0;0;0;0;1;0;339;;162;110;0;82
15.89;1947;19;19;0;3.08;71;0;41;32;0;53;8;0.34;1.0;1.0;0;0;147;0;29;2.38;0.0;1.59;5.0;345;128;14.82;16.92;1.142;0;1;0;0;1;1;0;0;0;1;0;272;;164;110;0;40
16.1;1511;53;53;23;6.98;73;0;21;46;0;84;18;0.64;1.0;1.0;0;0;147;0;49;6.62;13.4;3.16;8.8;345;128;14.7;20.41;1.388;0;1;0;0;1;0;0;0;0;1;0;507;;162;110;2;110
16.5;1985;11;11;0;2.12;72;0;44;32;0;44;4;0.25;1.0;1.0;0;0;147;0;26;1.38;0.0;1.21;3.5;345;128;14.82;20.41;1.377;0;1;0;0;1;1;0;0;0;1;0;207;;163;110;2;41
