Время, с;Обороты;Нагрузка (ось карт);Наполнение мгновенное;Дроссель открытие;Впрыск, мс;Мёртвое время форсунки;Обогащение ускорения;Смесь из карты (сырьё);УОЗ сырьё;УОЗ из карты;Поправка угла по детонации, °;Давление, кПа;VE (ДАД);Ktps (ДАД);Коррекция по лямбде;Живая карта;Состояние указателя;УОЗ, градусы;Нагрузка TP;Газ, %;Впрыск расчётный, мс;Загрузка форсунок, %;K форсунок;КМ (ДАД);AFR цель;AFR факт (ШДК);Поправка VE (факт/цель);ФЛАГ Отсечка;ФЛАГ Впрыск разрешён;ФЛАГ Замкнутый цикл;ФЛАГ Крэнк;ФЛАГ Нейтраль;ФЛАГ Холостой ход;ФЛАГ Стартер;ФЛАГ Неисправность TPS;ФЛАГ $0053.08 гейт наката;ФЛАГ $0053.40 гейт наката;ФЛАГ $0053.80 не разобран;АЦП Расходомер/ДАД;АЦП Дроссель;АЦП Напряжение борта;АЦП Температура ОЖ;АЦП Лямбда;АЦП канал 9 (свободный)
0.75;0.0;0;0;0;20;97;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;8.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;144;168;0;35
1.14;0.0;0;0;0;20;97;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;8.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;144;168;0;50
1.52;0.0;0;0;0;20;97;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;8.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;144;168;0;40
1.9;0.0;0;0;0;20;97;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;8.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;144;168;0;38
2.28;0.0;0;0;0;20;97;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;8.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;144;168;0;41
2.64;0.0;0;0;0;20;97;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;8.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;144;168;0;40
3.03;0.0;0;0;0;20;97;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;8.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;144;168;0;109
3.41;0.0;0;0;0;20;97;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;8.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;144;168;0;40
3.79;0.0;0;0;0;20;97;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;8.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;144;168;0;109
4.16;0.0;0;0;0;20;97;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;8.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;144;168;0;41
4.54;0.0;0;0;0;20;97;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;8.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;144;168;0;40
4.92;0.0;0;0;0;20;97;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;8.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;144;168;0;50
5.3;0.0;0;0;0;20;97;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;8.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;144;168;0;40
5.69;0.0;0;0;0;20;97;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;8.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;144;168;0;50
6.06;0.0;0;0;0;20;97;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;8.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;144;168;0;41
6.44;0.0;0;0;0;20;97;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;8.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;144;168;0;40
6.83;0.0;0;0;0;20;97;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;8.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;144;168;0;108
7.22;0.0;0;0;0;20;97;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;8.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;144;168;0;41
7.58;0.0;0;0;0;20;97;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.3;8.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;43;144;168;0;35
7.95;0.0;0;0;48;20;97;0;64;50;42;0;0;0.0;0.0;1.0;0;0;20;0.0;28.2;8.48;;345;128;14.7;;;0;0;0;0;1;0;0;0;0;1;0;16;139;144;168;0;40
8.35;0.0;0;0;48;20;97;0;64;50;42;0;0;0.0;0.0;1.0;0;0;20;0.0;28.2;8.48;;345;128;14.7;;;0;0;0;0;1;0;0;0;0;1;0;16;139;144;168;0;40
8.72;0.0;0;0;1;20;97;0;64;50;35;0;0;0.0;0.0;1.0;0;0;20;0.0;0.6;8.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;44;144;168;0;40
9.09;0.0;0;0;0;20;97;0;64;50;35;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;8.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;144;168;0;41
9.5;0.0;0;0;0;20;97;0;64;50;35;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;8.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;144;168;0;50
9.85;0.0;0;0;173;20;97;0;64;50;42;0;0;0.0;0.0;1.0;0;0;20;0.0;100.0;8.48;;345;128;14.7;;;0;0;0;0;1;0;0;0;0;1;0;16;388;144;168;0;40
10.22;0.0;0;0;173;20;97;0;64;50;42;0;0;0.0;0.0;1.0;0;0;20;0.0;100.0;8.48;;345;128;14.7;;;0;0;0;0;1;0;0;0;0;1;0;16;388;144;168;0;50
10.61;0.0;0;0;173;20;97;0;64;50;42;0;0;0.0;0.0;1.0;0;0;20;0.0;100.0;8.48;;345;128;14.7;;;0;0;0;0;1;0;0;0;0;1;0;16;388;144;168;0;35
10.99;0.0;0;0;173;20;97;0;64;50;42;0;0;0.0;0.0;1.0;0;0;20;0.0;100.0;8.48;;345;128;14.7;;;0;0;0;0;1;0;0;0;0;1;0;16;388;144;168;0;40
11.36;0.0;0;0;13;20;97;0;64;50;42;0;0;0.0;0.0;1.0;0;0;20;0.0;7.6;8.48;;345;128;14.7;;;0;0;0;0;1;0;0;0;0;1;0;16;68;144;168;0;40
11.76;0.0;0;0;13;20;97;0;64;50;42;0;0;0.0;0.0;1.0;0;0;20;0.0;7.6;8.48;;345;128;14.7;;;0;0;0;0;1;0;0;0;0;1;0;16;68;144;168;0;50
12.13;0.0;0;0;13;20;97;0;64;50;42;0;0;0.0;0.0;1.0;0;0;20;0.0;7.6;8.48;;345;128;14.7;;;0;0;0;0;1;0;0;0;0;1;0;16;68;144;168;0;108
12.5;0.0;0;0;13;20;97;0;64;50;42;0;0;0.0;0.0;1.0;0;0;20;0.0;7.6;8.48;;345;128;14.7;;;0;0;0;0;1;0;0;0;0;1;0;16;68;144;168;0;40
12.89;0.0;0;0;13;20;97;0;64;50;42;0;0;0.0;0.0;1.0;0;0;20;0.0;7.6;8.48;;345;128;14.7;;;0;0;0;0;1;0;0;0;0;1;0;16;68;144;168;0;41
13.27;0.0;0;0;0;20;97;0;64;50;35;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;8.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;144;168;0;50
13.64;0.0;0;0;0;20;97;0;64;50;35;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;8.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;144;168;0;35
14.02;0.0;0;0;0;20;97;0;64;50;35;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;8.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;144;168;0;40
14.41;0.0;0;0;9;20;97;0;64;50;42;0;0;0.0;0.0;1.0;0;0;20;0.0;5.5;8.48;;345;128;14.7;;;0;0;0;0;1;0;0;0;0;1;0;16;61;144;168;0;41
14.77;0.0;0;0;18;20;97;0;64;50;42;0;0;0.0;0.0;1.0;0;0;20;0.0;10.8;8.48;;345;128;14.7;;;0;0;0;0;1;0;0;0;0;1;0;16;79;144;168;0;50
15.16;0.0;0;0;18;20;97;0;64;50;42;0;0;0.0;0.0;1.0;0;0;20;0.0;10.8;8.48;;345;128;14.7;;;0;0;0;0;1;0;0;0;0;1;0;16;79;144;168;0;35
15.55;0.0;0;0;18;20;97;0;64;50;42;0;0;0.0;0.0;1.0;0;0;20;0.0;10.8;8.48;;345;128;14.7;;;0;0;0;0;1;0;0;0;0;1;0;16;79;144;168;0;40
15.93;0.0;0;0;2;20;97;0;64;50;42;0;0;0.0;0.0;1.0;0;0;20;0.0;1.2;8.48;;345;128;14.7;;;0;0;0;0;1;0;0;0;0;1;0;16;46;144;168;0;41
16.31;0.0;0;0;0;20;97;0;64;50;35;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;8.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;144;168;0;50
16.68;0.0;0;0;0;20;97;0;64;50;35;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;8.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;144;168;0;40
17.07;0.0;0;0;28;20;97;0;64;50;42;0;0;0.0;0.0;1.0;0;0;20;0.0;16.3;8.48;;345;128;14.7;;;0;0;0;0;1;0;0;0;0;1;0;16;98;144;168;0;41
17.42;0.0;0;0;28;20;97;0;64;50;42;0;0;0.0;0.0;1.0;0;0;20;0.0;16.3;8.48;;345;128;14.7;;;0;0;0;0;1;0;0;0;0;1;0;16;98;144;168;0;40
17.83;0.0;0;0;28;20;97;0;64;50;42;0;0;0.0;0.0;1.0;0;0;20;0.0;16.3;8.48;;345;128;14.7;;;0;0;0;0;1;0;0;0;0;1;0;16;98;144;168;0;50
18.2;0.0;0;0;28;20;97;0;64;50;42;0;0;0.0;0.0;1.0;0;0;20;0.0;16.3;8.48;;345;128;14.7;;;0;0;0;0;1;0;0;0;0;1;0;16;98;144;168;0;108
18.57;0.0;0;0;23;20;98;0;64;50;42;0;0;0.0;0.0;1.0;0;0;20;0.0;13.7;8.49;;345;128;14.7;;;0;0;0;0;1;0;0;0;0;1;0;16;89;144;168;0;41
18.95;0.0;0;0;0;20;97;0;64;50;35;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;8.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;144;168;0;41
19.32;0.0;0;0;0;20;98;0;64;50;35;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;8.49;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;143;168;0;50
19.7;0.0;0;0;0;20;98;0;64;50;35;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;8.49;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;143;168;0;40
