Время, с;Обороты;Нагрузка (ось карт);Наполнение мгновенное;Дроссель открытие;Впрыск, мс;Мёртвое время форсунки;Обогащение ускорения;Смесь из карты (сырьё);УОЗ сырьё;УОЗ из карты;Откат по детонации, °;Давление, кПа;VE (ДАД);Ktps (ДАД);Коррекция по лямбде;Живая карта;Состояние указателя;УОЗ, градусы;Нагрузка TP;Газ, %;Впрыск расчётный, мс;Загрузка форсунок, %;K форсунок;КМ (ДАД);AFR цель;AFR факт (ШДК);Поправка VE (факт/цель);ФЛАГ Отсечка;ФЛАГ Впрыск разрешён;ФЛАГ Замкнутый цикл;ФЛАГ Крэнк;ФЛАГ Нейтраль;ФЛАГ Холостой ход;ФЛАГ Стартер;ФЛАГ Неисправность TPS;ФЛАГ $0053.08 гейт наката;ФЛАГ $0053.40 гейт наката;ФЛАГ $0053.80 не разобран;АЦП Расходомер/ДАД;АЦП Дроссель;АЦП Напряжение борта;АЦП Температура ОЖ;АЦП Лямбда;АЦП канал 9 (свободный)
0.64;807;23;23;0;4.76;79;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.3;3.2;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;239;42;169;78;0;
1.05;781;23;23;0;4.8;78;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.31;3.1;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;238;42;170;78;0;
1.48;781;24;24;0;4.86;79;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;3.0;0.0;2.34;3.2;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;238;42;169;78;0;
1.69;781;24;24;0;4.95;78;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;3.0;0.0;2.37;3.2;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;240;42;170;78;0;
2.1;781;24;24;0;4.85;78;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;3.0;0.0;2.33;3.2;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;240;42;170;78;0;
2.51;756;24;24;0;4.95;78;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;3.0;0.0;2.37;3.1;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;240;42;170;78;0;
2.92;807;24;24;0;4.85;78;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;3.0;0.0;2.33;3.3;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;241;42;170;78;0;
3.32;768;23;23;0;4.7;78;0;65;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.27;3.0;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;239;42;170;78;0;
3.75;781;23;23;0;4.83;79;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.33;3.1;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;240;42;169;78;0;
4.14;807;22;22;0;4.62;78;0;65;55;15;0;0;0.0;0.0;1.0;0;0;15;2.75;0.0;2.24;3.1;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;238;42;170;78;0;
4.37;756;24;24;0;4.91;79;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;3.0;0.0;2.36;3.1;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;239;42;169;78;0;
4.77;781;24;24;0;4.88;79;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;3.0;0.0;2.35;3.2;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;239;42;169;78;0;
5.18;781;24;24;0;4.91;79;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;3.0;0.0;2.36;3.2;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;239;42;169;78;0;
5.58;807;23;23;0;4.77;80;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.31;3.2;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;240;42;167;78;0;
6.0;832;23;23;0;4.73;79;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.29;3.3;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;238;42;169;78;0;
6.41;781;23;23;0;4.77;78;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.3;3.1;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;239;42;170;78;0;
6.61;807;22;22;0;4.57;78;0;65;55;15;0;0;0.0;0.0;1.0;0;0;15;2.75;0.0;2.22;3.1;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;236;42;170;78;0;
7.03;768;23;23;0;4.81;79;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.32;3.1;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;237;42;169;78;0;
7.43;768;23;24;0;4.83;79;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.33;3.1;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;239;42;169;78;0;
7.86;832;23;23;0;4.81;79;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.32;3.3;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;239;42;169;78;0;
8.26;807;23;23;0;4.72;78;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.28;3.2;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;239;42;170;78;0;
8.68;845;23;23;0;4.72;78;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.28;3.3;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;239;42;170;78;0;
8.91;807;23;23;0;4.7;78;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.27;3.2;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;238;42;170;78;0;
9.3;845;23;23;0;4.72;80;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.29;3.3;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;239;42;168;78;0;
9.7;807;22;22;0;4.62;80;0;65;55;15;0;0;0.0;0.0;1.0;0;0;15;2.75;0.0;2.25;3.1;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;237;42;168;78;0;
10.11;832;23;23;0;4.75;80;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.3;3.3;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;237;42;168;77;0;
10.52;807;22;22;0;4.63;79;0;65;55;15;0;0;0.0;0.0;1.0;0;0;15;2.75;0.0;2.25;3.1;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;237;42;169;77;0;
10.94;768;23;23;0;4.73;79;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.29;3.0;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;237;42;169;77;0;
11.14;832;22;22;0;4.63;79;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.75;0.0;2.25;3.2;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;237;42;169;77;0;
11.56;781;23;23;0;4.73;79;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.29;3.1;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;237;42;169;77;0;
11.97;807;24;24;0;4.88;78;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;3.0;0.0;2.34;3.3;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;239;42;170;77;0;
12.4;807;23;23;0;4.8;78;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.31;3.2;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;237;42;170;77;0;
12.81;820;23;23;0;4.78;79;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.31;3.3;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;239;42;169;77;0;
13.23;768;23;23;0;4.76;79;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.3;3.0;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;238;42;169;77;0;
13.62;756;24;24;0;4.93;79;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;3.0;0.0;2.37;3.1;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;238;42;169;77;0;
13.83;820;22;22;0;4.65;78;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.75;0.0;2.25;3.2;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;237;42;170;77;0;
14.24;768;23;23;0;4.75;78;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.29;3.0;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;237;42;170;77;0;
14.63;832;23;23;0;4.67;78;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.26;3.2;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;238;42;170;77;0;
15.06;807;23;23;0;4.72;78;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.28;3.2;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;238;42;170;77;0;
15.48;820;23;23;0;4.75;78;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.29;3.2;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;239;42;169;77;0;
15.88;832;23;23;0;4.71;79;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.28;3.3;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;238;42;169;77;0;
16.11;807;22;22;0;4.61;79;0;65;55;15;0;0;0.0;0.0;1.0;0;0;15;2.75;0.0;2.24;3.1;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;236;42;169;77;0;
16.52;820;23;23;0;4.81;79;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.32;3.3;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;238;42;169;77;0;
16.95;781;24;24;0;4.86;79;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;3.0;0.0;2.34;3.2;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;240;42;169;77;0;
17.34;768;23;23;0;4.68;79;0;65;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.27;3.0;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;236;42;169;77;0;
17.75;807;24;24;0;4.92;80;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;3.0;0.0;2.37;3.3;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;239;42;168;76;0;
18.19;756;23;23;0;4.81;79;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.32;3.0;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;237;42;169;76;0;
18.37;768;23;23;0;4.81;79;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.32;3.1;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;238;42;169;76;0;
18.79;781;24;24;0;4.86;79;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;3.0;0.0;2.34;3.2;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;238;42;169;76;0;
19.21;832;22;22;0;4.66;79;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.75;0.0;2.26;3.2;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;236;42;169;76;0;
19.61;781;24;24;0;4.85;78;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;3.0;0.0;2.33;3.2;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;240;42;170;76;0;
20.02;820;22;22;0;4.57;78;0;65;55;15;0;0;0.0;0.0;1.0;0;0;15;2.75;0.0;2.22;3.1;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;237;42;170;76;0;
20.45;781;24;24;0;4.83;79;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;3.0;0.0;2.33;3.1;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;240;42;170;76;0;
20.67;820;23;23;0;4.72;78;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.28;3.2;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;237;42;170;76;0;
21.08;820;23;23;0;4.7;78;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.27;3.2;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;239;42;170;76;0;
21.48;768;23;23;0;4.75;78;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.29;3.0;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;237;42;170;76;0;
21.88;820;24;24;0;4.9;78;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;3.0;0.0;2.35;3.3;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;240;42;170;76;0;
22.28;781;23;23;0;4.77;78;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.3;3.1;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;238;42;169;76;0;
22.7;781;23;23;0;4.76;79;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.3;3.1;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;239;42;169;76;0;
22.92;832;22;22;0;4.58;79;0;65;55;15;0;0;0.0;0.0;1.0;0;0;15;2.75;0.0;2.23;3.2;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;236;42;169;76;0;
23.33;768;24;24;0;4.86;79;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;3.0;0.0;2.34;3.1;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;239;42;169;76;0;
23.74;820;23;23;0;4.78;79;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.31;3.3;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;240;42;169;76;0;
24.16;768;24;24;0;4.83;79;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;3.0;0.0;2.33;3.1;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;238;42;169;76;0;
24.54;820;23;23;0;4.73;79;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.29;3.2;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;238;42;169;76;0;
24.96;807;23;23;0;4.78;79;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.31;3.2;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;238;42;169;76;0;
25.36;768;24;24;0;4.87;80;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;3.0;0.0;2.35;3.1;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;240;42;168;76;0;
25.56;781;24;24;0;4.91;79;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;3.0;0.0;2.36;3.2;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;240;42;169;75;0;
25.98;807;23;23;0;4.76;79;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.3;3.2;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;240;42;169;75;0;
26.37;832;23;23;0;4.78;79;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.31;3.3;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;240;42;169;75;0;
26.8;781;24;24;0;4.88;81;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;3.0;0.0;2.36;3.2;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;240;42;166;75;0;
27.22;781;23;23;0;4.83;79;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.33;3.1;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;240;42;169;75;0;
27.63;820;23;23;0;4.76;79;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.3;3.3;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;241;42;169;75;0;
27.81;781;24;24;0;4.91;79;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;3.0;0.0;2.36;3.2;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;240;42;169;75;0;
28.23;832;23;23;0;4.78;79;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.31;3.3;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;241;42;169;75;0;
28.64;781;23;23;0;4.76;79;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.3;3.1;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;240;42;169;75;0;
29.06;820;23;23;0;4.81;79;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.32;3.3;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;241;42;169;75;0;
29.47;832;23;23;0;4.76;79;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.3;3.3;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;242;42;169;75;0;
29.89;807;23;23;0;4.68;79;0;65;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.27;3.1;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;241;42;169;75;0;
30.12;832;23;23;0;4.71;79;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.28;3.3;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;238;42;169;75;0;
30.51;781;24;24;0;4.86;79;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;3.0;0.0;2.34;3.2;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;242;42;169;75;0;
30.92;832;22;22;0;4.68;79;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.75;0.0;2.27;3.2;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;238;42;169;75;0;
31.36;768;24;24;0;4.88;79;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;3.0;0.0;2.35;3.1;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;238;42;169;75;0;
31.76;781;23;23;0;4.81;79;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.32;3.1;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;241;42;169;75;0;
32.16;807;24;24;0;4.9;78;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;3.0;0.0;2.35;3.3;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;241;42;170;75;0;
32.36;781;23;23;0;4.76;79;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.3;3.1;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;239;42;169;75;0;
32.8;845;22;22;0;4.63;79;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.75;0.0;2.25;3.3;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;236;42;169;75;0;
33.23;768;22;22;0;4.61;79;0;65;55;15;0;0;0.0;0.0;1.0;0;0;15;2.75;0.0;2.24;3.0;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;236;42;169;75;0;
33.63;807;23;23;0;4.78;79;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.31;3.2;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;239;42;169;75;0;
34.05;807;22;22;0;4.58;79;0;65;55;15;0;0;0.0;0.0;1.0;0;0;15;2.75;0.0;2.23;3.1;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;237;42;169;75;0;
34.45;820;23;23;0;4.78;79;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.31;3.3;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;239;42;169;75;0;
34.64;781;23;23;0;4.83;79;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.33;3.1;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;239;42;169;75;0;
35.06;768;23;23;0;4.76;79;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.3;3.0;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;239;42;169;75;0;
35.46;820;24;24;0;4.78;79;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;3.0;0.0;2.31;3.3;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;240;42;169;74;0;
35.9;807;23;23;0;4.73;79;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.29;3.2;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;241;42;169;74;0;
36.31;781;24;24;0;4.81;79;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;3.0;0.0;2.32;3.1;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;239;42;169;74;0;
36.73;807;24;24;0;4.76;79;0;65;55;15;0;0;0.0;0.0;1.0;0;0;15;3.0;0.0;2.3;3.2;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;238;42;169;74;0;
36.91;781;25;25;0;4.96;81;0;65;55;15;0;0;0.0;0.0;1.0;0;0;15;3.12;0.0;2.39;3.2;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;239;42;166;74;0;
37.34;807;24;24;0;4.81;79;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;3.0;0.0;2.32;3.2;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;239;42;169;74;0;
37.75;781;24;24;0;4.87;80;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;3.0;0.0;2.35;3.2;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;239;42;168;74;0;
38.15;781;24;24;0;4.81;79;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;3.0;0.0;2.32;3.1;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;239;42;169;74;0;
38.56;871;23;23;0;4.76;79;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.3;3.5;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;241;42;169;74;0;
38.98;781;24;24;0;4.81;79;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;3.0;0.0;2.32;3.1;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;240;42;169;74;0;
39.39;768;23;23;0;4.73;79;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.29;3.0;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;236;42;169;74;0;
39.58;730;25;25;0;5.05;80;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;3.12;0.0;2.42;3.1;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;241;42;169;74;0;
39.99;832;23;23;0;4.71;79;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;2.88;0.0;2.28;3.3;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;239;42;169;74;0;
40.41;730;26;26;0;5.15;82;0;65;55;15;0;0;0.0;0.0;1.0;0;0;15;3.25;0.0;2.47;3.1;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;239;42;165;74;0;
40.81;717;27;27;0;5.31;81;0;65;55;15;0;0;0.0;0.0;1.0;0;0;15;3.38;0.0;2.53;3.2;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;242;42;166;74;0;
41.21;756;25;25;0;5.08;81;0;65;55;15;0;0;0.0;0.0;1.0;0;0;15;3.12;0.0;2.44;3.2;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;243;42;166;74;0;
41.62;717;25;25;0;5.07;82;0;65;55;15;0;0;0.0;0.0;1.0;0;0;15;3.12;0.0;2.44;3.0;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;239;42;165;74;0;
42.02;717;26;26;0;5.26;83;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;3.25;0.0;2.52;3.1;345;128;14.47;;;0;1;0;0;0;1;0;0;0;1;0;244;42;164;74;0;
42.24;730;26;26;0;5.16;81;0;66;50;20;0;0;0.0;0.0;1.0;0;0;20;3.25;0.0;2.47;3.1;345;128;14.47;;;0;1;0;0;0;1;0;0;0;1;0;244;42;166;74;0;
42.66;653;34;34;0;6.47;84;0;64;50;20;0;0;0.0;0.0;1.0;0;0;20;4.25;0.0;3.01;3.5;345;128;14.7;;;0;1;0;0;0;1;0;0;0;1;0;251;42;162;74;0;
43.08;704;31;31;0;5.91;81;0;65;52;17;0;0;0.0;0.0;1.0;0;0;18;3.88;0.0;2.77;3.5;345;128;14.59;;;0;1;0;0;1;1;0;0;0;1;0;251;42;166;74;0;
43.49;704;28;28;0;5.4;80;0;65;55;15;0;0;0.0;0.0;1.0;0;0;15;3.5;0.0;2.56;3.2;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;245;42;167;74;0;
43.93;730;28;28;0;5.41;81;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;3.5;0.0;2.57;3.3;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;246;42;166;74;0;
44.13;768;27;27;0;5.26;83;0;65;55;15;0;0;0.0;0.0;1.0;0;0;15;3.38;0.0;2.52;3.4;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;244;42;163;74;0;
44.53;704;28;28;0;5.46;81;0;65;55;15;0;0;0.0;0.0;1.0;0;0;15;3.5;0.0;2.59;3.2;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;245;42;166;73;0;
44.94;679;30;30;0;5.75;82;0;65;55;15;0;0;0.0;0.0;1.0;0;0;15;3.75;0.0;2.71;3.3;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;249;42;166;73;0;
45.34;704;29;29;0;5.6;82;0;65;55;15;0;0;0.0;0.0;1.0;0;0;15;3.62;0.0;2.65;3.3;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;246;42;165;73;0;
45.75;717;27;27;0;5.45;82;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;3.38;0.0;2.59;3.3;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;247;42;165;73;0;
46.19;768;26;26;0;5.18;81;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;3.25;0.0;2.48;3.3;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;245;42;167;73;0;
46.6;756;25;25;0;5.07;80;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;3.12;0.0;2.43;3.2;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;243;42;168;73;0;
46.78;807;24;24;0;4.87;80;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;3.0;0.0;2.35;3.3;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;242;42;167;73;0;
47.21;730;26;26;0;5.17;82;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;3.25;0.0;2.48;3.1;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;245;42;165;73;0;
47.62;807;26;26;0;5.25;80;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;3.25;0.0;2.5;3.5;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;253;42;168;73;0;
48.04;820;26;26;0;5.15;80;0;66;55;15;0;0;0.0;0.0;1.0;0;0;15;3.25;0.0;2.46;3.5;345;128;14.47;;;0;1;0;0;1;1;0;0;0;1;0;255;42;167;73;0;
