Время, с;Обороты;Нагрузка (ось карт);Наполнение мгновенное;Дроссель открытие;Впрыск, мс;Мёртвое время форсунки;Обогащение ускорения;Смесь из карты (сырьё);УОЗ сырьё;УОЗ из карты;Откат по детонации, °;Давление, кПа;VE (ДАД);Ktps (ДАД);Коррекция по лямбде;Живая карта;Состояние указателя;УОЗ, градусы;Нагрузка TP;Газ, %;Впрыск расчётный, мс;Загрузка форсунок, %;K форсунок;КМ (ДАД);AFR цель;AFR факт (ШДК);Поправка VE (факт/цель);ФЛАГ Отсечка;ФЛАГ Впрыск разрешён;ФЛАГ Замкнутый цикл;ФЛАГ Крэнк;ФЛАГ Нейтраль;ФЛАГ Холостой ход;ФЛАГ Стартер;ФЛАГ Неисправность TPS;ФЛАГ $0053.08 гейт наката;ФЛАГ $0053.40 гейт наката;ФЛАГ $0053.80 не разобран;АЦП Расходомер/ДАД;АЦП Дроссель;АЦП Напряжение борта;АЦП Температура ОЖ;АЦП Лямбда;АЦП канал 9 (свободный)
291.35;781;32;32;0;6.1;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;4.0;0.0;2.85;4.0;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;268;42;164;57;0;
291.53;820;31;31;0;5.97;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;3.88;0.0;2.8;4.1;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;268;42;165;57;0;
291.96;768;32;32;0;6.1;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;4.0;0.0;2.85;3.9;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;270;42;164;57;0;
292.38;845;32;32;0;6.07;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;4.0;0.0;2.84;4.3;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;270;42;165;57;0;
292.78;781;31;31;0;5.92;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;3.88;0.0;2.78;3.9;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;268;42;164;57;0;
293.18;820;32;32;0;6.12;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;4.0;0.0;2.86;4.2;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;270;42;165;57;0;
293.6;781;31;31;0;6.02;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;3.88;0.0;2.82;3.9;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;271;42;164;57;0;
294.02;845;31;31;0;5.92;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;3.88;0.0;2.78;4.2;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;269;42;164;56;0;
294.23;781;32;32;0;6.07;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;4.0;0.0;2.84;4.0;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;270;42;164;56;0;
294.64;832;31;31;0;5.95;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;3.88;0.0;2.79;4.1;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;269;42;164;56;0;
295.06;756;32;32;0;6.1;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;4.0;0.0;2.85;3.8;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;268;42;164;56;0;
295.45;845;31;31;0;5.9;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;3.88;0.0;2.77;4.2;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;267;42;164;56;0;
295.86;756;32;32;0;6.1;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;4.0;0.0;2.85;3.8;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;268;42;164;56;0;
296.28;820;31;31;0;6.05;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;3.88;0.0;2.83;4.1;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;269;42;164;56;0;
296.48;781;31;31;0;5.97;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;3.88;0.0;2.8;3.9;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;269;42;164;56;0;
296.91;832;31;31;0;5.97;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;3.88;0.0;2.8;4.1;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;269;42;164;56;0;
297.33;768;31;31;0;5.95;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;3.88;0.0;2.79;3.8;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;267;42;164;56;0;
297.73;768;32;32;0;6.16;83;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;4.0;0.0;2.88;3.9;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;267;42;163;56;0;
298.13;781;32;32;0;6.05;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;4.0;0.0;2.83;3.9;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;269;42;164;56;0;
298.55;768;31;31;0;5.98;83;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;3.88;0.0;2.81;3.8;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;266;42;163;56;0;
298.76;820;32;32;0;6.1;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;4.0;0.0;2.85;4.2;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;268;42;165;56;0;
299.18;781;31;31;0;5.95;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;3.88;0.0;2.79;3.9;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;267;42;164;56;0;
299.57;781;31;31;0;5.97;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;3.88;0.0;2.8;3.9;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;266;42;165;56;0;
300.01;832;32;32;0;6.1;84;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;4.0;0.0;2.86;4.2;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;269;42;162;56;0;
300.41;781;31;31;0;5.97;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;3.88;0.0;2.8;3.9;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;267;42;164;56;0;
300.83;730;32;32;0;6.1;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;4.0;0.0;2.85;3.7;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;266;42;164;56;0;
301.04;832;31;31;0;6.02;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;3.88;0.0;2.82;4.2;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;267;42;163;56;0;
301.43;820;31;31;0;5.9;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;3.88;0.0;2.77;4.0;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;265;42;165;56;0;
301.85;768;32;32;0;6.07;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;4.0;0.0;2.84;3.9;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;266;42;163;56;0;
302.26;832;31;31;0;5.9;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;3.88;0.0;2.77;4.1;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;265;42;165;56;0;
302.68;832;31;31;0;6.02;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;3.88;0.0;2.82;4.2;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;268;42;164;56;0;
303.1;807;31;31;0;5.9;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;3.88;0.0;2.77;4.0;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;267;42;164;56;0;
303.29;807;31;31;0;6.02;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;3.88;0.0;2.82;4.0;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;267;42;164;56;0;
303.71;820;31;31;0;5.92;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;3.88;0.0;2.78;4.0;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;267;42;164;56;0;
304.12;768;31;31;0;5.97;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;3.88;0.0;2.8;3.8;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;266;42;165;56;0;
304.55;820;31;31;0;5.97;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;3.88;0.0;2.8;4.1;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;267;42;165;56;0;
304.95;820;31;31;0;5.92;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;3.88;0.0;2.78;4.0;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;268;42;164;56;0;
305.36;756;32;32;0;6.06;83;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;4.0;0.0;2.84;3.8;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;266;42;163;56;0;
305.76;807;31;31;0;6.02;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;3.88;0.0;2.82;4.0;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;267;42;164;56;0;
305.96;820;31;31;0;5.97;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;3.88;0.0;2.8;4.1;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;267;42;164;56;0;
306.38;768;31;31;0;6.0;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;3.88;0.0;2.81;3.8;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;266;42;164;56;0;
306.78;781;31;31;0;6.02;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;3.88;0.0;2.82;3.9;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;266;42;164;56;0;
307.23;820;31;31;0;5.92;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;3.88;0.0;2.78;4.0;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;266;42;164;56;0;
307.61;807;31;31;0;5.92;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;3.88;0.0;2.78;4.0;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;266;42;164;56;0;
308.04;768;31;31;0;6.0;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;3.88;0.0;2.81;3.8;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;265;42;164;56;0;
308.25;820;30;30;0;5.77;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;3.75;0.0;2.72;3.9;345;128;14.47;;;0;1;0;0;0;1;0;0;0;1;0;261;42;165;56;0;
308.68;807;31;31;0;5.97;84;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;3.88;0.0;2.81;4.0;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;264;42;162;56;0;
309.08;781;31;31;0;6.05;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;3.88;0.0;2.83;3.9;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;266;42;164;56;0;
309.49;730;32;32;0;6.17;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;4.0;0.0;2.88;3.8;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;269;42;164;56;0;
309.92;807;32;32;0;6.05;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;4.0;0.0;2.83;4.1;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;269;42;164;56;0;
310.11;807;31;31;0;6.0;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;3.88;0.0;2.81;4.0;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;269;42;164;56;0;
310.5;781;32;32;0;6.1;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;4.0;0.0;2.85;4.0;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;270;42;164;56;0;
310.92;832;31;31;0;6.0;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;3.88;0.0;2.81;4.2;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;271;42;164;56;0;
311.33;781;32;32;0;6.12;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;4.0;0.0;2.86;4.0;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;270;42;164;56;0;
311.74;820;31;31;0;6.02;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;3.88;0.0;2.82;4.1;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;269;42;164;56;0;
312.15;768;31;31;0;6.0;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;3.88;0.0;2.81;3.8;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;267;42;164;56;0;
312.55;832;32;32;0;6.1;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;4.0;0.0;2.85;4.2;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;271;42;164;56;0;
312.78;781;31;31;0;5.92;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;3.88;0.0;2.78;3.9;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;267;42;164;56;0;
313.16;768;32;32;0;6.15;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;4.0;0.0;2.87;3.9;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;270;42;165;56;0;
313.56;781;32;32;0;6.07;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;4.0;0.0;2.84;4.0;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;271;42;164;56;0;
314.0;768;32;32;0;6.12;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;4.0;0.0;2.86;3.9;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;270;42;164;56;0;
314.43;845;32;32;0;6.1;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;4.0;0.0;2.85;4.3;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;269;42;165;56;0;
314.83;807;31;31;0;5.95;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;3.88;0.0;2.79;4.0;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;268;42;164;56;0;
315.02;768;32;32;0;6.08;83;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;4.0;0.0;2.85;3.9;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;268;42;163;55;0;
315.45;832;31;31;0;5.9;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;3.88;0.0;2.77;4.1;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;267;42;163;55;0;
315.85;756;32;32;0;6.15;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;4.0;0.0;2.87;3.9;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;269;42;164;56;0;
316.28;807;31;31;0;6.02;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;3.88;0.0;2.82;4.0;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;268;42;165;56;0;
316.7;781;31;31;0;6.0;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;3.88;0.0;2.81;3.9;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;268;42;164;56;0;
317.1;768;31;31;0;6.02;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;3.88;0.0;2.82;3.9;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;266;42;164;56;0;
317.32;832;32;32;0;6.1;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;4.0;0.0;2.85;4.2;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;269;42;164;56;0;
317.72;768;31;31;0;5.95;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;3.88;0.0;2.79;3.8;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;267;42;164;56;0;
318.14;756;32;32;0;6.1;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;4.0;0.0;2.85;3.8;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;267;42;164;55;0;
318.55;820;32;32;0;6.07;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;4.0;0.0;2.84;4.1;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;270;42;163;55;0;
318.96;781;31;31;0;6.02;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;3.88;0.0;2.82;3.9;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;268;42;164;55;0;
319.37;820;31;31;0;5.92;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;3.88;0.0;2.78;4.0;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;265;42;164;55;0;
319.6;820;32;32;0;6.06;83;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;4.0;0.0;2.84;4.1;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;268;42;163;55;0;
319.99;756;31;31;0;6.05;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;3.88;0.0;2.83;3.8;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;267;42;164;55;0;
320.42;768;32;32;0;6.15;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;4.0;0.0;2.87;3.9;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;268;42;164;55;0;
320.83;820;31;31;0;5.92;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;3.88;0.0;2.78;4.0;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;268;42;164;55;0;
321.24;781;31;31;0;6.02;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;3.88;0.0;2.82;3.9;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;268;42;164;55;0;
321.65;820;31;31;0;6.03;83;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;3.88;0.0;2.83;4.1;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;267;42;163;55;0;
321.86;781;31;31;0;5.92;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;3.88;0.0;2.78;3.9;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;267;42;164;55;0;
322.27;781;31;31;0;5.93;83;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;3.88;0.0;2.79;3.9;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;267;42;163;55;0;
322.69;845;31;31;0;5.96;83;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;3.88;0.0;2.8;4.2;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;269;42;163;55;0;
323.07;768;31;31;0;6.0;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;3.88;0.0;2.81;3.8;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;267;42;164;55;0;
323.5;884;31;31;0;6.02;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;3.88;0.0;2.82;4.4;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;270;42;164;55;0;
323.9;832;31;31;0;5.92;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;3.88;0.0;2.78;4.1;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;271;42;164;55;0;
324.31;820;31;31;0;5.9;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;3.88;0.0;2.77;4.0;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;272;42;164;55;0;
324.52;832;31;31;0;5.95;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;3.88;0.0;2.79;4.1;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;270;42;164;55;0;
324.94;781;32;32;0;6.05;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;4.0;0.0;2.83;3.9;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;271;42;164;55;0;
325.33;832;32;32;0;6.15;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;4.0;0.0;2.87;4.3;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;272;42;164;55;0;
325.76;768;31;31;0;5.97;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;3.88;0.0;2.8;3.8;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;268;42;164;55;0;
326.19;832;32;32;0;6.17;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;4.0;0.0;2.88;4.3;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;272;42;164;55;0;
326.57;781;31;31;0;6.02;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;3.88;0.0;2.82;3.9;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;271;42;164;55;0;
326.78;845;31;31;0;5.9;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;3.88;0.0;2.77;4.2;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;270;42;164;55;0;
327.21;768;32;32;0;6.2;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;4.0;0.0;2.89;4.0;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;271;42;164;55;0;
327.62;845;31;31;0;6.0;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;3.88;0.0;2.81;4.2;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;270;42;164;55;0;
328.04;768;32;32;0;6.12;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;4.0;0.0;2.86;3.9;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;270;42;163;55;0;
328.45;845;31;31;0;5.95;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;3.88;0.0;2.79;4.2;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;268;42;164;55;0;
328.87;768;32;32;0;6.05;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;4.0;0.0;2.83;3.9;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;269;42;164;55;0;
329.09;845;31;31;0;5.92;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;3.88;0.0;2.78;4.2;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;267;42;164;55;0;
329.47;768;32;32;0;6.05;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;4.0;0.0;2.83;3.9;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;270;42;164;55;0;
329.91;768;32;32;0;6.07;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;4.0;0.0;2.84;3.9;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;269;42;164;55;0;
330.32;781;32;32;0;6.1;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;4.0;0.0;2.85;4.0;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;270;42;164;55;0;
330.72;768;32;32;0;6.16;83;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;4.0;0.0;2.88;3.9;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;270;42;164;55;0;
330.95;871;32;32;0;6.05;82;0;65;50;20;0;0;0.0;0.0;1.0;0;0;20;4.0;0.0;2.83;4.4;345;128;14.59;;;0;1;0;0;0;1;0;0;0;1;0;271;42;162;55;0;
331.37;871;57;57;4;10;84;0;64;58;14;0;0;0.0;0.0;1.0;0;0;12;7.12;2.6;4.42;7.3;345;128;14.7;;;0;1;0;0;0;0;0;0;0;1;0;345;51;162;55;0;
331.78;1396;58;58;11;10;83;0;64;44;26;0;0;0.0;0.0;1.0;0;0;26;7.25;6.7;4.58;12.1;345;128;14.7;;;0;1;0;0;0;0;0;0;0;1;0;415;65;163;55;0;
332.2;1588;54;54;12;9.6;84;0;64;36;34;0;0;0.0;0.0;1.0;0;0;34;6.75;7.0;4.26;12.7;345;128;14.7;;;0;1;0;0;0;0;0;0;0;1;0;429;66;162;55;0;
332.62;1819;72;72;23;13;85;0;64;45;24;0;0;0.0;0.0;1.0;0;0;25;9.0;13.4;5.66;19.8;345;128;13.94;;;0;1;0;0;0;0;0;0;0;1;0;497;88;161;55;0;
333.02;2228;66;66;23;12;87;0;64;40;30;0;0;0.0;0.0;1.0;0;0;30;8.25;13.7;5.18;22.0;345;128;14.04;;;0;1;0;0;0;0;0;0;0;1;0;516;89;158;55;0;
333.44;2485;74;74;33;13;87;0;64;45;25;0;0;0.0;0.0;1.0;0;0;25;9.25;19.2;5.77;27.6;345;128;14.04;;;0;1;0;0;0;0;0;0;0;1;0;559;108;158;56;0;
333.63;2536;75;75;33;14;86;0;64;45;25;0;0;0.0;0.0;1.0;0;0;25;9.38;19.2;5.88;28.8;345;128;14.04;;;0;1;0;0;0;0;0;0;0;1;0;569;108;159;56;0;
334.05;2433;72;72;32;13;86;0;64;44;26;0;0;0.0;0.0;1.0;0;0;26;9.0;18.6;5.61;26.3;345;128;14.04;;;0;1;0;0;0;0;0;0;0;1;0;550;106;159;55;0;
334.46;2485;81;81;45;15;86;0;64;48;22;0;0;0.0;0.0;1.0;0;0;22;10.12;26.2;6.46;31.2;345;128;13.54;;;0;1;0;0;0;0;0;0;0;1;0;580;132;159;56;0;
334.87;2638;79;79;45;14;86;0;64;47;22;-1;0;0.0;0.0;1.0;0;0;23;9.88;26.2;6.23;31.9;345;128;13.54;;;0;1;0;0;0;0;0;0;0;1;0;584;132;159;56;0;
335.3;2638;81;81;45;15;86;0;64;48;22;-1;0;0.0;0.0;1.0;0;0;22;10.12;26.2;6.4;32.8;345;128;13.54;;;0;1;0;0;0;0;0;0;0;1;0;591;132;159;55;0;
335.48;2869;83;83;55;16;86;0;64;48;21;-1;0;0.0;0.0;1.0;0;0;22;10.38;32.3;6.7;37.5;345;128;13.54;;;0;1;0;0;0;0;0;0;0;1;0;607;153;159;56;0;
335.91;2907;83;83;56;16;86;0;64;48;20;-2;0;0.0;0.0;1.0;0;0;22;10.38;32.8;6.68;37.8;345;128;13.54;;;0;1;0;0;0;0;0;0;0;1;0;615;155;159;56;0;
336.33;3035;83;83;55;16;86;0;64;47;21;-2;0;0.0;0.0;1.0;0;0;23;10.38;32.3;6.68;39.5;345;128;13.54;;;0;1;0;0;0;0;0;0;0;1;0;623;153;159;56;0;
336.73;3151;82;82;53;15;86;0;64;47;21;-2;0;0.0;0.0;1.0;0;0;23;10.25;31.1;6.49;39.8;345;128;13.63;;;0;1;0;0;0;0;0;0;0;1;0;630;149;159;56;0;
337.15;3355;80;80;51;15;86;0;64;46;22;-2;0;0.0;0.0;1.0;0;0;24;10.0;29.9;6.3;41.0;345;128;13.63;;;0;1;0;0;0;0;0;0;0;1;0;633;145;159;56;0;
337.58;3432;80;80;50;15;86;0;64;44;23;-2;0;0.0;0.0;1.0;0;0;26;10.0;29.4;6.26;41.7;345;128;13.63;;;0;1;0;0;0;0;0;0;0;1;0;640;143;158;56;1;
337.77;3573;78;78;50;14;87;0;64;44;26;-1;0;0.0;0.0;1.0;0;0;26;9.75;29.4;6.18;42.8;345;128;13.63;;;0;1;0;0;0;0;0;0;0;1;0;644;143;158;56;0;
338.19;3240;82;82;50;15;87;0;64;47;21;0;0;0.0;0.0;1.0;0;0;23;10.25;29.4;6.49;40.9;345;128;13.63;;;0;1;0;0;0;0;0;0;0;1;0;640;143;158;56;0;
338.63;2766;82;82;50;15;87;0;64;50;20;0;0;0.0;0.0;1.0;0;0;20;10.25;29.4;6.62;35.6;345;128;13.54;;;0;1;0;0;0;0;0;0;0;1;0;604;143;157;56;1;
