Время, с;Обороты;Нагрузка (ось карт);Наполнение мгновенное;Дроссель открытие;Впрыск, мс;Мёртвое время форсунки;Обогащение ускорения;УОЗ сырьё;УОЗ из карты;Поправка угла по детонации, °;Давление, кПа;Расход (прослойка);VE (ДАД);Ktps (ДАД);Коррекция по лямбде;Живая карта;Состояние указателя;Индекс температурных таблиц;РХХ / контур холостого;УОЗ, градусы;Нагрузка TP;Газ, %;Впрыск расчётный, мс;Загрузка форсунок, %;K форсунок;КМ (ДАД);AFR цель;AFR факт (ШДК);Поправка VE (факт/цель);ФЛАГ Отсечка;ФЛАГ Впрыск разрешён;ФЛАГ Замкнутый цикл;ФЛАГ Крэнк;ФЛАГ Нейтраль;ФЛАГ Холостой ход;ФЛАГ Стартер;ФЛАГ Неисправность TPS;ФЛАГ $0053.08 гейт наката;ФЛАГ $0053.40 гейт наката;ФЛАГ $0053.80 не разобран;АЦП Расходомер/ДАД;АЦП Дроссель;АЦП Напряжение борта;АЦП Температура ОЖ;АЦП Лямбда;АЦП канал 9 (свободный)
1.43;1319;23;23;0;5.38;85;0;32;37;0;51;6;0.46;1.0;1.0;0;0;0;42;38;2.88;0.0;2.58;5.9;345;128;14.7;16.51;1.123;0;1;0;0;1;1;0;0;0;1;0;253;;167;181;0;76
1.83;1319;21;21;0;5.12;86;0;33;38;0;50;6;0.44;1.0;1.0;0;0;0;42;37;2.62;0.0;2.48;5.6;345;128;14.7;14.61;0.994;0;1;0;0;1;1;0;0;0;1;0;251;;166;181;0;76
2.23;1319;21;21;0;5.12;86;0;33;38;0;50;6;0.44;1.0;1.0;0;0;0;42;37;2.62;0.0;2.48;5.6;345;128;14.7;14.61;0.994;0;1;0;0;1;1;0;0;0;1;0;251;;166;181;0;76
2.64;1268;21;21;0;5.06;85;0;33;37;0;50;6;0.44;1.0;1.0;0;0;0;42;37;2.62;0.0;2.45;5.3;345;128;14.7;14.61;0.994;0;1;0;0;1;1;0;0;0;1;0;250;;167;181;0;76
3.05;1306;23;23;0;5.43;85;0;32;37;0;51;6;0.46;1.0;1.0;0;0;0;42;38;2.88;0.0;2.6;5.9;345;128;14.7;14.32;0.974;0;1;0;0;1;1;0;0;0;1;0;257;;167;181;0;76
3.44;1319;23;23;0;5.43;85;0;33;38;0;51;6;0.46;1.0;1.0;0;0;0;42;37;2.88;0.0;2.6;6.0;345;128;14.7;14.32;0.974;0;1;0;0;1;1;0;0;0;1;0;255;;167;181;0;76
3.84;1281;22;22;0;5.15;86;0;32;38;0;50;6;0.44;1.0;1.0;0;0;0;42;38;2.75;0.0;2.49;5.5;345;128;14.7;14.81;1.007;0;1;0;0;1;1;0;0;0;1;0;248;;166;181;0;76
4.25;1332;21;21;0;5.0;86;0;32;37;0;50;6;0.44;1.0;1.0;0;0;0;42;38;2.62;0.0;2.43;5.5;345;128;14.7;14.81;1.007;0;1;0;0;1;1;0;0;0;1;0;250;;166;181;0;76
4.65;1319;23;23;0;5.38;85;0;32;37;0;51;6;0.46;1.0;1.0;0;0;0;42;38;2.88;0.0;2.58;5.9;345;128;14.7;16.41;1.116;0;1;0;0;1;1;0;0;0;1;0;257;;167;181;0;76
5.05;1281;23;23;0;5.41;85;0;33;38;0;51;6;0.46;1.0;1.0;0;0;0;42;37;2.88;0.0;2.59;5.8;345;128;14.7;16.41;1.116;0;1;0;0;1;1;0;0;0;1;0;254;;167;181;0;76
5.45;1268;20;20;0;4.83;85;0;32;37;0;49;6;0.41;1.0;1.0;0;0;0;42;38;2.5;0.0;2.36;5.1;345;128;14.7;16.41;1.116;0;1;0;0;1;1;0;0;0;1;0;247;;167;180;0;76
5.84;1319;21;21;0;5.05;86;0;32;37;0;50;6;0.44;1.0;1.0;0;0;0;42;38;2.62;0.0;2.45;5.6;345;128;14.7;16.11;1.096;0;1;0;0;1;1;0;0;0;1;0;251;;166;180;0;38
6.25;1306;22;22;0;5.25;86;0;34;36;0;51;6;0.46;1.0;1.0;0;0;0;42;36;2.75;0.0;2.53;5.7;345;128;14.7;16.11;1.096;0;1;0;0;1;1;0;0;0;1;0;252;;166;180;0;76
6.65;1306;23;23;0;5.38;85;0;33;37;0;51;6;0.46;1.0;1.0;0;0;0;42;37;2.88;0.0;2.58;5.9;345;128;14.7;16.11;1.096;0;1;0;0;1;1;0;0;0;1;0;257;;168;180;0;76
7.07;1319;23;23;0;5.38;85;0;33;38;0;51;6;0.46;1.0;1.0;0;0;0;42;37;2.88;0.0;2.58;5.9;345;128;14.7;14.31;0.973;0;1;0;0;1;1;0;0;0;1;0;254;;167;180;0;76
7.27;1268;20;20;0;4.82;86;0;32;37;0;49;6;0.41;1.0;1.0;0;0;0;42;38;2.5;0.0;2.36;5.1;345;128;14.7;14.31;0.973;0;1;0;0;1;1;0;0;0;1;0;246;;166;180;0;75
