Время, с;Обороты;Нагрузка (ось карт);Наполнение мгновенное;Дроссель открытие;Впрыск, мс;Мёртвое время форсунки;Обогащение ускорения;УОЗ сырьё;УОЗ из карты;Поправка угла по детонации, °;Давление, кПа;Расход (прослойка);VE (ДАД);Ktps (ДАД);Коррекция по лямбде;Живая карта;Состояние указателя;Индекс температурных таблиц;РХХ / контур холостого;УОЗ, градусы;Нагрузка TP;Газ, %;Впрыск расчётный, мс;Загрузка форсунок, %;K форсунок;КМ (ДАД);AFR цель;AFR факт (ШДК);Поправка VE (факт/цель);ФЛАГ Отсечка;ФЛАГ Впрыск разрешён;ФЛАГ Замкнутый цикл;ФЛАГ Крэнк;ФЛАГ Нейтраль;ФЛАГ Холостой ход;ФЛАГ Стартер;ФЛАГ Неисправность TPS;ФЛАГ $0053.08 гейт наката;ФЛАГ $0053.40 гейт наката;ФЛАГ $0053.80 не разобран;АЦП Расходомер/ДАД;АЦП Дроссель;АЦП Напряжение борта;АЦП Температура ОЖ;АЦП Лямбда;АЦП канал 9 (свободный)
1.43;0.0;0;0;0;7.5;105;0;50;20;0;107;0;0.82;1.0;1.0;0;0;197;0;20;0.0;0.0;3.52;;345;128;14.7;15.52;1.056;0;0;0;0;1;1;0;0;0;1;0;677;;139;57;0;154
1.62;0.0;0;0;0;7.5;105;0;50;20;0;107;0;0.82;1.0;1.0;0;0;197;0;20;0.0;0.0;3.52;;345;128;14.7;15.52;1.056;0;0;0;0;1;1;0;0;0;1;0;677;;139;57;0;154
1.83;0.0;0;0;0;7.5;105;0;50;20;0;107;0;0.82;1.0;1.0;0;0;197;0;20;0.0;0.0;3.52;;345;128;14.7;15.52;1.056;0;0;0;0;1;1;0;0;0;1;0;677;;139;57;0;154
2.23;0.0;0;0;0;7.5;105;0;50;20;0;107;0;0.82;1.0;1.0;0;0;197;0;20;0.0;0.0;3.52;;345;128;14.7;15.52;1.056;0;0;0;0;1;1;0;0;0;1;0;677;;139;57;0;154
2.62;0.0;0;0;0;7.5;105;0;50;20;0;107;0;0.82;1.0;1.0;0;0;197;0;20;0.0;0.0;3.52;;345;128;14.7;15.52;1.056;0;0;0;0;1;1;0;0;0;1;0;678;;139;57;0;150
3.03;0.0;0;0;0;7.5;105;0;50;20;0;107;0;0.82;1.0;1.0;0;0;197;0;20;0.0;0.0;3.52;;345;128;14.7;15.52;1.056;0;0;0;0;1;1;0;0;0;1;0;677;;139;57;0;150
3.24;0.0;0;0;0;7.5;105;0;50;20;0;107;0;0.82;1.0;1.0;0;0;199;0;20;0.0;0.0;3.52;;345;128;14.7;15.52;1.056;0;0;0;0;1;1;0;0;0;1;0;677;;139;56;0;151
3.63;0.0;0;0;0;7.5;105;0;50;20;0;107;0;0.82;1.0;1.0;0;0;199;0;20;0.0;0.0;3.52;;345;128;14.7;15.52;1.056;0;0;0;0;1;1;0;0;0;1;0;677;;139;56;0;154
4.03;0.0;0;0;0;7.5;105;0;50;20;0;107;0;0.82;1.0;1.0;0;0;199;0;20;0.0;0.0;3.52;;345;128;14.7;15.52;1.056;0;0;0;0;1;1;0;0;0;1;0;677;;139;56;0;154
4.45;0.0;0;0;0;7.5;105;0;50;20;0;107;0;0.82;1.0;1.0;0;0;199;0;20;0.0;0.0;3.52;;345;128;14.7;15.52;1.056;0;0;0;0;1;1;0;0;0;1;0;677;;139;56;0;154
4.84;0.0;0;0;0;7.5;105;0;50;20;0;107;0;0.82;1.0;1.0;0;0;199;0;20;0.0;0.0;3.52;;345;128;14.7;15.52;1.056;0;0;0;0;1;1;0;0;0;1;0;677;;139;56;0;154
5.23;0.0;0;0;0;7.5;105;0;50;20;0;107;0;0.82;1.0;1.0;0;0;199;0;20;0.0;0.0;3.52;;345;128;14.7;15.52;1.056;0;0;0;0;1;1;0;0;0;1;0;678;;139;56;0;154
5.64;0.0;0;0;0;7.5;105;0;50;20;0;107;0;0.82;1.0;1.0;0;0;199;0;20;0.0;0.0;3.52;;345;128;14.7;15.52;1.056;0;0;0;0;1;1;0;0;0;1;0;678;;139;56;0;149
