время_с;Обороты;Нагрузка (сглаж.);Расход мгновенный;ALPHA;Впрыск расчёт;Впрыск РЕАЛ (форс);TPS дроссель;TPS открытие;Обогащ. ускорения;Флаг TPS;VE выбранное;Ktps выбранное;Флаг ХХ/газ;Банк концевиков;Флаги угла;Замкнутый цикл;УОЗ финал сырьё;УОЗ карта;Цель ХХ;АЦП ch0 MAF;АЦП ch1 напряжение;АЦП ch2 темп ОЖ;АЦП ch3 O2;peek ($1600);УОЗ_°BTDC;TP_%8;AFR_цель;AFR_факт;поправка_VE;давление_кПа;Загрузка_форс_%;Газ_%;K_форс;КМ
62.21;0.0;0;0;1.0;0.49;11;44;1;0;0;0.0;0.0;128;127;69;56;50;35;98;16;149;168;0;32;20;0.0;14.7;;;;;0.3;345;63
62.41;0.0;0;0;1.0;0.49;11;44;1;0;0;0.0;0.0;128;127;69;56;50;35;98;16;149;168;0;32;20;0.0;14.7;;;;;0.3;345;63
62.61;0.0;0;0;1.0;0.49;11;44;1;0;0;0.0;0.0;128;127;69;56;50;35;98;16;149;168;0;32;20;0.0;14.7;;;;;0.3;345;63
62.81;0.0;0;0;1.0;0.49;11;43;1;0;0;0.0;0.0;128;127;69;56;50;35;98;16;149;168;0;32;20;0.0;14.7;;;;;0.0;345;63
63.01;0.0;0;0;1.0;0.49;11;43;1;0;0;0.0;0.0;128;127;69;56;50;35;98;16;149;168;0;32;20;0.0;14.7;;;;;0.0;345;63
63.22;0.0;0;0;1.0;0.49;11;44;1;0;0;0.0;0.0;128;127;69;56;50;35;98;16;149;168;0;32;20;0.0;14.7;;;;;0.3;345;63
63.43;0.0;0;0;1.0;0.49;11;44;1;0;0;0.0;0.0;128;127;69;56;50;35;98;16;149;168;0;32;20;0.0;14.7;;;;;0.3;345;63
63.64;0.0;0;0;1.0;0.49;11;54;0;0;0;0.0;0.0;128;127;68;56;50;45;98;16;149;168;0;32;20;0.0;14.7;;;;;3.2;345;63
63.84;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;98;16;149;168;0;32;20;0.0;14.7;;;;;0.0;345;63
64.04;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;98;16;149;168;0;32;20;0.0;14.7;;;;;0.0;345;63
64.25;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;98;16;149;168;0;32;20;0.0;14.7;;;;;0.0;345;63
64.45;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;98;16;149;168;0;32;20;0.0;14.7;;;;;0.0;345;63
64.66;0.0;0;0;1.0;0.49;11;44;0;0;0;0.0;0.0;128;127;69;56;50;35;98;16;149;168;0;32;20;0.0;14.7;;;;;0.3;345;63
64.87;0.0;0;0;1.0;0.49;11;44;0;0;0;0.0;0.0;128;127;69;56;50;35;98;16;149;168;0;32;20;0.0;14.7;;;;;0.3;345;63
65.07;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;98;16;149;168;0;32;20;0.0;14.7;;;;;0.0;345;63
65.27;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;98;16;149;168;0;32;20;0.0;14.7;;;;;0.0;345;63
65.47;0.0;0;0;1.0;0.49;11;58;47;0;0;0.0;0.0;128;127;68;56;50;45;98;16;149;168;0;32;20;0.0;14.7;;;;;4.4;345;63
65.69;0.0;0;0;1.0;0.49;11;387;172;0;0;0.0;0.0;128;127;68;56;50;45;98;16;149;168;0;32;20;0.0;14.7;;;;;100.0;345;63
65.89;0.0;0;0;1.0;0.49;11;387;172;0;0;0.0;0.0;128;127;68;56;50;45;98;16;149;168;0;32;20;0.0;14.7;;;;;100.0;345;63
66.09;0.0;0;0;1.0;0.49;11;387;172;0;0;0.0;0.0;128;127;68;56;50;45;98;16;149;168;0;32;20;0.0;14.7;;;;;100.0;345;63
66.31;0.0;0;0;1.0;0.49;11;387;172;0;0;0.0;0.0;128;127;68;56;50;45;98;16;149;168;0;32;20;0.0;14.7;;;;;100.0;345;63
66.51;0.0;0;0;1.0;0.49;11;387;172;0;0;0.0;0.0;128;127;68;56;50;45;98;16;149;168;0;32;20;0.0;14.7;;;;;100.0;345;63
66.72;0.0;0;0;1.0;0.49;11;387;172;0;0;0.0;0.0;128;127;68;56;50;45;98;16;149;168;0;32;20;0.0;14.7;;;;;100.0;345;63
66.92;0.0;0;0;1.0;0.49;11;172;19;0;0;0.0;0.0;128;127;68;56;50;45;98;16;149;168;0;32;20;0.0;14.7;;;;;37.5;345;63
67.13;0.0;0;0;1.0;0.49;11;172;19;0;0;0.0;0.0;128;127;68;56;50;45;98;16;149;168;0;32;20;0.0;14.7;;;;;37.5;345;63
67.34;0.0;0;0;1.0;0.49;11;43;1;0;0;0.0;0.0;128;127;69;56;50;35;99;16;149;168;0;32;20;0.0;14.7;;;;;0.0;345;63
67.54;0.0;0;0;1.0;0.49;11;44;1;0;0;0.0;0.0;128;127;69;56;50;35;98;16;149;168;0;32;20;0.0;14.7;;;;;0.3;345;63
67.74;0.0;0;0;1.0;0.49;11;44;1;0;0;0.0;0.0;128;127;69;56;50;35;98;16;149;168;0;32;20;0.0;14.7;;;;;0.3;345;63
67.95;0.0;0;0;1.0;0.49;11;44;1;0;0;0.0;0.0;128;127;69;56;50;35;98;16;149;168;0;32;20;0.0;14.7;;;;;0.3;345;63
68.16;0.0;0;0;1.0;0.49;11;44;1;0;0;0.0;0.0;128;127;69;56;50;35;98;16;149;168;0;32;20;0.0;14.7;;;;;0.3;345;63
68.36;0.0;0;0;1.0;0.49;11;43;1;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
68.56;0.0;0;0;1.0;0.49;11;43;1;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
68.78;0.0;0;0;1.0;0.49;11;44;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;149;168;0;32;20;0.0;14.7;;;;;0.3;345;63
68.99;0.0;0;0;1.0;0.49;11;44;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;149;168;0;32;20;0.0;14.7;;;;;0.3;345;63
69.19;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;98;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
69.39;0.0;0;0;1.0;0.49;11;44;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.3;345;63
69.6;0.0;0;0;1.0;0.49;11;44;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.3;345;63
69.8;0.0;0;0;1.0;0.49;11;43;1;0;0;0.0;0.0;128;127;69;56;50;35;98;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
70.01;0.0;0;0;1.0;0.49;11;43;1;0;0;0.0;0.0;128;127;69;56;50;35;98;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
70.21;0.0;0;0;1.0;0.49;11;43;1;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
70.42;0.0;0;0;1.0;0.49;11;43;1;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
70.63;0.0;0;0;1.0;0.49;11;43;1;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
70.83;0.0;0;0;1.0;0.49;11;43;1;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
71.03;0.0;0;0;1.0;0.49;11;43;1;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
71.23;0.0;0;0;1.0;0.49;11;43;1;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
71.44;0.0;0;0;1.0;0.49;11;43;1;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
71.65;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
71.85;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
72.06;0.0;0;0;1.0;0.49;11;43;1;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
72.27;0.0;0;0;1.0;0.49;11;43;1;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
72.47;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
72.69;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
72.91;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
73.12;0.0;0;0;1.0;0.49;11;43;1;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
73.32;0.0;0;0;1.0;0.49;11;43;1;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
73.53;0.0;0;0;1.0;0.49;11;43;1;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
73.73;0.0;0;0;1.0;0.49;11;43;1;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
73.93;0.0;0;0;1.0;0.49;11;43;1;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
74.15;0.0;0;0;1.0;0.49;11;43;1;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
74.35;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
74.56;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
74.78;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
74.98;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
75.18;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
75.39;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
75.6;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
75.81;0.0;0;0;1.0;0.49;11;44;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.3;345;63
76.02;0.0;0;0;1.0;0.49;11;44;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.3;345;63
76.23;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
76.43;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
76.65;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
76.86;0.0;0;0;1.0;0.49;11;44;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.3;345;63
77.06;0.0;0;0;1.0;0.49;11;44;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.3;345;63
77.27;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
77.47;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
77.68;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
77.88;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
78.1;0.0;0;0;1.0;0.49;11;44;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.3;345;63
78.3;0.0;0;0;1.0;0.49;11;43;1;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
78.51;0.0;0;0;1.0;0.49;11;43;1;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
78.71;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
78.91;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
79.12;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
79.32;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
79.53;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
79.75;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
79.95;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
80.15;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
80.36;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
80.56;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
80.77;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
80.97;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
81.17;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
81.38;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
81.58;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
81.79;0.0;0;0;1.0;0.49;11;44;1;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.3;345;63
82.01;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
82.22;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
82.42;0.0;0;0;1.0;0.49;11;44;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.3;345;63
82.63;0.0;0;0;1.0;0.49;11;44;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.3;345;63
82.83;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
83.04;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
83.24;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
83.44;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
83.65;0.0;0;0;1.0;0.49;11;44;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.3;345;63
83.86;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
84.07;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
84.28;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
84.48;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
84.69;0.0;0;0;1.0;0.49;11;43;1;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
84.9;0.0;0;0;1.0;0.49;11;43;1;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
85.1;0.0;0;0;1.0;0.49;11;43;1;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
85.31;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
85.52;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
85.73;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
85.94;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
86.14;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
86.34;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
86.54;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
86.76;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
86.96;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
87.18;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
87.38;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
87.59;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
87.79;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
88.0;0.0;0;0;1.0;0.49;11;43;1;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
88.2;0.0;0;0;1.0;0.49;11;43;1;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
88.42;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
88.62;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
88.82;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
89.02;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
89.23;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
89.44;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
89.65;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
89.86;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
90.07;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
90.27;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
90.48;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
90.7;0.0;0;0;1.0;0.49;11;44;1;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.3;345;63
90.91;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
91.12;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
91.33;0.0;0;0;1.0;0.49;11;44;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.3;345;63
91.53;0.0;0;0;1.0;0.49;11;44;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.3;345;63
91.74;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
91.95;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
92.16;0.0;0;0;1.0;0.49;11;43;1;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
92.36;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
92.58;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
92.79;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
92.99;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
93.21;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
93.41;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
93.63;0.0;0;0;1.0;0.49;11;43;1;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
93.83;0.0;0;0;1.0;0.49;11;43;1;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
94.04;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
94.25;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
94.45;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
94.66;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
94.87;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
95.07;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
95.28;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
95.48;0.0;0;0;1.0;0.49;11;43;0;0;0;0.0;0.0;128;127;69;56;50;35;99;16;148;168;0;32;20;0.0;14.7;;;;;0.0;345;63
