время_с;Обороты;Нагрузка (сглаж.);Расход мгновенный;ALPHA;Впрыск расчёт;Впрыск РЕАЛ (форс);Указатель карты hi;Указатель карты lo;Карта топлива вернула;TPS дроссель;TPS открытие;Обогащ. ускорения;Флаг TPS;VE выбранное;Ktps выбранное;Флаг ХХ/газ;Банк концевиков;Флаги угла;Замкнутый цикл;УОЗ финал сырьё;УОЗ карта;Цель ХХ;АЦП ch0 MAF;АЦП ch1 напряжение;АЦП ch2 темп ОЖ;АЦП ch3 O2;peek ($1600);УОЗ_°BTDC;TP_%8;AFR_цель;AFR_факт;поправка_VE;давление_кПа;Загрузка_форс_%;Газ_%;K_форс;КМ
64.68;845;19;19;1.0;1.14;2.31;22;0;81;43;0;0;0;0.0;0.0;140;127;69;56;55;15;87;228;165;59;0;;15;2.38;14.7;;;;1.6;0.0;345;63
65.1;768;20;20;1.0;1.17;2.37;22;0;81;43;0;0;0;0.0;0.0;140;127;69;56;55;15;87;229;166;59;0;;15;2.5;14.7;;;;1.5;0.0;345;63
65.49;768;20;20;1.0;1.17;2.37;22;0;81;43;0;0;0;0.0;0.0;140;127;69;56;55;15;87;230;165;59;0;;15;2.5;14.7;;;;1.5;0.0;345;63
65.91;871;20;20;1.0;1.15;2.31;22;0;81;43;0;0;0;0.0;0.0;140;127;69;24;55;15;87;230;165;59;0;;15;2.5;14.7;;;;1.7;0.0;345;63
66.29;845;20;20;1.0;1.15;2.33;22;0;81;43;0;0;0;0.0;0.0;140;127;69;56;55;15;88;230;163;59;0;;15;2.5;14.7;;;;1.6;0.0;345;63
66.69;756;21;21;1.0;1.19;2.41;22;0;81;43;0;0;0;0.0;0.0;140;127;69;40;55;15;89;230;162;59;0;;15;2.62;14.7;;;;1.5;0.0;345;63
67.09;871;20;20;1.0;1.16;2.33;22;0;81;43;0;0;0;0.0;0.0;140;127;69;40;55;15;88;230;163;59;0;;15;2.5;14.7;;;;1.7;0.0;345;63
67.5;768;20;20;1.0;1.16;2.33;22;0;81;43;0;0;0;0.0;0.0;140;127;69;8;55;15;88;228;163;59;0;;15;2.5;14.7;;;;1.5;0.0;345;63
67.71;807;20;20;1.0;1.15;2.33;22;0;81;43;0;0;0;0.0;0.0;140;127;69;56;55;15;88;229;163;59;0;;15;2.5;14.7;;;;1.6;0.0;345;63
68.1;832;19;19;1.0;1.14;2.29;22;0;81;43;0;0;0;0.0;0.0;140;127;69;56;55;15;88;227;163;59;0;;15;2.38;14.7;;;;1.6;0.0;345;63
68.52;756;21;21;1.0;1.17;2.39;22;0;81;43;0;0;0;0.0;0.0;140;127;69;8;55;15;86;230;166;59;0;;15;2.62;14.7;;;;1.5;0.0;345;63
68.9;781;20;20;1.0;1.17;2.38;22;0;81;43;0;0;0;0.0;0.0;140;127;69;40;55;15;86;231;166;59;0;;15;2.5;14.7;;;;1.5;0.0;345;63
69.3;871;20;20;1.0;1.14;2.31;22;0;81;43;0;0;0;0.0;0.0;140;127;69;24;55;15;86;230;166;59;0;;15;2.5;14.7;;;;1.7;0.0;345;63
69.91;832;19;19;1.0;1.17;2.39;22;0;91;43;0;0;0;0.0;0.0;140;127;69;40;55;15;86;227;166;59;0;;15;2.38;14.7;;;;1.7;0.0;345;63
70.32;781;19;19;1.0;1.18;2.39;22;0;90;43;0;0;0;0.0;0.0;140;127;69;56;55;15;87;227;165;59;0;;15;2.38;14.7;;;;1.6;0.0;345;63
70.71;820;20;20;1.0;1.22;2.48;22;0;93;43;0;0;0;0.0;0.0;140;127;69;56;55;15;89;230;162;59;0;;15;2.5;14.7;;;;1.7;0.0;345;63
71.13;807;19;19;1.0;1.17;2.35;22;0;89;43;0;0;0;0.0;0.0;140;127;69;8;55;15;89;228;162;59;0;;15;2.38;14.7;;;;1.6;0.0;345;63
71.32;820;19;19;1.0;1.19;2.41;22;0;90;43;0;0;0;0.0;0.0;140;127;69;8;55;15;89;230;162;59;0;;15;2.38;14.7;;;;1.6;0.0;345;63
71.72;845;20;20;1.0;1.21;2.48;22;0;92;43;0;0;0;0.0;0.0;140;127;69;40;55;15;88;231;163;59;0;;15;2.5;14.7;;;;1.7;0.0;345;63
72.12;871;19;19;1.0;1.19;2.41;22;0;92;43;0;0;0;0.0;0.0;140;127;69;56;55;15;88;229;163;59;0;;15;2.38;14.7;;;;1.7;0.0;345;63
72.52;832;19;19;1.0;1.17;2.38;22;0;92;43;0;0;0;0.0;0.0;140;127;69;56;55;15;88;227;163;59;0;;15;2.38;14.7;;;;1.6;0.0;345;63
72.93;807;19;19;1.0;1.2;2.44;22;0;92;43;0;0;0;0.0;0.0;140;127;69;8;55;15;88;229;163;59;0;;15;2.38;14.7;;;;1.6;0.0;345;63
73.33;781;19;19;1.0;1.16;2.33;22;0;90;43;0;0;0;0.0;0.0;140;127;69;24;55;15;88;226;163;59;0;;15;2.38;14.7;;;;1.5;0.0;345;63
73.72;781;20;20;1.0;1.21;2.46;22;0;91;43;0;0;0;0.0;0.0;140;127;69;56;55;15;89;229;162;59;0;;15;2.5;14.7;;;;1.6;0.0;345;63
74.12;781;20;20;1.0;1.22;2.48;22;0;92;43;0;0;0;0.0;0.0;140;127;69;40;55;15;88;230;163;59;0;;15;2.5;14.7;;;;1.6;0.0;345;63
74.53;871;20;20;1.0;1.2;2.45;22;0;91;43;0;0;0;0.0;0.0;140;127;69;40;55;15;86;231;166;59;0;;15;2.5;14.7;;;;1.8;0.0;345;63
74.94;871;19;19;1.0;1.17;2.39;22;0;92;43;0;0;0;0.0;0.0;140;127;69;24;55;15;86;229;166;59;0;;15;2.38;14.7;;;;1.7;0.0;345;63
75.35;820;19;19;1.0;1.17;2.38;22;0;91;43;0;0;0;0.0;0.0;140;127;69;56;55;15;87;227;165;59;0;;15;2.38;14.7;;;;1.6;0.0;345;63
75.75;781;19;19;1.0;1.19;2.43;22;0;91;43;0;0;0;0.0;0.0;140;127;69;24;55;15;86;228;166;59;0;;15;2.38;14.7;;;;1.6;0.0;345;63
76.14;781;20;20;1.0;1.19;2.43;22;0;91;43;0;0;0;0.0;0.0;140;127;69;8;55;15;87;230;164;59;0;;15;2.5;14.7;;;;1.6;0.0;345;63
76.55;832;19;19;1.0;1.19;2.41;22;0;91;43;0;0;0;0.0;0.0;140;127;69;8;55;15;88;230;163;59;0;;15;2.38;14.7;;;;1.7;0.0;345;63
76.94;871;19;19;1.0;1.2;2.44;22;0;92;43;0;0;0;0.0;0.0;140;127;69;8;55;15;88;230;163;59;0;;15;2.38;14.7;;;;1.8;0.0;345;63
77.34;845;20;20;1.0;1.2;2.45;22;0;90;43;0;0;0;0.0;0.0;140;127;69;24;55;15;88;230;163;59;0;;15;2.5;14.7;;;;1.7;0.0;345;63
77.54;781;20;20;1.0;1.22;2.48;22;0;91;43;0;0;0;0.0;0.0;140;127;69;56;55;15;88;230;163;59;0;;15;2.5;14.7;;;;1.6;0.0;345;63
77.96;820;19;19;1.0;1.19;2.43;22;0;92;43;0;0;0;0.0;0.0;140;127;69;24;55;15;88;229;163;59;0;;15;2.38;14.7;;;;1.7;0.0;345;63
78.35;820;19;19;1.0;1.16;2.35;22;0;89;43;0;0;0;0.0;0.0;140;127;69;8;55;15;88;228;163;59;0;;15;2.38;14.7;;;;1.6;0.0;345;63
78.75;832;19;19;1.0;1.19;2.41;22;0;92;43;0;0;0;0.0;0.0;140;127;69;40;55;15;89;227;162;59;0;;15;2.38;14.7;;;;1.7;0.0;345;63
79.15;820;20;20;1.0;1.21;2.46;22;0;90;43;0;0;0;0.0;0.0;140;127;69;8;55;15;88;230;163;59;0;;15;2.5;14.7;;;;1.7;0.0;345;63
79.56;781;19;19;1.0;1.18;2.4;22;0;91;43;0;0;0;0.0;0.0;140;127;69;40;55;15;88;227;163;59;0;;15;2.38;14.7;;;;1.6;0.0;345;63
79.96;807;20;20;1.0;1.2;2.44;22;0;93;43;0;0;0;0.0;0.0;140;127;69;24;55;15;89;230;162;59;0;;15;2.5;14.7;;;;1.6;0.0;345;63
80.36;807;19;19;1.0;1.2;2.44;22;0;92;43;0;0;0;0.0;0.0;140;127;69;56;55;15;88;230;163;59;0;;15;2.38;14.7;;;;1.6;0.0;345;63
80.75;845;19;19;1.0;1.18;2.4;22;0;91;43;0;0;0;0.0;0.0;140;127;69;8;55;15;88;228;163;59;0;;15;2.38;14.7;;;;1.7;0.0;345;63
81.36;896;19;19;1.0;1.08;2.15;22;0;70;43;0;0;0;0.0;0.0;140;127;69;40;55;15;88;230;163;59;0;;15;2.38;14.7;;;;1.6;0.0;345;63
81.76;832;19;19;1.0;1.09;2.18;22;0;72;43;0;0;0;0.0;0.0;140;127;69;24;55;15;88;228;163;59;0;;15;2.38;14.7;;;;1.5;0.0;345;63
82.17;730;21;21;1.0;1.14;2.31;22;0;75;43;0;0;0;0.0;0.0;140;127;69;24;55;15;87;229;165;59;0;;15;2.62;14.7;;;;1.4;0.0;345;63
82.57;756;21;21;1.0;1.15;2.33;22;0;76;43;0;0;0;0.0;0.0;140;127;69;40;55;15;86;230;166;59;0;;15;2.62;14.7;;;;1.5;0.0;345;63
82.76;807;19;19;1.0;1.08;2.18;22;0;70;43;0;0;0;0.0;0.0;140;127;69;40;55;15;86;226;166;59;0;;15;2.38;14.7;;;;1.5;0.0;345;63
83.16;756;21;21;1.0;1.12;2.27;22;0;73;43;0;0;0;0.0;0.0;140;127;69;8;55;15;86;230;166;59;0;;15;2.62;14.7;;;;1.4;0.0;345;63
83.57;832;20;20;1.0;1.12;2.27;22;0;73;43;0;0;0;0.0;0.0;140;127;69;40;55;15;86;230;166;59;0;;15;2.5;14.7;;;;1.6;0.0;345;63
83.98;768;20;20;1.0;1.11;2.25;22;0;73;43;0;0;0;0.0;0.0;140;127;69;56;55;15;86;228;166;59;0;;15;2.5;14.7;;;;1.4;0.0;345;63
84.37;807;21;21;1.0;1.16;2.34;22;0;75;43;0;0;0;0.0;0.0;140;127;69;56;55;15;87;231;165;59;0;;15;2.62;14.7;;;;1.6;0.0;345;63
84.77;768;21;21;1.0;1.15;2.31;22;0;74;43;0;0;0;0.0;0.0;140;127;69;24;55;15;87;231;166;59;0;;15;2.62;14.7;;;;1.5;0.0;345;63
85.17;832;20;20;1.0;1.12;2.25;22;0;73;43;0;0;0;0.0;0.0;140;127;69;40;55;15;87;230;165;59;0;;15;2.5;14.7;;;;1.6;0.0;345;63
85.58;768;20;20;1.0;1.13;2.28;22;0;73;43;0;0;0;0.0;0.0;140;127;69;8;55;15;87;230;165;59;0;;15;2.5;14.7;;;;1.5;0.0;345;63
85.98;820;20;20;1.0;1.14;2.29;22;0;74;43;0;0;0;0.0;0.0;140;127;69;40;55;15;87;230;165;59;0;;15;2.5;14.7;;;;1.6;0.0;345;63
86.37;756;21;21;1.0;1.15;2.31;22;0;73;43;0;0;0;0.0;0.0;140;127;69;40;55;15;87;231;165;59;0;;15;2.62;14.7;;;;1.5;0.0;345;63
86.77;845;20;20;1.0;1.12;2.25;22;0;73;43;0;0;0;0.0;0.0;140;127;69;40;55;15;87;230;165;59;0;;15;2.5;14.7;;;;1.6;0.0;345;63
87.18;781;21;21;1.0;1.14;2.31;22;0;74;43;0;0;0;0.0;0.0;140;127;69;56;55;15;87;230;165;59;0;;15;2.62;14.7;;;;1.5;0.0;345;63
87.6;781;20;20;1.0;1.12;2.26;22;0;73;43;0;0;0;0.0;0.0;140;127;69;40;55;15;86;230;166;59;0;;15;2.5;14.7;;;;1.5;0.0;345;63
87.98;730;21;21;1.0;1.16;2.35;22;0;76;43;0;0;0;0.0;0.0;140;127;69;8;55;15;87;230;165;59;0;;15;2.62;14.7;;;;1.4;0.0;345;63
88.38;832;20;20;1.0;1.14;2.31;22;0;74;43;0;0;0;0.0;0.0;140;127;69;56;55;15;87;230;164;59;0;;15;2.5;14.7;;;;1.6;0.0;345;63
88.79;768;20;20;1.0;1.12;2.27;22;0;73;43;0;0;0;0.0;0.0;140;127;69;40;55;15;87;230;165;59;0;;15;2.5;14.7;;;;1.4;0.0;345;63
89.4;756;21;21;1.0;1.17;2.39;22;0;76;43;0;0;0;0.0;0.0;140;127;69;40;55;15;87;231;165;59;0;;15;2.62;14.7;;;;1.5;0.0;345;63
89.79;832;20;20;1.0;1.11;2.25;22;0;73;43;0;0;0;0.0;0.0;140;127;69;24;55;15;86;230;166;59;0;;15;2.5;14.7;;;;1.6;0.0;345;63
90.21;756;21;21;1.0;1.14;2.29;22;0;75;43;0;0;0;0.0;0.0;140;127;69;8;55;15;87;230;165;59;0;;15;2.62;14.7;;;;1.4;0.0;345;63
90.61;832;20;20;1.0;1.13;2.28;22;0;72;43;0;0;0;0.0;0.0;140;127;69;24;55;15;87;230;165;59;0;;15;2.5;14.7;;;;1.6;0.0;345;63
91.01;730;21;21;1.0;1.17;2.39;22;0;76;43;0;0;0;0.0;0.0;140;127;69;40;55;15;86;230;166;59;1;;15;2.62;14.7;;;;1.5;0.0;345;63
91.4;820;21;21;1.0;1.15;2.33;22;0;75;43;0;0;0;0.0;0.0;140;127;69;56;55;15;87;231;166;59;0;;15;2.62;14.7;;;;1.6;0.0;345;63
91.61;768;20;20;1.0;1.13;2.28;22;0;73;43;0;0;0;0.0;0.0;140;127;69;8;55;15;87;230;165;59;1;;15;2.5;14.7;;;;1.5;0.0;345;63
92.01;832;20;20;1.0;1.12;2.25;22;0;73;43;0;0;0;0.0;0.0;140;127;69;24;55;15;87;230;165;59;0;;15;2.5;14.7;;;;1.6;0.0;345;63
92.61;807;21;21;1.0;1.14;2.31;22;0;73;43;0;0;0;0.0;0.0;140;127;69;40;55;15;86;232;166;59;0;;15;2.62;14.7;;;;1.6;0.0;345;63
93.01;781;20;20;1.0;1.1;2.21;22;0;71;43;0;0;0;0.0;0.0;140;127;69;24;55;15;87;228;165;59;0;;15;2.5;14.7;;;;1.4;0.0;345;63
93.42;807;21;21;1.0;1.18;2.39;22;0;76;43;0;0;0;0.0;0.0;140;127;69;40;55;15;88;231;163;59;0;;15;2.62;14.7;;;;1.6;0.0;345;63
93.82;756;20;20;1.0;1.11;2.24;22;0;71;43;0;0;0;0.0;0.0;140;127;69;24;55;15;87;230;165;59;0;;15;2.5;14.7;;;;1.4;0.0;345;63
94.21;807;20;20;1.0;1.12;2.27;22;0;73;43;0;0;0;0.0;0.0;140;127;69;40;55;15;87;227;165;59;0;;15;2.5;14.7;;;;1.5;0.0;345;63
95.02;807;20;20;1.0;1.12;2.27;22;0;73;43;0;0;0;0.0;0.0;140;127;69;8;55;15;87;230;165;59;0;;15;2.5;14.7;;;;1.5;0.0;345;63
95.42;768;22;22;1.0;1.18;2.4;22;0;75;43;0;0;0;0.0;0.0;140;127;69;56;55;15;86;231;166;59;0;;15;2.75;14.7;;;;1.5;0.0;345;63
95.82;832;20;20;1.0;1.12;2.27;22;0;72;43;0;0;0;0.0;0.0;140;127;69;40;55;15;87;231;166;59;0;;15;2.5;14.7;;;;1.6;0.0;345;63
96.22;768;20;20;1.0;1.11;2.25;22;0;72;43;0;0;0;0.0;0.0;140;127;69;24;55;15;86;230;166;59;1;;15;2.5;14.7;;;;1.4;0.0;345;63
96.62;820;21;21;1.0;1.14;2.3;22;0;73;43;0;0;0;0.0;0.0;140;127;69;8;55;15;86;231;166;59;0;;15;2.62;14.7;;;;1.6;0.0;345;63
97.03;768;21;21;1.0;1.13;2.29;22;0;72;43;0;0;0;0.0;0.0;140;127;69;56;55;15;86;230;166;59;0;;15;2.62;14.7;;;;1.5;0.0;345;63
97.44;781;21;21;1.0;1.13;2.28;22;0;72;43;0;0;0;0.0;0.0;140;127;69;56;55;15;87;229;165;59;0;;15;2.62;14.7;;;;1.5;0.0;345;63
97.84;820;21;21;1.0;1.16;2.35;22;0;74;43;0;0;0;0.0;0.0;140;127;69;40;55;15;87;231;164;59;0;;15;2.62;14.7;;;;1.6;0.0;345;63
98.64;756;21;21;1.0;1.15;2.33;22;0;73;43;0;0;0;0.0;0.0;140;127;69;24;55;15;86;231;166;59;0;;15;2.62;14.7;;;;1.5;0.0;345;63
99.04;832;20;20;1.0;1.14;2.31;22;0;73;43;0;0;0;0.0;0.0;140;127;69;56;55;15;87;231;165;59;1;;15;2.5;14.7;;;;1.6;0.0;345;63
99.43;768;20;20;1.0;1.12;2.27;22;0;72;43;0;0;0;0.0;0.0;140;127;69;56;55;15;87;230;165;59;0;;15;2.5;14.7;;;;1.4;0.0;345;63
99.84;820;20;20;1.0;1.12;2.25;22;0;72;43;0;0;0;0.0;0.0;140;127;69;24;55;15;87;232;165;59;0;;15;2.5;14.7;;;;1.5;0.0;345;63
100.25;807;21;21;1.0;1.13;2.29;22;0;73;43;0;0;0;0.0;0.0;140;127;69;8;55;15;86;231;166;59;0;;15;2.62;14.7;;;;1.5;0.0;345;63
100.64;781;21;21;1.0;1.15;2.33;22;0;74;43;0;0;0;0.0;0.0;140;127;69;24;55;15;86;233;166;59;1;;15;2.62;14.7;;;;1.5;0.0;345;63
101.04;871;20;20;1.0;1.12;2.25;22;0;72;43;0;0;0;0.0;0.0;140;127;69;24;55;15;87;231;165;59;0;;15;2.5;14.7;;;;1.6;0.0;345;63
101.44;781;21;21;1.0;1.16;2.34;22;0;74;43;0;0;0;0.0;0.0;140;127;69;24;55;15;87;233;165;59;0;;15;2.62;14.7;;;;1.5;0.0;345;63
101.86;832;20;20;1.0;1.12;2.25;22;0;72;43;0;0;0;0.0;0.0;140;127;69;24;55;15;87;233;165;59;0;;15;2.5;14.7;;;;1.6;0.0;345;63
102.25;756;22;22;1.0;1.19;2.42;22;0;75;43;0;0;0;0.0;0.0;140;127;69;56;55;15;87;233;165;59;0;;15;2.75;14.7;;;;1.5;0.0;345;63
102.65;820;20;20;1.0;1.1;2.23;22;0;71;43;0;0;0;0.0;0.0;140;127;69;40;55;15;86;232;166;59;0;;15;2.5;14.7;;;;1.5;0.0;345;63
103.06;871;20;20;1.0;1.12;2.27;22;0;73;43;0;0;0;0.0;0.0;140;127;69;40;55;15;86;234;166;59;0;;15;2.5;14.7;;;;1.7;0.0;345;63
103.46;820;21;21;1.0;1.14;2.31;22;0;73;43;0;0;0;0.0;0.0;140;127;69;24;55;15;87;233;165;59;0;;15;2.62;14.7;;;;1.6;0.0;345;63
103.86;756;21;21;1.0;1.15;2.33;22;0;72;43;0;0;0;0.0;0.0;140;127;69;40;55;15;87;233;165;59;0;;15;2.62;14.7;;;;1.5;0.0;345;63
104.27;820;20;20;1.0;1.1;2.23;22;0;71;43;0;0;0;0.0;0.0;140;127;69;8;55;15;86;232;166;59;0;;15;2.5;14.7;;;;1.5;0.0;345;63
104.66;832;21;21;1.0;1.14;2.31;22;0;74;43;0;0;0;0.0;0.0;140;127;69;8;55;15;86;233;166;59;0;;15;2.62;14.7;;;;1.6;0.0;345;63
104.85;756;21;21;1.0;1.14;2.31;22;0;73;43;0;0;0;0.0;0.0;140;127;69;8;55;15;86;233;166;59;0;;15;2.62;14.7;;;;1.5;0.0;345;63
105.67;781;20;20;1.0;1.12;2.27;22;0;72;43;0;0;0;0.0;0.0;140;127;69;40;55;15;87;233;165;59;0;;15;2.5;14.7;;;;1.5;0.0;345;63
106.06;845;20;20;1.0;1.12;2.26;22;0;73;43;0;0;0;0.0;0.0;140;127;69;24;55;15;86;233;166;59;0;;15;2.5;14.7;;;;1.6;0.0;345;63
106.46;781;20;20;1.0;1.12;2.26;22;0;72;43;0;0;0;0.0;0.0;140;127;69;24;55;15;86;231;166;59;0;;15;2.5;14.7;;;;1.5;0.0;345;63
106.87;756;21;21;1.0;1.16;2.34;22;0;73;43;0;0;0;0.0;0.0;140;127;69;56;55;15;87;233;165;59;0;;15;2.62;14.7;;;;1.5;0.0;345;63
107.27;832;21;21;1.0;1.15;2.33;22;0;75;43;0;0;0;0.0;0.0;140;127;69;40;55;15;87;233;165;59;0;;15;2.62;14.7;;;;1.6;0.0;345;63
107.69;820;21;21;1.0;1.14;2.31;22;0;73;43;0;0;0;0.0;0.0;140;127;69;56;55;15;87;233;165;59;0;;15;2.62;14.7;;;;1.6;0.0;345;63
108.07;807;20;20;1.0;1.1;2.23;22;0;71;43;0;0;0;0.0;0.0;140;127;69;24;55;15;86;232;166;59;0;;15;2.5;14.7;;;;1.5;0.0;345;63
108.28;845;20;20;1.0;1.14;2.29;22;0;74;43;0;0;0;0.0;0.0;140;127;69;40;55;15;87;232;165;59;1;;15;2.5;14.7;;;;1.6;0.0;345;63
108.69;768;21;21;1.0;1.16;2.36;22;0;74;43;0;0;0;0.0;0.0;140;127;69;8;55;15;86;232;165;59;0;;15;2.62;14.7;;;;1.5;0.0;345;63
109.49;768;20;20;1.0;1.01;1.98;22;0;50;43;0;0;0;0.0;0.0;140;127;69;24;55;15;87;232;165;59;0;;15;2.5;14.7;;;;1.3;0.0;345;63
109.88;781;21;21;1.0;1.14;2.29;22;0;66;43;0;0;0;0.0;0.0;140;127;69;56;55;15;89;230;162;59;0;;15;2.62;14.7;;;;1.5;0.0;345;63
110.29;781;21;21;1.0;1.08;2.16;22;0;58;43;0;0;0;0.0;0.0;140;127;69;8;55;15;88;233;163;59;0;;15;2.62;14.7;;;;1.4;0.0;345;63
110.69;756;22;22;1.0;1.18;2.39;22;0;71;43;0;0;0;0.0;0.0;140;127;69;56;55;15;87;234;164;59;1;;15;2.75;14.7;;;;1.5;0.0;345;63
111.09;832;21;21;1.0;1.13;2.29;22;0;64;43;0;0;0;0.0;0.0;140;127;69;56;55;15;86;235;166;59;1;;15;2.62;14.7;;;;1.6;0.0;345;63
111.49;730;22;22;1.0;1.17;2.36;22;0;69;43;0;0;0;0.0;0.0;140;127;69;56;55;15;88;233;163;59;0;;15;2.75;14.7;;;;1.4;0.0;345;63
111.9;781;22;22;1.0;1.17;2.38;22;0;70;43;0;0;0;0.0;0.0;140;127;69;56;55;15;87;233;164;59;0;;15;2.75;14.7;;;;1.5;0.0;345;63
112.29;781;22;22;1.0;1.18;2.41;22;0;72;43;0;0;0;0.0;0.0;140;127;69;56;55;15;87;234;165;59;0;;15;2.75;14.7;;;;1.6;0.0;345;63
112.5;730;22;22;1.0;1.1;2.21;22;0;61;43;0;0;0;0.0;0.0;140;127;69;40;55;15;86;233;166;59;0;;15;2.75;14.7;;;;1.3;0.0;345;63
112.9;871;21;21;1.0;1.12;2.26;22;0;67;43;0;0;0;0.0;0.0;140;127;69;24;55;15;86;235;166;59;0;;15;2.62;14.7;;;;1.6;0.0;345;63
113.29;730;22;22;1.0;1.15;2.33;22;0;65;43;0;0;0;0.0;0.0;140;127;69;56;55;15;86;235;164;59;0;;15;2.75;14.7;;;;1.4;0.0;345;63
113.71;820;21;21;1.0;1.1;2.23;22;0;63;43;0;0;0;0.0;0.0;140;127;69;8;55;15;86;236;166;59;0;;15;2.62;14.7;;;;1.5;0.0;345;63
114.1;807;22;22;1.0;1.1;2.21;22;0;65;43;0;0;0;0.0;0.0;140;127;69;56;55;15;86;237;166;59;0;;15;2.75;14.7;;;;1.5;0.0;345;63
114.5;781;21;21;1.0;1.11;2.25;22;0;62;43;0;0;0;0.0;0.0;156;127;69;24;55;15;86;235;166;59;0;;15;2.62;14.7;;;;1.5;0.0;345;63
114.92;820;22;22;1.0;1.14;2.31;22;0;68;43;0;0;0;0.0;0.0;140;127;69;56;55;15;86;237;166;59;0;;15;2.75;14.7;;;;1.6;0.0;345;63
115.32;756;21;21;1.0;1.07;2.14;22;0;59;43;0;0;0;0.0;0.0;140;127;69;24;55;15;87;233;165;59;1;;15;2.62;14.7;;;;1.3;0.0;345;63
115.71;807;22;22;1.0;1.13;2.28;22;0;67;43;0;0;0;0.0;0.0;140;127;69;8;55;15;87;236;165;59;0;;15;2.75;14.7;;;;1.5;0.0;345;63
116.11;756;22;22;1.0;1.12;2.25;22;0;63;43;0;0;0;0.0;0.0;140;127;69;56;55;15;87;234;165;59;0;;15;2.75;14.7;;;;1.4;0.0;345;63
116.52;820;22;22;1.0;1.17;2.38;22;0;72;43;0;0;0;0.0;0.0;140;127;69;40;55;15;87;236;165;59;1;;15;2.75;14.7;;;;1.6;0.0;345;63
116.92;756;22;22;1.0;1.11;2.23;22;0;61;43;0;0;0;0.0;0.0;140;127;69;24;55;15;88;237;163;59;0;;15;2.75;14.7;;;;1.4;0.0;345;63
117.33;832;21;21;1.0;1.13;2.28;22;0;67;43;0;0;0;0.0;0.0;140;127;69;24;55;15;87;236;165;59;0;;15;2.62;14.7;;;;1.6;0.0;345;63
117.73;756;21;21;1.0;1.07;2.14;22;0;59;43;0;0;0;0.0;0.0;140;127;69;8;55;15;87;232;165;59;0;;15;2.62;14.7;;;;1.3;0.0;345;63
118.12;807;22;22;1.0;1.16;2.34;22;0;69;43;0;0;0;0.0;0.0;140;127;69;8;55;15;87;236;165;59;0;;15;2.75;14.7;;;;1.6;0.0;345;63
118.52;756;22;22;1.0;1.12;2.26;22;0;64;43;0;0;0;0.0;0.0;140;127;69;8;55;15;86;235;166;59;1;;15;2.75;14.7;;;;1.4;0.0;345;63
118.73;832;22;22;1.0;1.17;2.39;22;0;71;43;0;0;0;0.0;0.0;140;127;69;40;55;15;86;237;166;59;0;;15;2.75;14.7;;;;1.7;0.0;345;63
119.14;807;21;21;1.0;1.04;2.08;22;0;55;43;0;0;0;0.0;0.0;140;127;69;56;55;15;86;235;166;59;1;;15;2.62;14.7;;;;1.4;0.0;345;63
119.54;820;21;21;1.0;1.11;2.23;22;0;66;43;0;0;0;0.0;0.0;140;127;69;8;55;15;87;232;166;59;0;;15;2.62;14.7;;;;1.5;0.0;345;63
119.93;756;22;22;1.0;1.18;2.39;22;0;69;43;0;0;0;0.0;0.0;140;127;69;56;55;15;87;235;165;59;0;;15;2.75;14.7;;;;1.5;0.0;345;63
120.34;807;21;21;1.0;1.11;2.24;22;0;66;43;0;0;0;0.0;0.0;140;127;69;8;55;15;87;236;166;59;0;;15;2.62;14.7;;;;1.5;0.0;345;63
120.75;820;21;21;1.0;1.07;2.15;22;0;59;43;0;0;0;0.0;0.0;140;127;69;40;55;15;86;235;166;59;0;;15;2.62;14.7;;;;1.5;0.0;345;63
121.15;781;22;22;1.0;1.14;2.31;22;0;66;43;0;0;0;0.0;0.0;140;127;69;8;55;15;87;237;164;59;0;;15;2.75;14.7;;;;1.5;0.0;345;63
121.73;832;22;22;1.0;1.28;2.66;22;0;90;43;0;0;0;0.0;0.0;140;127;69;40;55;15;87;238;165;59;1;;15;2.75;14.7;;;;1.8;0.0;345;63
122.15;922;20;20;1.0;1.26;2.61;22;0;108;43;0;0;0;0.0;0.0;140;127;69;24;55;15;86;238;166;59;1;;15;2.5;14.7;;;;2.0;0.0;345;63
122.54;884;19;19;1.0;1.24;2.54;22;0;116;43;0;0;0;0.0;0.0;140;127;69;56;55;15;87;235;165;59;1;;15;2.38;14.7;;;;1.9;0.0;345;63
122.94;922;20;20;1.0;1.3;2.71;22;0;113;43;0;0;0;0.0;0.0;140;127;69;8;55;15;87;236;165;59;1;;15;2.5;14.7;;;;2.1;0.0;345;63
123.36;884;20;20;1.0;1.28;2.66;22;0;107;43;0;0;0;0.0;0.0;140;127;69;8;55;15;87;236;165;59;1;;15;2.5;14.7;;;;2.0;0.0;345;63
123.76;832;19;19;1.0;1.27;2.62;22;0;108;43;0;0;0;0.0;0.0;140;127;69;8;55;15;87;232;165;59;1;;15;2.38;14.7;;;;1.8;0.0;345;63
124.16;832;20;20;1.0;1.31;2.74;22;0;111;43;0;0;0;0.0;0.0;140;127;69;56;55;15;87;235;165;59;0;;15;2.5;14.7;;;;1.9;0.0;345;63
124.56;832;20;20;1.0;1.31;2.73;22;0;113;43;0;0;0;0.0;0.0;140;127;69;56;55;15;87;234;165;59;1;;15;2.5;14.7;;;;1.9;0.0;345;63
