время_с;Обороты;Нагрузка (сглаж.);Расход мгновенный;ALPHA;Впрыск РЕАЛ (форс);Карта в тени;Вердикт указателя;XOR тени;Сумма тени;Карта топлива вернула;TPS дроссель;TPS открытие;Обогащ. ускорения;Флаг TPS;VE выбранное;Ktps выбранное;Флаг ХХ/газ;Банк концевиков;Флаги угла;Замкнутый цикл;УОЗ финал сырьё;УОЗ карта;Цель ХХ;АЦП ch0 (МАФ/ДАД);Давление;АЦП ch1 напряжение;АЦП ch2 темп ОЖ;АЦП ch3 O2;peek ($1600);УОЗ_°BTDC;TP_%8;AFR_цель;AFR_факт;поправка_VE;давление_кПа;Загрузка_форс_%;Газ_%;K_форс;КМ;Впрыск расчёт
0.63;1178;22;22;1.0;4.86;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;56;34;36;103;1;20;170;148;8;;36;2.75;14.15;;;;4.8;0.0;345;63;2.46
1.05;1204;22;22;1.0;4.81;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;24;34;36;103;1;19;170;148;8;;36;2.75;14.15;;;;4.8;0.0;345;63;2.44
1.45;1204;22;22;1.0;4.83;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;8;34;36;103;1;21;170;148;8;;36;2.75;14.15;;;;4.8;0.0;345;63;2.45
1.87;1204;22;22;1.0;4.96;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;24;34;36;103;1;23;170;148;8;;36;2.75;14.15;;;;5.0;0.0;345;63;2.5
2.06;1165;22;22;1.0;4.96;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;56;34;36;103;1;22;170;148;8;;36;2.75;14.15;;;;4.8;0.0;345;63;2.5
2.48;1153;22;22;1.0;4.91;0;0;119;183;64;42;0;0;0;0.0;0.0;156;127;69;8;34;36;103;1;20;170;148;8;;36;2.75;14.15;;;;4.7;0.0;345;63;2.48
2.9;1153;22;22;1.0;4.88;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;8;34;36;103;1;19;170;148;8;;36;2.75;14.15;;;;4.7;0.0;345;63;2.47
3.29;1114;22;22;1.0;4.96;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;8;35;35;103;1;19;170;147;8;;35;2.75;14.15;;;;4.6;0.0;345;63;2.5
3.71;1165;22;22;1.0;4.93;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;24;34;36;103;1;20;170;147;8;;36;2.75;14.15;;;;4.8;0.0;345;63;2.49
4.13;1153;22;22;1.0;4.93;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;8;34;36;103;1;20;170;147;8;;36;2.75;14.15;;;;4.7;0.0;345;63;2.49
4.55;1153;22;22;1.0;4.93;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;8;34;36;103;1;22;170;147;8;;36;2.75;14.15;;;;4.7;0.0;345;63;2.49
4.93;1178;22;22;1.0;4.81;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;56;34;36;103;1;20;170;147;8;;36;2.75;14.15;;;;4.7;0.0;345;63;2.44
5.35;1165;22;22;1.0;4.91;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;24;33;37;103;1;22;170;147;8;;37;2.75;14.15;;;;4.8;0.0;345;63;2.48
5.56;1165;21;21;1.0;4.68;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;40;34;36;103;1;15;170;147;8;;36;2.62;14.15;;;;4.5;0.0;345;63;2.39
5.97;1140;22;22;1.0;4.86;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;8;34;36;103;1;18;170;147;8;;36;2.75;14.15;;;;4.6;0.0;345;63;2.46
6.36;1153;23;23;1.0;5.11;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;24;36;34;103;1;24;170;146;8;;34;2.88;14.15;;;;4.9;0.0;345;63;2.56
6.79;1153;22;22;1.0;4.88;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;8;36;34;103;1;19;170;146;8;;34;2.75;14.15;;;;4.7;0.0;345;63;2.47
7.21;1140;22;22;1.0;4.96;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;8;36;34;103;1;21;170;146;9;;34;2.75;14.15;;;;4.7;0.0;345;63;2.5
7.62;1153;21;21;1.0;4.76;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;8;36;34;103;1;17;170;146;9;;34;2.62;14.15;;;;4.6;0.0;345;63;2.42
8.02;1153;22;22;1.0;4.88;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;8;36;34;103;1;20;170;146;9;;34;2.75;14.15;;;;4.7;0.0;345;63;2.47
8.43;1140;23;23;1.0;5.03;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;8;36;34;103;1;22;170;146;9;;34;2.88;14.15;;;;4.8;0.0;345;63;2.53
8.83;1114;23;23;1.0;4.98;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;24;37;34;103;1;20;170;146;9;;33;2.88;14.15;;;;4.6;0.0;345;63;2.51
9.24;1140;22;22;1.0;4.91;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;24;36;34;103;1;19;170;146;9;;34;2.75;14.15;;;;4.7;0.0;345;63;2.48
9.47;1165;22;22;1.0;4.96;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;24;36;34;103;1;21;170;146;9;;34;2.75;14.15;;;;4.8;0.0;345;63;2.5
9.86;1178;22;22;1.0;4.91;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;24;36;34;103;1;20;170;145;9;;34;2.75;14.15;;;;4.8;0.0;345;63;2.48
10.27;1165;22;22;1.0;4.93;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;56;37;34;103;1;19;170;145;9;;33;2.75;14.15;;;;4.8;0.0;345;63;2.49
10.68;1178;21;21;1.0;4.81;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;56;36;34;103;1;16;170;145;9;;34;2.62;14.15;;;;4.7;0.0;345;63;2.44
11.09;1140;22;22;1.0;4.93;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;40;36;34;103;1;19;170;145;9;;34;2.75;14.15;;;;4.7;0.0;345;63;2.49
11.5;1140;22;22;1.0;4.93;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;40;37;34;103;1;19;170;145;9;;33;2.75;14.15;;;;4.7;0.0;345;63;2.49
11.9;1114;22;22;1.0;4.91;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;8;36;34;103;1;19;170;145;9;;34;2.75;14.15;;;;4.6;0.0;345;63;2.48
12.33;1140;22;22;1.0;4.91;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;8;36;34;103;1;20;170;145;9;;34;2.75;14.15;;;;4.7;0.0;345;63;2.48
12.75;1140;22;22;1.0;4.91;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;8;36;34;103;1;20;170;145;9;;34;2.75;14.15;;;;4.7;0.0;345;63;2.48
13.15;1114;22;22;1.0;4.93;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;24;37;33;103;1;19;170;144;9;;33;2.75;14.15;;;;4.6;0.0;345;63;2.49
13.36;1114;21;21;1.0;4.81;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;24;37;32;103;1;15;170;144;9;;33;2.62;14.15;;;;4.5;0.0;345;63;2.44
13.75;1153;21;21;1.0;4.78;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;56;38;33;103;1;13;170;144;9;;32;2.62;14.15;;;;4.6;0.0;345;63;2.43
14.17;1101;22;22;1.0;4.96;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;40;37;32;103;1;16;170;144;9;;33;2.75;14.15;;;;4.6;0.0;345;63;2.5
14.59;1140;23;23;1.0;4.98;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;56;38;32;103;1;17;170;144;9;;32;2.88;14.15;;;;4.7;0.0;345;63;2.51
14.97;1114;22;22;1.0;4.91;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;40;38;32;103;1;15;170;144;9;;32;2.75;14.15;;;;4.6;0.0;345;63;2.48
15.39;1114;22;22;1.0;4.98;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;56;38;32;103;1;17;170;144;8;;32;2.75;14.15;;;;4.6;0.0;345;63;2.51
15.79;1089;23;23;1.0;5.11;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;8;38;32;103;1;19;170;144;8;;32;2.88;14.15;;;;4.6;0.0;345;63;2.56
16.21;1165;22;22;1.0;4.88;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;24;38;33;103;1;17;170;143;8;;32;2.75;14.15;;;;4.7;0.0;345;63;2.47
16.62;1114;22;22;1.0;4.96;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;40;37;32;103;1;18;170;143;8;;33;2.75;14.15;;;;4.6;0.0;345;63;2.5
17.03;1089;23;23;1.0;5.03;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;8;38;32;103;1;19;170;143;8;;32;2.88;14.15;;;;4.6;0.0;345;63;2.53
17.45;1114;23;23;1.0;5.01;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;24;38;32;103;1;19;170;143;8;;32;2.88;14.15;;;;4.7;0.0;345;63;2.52
17.68;1101;22;22;1.0;4.91;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;8;38;32;103;1;16;170;143;8;;32;2.75;14.15;;;;4.5;0.0;345;63;2.48
18.06;1140;22;22;1.0;4.96;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;24;38;32;103;1;17;170;143;8;;32;2.75;14.15;;;;4.7;0.0;345;63;2.5
18.48;1101;23;23;1.0;5.01;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;40;37;32;103;1;18;170;143;8;;33;2.88;14.15;;;;4.6;0.0;345;63;2.52
18.9;1140;21;21;1.0;4.77;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;8;38;33;102;1;13;171;143;8;;32;2.62;14.15;;;;4.5;0.0;345;63;2.42
19.31;1153;22;22;1.0;4.93;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;56;38;33;103;1;18;170;143;8;;32;2.75;14.15;;;;4.7;0.0;345;63;2.49
19.69;1089;22;22;1.0;4.96;0;0;119;183;64;42;0;0;0;0.0;0.0;156;127;69;8;38;32;103;1;18;170;142;8;;32;2.75;14.15;;;;4.5;0.0;345;63;2.5
20.09;1140;22;22;1.0;4.91;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;24;38;32;103;1;17;170;142;8;;32;2.75;14.15;;;;4.7;0.0;345;63;2.48
20.49;1153;22;22;1.0;4.88;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;56;39;31;103;1;17;170;142;8;;31;2.75;14.15;;;;4.7;0.0;345;63;2.47
20.91;1101;22;22;1.0;4.93;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;40;38;31;103;1;16;170;142;8;;32;2.75;14.15;;;;4.5;0.0;345;63;2.49
21.34;1153;22;22;1.0;4.86;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;56;39;31;103;1;14;170;142;8;;31;2.75;14.15;;;;4.7;0.0;345;63;2.46
21.51;1101;23;23;1.0;5.01;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;8;39;31;103;1;18;170;142;8;;31;2.88;14.15;;;;4.6;0.0;345;63;2.52
21.93;1153;22;22;1.0;4.96;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;56;39;32;103;1;18;170;142;8;;31;2.75;14.15;;;;4.8;0.0;345;63;2.5
22.35;1089;22;22;1.0;4.91;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;40;38;31;103;1;16;170;142;8;;32;2.75;14.15;;;;4.5;0.0;345;63;2.48
22.74;1114;23;23;1.0;5.01;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;8;39;31;103;1;18;170;142;8;;31;2.88;14.15;;;;4.7;0.0;345;63;2.52
23.17;1089;22;22;1.0;4.93;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;40;39;31;103;1;15;170;141;8;;31;2.75;14.15;;;;4.5;0.0;345;63;2.49
23.57;1114;23;23;1.0;4.98;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;24;39;31;103;1;16;170;141;8;;31;2.88;14.15;;;;4.6;0.0;345;63;2.51
23.99;1101;23;23;1.0;4.98;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;40;38;31;103;1;17;170;141;8;;32;2.88;14.15;;;;4.6;0.0;345;63;2.51
24.39;1140;22;22;1.0;4.93;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;24;39;32;103;1;18;170;141;8;;31;2.75;14.15;;;;4.7;0.0;345;63;2.49
24.79;1114;22;22;1.0;4.93;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;56;39;31;103;1;17;170;141;8;;31;2.75;14.15;;;;4.6;0.0;345;63;2.49
25.21;1101;22;22;1.0;4.93;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;8;38;32;103;1;16;170;141;8;;32;2.75;14.15;;;;4.5;0.0;345;63;2.49
25.6;1101;22;22;1.0;4.91;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;56;39;31;103;1;14;170;141;8;;31;2.75;14.15;;;;4.5;0.0;345;63;2.48
25.82;1063;23;23;1.0;5.11;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;24;39;31;105;1;18;167;141;8;;31;2.88;14.15;;;;4.5;0.0;345;63;2.57
26.21;1063;22;22;1.0;4.96;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;56;39;31;103;1;16;170;141;8;;31;2.75;14.15;;;;4.4;0.0;345;63;2.5
26.62;1101;22;22;1.0;4.93;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;24;39;31;103;1;17;170;141;8;;31;2.75;14.15;;;;4.5;0.0;345;63;2.49
27.05;1114;23;23;1.0;5.03;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;56;39;31;103;1;19;170;141;8;;31;2.88;14.15;;;;4.7;0.0;345;63;2.53
27.46;1101;22;22;1.0;4.93;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;8;38;31;103;1;16;170;140;8;;32;2.75;14.15;;;;4.5;0.0;345;63;2.49
27.86;1153;22;22;1.0;4.93;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;56;39;31;103;1;17;170;140;8;;31;2.75;14.15;;;;4.7;0.0;345;63;2.49
28.28;1114;22;22;1.0;4.93;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;40;38;31;103;1;17;170;140;9;;32;2.75;14.15;;;;4.6;0.0;345;63;2.49
28.69;1101;22;22;1.0;4.91;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;24;38;32;103;1;16;170;140;9;;32;2.75;14.15;;;;4.5;0.0;345;63;2.48
29.12;1114;22;22;1.0;4.98;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;56;39;31;103;1;16;170;140;9;;31;2.75;14.15;;;;4.6;0.0;345;63;2.51
29.31;1101;22;22;1.0;4.96;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;24;39;32;103;1;16;170;140;9;;31;2.75;14.15;;;;4.6;0.0;345;63;2.5
29.73;1140;22;22;1.0;4.88;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;56;39;31;103;1;15;170;140;9;;31;2.75;14.15;;;;4.6;0.0;345;63;2.47
30.13;1101;22;22;1.0;4.86;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;8;39;32;103;1;14;170;140;9;;31;2.75;14.15;;;;4.5;0.0;345;63;2.46
30.54;1114;22;22;1.0;4.96;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;56;39;31;103;1;16;170;139;9;;31;2.75;14.15;;;;4.6;0.0;345;63;2.5
30.94;1101;22;22;1.0;4.88;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;56;39;31;103;1;13;170;139;9;;31;2.75;14.15;;;;4.5;0.0;345;63;2.47
31.37;1063;23;23;1.0;5.03;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;8;39;31;103;1;16;170;139;9;;31;2.88;14.15;;;;4.5;0.0;345;63;2.53
31.77;1114;22;22;1.0;4.93;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;24;39;31;103;1;16;170;139;9;;31;2.75;14.15;;;;4.6;0.0;345;63;2.49
32.17;1063;22;22;1.0;4.91;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;8;39;31;103;1;13;170;139;9;;31;2.75;14.15;;;;4.3;0.0;345;63;2.48
32.6;1063;23;23;1.0;5.05;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;56;39;31;104;1;17;169;139;8;;31;2.88;14.15;;;;4.5;0.0;345;63;2.54
32.99;1101;22;22;1.0;4.88;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;24;38;32;103;1;15;170;139;8;;32;2.75;14.15;;;;4.5;0.0;345;63;2.47
33.22;1101;22;22;1.0;4.93;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;56;39;31;103;1;16;170;139;8;;31;2.75;14.15;;;;4.5;0.0;345;63;2.49
33.6;1089;22;22;1.0;4.96;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;8;39;31;103;1;17;170;139;8;;31;2.75;14.15;;;;4.5;0.0;345;63;2.5
34.03;1140;23;23;1.0;5.03;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;24;39;32;103;1;19;170;139;8;;31;2.88;14.15;;;;4.8;0.0;345;63;2.53
34.44;1114;22;22;1.0;4.91;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;40;39;30;103;1;16;170;138;8;;31;2.75;14.15;;;;4.6;0.0;345;63;2.48
34.84;1114;22;22;1.0;4.83;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;24;40;30;103;1;14;170;138;8;;30;2.75;14.15;;;;4.5;0.0;345;63;2.45
35.26;1089;23;23;1.0;5.01;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;40;40;30;103;1;16;170;138;8;;30;2.88;14.15;;;;4.5;0.0;345;63;2.52
35.68;1140;22;22;1.0;4.98;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;56;40;30;103;1;16;170;138;8;;30;2.75;14.15;;;;4.7;0.0;345;63;2.51
36.08;1101;21;21;1.0;4.76;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;40;39;30;103;1;10;170;138;9;;31;2.62;14.15;;;;4.4;0.0;345;63;2.42
36.49;1140;22;22;1.0;4.86;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;24;40;30;103;1;14;170;138;9;;30;2.75;14.15;;;;4.6;0.0;345;63;2.46
36.69;1101;22;22;1.0;4.83;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;40;39;30;103;1;12;170;138;9;;31;2.75;14.15;;;;4.4;0.0;345;63;2.45
37.12;1089;22;22;1.0;4.88;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;56;40;30;103;1;12;170;138;9;;30;2.75;14.15;;;;4.4;0.0;345;63;2.47
37.52;1089;22;22;1.0;4.93;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;24;40;30;103;1;13;170;138;9;;30;2.75;14.15;;;;4.5;0.0;345;63;2.49
37.95;1089;22;22;1.0;4.83;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;40;40;30;103;1;12;170;138;9;;30;2.75;14.15;;;;4.4;0.0;345;63;2.45
38.36;1114;22;22;1.0;4.83;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;24;40;30;103;1;12;170;137;9;;30;2.75;14.15;;;;4.5;0.0;345;63;2.45
38.77;1089;22;22;1.0;4.88;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;8;40;30;103;1;13;170;137;9;;30;2.75;14.15;;;;4.4;0.0;345;63;2.47
39.19;1063;22;22;1.0;4.96;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;40;40;30;103;1;12;170;137;9;;30;2.75;14.15;;;;4.4;0.0;345;63;2.5
39.6;1089;23;23;1.0;5.03;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;56;40;30;103;1;14;170;137;9;;30;2.88;14.15;;;;4.6;0.0;345;63;2.53
40.01;1089;22;22;1.0;4.96;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;56;40;30;103;1;12;170;137;9;;30;2.75;14.15;;;;4.5;0.0;345;63;2.5
40.21;1063;22;22;1.0;4.91;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;24;40;30;103;1;11;170;137;9;;30;2.75;14.15;;;;4.3;0.0;345;63;2.48
40.61;1089;22;22;1.0;4.83;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;8;40;30;103;1;11;170;137;9;;30;2.75;14.15;;;;4.4;0.0;345;63;2.45
41.03;1063;22;22;1.0;4.88;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;40;40;30;103;1;11;170;137;10;;30;2.75;14.15;;;;4.3;0.0;345;63;2.47
41.42;1101;22;22;1.0;4.81;0;0;119;183;64;42;0;0;0;0.0;0.0;156;127;69;24;40;30;103;1;10;170;137;10;;30;2.75;14.15;;;;4.4;0.0;345;63;2.44
41.85;1101;21;21;1.0;4.66;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;8;40;30;103;1;5;170;136;10;;30;2.62;14.15;;;;4.3;0.0;345;63;2.38
42.27;1037;21;21;1.0;4.83;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;24;40;30;103;1;6;170;136;10;;30;2.62;14.15;;;;4.2;0.0;345;63;2.45
42.68;1063;22;22;1.0;4.83;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;8;40;30;103;1;9;170;136;10;;30;2.75;14.15;;;;4.3;0.0;345;63;2.45
43.08;1063;21;21;1.0;4.78;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;40;39;30;103;1;10;170;136;10;;31;2.62;14.15;;;;4.2;0.0;345;63;2.43
43.49;1089;22;22;1.0;4.91;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;56;40;30;103;1;11;170;136;10;;30;2.75;14.15;;;;4.5;0.0;345;63;2.48
43.92;1101;22;22;1.0;4.88;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;8;40;30;103;1;11;170;136;10;;30;2.75;14.15;;;;4.5;0.0;345;63;2.47
44.1;1063;22;22;1.0;4.91;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;56;40;30;103;1;10;170;136;10;;30;2.75;14.15;;;;4.3;0.0;345;63;2.48
44.55;1050;22;22;1.0;4.86;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;40;40;30;103;1;9;170;136;10;;30;2.75;14.15;;;;4.3;0.0;345;63;2.46
44.93;1050;22;22;1.0;4.91;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;56;40;30;103;1;9;170;136;10;;30;2.75;14.15;;;;4.3;0.0;345;63;2.48
45.35;1050;21;21;1.0;4.81;0;0;119;183;64;42;0;0;0;0.0;0.0;140;127;69;40;40;30;103;1;8;170;136;11;;30;2.62;14.15;;;;4.2;0.0;345;63;2.44
48.43;1089;22;22;1.0;4.93;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;8;40;30;103;1;11;170;135;10;;30;2.75;14.15;;;;4.5;0.0;345;63;2.49
48.82;1089;22;22;1.0;4.93;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;56;40;30;103;1;11;170;134;10;;30;2.75;14.15;;;;4.5;0.0;345;63;2.49
49.26;1089;22;22;1.0;4.86;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;24;40;30;103;1;10;170;134;10;;30;2.75;14.15;;;;4.4;0.0;345;63;2.46
49.68;1089;22;22;1.0;4.86;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;56;40;30;103;1;9;170;134;10;;30;2.75;14.15;;;;4.4;0.0;345;63;2.46
50.1;1037;22;22;1.0;4.98;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;24;40;30;103;1;11;170;134;10;;30;2.75;14.15;;;;4.3;0.0;345;63;2.51
50.49;1050;22;22;1.0;4.92;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;8;40;30;102;1;10;171;134;10;;30;2.75;14.15;;;;4.3;0.0;345;63;2.48
50.91;1063;22;22;1.0;4.83;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;8;40;30;103;1;10;170;134;10;;30;2.75;14.15;;;;4.3;0.0;345;63;2.45
51.34;1063;22;22;1.0;4.86;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;40;40;30;103;1;10;170;134;10;;30;2.75;14.15;;;;4.3;0.0;345;63;2.46
51.54;1114;21;21;1.0;4.81;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;24;40;30;103;1;9;170;134;10;;30;2.62;14.15;;;;4.5;0.0;345;63;2.44
51.97;1063;22;22;1.0;4.91;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;8;40;30;103;1;11;170;134;10;;30;2.75;14.15;;;;4.3;0.0;345;63;2.48
52.37;1063;22;22;1.0;4.86;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;40;40;30;103;1;8;170;134;10;;30;2.75;14.15;;;;4.3;0.0;345;63;2.46
52.77;1037;22;22;1.0;4.81;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;56;41;29;103;1;7;170;133;10;;29;2.75;14.15;;;;4.2;0.0;345;63;2.44
53.17;1050;22;22;1.0;4.88;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;8;41;29;103;1;10;170;133;10;;29;2.75;14.15;;;;4.3;0.0;345;63;2.47
53.61;1037;22;22;1.0;4.81;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;8;41;29;103;1;7;170;133;10;;29;2.75;14.15;;;;4.2;0.0;345;63;2.44
54.01;999;22;22;1.0;4.86;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;24;41;29;103;1;7;170;133;10;;29;2.75;13.73;;;;4.0;0.0;345;63;2.46
54.4;1050;22;22;1.0;4.78;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;56;41;29;103;1;5;170;133;10;;29;2.75;14.15;;;;4.2;0.0;345;63;2.43
54.82;1050;22;22;1.0;4.88;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;56;41;29;103;1;8;170;133;10;;29;2.75;14.15;;;;4.3;0.0;345;63;2.47
55.04;1012;22;22;1.0;4.91;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;40;41;29;103;1;7;170;133;10;;29;2.75;13.73;;;;4.1;0.0;345;63;2.48
55.46;1012;22;22;1.0;4.86;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;8;41;29;103;1;6;170;133;10;;29;2.75;13.73;;;;4.1;0.0;345;63;2.46
55.87;1050;21;21;1.0;4.71;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;24;41;29;103;1;3;170;133;10;;29;2.62;14.15;;;;4.1;0.0;345;63;2.4
56.28;1063;22;22;1.0;4.78;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;24;41;29;103;1;5;170;133;10;;29;2.75;14.15;;;;4.2;0.0;345;63;2.43
