время_с;Обороты;Нагрузка (сглаж.);Расход мгновенный;ALPHA;Впрыск РЕАЛ (форс);Карта в тени;Вердикт указателя;XOR тени;Сумма тени;Карта топлива вернула;TPS дроссель;TPS открытие;Обогащ. ускорения;Флаг TPS;VE выбранное;Ktps выбранное;Флаг ХХ/газ;Банк концевиков;Флаги угла;Замкнутый цикл;УОЗ финал сырьё;УОЗ карта;Цель ХХ;АЦП ch0 (МАФ/ДАД);Давление;АЦП ch1 напряжение;АЦП ch2 темп ОЖ;АЦП ch3 O2;peek ($1600);УОЗ_°BTDC;TP_%8;AFR_цель;AFR_факт;поправка_VE;давление_кПа;Загрузка_форс_%;Газ_%;K_форс;КМ;Впрыск расчёт
359.29;781;26;26;1.0;5.0;1;1;119;183;66;42;0;0;0;0.0;0.0;140;127;69;8;55;15;104;0;252;169;83;0;;15;3.25;14.47;;;;3.3;0.0;345;63;2.52
359.66;832;25;25;1.0;4.9;1;1;119;183;66;42;0;0;0;0.0;0.0;140;127;69;8;55;15;104;0;252;169;83;0;;15;3.12;14.47;;;;3.4;0.0;345;63;2.48
360.07;768;25;25;1.0;4.93;1;1;119;183;66;42;0;0;0;0.0;0.0;140;127;69;8;55;15;103;0;252;170;83;0;;15;3.12;14.47;;;;3.2;0.0;345;63;2.49
360.5;845;25;25;1.0;4.95;1;1;119;183;66;42;0;0;0;0.0;0.0;140;127;69;8;55;15;104;0;252;169;83;0;;15;3.12;14.47;;;;3.5;0.0;345;63;2.5
360.91;756;26;26;1.0;5.05;1;1;119;183;66;42;0;0;0;0.0;0.0;140;127;69;56;55;15;104;0;252;169;83;0;;15;3.25;14.47;;;;3.2;0.0;345;63;2.54
361.09;781;27;27;1.0;5.12;1;1;119;183;66;42;0;0;0;0.0;0.0;140;127;69;8;55;15;104;0;253;169;83;0;;15;3.38;14.47;;;;3.3;0.0;345;63;2.57
361.53;768;28;28;1.0;5.36;1;1;119;183;66;42;0;0;0;0.0;0.0;140;127;69;56;55;15;105;0;255;168;83;0;;15;3.5;14.47;;;;3.4;0.0;345;63;2.67
361.92;781;25;25;1.0;4.87;1;1;119;183;66;42;0;0;0;0.0;0.0;140;127;69;56;55;15;104;0;247;169;82;0;;15;3.12;14.47;;;;3.2;0.0;345;63;2.47
362.33;807;26;26;1.0;5.01;1;1;119;183;66;42;0;0;0;0.0;0.0;140;127;69;8;55;15;103;0;252;170;82;0;;15;3.25;14.47;;;;3.4;0.0;345;63;2.52
362.77;832;28;28;1.0;5.25;1;1;119;183;66;42;0;0;0;0.0;0.0;140;127;69;8;55;15;104;1;3;169;82;0;;15;3.5;14.47;;;;3.6;0.0;345;63;2.62
363.17;653;31;31;1.0;0.0;1;1;119;183;65;42;0;0;0;0.0;0.0;141;79;65;56;53;17;105;1;3;167;81;0;;17;3.88;14.7;;;;0.0;0.0;345;63;0.53
