Время, с;Обороты;Нагрузка (ось карт);Наполнение мгновенное;Дроссель открытие;Впрыск, мс;Мёртвое время форсунки;Обогащение ускорения;Смесь из карты (сырьё);УОЗ сырьё;УОЗ из карты;Откат по детонации, °;Давление, кПа;VE (ДАД);Ktps (ДАД);Коррекция по лямбде;Живая карта;Состояние указателя;УОЗ, градусы;Нагрузка TP;Газ, %;Впрыск расчётный, мс;Загрузка форсунок, %;K форсунок;КМ (ДАД);AFR цель;AFR факт (ШДК);Поправка VE (факт/цель);ФЛАГ Отсечка;ФЛАГ Впрыск разрешён;ФЛАГ Замкнутый цикл;ФЛАГ Крэнк;ФЛАГ Нейтраль;ФЛАГ Холостой ход;ФЛАГ Стартер;ФЛАГ Неисправность TPS;ФЛАГ $0053.08 гейт наката;ФЛАГ $0053.40 гейт наката;ФЛАГ $0053.80 не разобран;АЦП Расходомер/ДАД;АЦП Дроссель;АЦП Напряжение борта;АЦП Температура ОЖ;АЦП Лямбда;АЦП канал 9 (свободный)
47.51;1281;25;25;0;6.28;83;0;64;31;39;0;0;0.0;0.0;1.0;0;0;39;3.12;0.0;2.93;6.7;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;299;42;163;160;0;
47.9;1306;25;25;0;6.35;84;0;64;32;38;0;0;0.0;0.0;1.0;0;0;38;3.12;0.0;2.96;6.9;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;300;42;162;160;0;
48.33;1306;24;24;0;6.01;83;0;64;32;38;0;0;0.0;0.0;1.0;0;0;38;3.0;0.0;2.82;6.5;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;295;42;163;160;0;
48.76;1370;25;25;0;6.21;81;0;64;32;39;0;0;0.0;0.0;1.0;0;0;38;3.12;0.0;2.89;7.1;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;301;42;166;160;0;
49.18;1319;25;25;0;6.08;81;0;64;32;38;0;0;0.0;0.0;1.0;0;0;38;3.12;0.0;2.84;6.7;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;299;42;165;160;0;
49.38;1281;25;25;0;6.05;80;0;64;32;38;0;0;0.0;0.0;1.0;0;0;38;3.12;0.0;2.82;6.5;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;299;42;167;159;0;
49.78;1281;25;25;0;6.13;83;0;64;31;39;0;0;0.0;0.0;1.0;0;0;39;3.12;0.0;2.87;6.5;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;299;42;163;159;0;
50.21;1383;24;24;0;5.85;82;0;64;32;38;0;0;0.0;0.0;1.0;0;0;38;3.0;0.0;2.75;6.7;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;297;42;165;159;0;
50.62;1332;24;24;0;5.8;82;0;64;33;38;0;0;0.0;0.0;1.0;0;0;37;3.0;0.0;2.73;6.4;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;295;42;165;159;0;
51.03;1281;24;24;0;5.87;82;0;64;32;38;0;0;0.0;0.0;1.0;0;0;38;3.0;0.0;2.76;6.3;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;295;42;164;159;0;
51.43;1281;25;25;0;5.82;82;0;64;32;37;0;0;0.0;0.0;1.0;0;0;38;3.12;0.0;2.74;6.2;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;296;42;165;159;0;
51.63;1319;25;25;0;5.86;83;0;64;33;38;0;0;0.0;0.0;1.0;0;0;37;3.12;0.0;2.76;6.4;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;298;42;163;159;0;
52.04;1370;24;24;0;5.66;81;0;64;32;38;0;0;0.0;0.0;1.0;0;0;38;3.0;0.0;2.67;6.5;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;297;42;166;159;0;
52.46;1319;24;24;0;5.7;82;0;64;32;39;0;0;0.0;0.0;1.0;0;0;38;3.0;0.0;2.69;6.3;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;297;42;164;159;0;
52.89;1306;25;25;0;5.78;81;0;64;31;38;0;0;0.0;0.0;1.0;0;0;39;3.12;0.0;2.72;6.3;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;299;42;166;159;0;
53.29;1319;25;25;0;5.68;81;0;64;32;38;0;0;0.0;0.0;1.0;0;0;38;3.12;0.0;2.68;6.2;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;297;42;166;159;0;
53.7;1332;25;25;0;5.75;82;0;64;33;38;0;0;0.0;0.0;1.0;0;0;37;3.12;0.0;2.71;6.4;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;298;42;164;159;0;
53.9;1345;24;24;0;5.46;81;0;64;32;38;0;0;0.0;0.0;1.0;0;0;38;3.0;0.0;2.59;6.1;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;293;42;166;159;0;
54.32;1281;24;24;0;5.45;80;0;64;32;38;0;0;0.0;0.0;1.0;0;0;38;3.0;0.0;2.58;5.8;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;295;42;167;159;0;
54.73;1306;25;25;0;5.66;83;0;64;32;38;0;0;0.0;0.0;1.0;0;0;38;3.12;0.0;2.68;6.2;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;297;42;163;159;0;
55.14;1345;25;25;0;5.57;82;0;64;32;38;0;0;0.0;0.0;1.0;0;0;38;3.12;0.0;2.64;6.2;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;298;42;164;159;0;
55.53;1345;25;25;0;5.52;82;0;64;33;38;0;0;0.0;0.0;1.0;0;0;37;3.12;0.0;2.62;6.2;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;298;42;167;159;0;
55.98;1306;25;25;0;5.57;80;0;64;32;38;0;0;0.0;0.0;1.0;0;0;38;3.12;0.0;2.63;6.1;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;300;42;167;159;0;
56.39;1281;26;26;0;5.6;82;0;64;32;37;0;0;0.0;0.0;1.0;0;0;38;3.25;0.0;2.65;6.0;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;301;42;165;159;0;
56.6;1332;25;25;0;5.4;80;0;64;32;38;0;0;0.0;0.0;1.0;0;0;38;3.12;0.0;2.56;6.0;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;298;42;167;159;0;
56.99;1370;25;25;0;5.42;80;0;64;31;38;0;0;0.0;0.0;1.0;0;0;39;3.12;0.0;2.57;6.2;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;299;42;167;159;0;
57.41;1306;25;25;0;5.52;80;0;64;32;38;0;0;0.0;0.0;1.0;0;0;38;3.12;0.0;2.61;6.0;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;300;42;165;159;0;
57.83;1306;26;26;0;5.6;82;0;64;32;38;0;0;0.0;0.0;1.0;0;0;38;3.25;0.0;2.65;6.1;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;302;42;165;159;0;
58.22;1306;25;25;0;5.52;82;0;64;31;38;0;0;0.0;0.0;1.0;0;0;39;3.12;0.0;2.62;6.0;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;301;42;165;159;0;
58.64;1370;23;23;0;5.21;81;0;64;32;39;0;0;0.0;0.0;1.0;0;0;38;2.88;0.0;2.49;5.9;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;294;42;166;159;0;
58.83;1319;23;23;0;5.17;80;0;64;32;38;0;0;0.0;0.0;1.0;0;0;38;2.88;0.0;2.47;5.7;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;292;42;167;159;0;
59.26;1319;25;25;0;5.41;81;0;64;32;38;0;0;0.0;0.0;1.0;0;0;38;3.12;0.0;2.57;5.9;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;297;42;167;159;0;
59.67;1370;24;24;0;5.27;80;0;64;32;38;0;0;0.0;0.0;1.0;0;0;38;3.0;0.0;2.51;6.0;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;295;42;167;159;0;
60.07;1319;25;25;0;5.42;82;0;64;32;39;0;0;0.0;0.0;1.0;0;0;38;3.12;0.0;2.58;6.0;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;298;42;165;158;0;
60.48;1319;24;24;0;5.3;80;0;64;32;38;0;0;0.0;0.0;1.0;0;0;38;3.0;0.0;2.52;5.8;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;295;42;167;158;0;
60.88;1319;25;25;0;5.4;80;0;64;32;38;0;0;0.0;0.0;1.0;0;0;38;3.12;0.0;2.56;5.9;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;297;42;167;158;1;
61.12;1345;23;23;0;5.17;80;0;64;32;38;0;0;0.0;0.0;1.0;0;0;38;2.88;0.0;2.47;5.8;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;291;42;168;158;1;
61.5;1332;23;23;0;5.17;80;0;64;32;38;0;0;0.0;0.0;1.0;0;0;38;2.88;0.0;2.47;5.7;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;291;42;168;158;1;
61.94;1306;23;23;0;5.15;80;0;64;33;38;0;0;0.0;0.0;1.0;0;0;37;2.88;0.0;2.46;5.6;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;289;42;168;158;1;
62.34;1306;24;24;0;5.35;80;0;64;33;38;0;0;0.0;0.0;1.0;0;0;37;3.0;0.0;2.54;5.8;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;294;42;168;158;1;
62.74;1306;24;24;0;5.32;80;0;64;32;38;0;0;0.0;0.0;1.0;0;0;38;3.0;0.0;2.53;5.8;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;293;42;168;158;1;
63.19;1306;24;24;0;5.2;80;0;64;32;38;0;0;0.0;0.0;1.0;0;0;38;3.0;0.0;2.48;5.7;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;291;42;168;158;1;
63.4;1281;24;24;0;5.22;80;0;64;32;38;0;0;0.0;0.0;1.0;0;0;38;3.0;0.0;2.49;5.6;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;291;42;167;158;1;
63.78;1306;23;23;0;5.17;80;0;64;32;38;0;0;0.0;0.0;1.0;0;0;38;2.88;0.0;2.47;5.6;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;289;42;168;158;1;
64.19;1281;24;24;0;5.27;80;0;64;33;37;0;0;0.0;0.0;1.0;0;0;37;3.0;0.0;2.51;5.6;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;291;42;168;158;1;
64.63;1319;24;24;0;5.3;80;0;64;33;37;0;0;0.0;0.0;1.0;0;0;37;3.0;0.0;2.52;5.8;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;292;42;167;158;1;
65.03;1332;23;23;0;5.15;80;0;64;33;37;0;0;0.0;0.0;1.0;0;0;37;2.88;0.0;2.46;5.7;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;289;42;168;158;1;
65.45;1332;24;24;0;5.27;80;0;64;32;38;0;0;0.0;0.0;1.0;0;0;38;3.0;0.0;2.51;5.8;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;292;42;168;157;1;
65.66;1319;23;23;0;5.2;80;0;64;33;38;0;0;0.0;0.0;1.0;0;0;37;2.88;0.0;2.48;5.7;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;289;42;168;157;1;
66.07;1319;23;23;0;5.1;80;0;64;33;37;0;0;0.0;0.0;1.0;0;0;37;2.88;0.0;2.44;5.6;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;286;42;168;157;1;
66.48;1306;24;24;0;5.3;80;0;64;32;38;0;0;0.0;0.0;1.0;0;0;38;3.0;0.0;2.52;5.8;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;292;42;168;157;1;
66.9;1281;24;24;0;5.2;80;0;64;32;37;0;0;0.0;0.0;1.0;0;0;38;3.0;0.0;2.48;5.6;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;289;42;168;157;1;
67.29;1281;22;22;0;4.97;80;0;64;33;37;0;0;0.0;0.0;1.0;0;0;37;2.75;0.0;2.39;5.3;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;283;42;168;157;1;
67.7;1255;23;23;0;5.18;79;0;64;32;37;0;0;0.0;0.0;1.0;0;0;38;2.88;0.0;2.47;5.4;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;288;42;168;157;1;
68.12;1255;24;24;0;5.22;80;0;64;32;38;0;0;0.0;0.0;1.0;0;0;38;3.0;0.0;2.49;5.5;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;289;42;168;157;1;
68.32;1268;23;23;0;5.13;79;0;64;33;38;0;0;0.0;0.0;1.0;0;0;37;2.88;0.0;2.45;5.4;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;287;42;169;157;1;
68.71;1319;23;23;0;5.1;80;0;64;33;37;0;0;0.0;0.0;1.0;0;0;37;2.88;0.0;2.44;5.6;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;286;42;168;157;1;
69.14;1306;23;23;0;5.17;80;0;64;33;37;0;0;0.0;0.0;1.0;0;0;37;2.88;0.0;2.47;5.6;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;288;42;167;157;1;
69.55;1268;23;23;0;5.17;80;0;64;32;38;0;0;0.0;0.0;1.0;0;0;38;2.88;0.0;2.47;5.5;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;288;42;168;157;1;
69.97;1268;23;23;0;5.17;80;0;64;33;37;0;0;0.0;0.0;1.0;0;0;37;2.88;0.0;2.47;5.5;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;287;42;168;156;1;
70.38;1268;23;23;0;5.11;79;0;64;32;38;0;0;0.0;0.0;1.0;0;0;38;2.88;0.0;2.44;5.4;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;286;42;169;156;1;
70.59;1306;23;23;0;5.13;79;0;64;33;37;0;0;0.0;0.0;1.0;0;0;37;2.88;0.0;2.45;5.6;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;287;42;169;156;1;
71.0;1281;23;23;0;5.15;80;0;64;33;37;0;0;0.0;0.0;1.0;0;0;37;2.88;0.0;2.46;5.5;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;286;42;168;156;1;
71.43;1255;24;24;0;5.18;79;0;64;33;37;0;0;0.0;0.0;1.0;0;0;37;3.0;0.0;2.47;5.4;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;287;42;169;156;1;
71.86;1229;23;23;0;5.17;80;0;64;33;38;0;0;0.0;0.0;1.0;0;0;37;2.88;0.0;2.47;5.3;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;286;42;168;156;1;
72.24;1306;23;23;0;5.05;80;0;64;32;37;0;0;0.0;0.0;1.0;0;0;38;2.88;0.0;2.42;5.5;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;284;42;168;156;1;
72.64;1255;23;23;0;5.13;79;0;64;33;37;0;0;0.0;0.0;1.0;0;0;37;2.88;0.0;2.45;5.4;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;285;42;169;156;2;
72.87;1229;24;24;0;5.3;80;0;64;33;38;0;0;0.0;0.0;1.0;0;0;37;3.0;0.0;2.52;5.4;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;289;42;168;156;2;
73.24;1306;23;23;0;5.1;80;0;64;33;37;0;0;0.0;0.0;1.0;0;0;37;2.88;0.0;2.44;5.6;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;286;42;168;156;2;
73.67;1268;23;23;0;5.13;79;0;64;33;37;0;0;0.0;0.0;1.0;0;0;37;2.88;0.0;2.45;5.4;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;285;42;169;156;2;
74.1;1255;23;23;0;5.13;79;0;64;33;37;0;0;0.0;0.0;1.0;0;0;37;2.88;0.0;2.45;5.4;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;286;42;169;155;2;
74.51;1281;23;23;0;5.13;79;0;64;33;37;0;0;0.0;0.0;1.0;0;0;37;2.88;0.0;2.45;5.5;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;285;42;169;155;2;
74.9;1229;24;24;0;5.21;79;0;64;33;37;0;0;0.0;0.0;1.0;0;0;37;3.0;0.0;2.48;5.3;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;286;42;169;155;2;
75.31;1229;23;23;0;5.18;79;0;64;33;37;0;0;0.0;0.0;1.0;0;0;37;2.88;0.0;2.47;5.3;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;286;42;169;155;2;
75.5;1281;23;23;0;5.12;80;0;64;33;37;0;0;0.0;0.0;1.0;0;0;37;2.88;0.0;2.45;5.5;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;285;42;168;155;2;
75.93;1229;24;24;0;5.23;79;0;64;33;37;0;0;0.0;0.0;1.0;0;0;37;3.0;0.0;2.49;5.4;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;287;42;169;155;2;
76.34;1255;24;24;0;5.26;79;0;64;33;37;0;0;0.0;0.0;1.0;0;0;37;3.0;0.0;2.5;5.5;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;288;42;169;155;2;
76.74;1268;23;23;0;5.13;79;0;64;33;37;0;0;0.0;0.0;1.0;0;0;37;2.88;0.0;2.45;5.4;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;286;42;169;155;2;
77.19;1255;23;23;0;5.15;80;0;64;33;37;0;0;0.0;0.0;1.0;0;0;37;2.88;0.0;2.46;5.4;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;286;42;168;155;2;
77.58;1255;23;23;0;5.03;79;0;64;32;37;0;0;0.0;0.0;1.0;0;0;38;2.88;0.0;2.41;5.3;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;284;42;169;155;2;
77.79;1281;23;23;0;5.06;79;0;64;33;37;0;0;0.0;0.0;1.0;0;0;37;2.88;0.0;2.42;5.4;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;285;42;169;155;2;
78.19;1268;23;23;0;5.11;79;0;64;33;37;0;0;0.0;0.0;1.0;0;0;37;2.88;0.0;2.44;5.4;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;286;42;169;154;3;
78.59;1255;24;24;0;5.16;79;0;64;33;37;0;0;0.0;0.0;1.0;0;0;37;3.0;0.0;2.46;5.4;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;287;42;169;154;3;
79.02;1255;23;23;0;5.03;79;0;64;34;36;0;0;0.0;0.0;1.0;0;0;36;2.88;0.0;2.41;5.3;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;283;42;169;154;3;
79.44;1229;23;23;0;5.15;80;0;64;33;37;0;0;0.0;0.0;1.0;0;0;37;2.88;0.0;2.46;5.3;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;285;42;168;154;3;
79.84;1255;23;23;0;5.03;79;0;64;33;37;0;0;0.0;0.0;1.0;0;0;37;2.88;0.0;2.41;5.3;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;283;42;169;154;3;
80.25;1229;23;23;0;5.01;81;0;64;33;37;0;0;0.0;0.0;1.0;0;0;37;2.88;0.0;2.41;5.1;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;282;42;166;154;3;
80.45;1229;23;23;0;5.01;79;0;64;33;37;0;0;0.0;0.0;1.0;0;0;37;2.88;0.0;2.4;5.1;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;281;42;169;154;3;
80.85;1217;23;23;0;5.08;79;0;64;34;36;0;0;0.0;0.0;1.0;0;0;36;2.88;0.0;2.43;5.2;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;283;42;169;154;3;
81.26;1217;23;23;0;5.13;79;0;64;33;36;0;0;0.0;0.0;1.0;0;0;37;2.88;0.0;2.45;5.2;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;284;42;169;154;3;
81.65;1204;24;24;0;5.16;79;0;64;34;36;0;0;0.0;0.0;1.0;0;0;36;3.0;0.0;2.46;5.2;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;285;42;169;154;3;
82.1;1217;23;23;0;5.03;79;0;64;33;37;0;0;0.0;0.0;1.0;0;0;37;2.88;0.0;2.41;5.1;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;282;42;169;153;3;
82.51;1217;23;23;0;5.08;79;0;64;33;36;0;0;0.0;0.0;1.0;0;0;37;2.88;0.0;2.43;5.2;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;283;42;169;153;3;
82.69;1229;22;22;0;4.93;79;0;64;33;37;0;0;0.0;0.0;1.0;0;0;37;2.75;0.0;2.37;5.0;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;280;42;169;153;3;
83.12;1229;22;22;0;4.88;80;0;64;33;37;0;0;0.0;0.0;1.0;0;0;37;2.75;0.0;2.35;5.0;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;278;42;168;153;3;
83.52;1217;23;23;0;5.02;80;0;64;33;37;0;0;0.0;0.0;1.0;0;0;37;2.88;0.0;2.41;5.1;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;282;42;168;153;3;
83.95;1255;22;23;0;4.96;79;0;64;33;37;0;0;0.0;0.0;1.0;0;0;37;2.75;0.0;2.38;5.2;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;281;42;169;153;3;
84.34;1217;23;23;0;5.03;79;0;64;34;37;0;0;0.0;0.0;1.0;0;0;36;2.88;0.0;2.41;5.1;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;282;42;169;153;3;
84.74;1178;23;23;0;5.13;79;0;64;33;36;0;0;0.0;0.0;1.0;0;0;37;2.88;0.0;2.45;5.0;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;282;42;169;153;3;
85.18;1229;24;24;0;5.13;79;0;64;34;37;0;0;0.0;0.0;1.0;0;0;36;3.0;0.0;2.45;5.3;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;284;42;169;152;4;
85.37;1217;23;23;0;5.03;79;0;64;33;37;0;0;0.0;0.0;1.0;0;0;37;2.88;0.0;2.41;5.1;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;283;42;169;152;4;
85.78;1255;23;23;0;4.98;79;0;64;33;36;0;0;0.0;0.0;1.0;0;0;37;2.88;0.0;2.39;5.2;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;281;42;169;152;4;
86.18;1229;22;22;0;4.91;79;0;64;34;37;0;0;0.0;0.0;1.0;0;0;36;2.75;0.0;2.36;5.0;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;278;42;169;152;4;
86.6;1204;23;23;0;5.01;79;0;64;34;37;0;0;0.0;0.0;1.0;0;0;36;2.88;0.0;2.4;5.0;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;280;42;169;152;4;
87.01;1204;23;23;0;5.06;79;0;64;33;37;0;0;0.0;0.0;1.0;0;0;37;2.88;0.0;2.42;5.1;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;281;42;169;152;4;
87.42;1229;23;23;0;5.06;79;0;64;33;37;0;0;0.0;0.0;1.0;0;0;37;2.88;0.0;2.42;5.2;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;282;42;169;152;4;
87.65;1204;23;23;0;4.98;79;0;64;33;37;0;0;0.0;0.0;1.0;0;0;37;2.88;0.0;2.39;5.0;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;280;42;169;152;4;
88.06;1204;23;23;0;5.03;79;0;64;33;36;0;0;0.0;0.0;1.0;0;0;37;2.88;0.0;2.41;5.0;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;281;42;169;152;4;
88.49;1255;23;23;0;4.96;79;0;64;34;37;0;0;0.0;0.0;1.0;0;0;36;2.88;0.0;2.38;5.2;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;279;42;169;152;4;
88.88;1204;23;23;0;5.03;79;0;64;33;37;0;0;0.0;0.0;1.0;0;0;37;2.88;0.0;2.41;5.0;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;281;42;169;151;4;
89.3;1204;23;23;0;5.11;79;0;64;34;36;0;0;0.0;0.0;1.0;0;0;36;2.88;0.0;2.44;5.1;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;282;42;169;151;4;
89.74;1255;23;23;0;5.03;79;0;64;34;36;0;0;0.0;0.0;1.0;0;0;36;2.88;0.0;2.41;5.3;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;281;42;169;151;4;
89.93;1229;23;23;0;4.98;79;0;64;34;37;0;0;0.0;0.0;1.0;0;0;36;2.88;0.0;2.39;5.1;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;280;42;169;151;4;
90.34;1204;23;23;0;5.03;79;0;64;33;36;0;0;0.0;0.0;1.0;0;0;37;2.88;0.0;2.41;5.0;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;281;42;169;151;5;
90.77;1229;22;22;0;4.91;79;0;64;34;36;0;0;0.0;0.0;1.0;0;0;36;2.75;0.0;2.36;5.0;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;277;42;169;151;5;
91.14;1255;23;23;0;4.98;79;0;64;34;36;0;0;0.0;0.0;1.0;0;0;36;2.88;0.0;2.39;5.2;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;279;42;169;151;5;
91.56;1204;23;23;0;5.08;79;0;64;34;36;0;0;0.0;0.0;1.0;0;0;36;2.88;0.0;2.43;5.1;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;280;42;169;151;5;
92.0;1217;23;23;0;5.03;79;0;64;33;36;0;0;0.0;0.0;1.0;0;0;37;2.88;0.0;2.41;5.1;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;281;42;169;151;5;
92.22;1229;23;23;0;4.96;79;0;64;33;37;0;0;0.0;0.0;1.0;0;0;37;2.88;0.0;2.38;5.1;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;279;42;169;150;5;
92.6;1229;23;23;0;4.96;79;0;64;34;37;0;0;0.0;0.0;1.0;0;0;36;2.88;0.0;2.38;5.1;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;279;42;169;150;5;
93.01;1217;22;22;0;4.93;79;0;64;34;36;0;0;0.0;0.0;1.0;0;0;36;2.75;0.0;2.37;5.0;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;278;42;169;150;5;
93.44;1178;23;23;0;5.11;79;0;64;34;36;0;0;0.0;0.0;1.0;0;0;36;2.88;0.0;2.44;5.0;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;282;42;169;150;5;
93.85;1229;23;23;0;4.98;78;0;64;34;36;0;0;0.0;0.0;1.0;0;0;36;2.88;0.0;2.38;5.1;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;279;42;170;150;5;
94.26;1229;22;22;0;4.91;79;0;64;34;36;0;0;0.0;0.0;1.0;0;0;36;2.75;0.0;2.36;5.0;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;277;42;169;150;5;
