Время, с;Обороты;Нагрузка (ось карт);Наполнение мгновенное;Дроссель открытие;Впрыск, мс;Мёртвое время форсунки;Обогащение ускорения;УОЗ сырьё;УОЗ из карты;Поправка угла по детонации, °;Давление, кПа;Расход (прослойка);VE (ДАД);Ktps (ДАД);Коррекция по лямбде;Живая карта;Состояние указателя;УОЗ, градусы;Нагрузка TP;Газ, %;Впрыск расчётный, мс;Загрузка форсунок, %;K форсунок;КМ (ДАД);AFR цель;AFR факт (ШДК);Поправка VE (факт/цель);ФЛАГ Отсечка;ФЛАГ Впрыск разрешён;ФЛАГ Замкнутый цикл;ФЛАГ Крэнк;ФЛАГ Нейтраль;ФЛАГ Холостой ход;ФЛАГ Стартер;ФЛАГ Неисправность TPS;ФЛАГ $0053.08 гейт наката;ФЛАГ $0053.40 гейт наката;ФЛАГ $0053.80 не разобран;АЦП Расходомер/ДАД;АЦП Дроссель;АЦП Напряжение борта;АЦП Температура ОЖ;АЦП Лямбда;АЦП канал 9 (свободный)
16.38;0.0;0;0;0;7.5;105;0;50;20;0;106;0;0.81;1.0;1.0;0;0;20;0.0;0.0;3.52;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;675;41;140;86;0;154
16.77;0.0;0;0;0;7.5;105;0;50;20;0;106;0;0.81;1.0;1.0;0;0;20;0.0;0.0;3.52;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;675;41;140;86;0;154
17.17;0.0;0;0;0;7.5;105;0;50;20;0;106;0;0.81;1.0;1.0;0;0;20;0.0;0.0;3.52;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;675;41;140;86;0;154
17.57;0.0;0;0;0;7.5;105;0;50;20;0;107;0;0.82;1.0;1.0;0;0;20;0.0;0.0;3.52;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;677;41;140;86;0;154
17.98;0.0;0;0;0;7.5;105;0;50;20;0;107;0;0.82;1.0;1.0;0;0;20;0.0;0.0;3.52;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;676;41;140;86;0;154
18.38;0.0;0;0;0;7.5;105;0;50;20;0;107;0;0.82;1.0;1.0;0;0;20;0.0;0.0;3.52;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;677;41;140;86;0;154
18.8;0.0;0;0;0;7.5;105;0;50;20;0;106;0;0.81;1.0;1.0;0;0;20;0.0;0.0;3.52;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;675;41;140;86;0;150
19.18;0.0;0;0;0;7.5;105;0;50;20;0;107;0;0.82;1.0;1.0;0;0;20;0.0;0.0;3.52;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;678;41;140;86;0;150
19.59;0.0;0;0;0;7.5;104;0;50;20;0;107;0;0.82;1.0;1.0;0;0;20;0.0;0.0;3.52;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;679;41;141;85;0;154
20.0;0.0;0;0;0;7.5;104;0;50;20;0;107;0;0.82;1.0;1.0;0;0;20;0.0;0.0;3.52;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;679;41;141;86;0;154
20.39;0.0;0;0;0;7.5;105;0;50;20;0;107;0;0.82;1.0;1.0;0;0;20;0.0;0.0;3.52;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;677;41;140;86;0;150
20.6;0.0;0;0;0;7.5;104;0;50;20;0;107;0;0.82;1.0;1.0;0;0;20;0.0;0.0;3.52;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;679;41;141;86;0;150
20.99;0.0;0;0;0;7.5;104;0;50;20;0;107;0;0.82;1.0;1.0;0;0;20;0.0;0.0;3.52;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;680;41;141;86;0;50
21.41;0.0;0;0;0;7.5;104;0;50;20;0;107;0;0.82;1.0;1.0;0;0;20;0.0;0.0;3.52;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;679;41;141;85;0;154
21.8;0.0;0;0;0;7.5;104;0;50;20;0;107;0;0.82;1.0;1.0;0;0;20;0.0;0.0;3.52;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;679;41;141;85;0;154
22.2;0.0;0;0;0;7.5;104;0;50;20;0;107;0;0.82;1.0;1.0;0;0;20;0.0;0.0;3.52;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;678;41;141;85;0;150
22.61;0.0;0;0;0;7.5;104;0;50;20;0;107;0;0.82;1.0;1.0;0;0;20;0.0;0.0;3.52;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;677;41;141;85;0;49
23.0;0.0;0;0;0;7.5;104;0;50;20;0;107;0;0.82;1.0;1.0;0;0;20;0.0;0.0;3.52;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;678;41;141;85;0;150
23.4;0.0;0;0;0;7.5;104;0;50;20;0;107;0;0.82;1.0;1.0;0;0;20;0.0;0.0;3.52;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;678;41;141;85;0;150
23.81;0.0;0;0;0;7.5;105;0;50;20;0;106;0;0.81;1.0;1.0;0;0;20;0.0;0.0;3.52;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;675;41;140;85;0;150
24.22;0.0;0;0;0;7.5;104;0;50;20;0;107;0;0.82;1.0;1.0;0;0;20;0.0;0.0;3.52;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;678;41;141;85;0;152
24.61;0.0;0;0;0;7.5;104;0;50;20;0;107;0;0.82;1.0;1.0;0;0;20;0.0;0.0;3.52;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;678;41;141;85;0;150
25.02;0.0;0;0;0;7.5;104;0;50;20;0;107;0;0.82;1.0;1.0;0;0;20;0.0;0.0;3.52;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;679;41;141;85;0;154
25.41;0.0;0;0;0;7.5;104;0;50;20;0;107;0;0.82;1.0;1.0;0;0;20;0.0;0.0;3.52;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;679;41;141;85;0;155
25.83;0.0;0;0;0;7.5;104;0;50;20;0;107;0;0.82;1.0;1.0;0;0;20;0.0;0.0;3.52;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;678;41;141;84;0;154
26.24;0.0;0;0;0;7.5;104;0;50;20;0;107;0;0.82;1.0;1.0;0;0;20;0.0;0.0;3.52;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;679;41;141;85;0;155
26.43;0.0;0;0;0;7.5;104;0;50;20;0;107;0;0.82;1.0;1.0;0;0;20;0.0;0.0;3.52;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;680;41;141;85;0;150
26.83;0.0;0;0;0;7.5;104;0;50;20;0;107;0;0.82;1.0;1.0;0;0;20;0.0;0.0;3.52;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;680;41;141;84;0;154
27.23;0.0;0;0;1;7.5;104;0;50;20;0;107;0;0.82;1.0;1.0;0;0;20;0.0;0.6;3.52;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;680;42;141;84;0;155
27.63;0.0;0;0;0;7.5;104;0;50;20;0;107;0;0.82;1.0;1.0;0;0;20;0.0;0.0;3.52;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;680;41;141;84;0;155
28.03;0.0;0;0;0;7.5;104;0;50;20;0;107;0;0.82;1.0;1.0;0;0;20;0.0;0.0;3.52;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;680;41;141;85;0;150
28.43;0.0;0;0;0;7.5;104;0;50;20;0;107;0;0.82;1.0;1.0;0;0;20;0.0;0.0;3.52;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;676;41;141;84;0;155
28.83;0.0;0;0;0;7.5;104;0;50;20;0;107;0;0.82;1.0;1.0;0;0;20;0.0;0.0;3.52;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;679;41;141;84;0;154
29.23;0.0;0;0;0;7.5;104;0;50;20;0;107;0;0.82;1.0;1.0;0;0;20;0.0;0.0;3.52;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;680;41;141;84;0;51
29.64;0.0;0;0;0;7.5;104;0;50;20;0;107;0;0.82;1.0;1.0;0;0;20;0.0;0.0;3.52;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;680;41;141;84;0;150
30.05;0.0;0;0;1;7.5;103;0;50;20;0;107;0;0.82;1.0;1.0;0;0;20;0.0;0.6;3.52;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;680;42;142;84;0;155
30.45;0.0;0;0;0;7.5;104;0;50;20;0;107;0;0.82;1.0;1.0;0;0;20;0.0;0.0;3.52;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;678;41;141;85;0;154
30.85;0.0;0;0;0;7.5;104;0;50;20;0;107;0;0.82;1.0;1.0;0;0;20;0.0;0.0;3.52;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;678;41;141;84;0;50
31.25;0.0;0;0;0;7.5;104;0;50;20;0;107;0;0.82;1.0;1.0;0;0;20;0.0;0.0;3.52;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;676;41;141;84;0;154
31.65;0.0;0;0;0;7.5;104;0;50;20;0;107;0;0.82;1.0;1.0;0;0;20;0.0;0.0;3.52;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;679;41;141;84;0;155
32.07;0.0;0;0;0;7.5;104;0;50;20;0;107;0;0.82;1.0;1.0;0;0;20;0.0;0.0;3.52;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;678;41;141;84;0;154
32.46;0.0;0;0;0;7.5;104;0;50;20;0;107;0;0.82;1.0;1.0;0;0;20;0.0;0.0;3.52;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;677;41;141;84;0;150
32.66;0.0;0;0;0;7.5;103;0;50;20;0;107;0;0.82;1.0;1.0;0;0;20;0.0;0.0;3.52;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;681;41;142;84;0;155
33.06;0.0;0;0;1;7.5;103;0;50;20;0;107;0;0.82;1.0;1.0;0;0;20;0.0;0.6;3.52;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;681;42;142;84;0;155
33.47;0.0;0;0;0;7.5;103;0;50;20;0;107;0;0.82;1.0;1.0;0;0;20;0.0;0.0;3.52;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;680;41;142;84;0;155
33.87;0.0;0;0;0;7.5;102;0;50;20;0;107;0;0.82;1.0;1.0;0;0;20;0.0;0.0;3.51;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;681;41;144;84;0;150
34.27;0.0;0;0;0;7.5;101;0;50;20;0;107;0;0.82;1.0;1.0;0;0;20;0.0;0.0;3.5;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;682;41;145;84;0;155
34.67;0.0;0;0;1;7.5;100;0;50;20;0;107;0;0.82;1.0;1.0;0;0;20;0.0;0.6;3.5;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;683;42;146;84;0;155
35.07;0.0;0;0;0;7.5;100;0;50;20;0;108;0;0.83;1.0;1.0;0;0;20;0.0;0.0;3.5;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;684;41;146;84;0;155
35.48;0.0;0;0;0;7.5;100;0;50;20;0;107;0;0.82;1.0;1.0;0;0;20;0.0;0.0;3.5;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;683;41;147;84;0;101
35.88;0.0;0;0;1;7.5;100;0;50;20;0;107;0;0.82;1.0;1.0;0;0;20;0.0;0.6;3.5;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;682;42;147;85;0;149
36.27;0.0;0;0;0;7.5;100;0;50;20;0;107;0;0.82;1.0;1.0;0;0;20;0.0;0.0;3.5;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;683;41;147;84;0;150
36.67;0.0;0;0;0;7.5;100;0;50;20;0;107;0;0.82;1.0;1.0;0;0;20;0.0;0.0;3.5;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;681;41;147;84;0;155
37.08;0.0;0;0;0;7.5;100;0;50;20;0;107;0;0.82;1.0;1.0;0;0;20;0.0;0.0;3.5;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;680;41;146;84;0;155
37.48;0.0;0;0;0;7.5;100;0;50;20;0;107;0;0.82;1.0;1.0;0;0;20;0.0;0.0;3.5;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;681;41;146;84;0;49
37.88;0.0;0;0;0;7.5;101;0;50;20;0;107;0;0.82;1.0;1.0;0;0;20;0.0;0.0;3.5;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;680;41;145;84;0;152
38.29;0.0;0;0;0;7.5;102;0;50;20;0;107;0;0.82;1.0;1.0;0;0;20;0.0;0.0;3.51;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;679;41;144;84;0;154
38.49;0.0;0;0;0;7.5;102;0;50;20;0;107;0;0.82;1.0;1.0;0;0;20;0.0;0.0;3.51;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;680;41;144;84;0;149
38.89;0.0;0;0;0;7.5;103;0;50;20;0;107;0;0.82;1.0;1.0;0;0;20;0.0;0.0;3.52;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;677;41;142;84;0;154
39.28;0.0;0;0;0;7.5;103;0;50;20;0;107;0;0.82;1.0;1.0;0;0;20;0.0;0.0;3.52;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;679;41;142;84;0;154
39.69;0.0;0;0;0;7.5;104;0;50;20;0;107;0;0.82;1.0;1.0;0;0;20;0.0;0.0;3.52;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;677;41;141;84;0;101
40.1;0.0;0;0;0;7.5;104;0;50;20;0;107;0;0.82;1.0;1.0;0;0;20;0.0;0.0;3.52;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;677;41;141;84;0;150
40.51;0.0;0;0;1;7.5;103;0;50;20;0;107;0;0.82;1.0;1.0;0;0;20;0.0;0.6;3.52;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;679;42;142;84;0;154
40.9;0.0;0;0;0;7.5;104;0;50;20;0;107;0;0.82;1.0;1.0;0;0;20;0.0;0.0;3.52;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;677;41;141;84;0;154
41.29;0.0;0;0;0;7.5;104;0;50;20;0;107;0;0.82;1.0;1.0;0;0;20;0.0;0.0;3.52;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;676;41;141;84;0;150
41.71;0.0;0;0;0;7.5;103;0;50;20;0;107;0;0.82;1.0;1.0;0;0;20;0.0;0.0;3.52;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;681;41;143;84;0;154
42.1;0.0;0;0;0;7.5;103;0;50;20;0;107;0;0.82;1.0;1.0;0;0;20;0.0;0.0;3.52;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;680;41;143;85;0;155
42.51;0.0;0;0;0;7.5;103;0;50;20;0;107;0;0.82;1.0;1.0;0;0;20;0.0;0.0;3.52;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;680;41;143;85;0;154
42.9;0.0;0;0;0;7.5;103;0;50;20;0;107;0;0.82;1.0;1.0;0;0;20;0.0;0.0;3.52;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;679;41;143;85;0;150
43.3;0.0;0;0;1;7.5;102;0;50;20;0;107;0;0.82;1.0;1.0;0;0;20;0.0;0.6;3.51;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;679;42;144;86;0;154
43.71;0.0;0;0;0;7.5;103;0;50;20;0;107;0;0.82;1.0;1.0;0;0;20;0.0;0.0;3.52;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;677;41;144;86;0;150
44.11;0.0;0;0;0;7.5;102;0;50;20;0;107;0;0.82;1.0;1.0;0;0;20;0.0;0.0;3.51;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;679;41;144;86;0;155
44.51;0.0;0;0;0;7.5;102;0;50;20;0;107;0;0.82;1.0;1.0;0;0;20;0.0;0.0;3.51;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;677;41;144;86;0;154
44.72;0.0;0;0;0;7.5;102;0;50;20;0;107;0;0.82;1.0;1.0;0;0;20;0.0;0.0;3.51;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;678;41;144;86;0;150
45.12;0.0;0;0;0;7.5;102;0;50;20;0;107;0;0.82;1.0;1.0;0;0;20;0.0;0.0;3.51;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;680;41;144;87;0;150
45.52;0.0;0;0;0;7.5;103;0;50;20;0;107;0;0.82;1.0;1.0;0;0;20;0.0;0.0;3.52;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;676;41;143;86;0;154
45.93;0.0;0;0;0;7.5;103;0;50;20;0;107;0;0.82;1.0;1.0;0;0;20;0.0;0.0;3.52;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;680;41;143;85;0;155
46.33;0.0;0;0;0;7.5;103;0;50;20;0;107;0;0.82;1.0;1.0;0;0;20;0.0;0.0;3.52;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;679;41;143;85;0;72
46.73;0.0;0;0;0;7.5;103;0;50;20;0;107;0;0.82;1.0;1.0;0;0;20;0.0;0.0;3.52;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;678;41;143;84;0;150
47.12;0.0;0;0;0;7.5;103;0;50;20;0;107;0;0.82;1.0;1.0;0;0;20;0.0;0.0;3.52;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;681;41;143;84;0;155
47.53;0.0;0;0;0;7.5;103;0;50;20;0;107;0;0.82;1.0;1.0;0;0;20;0.0;0.0;3.52;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;680;41;143;84;0;155
47.93;0.0;0;0;0;7.5;103;0;50;20;0;107;0;0.82;1.0;1.0;0;0;20;0.0;0.0;3.52;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;678;41;143;84;0;49
48.33;0.0;0;0;0;7.5;103;0;50;20;0;107;0;0.82;1.0;1.0;0;0;20;0.0;0.0;3.52;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;677;41;142;84;0;155
48.74;0.0;0;0;1;7.5;103;0;50;20;0;107;0;0.82;1.0;1.0;0;0;20;0.0;0.6;3.52;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;680;42;143;84;0;154
49.12;0.0;0;0;0;7.5;103;0;50;20;0;107;0;0.82;1.0;1.0;0;0;20;0.0;0.0;3.52;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;678;41;143;84;0;154
49.54;0.0;0;0;0;7.5;103;0;50;20;0;106;0;0.81;1.0;1.0;0;0;20;0.0;0.0;3.52;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;675;41;143;84;0;150
49.94;0.0;0;0;0;7.5;103;0;50;20;0;107;0;0.82;1.0;1.0;0;0;20;0.0;0.0;3.52;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;678;41;143;84;0;154
50.34;0.0;0;0;0;7.5;103;0;50;20;0;107;0;0.82;1.0;1.0;0;0;20;0.0;0.0;3.52;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;680;41;143;84;0;155
50.74;0.0;0;0;0;7.5;103;0;50;20;0;107;0;0.82;1.0;1.0;0;0;20;0.0;0.0;3.52;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;678;41;143;84;0;149
50.95;0.0;0;0;0;7.5;103;0;50;20;0;107;0;0.82;1.0;1.0;0;0;20;0.0;0.0;3.52;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;679;41;143;84;0;155
51.35;0.0;0;0;0;7.5;102;0;50;20;0;107;0;0.82;1.0;1.0;0;0;20;0.0;0.0;3.51;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;680;41;144;84;0;155
51.74;0.0;0;0;0;7.5;103;0;50;20;0;107;0;0.82;1.0;1.0;0;0;20;0.0;0.0;3.52;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;679;41;143;84;0;70
52.15;0.0;0;0;0;7.5;103;0;50;20;0;107;0;0.82;1.0;1.0;0;0;20;0.0;0.0;3.52;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;678;41;143;84;0;150
52.55;0.0;0;0;1;7.5;102;0;50;20;0;107;0;0.82;1.0;1.0;0;0;20;0.0;0.6;3.51;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;680;42;144;84;0;155
52.96;0.0;0;0;0;7.5;103;0;50;20;0;107;0;0.82;1.0;1.0;0;0;20;0.0;0.0;3.52;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;679;41;143;84;0;101
53.36;0.0;0;0;0;7.5;103;0;50;20;0;107;0;0.82;1.0;1.0;0;0;20;0.0;0.0;3.52;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;677;41;143;84;0;150
53.77;0.0;0;0;0;7.5;103;0;50;20;0;107;0;0.82;1.0;1.0;0;0;20;0.0;0.0;3.52;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;679;41;143;84;0;154
54.17;0.0;0;0;0;7.5;103;0;50;20;0;107;0;0.82;1.0;1.0;0;0;20;0.0;0.0;3.52;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;677;41;143;84;0;154
54.55;90;0;0;0;7.5;118;0;54;14;0;98;1;0.76;1.0;1.0;0;0;16;0.0;0.0;3.59;0.6;345;128;14.7;;;0;0;0;1;1;1;1;0;0;1;0;612;38;121;81;0;114
54.97;896;77;77;0;10;113;0;54;16;0;91;12;0.7;1.0;1.0;0;0;16;9.62;0.0;4.64;7.6;345;128;13.07;11.8;0.903;0;1;0;1;1;1;1;0;0;1;0;563;41;129;82;0;148
55.35;1601;21;21;1;4.9;96;0;53;21;0;50;7;0.43;1.0;1.0;0;0;17;2.62;0.6;2.44;6.5;345;128;14.7;10.01;0.681;0;1;0;0;1;1;0;0;0;1;0;249;42;152;84;0;141
55.77;999;20;20;1;4.76;95;0;62;15;0;51;4;0.41;1.0;1.0;0;0;8;2.5;0.6;2.38;4.0;345;128;14.7;10.01;0.681;0;1;0;0;1;1;0;0;0;1;0;258;42;153;85;0;76
56.18;807;27;27;1;5.86;95;0;56;15;0;56;5;0.49;1.0;1.0;0;0;14;3.38;0.6;2.82;3.9;345;128;14.47;17.82;1.232;0;1;0;0;1;1;0;0;0;1;0;298;42;153;85;0;83
56.58;973;27;27;1;5.95;92;0;55;15;0;55;6;0.48;1.0;1.0;0;0;15;3.38;0.6;2.84;4.8;345;128;14.47;17.82;1.232;0;1;0;0;1;1;0;0;0;1;0;289;42;156;85;0;40
56.98;1063;24;24;1;5.43;93;0;55;15;0;54;5;0.48;1.0;1.0;0;0;15;3.0;0.6;2.64;4.8;345;128;14.7;17.82;1.212;0;1;0;0;1;1;0;0;0;1;0;277;42;156;85;0;81
57.17;922;23;23;1;5.12;92;0;55;15;0;53;5;0.44;1.0;1.0;0;0;15;2.88;0.6;2.51;3.9;345;128;14.47;14.62;1.01;0;1;0;0;1;1;0;0;0;1;0;268;42;157;85;0;77
57.56;922;24;24;1;5.27;92;0;55;15;0;53;5;0.44;1.0;1.0;0;0;15;3.0;0.6;2.57;4.0;345;128;14.47;14.62;1.01;0;1;0;0;1;1;0;0;0;1;0;275;42;157;85;0;81
57.99;922;24;24;1;5.37;92;0;55;15;0;54;4;0.46;1.0;1.0;0;0;15;3.0;0.6;2.61;4.1;345;128;14.47;14.62;1.01;0;1;0;0;1;1;0;0;0;1;0;281;42;158;85;0;82
58.39;871;24;24;1;5.27;92;0;55;15;0;54;5;0.45;1.0;1.0;0;0;15;3.0;0.6;2.57;3.8;345;128;14.47;15.52;1.073;0;1;0;0;1;1;0;0;0;1;0;278;42;158;85;0;81
58.78;935;25;25;1;5.4;92;0;55;15;0;54;5;0.46;1.0;1.0;0;0;15;3.12;0.6;2.62;4.2;345;128;14.47;15.52;1.073;0;1;0;0;1;1;0;0;0;1;0;278;42;157;85;0;81
59.17;845;23;23;1;5.2;92;0;55;15;0;54;4;0.45;1.0;1.0;0;0;15;2.88;0.6;2.54;3.7;345;128;14.47;17.32;1.197;0;1;0;0;1;1;0;0;0;1;0;277;42;157;85;0;40
59.57;973;27;27;1;5.76;91;0;55;15;0;55;5;0.48;1.0;1.0;0;0;15;3.38;0.6;2.76;4.7;345;128;14.47;17.32;1.197;0;1;0;0;1;1;0;0;0;1;0;287;42;158;85;0;82
59.98;986;25;25;0;5.48;91;0;55;15;0;54;5;0.47;1.0;1.0;0;0;15;3.12;0.0;2.65;4.5;345;128;14.47;17.32;1.197;0;1;0;0;1;1;0;0;0;1;0;280;41;159;84;0;82
60.38;948;23;23;1;5.06;91;0;55;15;0;53;5;0.44;1.0;1.0;0;0;15;2.88;0.6;2.48;4.0;345;128;14.47;17.02;1.176;0;1;0;0;1;1;0;0;0;1;0;271;42;159;84;0;77
60.78;973;23;23;1;4.98;91;0;55;15;0;53;5;0.45;1.0;1.0;0;0;15;2.88;0.6;2.45;4.0;345;128;14.47;17.02;1.176;0;1;0;0;1;1;0;0;0;1;0;269;42;159;84;0;77
61.2;871;23;23;1;5.08;91;0;55;15;0;53;4;0.43;1.0;1.0;0;0;15;2.88;0.6;2.49;3.7;345;128;14.47;15.62;1.079;0;1;0;0;1;1;0;0;0;1;0;275;42;159;84;0;82
61.6;922;26;26;1;5.48;91;0;55;15;0;55;5;0.48;1.0;1.0;0;0;15;3.25;0.6;2.65;4.2;345;128;14.47;15.62;1.079;0;1;0;0;1;1;0;0;0;1;0;288;42;159;84;0;82
61.99;999;25;25;1;5.31;91;0;55;15;0;54;5;0.47;1.0;1.0;0;0;15;3.12;0.6;2.58;4.4;345;128;14.47;15.62;1.079;0;1;0;0;1;1;0;0;0;1;0;280;42;159;84;0;82
62.39;986;24;24;1;5.22;90;0;55;15;0;54;5;0.47;1.0;1.0;0;0;15;3.0;0.6;2.54;4.3;345;128;14.47;15.22;1.052;0;1;0;0;1;1;0;0;0;1;0;278;42;159;85;0;40
62.8;986;25;25;1;5.27;90;0;55;15;0;54;5;0.47;1.0;1.0;0;0;15;3.12;0.6;2.56;4.3;345;128;14.47;15.22;1.052;0;1;0;0;1;1;0;0;0;1;0;281;42;160;85;0;82
63.19;1012;25;25;1;5.3;90;0;55;15;0;54;5;0.47;1.0;1.0;0;0;15;3.12;0.6;2.57;4.5;345;128;14.47;14.82;1.024;0;1;0;0;1;1;0;0;0;1;0;278;42;160;85;0;81
63.4;948;23;23;1;4.98;91;0;55;15;0;53;5;0.44;1.0;1.0;0;0;15;2.88;0.6;2.45;3.9;345;128;14.47;14.82;1.024;0;1;0;0;1;1;0;0;0;1;0;272;42;159;85;0;81
63.81;948;25;25;1;5.27;90;0;55;15;0;54;5;0.46;1.0;1.0;0;0;15;3.12;0.6;2.56;4.2;345;128;14.47;14.82;1.024;0;1;0;0;1;1;0;0;0;1;0;277;42;160;85;0;81
64.22;948;25;25;1;5.25;90;0;55;15;0;54;5;0.46;1.0;1.0;0;0;15;3.12;0.6;2.55;4.1;345;128;14.47;16.62;1.149;0;1;0;0;1;1;0;0;0;1;0;277;42;160;85;0;81
