Время, с;Обороты;Нагрузка (ось карт);Наполнение мгновенное;Дроссель открытие;Впрыск, мс;Мёртвое время форсунки;Обогащение ускорения;УОЗ сырьё;УОЗ из карты;Поправка угла по детонации, °;Давление, кПа;Расход (прослойка);VE (ДАД);Ktps (ДАД);Коррекция по лямбде;Живая карта;Состояние указателя;УОЗ, градусы;Нагрузка TP;Газ, %;Впрыск расчётный, мс;Загрузка форсунок, %;K форсунок;КМ (ДАД);AFR цель;AFR факт (ШДК);Поправка VE (факт/цель);ФЛАГ Отсечка;ФЛАГ Впрыск разрешён;ФЛАГ Замкнутый цикл;ФЛАГ Крэнк;ФЛАГ Нейтраль;ФЛАГ Холостой ход;ФЛАГ Стартер;ФЛАГ Неисправность TPS;ФЛАГ $0053.08 гейт наката;ФЛАГ $0053.40 гейт наката;ФЛАГ $0053.80 не разобран;АЦП Расходомер/ДАД;АЦП Дроссель;АЦП Напряжение борта;АЦП Температура ОЖ;АЦП Лямбда;АЦП канал 9 (свободный)
1462.4;1396;15;15;1;3.56;87;0;70;20;0;45;5;0.36;1.0;1.0;0;0;0;1.88;0.6;1.86;4.1;345;128;14.7;11.81;0.803;0;1;0;0;0;1;0;0;0;1;0;209;42;164;72;0;73
1462.8;1370;16;16;1;3.67;88;0;70;20;0;45;5;0.36;1.0;1.0;0;0;0;2.0;0.6;1.91;4.2;345;128;14.7;11.81;0.803;0;1;0;0;0;1;0;0;0;1;0;215;42;163;72;0;56
1463.2;1422;17;17;1;3.72;86;0;65;20;0;45;5;0.36;1.0;1.0;0;0;5;2.12;0.6;1.92;4.4;345;128;14.7;11.81;0.803;0;1;0;0;0;1;0;0;0;1;0;215;42;166;72;0;73
1463.6;1345;15;15;1;3.42;86;0;56;20;0;44;4;0.35;1.0;1.0;0;0;14;1.88;0.6;1.8;3.8;345;128;14.7;11.81;0.803;0;1;0;0;0;1;0;0;0;1;0;205;42;165;72;0;73
1464.0;1319;15;15;1;3.55;86;0;50;20;0;45;4;0.36;1.0;1.0;0;0;20;1.88;0.6;1.85;3.9;345;128;14.7;11.81;0.803;0;1;0;0;0;1;0;0;0;1;0;209;42;166;72;0;55
1464.42;1281;16;16;1;3.63;87;0;50;20;0;45;4;0.36;1.0;1.0;0;0;20;2.0;0.6;1.89;3.9;345;128;14.7;12.51;0.851;0;1;0;0;0;1;0;0;0;1;0;213;42;165;71;0;73
1464.82;1217;16;16;1;3.63;87;0;50;20;0;45;4;0.35;1.0;1.0;0;0;20;2.0;0.6;1.89;3.7;345;128;14.7;12.51;0.851;0;1;0;0;0;1;0;0;0;1;0;214;42;165;72;0;73
1465.23;1217;16;16;1;3.58;87;0;50;20;0;46;4;0.36;1.0;1.0;0;0;20;2.0;0.6;1.87;3.6;345;128;14.7;12.61;0.858;0;1;0;0;0;1;0;0;0;1;0;221;42;164;71;0;73
1465.63;1217;17;17;1;3.73;87;0;50;20;0;47;4;0.37;1.0;1.0;0;0;20;2.12;0.6;1.93;3.8;345;128;14.7;12.61;0.858;0;1;0;0;0;1;0;0;0;1;0;226;42;165;72;0;74
1465.82;1089;16;16;1;3.66;87;0;50;20;0;47;4;0.35;1.0;1.0;0;0;20;2.0;0.6;1.9;3.3;345;128;14.7;12.61;0.858;0;1;0;0;0;1;0;0;0;1;0;226;42;164;72;0;74
1466.22;1114;17;17;1;3.85;88;0;50;20;0;48;4;0.38;1.0;1.0;0;0;20;2.12;0.6;1.98;3.6;345;128;14.7;12.81;0.871;0;1;0;0;0;1;0;0;0;1;0;232;42;163;71;0;75
1466.61;1050;17;17;1;3.8;88;0;50;20;0;48;4;0.37;1.0;1.0;0;0;20;2.12;0.6;1.96;3.3;345;128;14.7;12.81;0.871;0;1;0;0;0;1;0;0;0;1;0;237;42;163;72;0;75
1467.01;935;17;17;1;3.77;88;0;50;20;0;48;3;0.35;1.0;1.0;0;0;20;2.12;0.6;1.95;2.9;345;128;14.7;12.81;0.871;0;1;0;0;0;1;0;0;0;1;0;239;42;163;71;0;38
1467.42;935;17;17;1;3.82;88;0;50;20;0;49;3;0.37;1.0;1.0;0;0;20;2.12;0.6;1.97;3.0;345;128;14.7;12.91;0.878;0;1;0;0;0;1;0;0;0;1;0;245;42;163;72;0;75
1467.83;922;18;18;1;4.03;89;0;50;20;0;50;4;0.39;1.0;1.0;0;0;20;2.25;0.6;2.06;3.1;345;128;14.7;12.91;0.878;0;1;0;0;0;1;0;0;0;1;0;249;42;162;72;0;76
1468.22;871;20;20;1;4.25;88;0;50;20;0;51;4;0.41;1.0;1.0;0;0;20;2.5;0.6;2.14;3.1;345;128;14.7;13.91;0.946;0;1;0;0;0;1;0;0;0;1;0;252;42;163;72;0;76
1468.63;845;21;21;1;4.53;89;0;50;20;0;52;4;0.42;1.0;1.0;0;0;20;2.62;0.6;2.26;3.2;345;128;14.7;13.91;0.946;0;1;0;0;0;1;0;0;0;1;0;264;42;162;72;0;77
1469.02;832;22;22;1;4.68;89;0;50;20;0;53;4;0.44;1.0;1.0;0;0;20;2.75;0.6;2.32;3.2;345;128;14.7;13.91;0.946;0;1;0;0;0;1;0;0;0;1;0;269;42;162;72;0;77
1469.44;756;26;26;1;5.28;87;0;50;20;0;55;4;0.48;1.0;1.0;0;0;20;3.25;0.6;2.55;3.3;345;128;14.47;13.01;0.899;0;1;0;0;0;1;0;0;0;1;0;285;42;164;72;0;75
1469.83;717;29;29;1;5.66;89;0;50;20;0;57;4;0.51;1.0;1.0;0;0;20;3.62;0.6;2.71;3.4;345;128;14.47;13.01;0.899;0;1;0;0;0;1;0;0;0;1;0;302;42;162;72;0;83
1470.24;704;29;29;1;5.71;87;0;50;20;0;58;4;0.52;1.0;1.0;0;0;20;3.62;0.6;2.72;3.3;345;128;14.47;12.61;0.871;0;1;0;0;0;1;0;0;0;1;0;308;42;163;73;0;84
1470.64;832;28;28;1;5.53;87;0;50;20;0;56;5;0.5;1.0;1.0;0;0;20;3.5;0.6;2.65;3.8;345;128;14.47;12.61;0.871;0;1;0;0;0;1;0;0;0;1;0;294;42;165;73;0;83
1471.06;756;26;26;1;5.21;87;0;50;20;0;55;4;0.48;1.0;1.0;0;0;20;3.25;0.6;2.52;3.3;345;128;14.47;12.61;0.871;0;1;0;0;0;1;0;0;0;1;0;286;42;165;73;0;82
1471.46;704;30;30;1;5.95;90;0;50;20;0;58;4;0.52;1.0;1.0;0;0;20;3.75;0.6;2.83;3.5;345;128;14.47;12.21;0.844;0;1;0;0;0;1;0;0;0;1;0;310;42;160;73;0;84
1471.86;679;32;32;1;6.13;89;0;50;20;0;60;4;0.53;1.0;1.0;0;0;20;4.0;0.6;2.9;3.5;345;128;14.59;12.21;0.837;0;1;0;0;0;1;0;0;0;1;0;327;42;162;73;0;85
1472.05;768;30;30;1;5.85;86;0;50;20;0;58;5;0.52;1.0;1.0;0;0;20;3.75;0.6;2.77;3.7;345;128;14.47;12.21;0.844;0;1;0;0;0;1;0;0;0;1;0;312;42;166;74;0;84
1472.45;768;29;29;1;5.7;88;0;50;20;0;57;4;0.51;1.0;1.0;0;0;20;3.62;0.6;2.72;3.6;345;128;14.47;13.01;0.899;0;1;0;0;0;1;0;0;0;1;0;306;42;163;74;0;84
1472.85;704;28;28;1;5.62;88;0;50;20;0;58;4;0.52;1.0;1.0;0;0;20;3.5;0.6;2.69;3.3;345;128;14.47;13.01;0.899;0;1;0;0;0;1;0;0;0;1;0;308;42;163;73;0;41
1473.26;666;29;29;1;5.66;87;0;50;20;0;58;4;0.52;1.0;1.0;0;0;20;3.62;0.6;2.7;3.1;345;128;14.7;12.11;0.824;0;1;0;0;0;1;0;0;0;1;0;308;42;162;74;0;84
1473.67;730;30;30;1;5.93;87;0;50;20;0;59;5;0.52;1.0;1.0;0;0;20;3.75;0.6;2.81;3.6;345;128;14.47;12.11;0.837;0;1;0;0;0;1;0;0;0;1;0;316;42;165;72;0;84
1474.07;730;29;29;1;5.81;87;0;50;20;0;58;5;0.52;1.0;1.0;0;0;20;3.62;0.6;2.76;3.5;345;128;14.47;12.11;0.837;0;1;0;0;0;1;0;0;0;1;0;310;42;165;73;0;84
1474.47;730;29;29;1;5.76;87;0;50;20;0;58;5;0.52;1.0;1.0;0;0;20;3.62;0.6;2.74;3.5;345;128;14.47;12.01;0.83;0;1;0;0;0;1;0;0;0;1;0;309;42;164;73;0;84
1474.87;730;29;29;1;5.71;89;0;50;20;0;57;4;0.51;1.0;1.0;0;0;20;3.62;0.6;2.73;3.5;345;128;14.47;12.01;0.83;0;1;0;0;0;1;0;0;0;1;0;307;42;162;73;0;84
1475.27;756;29;29;1;5.63;87;0;50;20;0;57;5;0.51;1.0;1.0;0;0;20;3.62;0.6;2.69;3.5;345;128;14.47;12.61;0.871;0;1;0;0;0;1;0;0;0;1;0;305;42;164;73;0;84
1475.67;717;28;28;1;5.57;88;0;50;20;0;57;4;0.51;1.0;1.0;0;0;20;3.5;0.6;2.67;3.3;345;128;14.47;12.61;0.871;0;1;0;0;0;1;0;0;0;1;0;305;42;163;73;0;84
1476.07;730;28;28;1;5.55;88;0;50;20;0;57;4;0.51;1.0;1.0;0;0;20;3.5;0.6;2.66;3.4;345;128;14.47;12.61;0.871;0;1;0;0;0;1;0;0;0;1;0;306;42;163;73;0;84
1476.49;717;29;29;1;5.66;87;0;50;20;0;58;4;0.52;1.0;1.0;0;0;20;3.62;0.6;2.7;3.4;345;128;14.47;12.51;0.865;0;1;0;0;0;1;0;0;0;1;0;309;42;164;73;0;36
1476.89;832;28;28;1;5.66;87;0;50;20;0;57;5;0.5;1.0;1.0;0;0;20;3.5;0.6;2.7;3.9;345;128;14.47;12.51;0.865;0;1;0;0;0;1;0;0;0;1;0;307;42;165;73;0;84
1477.28;781;29;29;1;5.73;89;0;50;20;0;58;5;0.52;1.0;1.0;0;0;20;3.62;0.6;2.74;3.7;345;128;14.47;13.21;0.913;0;1;0;0;0;1;0;0;0;1;0;309;42;162;73;0;77
1477.69;717;30;30;1;5.83;87;0;50;20;0;58;5;0.52;1.0;1.0;0;0;20;3.75;0.6;2.77;3.5;345;128;14.47;13.21;0.913;0;1;0;0;0;1;0;0;0;1;0;310;42;165;74;0;84
1477.88;768;29;29;1;5.76;87;0;50;20;0;57;5;0.51;1.0;1.0;0;0;20;3.62;0.6;2.74;3.7;345;128;14.47;13.21;0.913;0;1;0;0;0;1;0;0;0;1;0;306;42;165;74;0;76
1478.28;781;27;27;1;5.48;87;0;50;20;0;56;4;0.51;1.0;1.0;0;0;20;3.38;0.6;2.63;3.6;345;128;14.47;12.31;0.851;0;1;0;0;0;1;0;0;0;1;0;298;42;164;74;0;82
1478.7;807;28;28;1;5.63;87;0;50;20;0;56;5;0.51;1.0;1.0;0;0;20;3.5;0.6;2.69;3.8;345;128;14.47;12.31;0.851;0;1;0;0;0;1;0;0;0;1;0;299;42;165;74;0;83
1479.08;730;27;27;1;5.48;87;0;50;20;0;56;4;0.51;1.0;1.0;0;0;20;3.38;0.6;2.63;3.3;345;128;14.47;12.31;0.851;0;1;0;0;0;1;0;0;0;1;0;299;42;164;73;0;83
1479.5;756;28;28;1;5.55;88;0;50;20;0;57;4;0.51;1.0;1.0;0;0;20;3.5;0.6;2.66;3.5;345;128;14.47;12.31;0.851;0;1;0;0;0;1;0;0;0;1;0;301;42;163;73;0;83
1479.9;756;29;29;1;5.68;87;0;50;20;0;58;4;0.52;1.0;1.0;0;0;20;3.62;0.6;2.71;3.6;345;128;14.47;12.31;0.851;0;1;0;0;0;1;0;0;0;1;0;309;42;165;72;0;84
1480.29;820;31;31;1;6.03;89;0;50;20;0;59;5;0.51;1.0;1.0;0;0;20;3.88;0.6;2.86;4.1;345;128;14.59;14.01;0.96;0;1;0;0;0;1;0;0;0;1;0;317;42;162;73;0;84
1480.71;781;30;30;1;5.9;88;0;50;20;0;58;5;0.52;1.0;1.0;0;0;20;3.75;0.6;2.8;3.8;345;128;14.47;14.01;0.968;0;1;0;0;0;1;0;0;0;1;0;315;42;163;74;0;84
1481.09;807;38;38;9;7.08;87;0;41;29;0;71;6;0.55;1.0;1.0;0;0;29;4.75;5.2;3.27;4.8;345;128;14.59;14.01;0.96;0;1;0;0;0;0;0;0;0;1;0;406;59;164;74;0;100
1481.49;1396;48;48;6;8.68;87;0;35;35;0;73;14;0.65;1.0;1.0;0;0;35;6.0;3.5;3.91;10.1;345;128;14.7;15.11;1.028;0;1;0;0;0;0;0;0;0;1;0;426;53;165;74;0;102
1481.91;1319;36;36;4;6.81;87;0;31;39;0;61;11;0.61;1.0;1.0;0;0;39;4.5;2.3;3.16;7.5;345;128;14.7;15.11;1.028;0;1;0;0;0;0;0;0;0;1;0;334;49;165;74;0;86
1482.31;1255;39;39;4;7.23;89;0;33;38;0;63;10;0.62;1.0;1.0;0;0;37;4.88;2.3;3.34;7.6;345;128;14.7;14.01;0.953;0;1;0;0;0;0;0;0;0;1;0;344;49;162;74;0;87
1482.71;1204;39;39;4;7.31;87;0;31;36;0;64;11;0.62;1.0;1.0;0;0;39;4.88;2.3;3.36;7.3;345;128;14.7;14.01;0.953;0;1;0;0;0;0;0;0;0;1;0;355;49;164;73;0;84
1483.12;1383;40;40;4;7.42;88;0;31;38;0;64;12;0.63;1.0;1.0;0;0;39;5.0;2.3;3.41;8.6;345;128;14.7;14.01;0.953;0;1;0;0;0;0;0;0;0;1;0;354;49;164;73;0;89
1483.52;1473;40;40;4;7.46;87;0;32;38;0;64;12;0.64;1.0;1.0;0;0;38;5.0;2.3;3.42;9.2;345;128;14.7;14.51;0.987;0;1;0;0;0;0;0;0;0;1;0;355;49;164;73;0;89
1483.91;1473;39;39;4;7.26;89;0;29;41;0;62;12;0.62;1.0;1.0;0;0;41;4.88;2.3;3.35;8.9;345;128;14.7;14.51;0.987;0;1;0;0;0;0;0;0;0;1;0;339;49;162;74;0;86
1484.12;1498;39;39;5;7.22;88;0;29;41;0;62;13;0.62;1.0;1.0;0;0;41;4.88;2.9;3.33;9.0;345;128;14.7;14.51;0.987;0;1;0;0;0;0;0;0;0;1;0;343;50;163;74;0;86
1484.5;1755;48;48;12;8.6;88;0;29;41;0;72;18;0.66;1.0;1.0;0;0;41;6.0;7.0;3.88;12.6;345;128;14.7;14.62;0.995;0;1;0;0;0;0;0;0;0;1;0;414;64;163;73;0;101
1484.91;1934;48;48;13;8.53;87;0;26;44;0;72;20;0.66;1.0;1.0;0;0;44;6.0;7.6;3.85;13.7;345;128;14.82;14.62;0.987;0;1;0;0;0;0;0;0;0;1;0;414;66;164;73;0;101
1485.33;1972;51;51;18;9.12;88;0;25;43;0;75;23;0.69;1.0;1.0;0;0;45;6.38;10.5;4.09;15.0;345;128;14.82;16.32;1.101;0;1;0;0;0;0;0;0;0;1;0;436;76;163;72;0;102
1485.71;1998;56;56;18;9.82;88;0;30;40;0;78;25;0.71;1.0;1.0;0;0;40;7.0;10.5;4.37;16.4;345;128;14.82;16.32;1.101;0;1;0;0;0;0;0;0;0;1;0;463;77;163;73;0;43
1486.13;2024;55;55;18;9.62;88;0;31;41;0;77;25;0.7;1.0;1.0;0;0;39;6.88;10.5;4.29;16.2;345;128;14.82;16.32;1.101;0;1;0;0;0;0;0;0;0;1;0;454;77;163;73;0;105
1486.52;2113;55;55;18;9.71;89;0;30;40;0;77;26;0.71;1.0;1.0;0;0;40;6.88;10.5;4.33;17.1;345;128;14.82;15.42;1.04;0;1;0;0;0;0;0;0;0;1;0;455;77;162;71;0;105
1486.92;2113;54;54;18;9.53;89;0;28;43;0;77;26;0.71;1.0;1.0;0;0;42;6.75;10.5;4.26;16.8;345;128;14.82;15.42;1.04;0;1;0;0;0;0;0;0;0;1;0;449;77;162;73;0;105
1487.33;1934;56;56;18;9.9;90;0;31;39;0;79;25;0.72;1.0;1.0;0;0;39;7.0;10.5;4.41;16.0;345;128;14.82;16.71;1.128;0;1;0;0;0;0;0;0;0;1;0;466;77;161;73;0;99
1487.73;1934;57;57;19;10;89;0;33;37;0;79;25;0.72;1.0;1.0;0;0;37;7.12;11.0;4.57;16.6;345;128;14.82;16.71;1.128;0;1;0;0;0;0;0;0;0;1;0;471;78;162;74;0;106
1488.13;2036;59;59;20;11;90;0;33;37;0;80;27;0.73;1.0;1.0;0;0;37;7.38;11.6;4.74;18.2;345;128;14.82;16.71;1.128;0;1;0;0;0;0;0;0;0;1;0;479;80;160;72;0;107
1488.53;2139;69;69;24;12;91;0;38;32;0;87;33;0.8;1.0;1.0;0;0;32;8.62;14.0;5.43;22.2;345;128;13.94;15.51;1.113;0;1;0;0;0;0;0;0;0;1;0;524;88;159;72;0;114
1488.94;2267;68;68;24;12;93;0;36;34;0;86;34;0.79;1.0;1.0;0;0;34;8.5;14.0;5.39;23.3;345;128;14.82;15.51;1.047;0;1;0;0;0;0;0;0;0;1;0;519;88;156;71;0;104
1489.34;2267;63;63;24;11;92;0;33;37;0;83;32;0.77;1.0;1.0;0;0;37;7.88;14.0;4.98;21.3;345;128;14.82;14.71;0.993;0;1;0;0;0;0;0;0;0;1;0;496;88;158;72;0;141
1489.74;2113;61;61;24;11;91;0;33;37;0;82;29;0.76;1.0;1.0;0;0;37;7.62;14.0;4.89;19.5;345;128;14.04;14.71;1.048;0;1;0;0;0;0;0;0;0;1;0;491;88;159;72;0;108
1490.14;2190;62;62;23;11;91;0;33;37;0;82;31;0.76;1.0;1.0;0;0;37;7.75;13.4;4.96;20.5;345;128;14.04;14.71;1.048;0;1;0;0;0;0;0;0;0;1;0;493;87;159;72;0;108
1490.33;2164;61;61;23;11;90;0;33;38;0;82;30;0.76;1.0;1.0;0;0;37;7.62;13.4;4.84;19.8;345;128;14.04;14.41;1.026;0;1;0;0;0;0;0;0;0;1;0;489;87;160;72;0;101
1490.75;2203;57;57;21;10;90;0;31;40;0;79;28;0.73;1.0;1.0;0;0;39;7.12;12.2;4.5;18.6;345;128;14.82;14.41;0.972;0;1;0;0;0;0;0;0;0;1;0;466;82;160;74;0;106
1491.15;2139;57;57;21;10;90;0;32;38;0;79;27;0.73;1.0;1.0;0;0;38;7.12;12.2;4.5;18.0;345;128;14.82;14.41;0.972;0;1;0;0;0;0;0;0;0;1;0;467;82;161;68;0;106
1491.55;2164;57;57;21;10;90;0;32;37;0;79;28;0.73;1.0;1.0;0;0;38;7.12;12.2;4.52;18.3;345;128;14.82;15.62;1.054;0;1;0;0;0;0;0;0;0;1;0;470;82;162;68;0;106
1491.95;2152;55;55;20;9.63;89;0;30;40;0;77;26;0.71;1.0;1.0;0;0;40;6.88;11.6;4.3;17.3;345;128;14.82;15.62;1.054;0;1;0;0;0;0;0;0;0;1;0;452;80;162;68;0;105
1492.35;2139;52;52;19;9.17;90;0;29;41;0;75;24;0.7;1.0;1.0;0;0;41;6.5;11.0;4.12;16.3;345;128;14.82;15.82;1.067;0;1;0;0;0;0;0;0;0;1;0;443;79;161;68;0;104
1492.74;2100;53;53;19;9.32;88;0;29;41;0;75;24;0.7;1.0;1.0;0;0;41;6.62;11.0;4.17;16.3;345;128;14.82;15.82;1.067;0;1;0;0;0;0;0;0;0;1;0;438;78;163;68;0;101
1493.16;1998;48;48;16;8.57;88;0;26;43;0;72;22;0.66;1.0;1.0;0;0;44;6.0;9.3;3.87;14.3;345;128;14.82;15.82;1.067;0;1;0;0;0;0;0;0;0;1;0;413;73;163;68;0;101
1493.56;2024;48;48;16;8.58;87;0;27;43;0;72;21;0.66;1.0;1.0;0;0;43;6.0;9.3;3.87;14.5;345;128;14.82;16.01;1.08;0;1;0;0;0;0;0;0;0;1;0;412;73;164;69;0;101
1493.97;2049;49;49;16;8.73;87;0;28;43;0;73;22;0.68;1.0;1.0;0;0;42;6.12;9.3;3.93;14.9;345;128;14.82;16.01;1.08;0;1;0;0;0;0;0;0;0;1;0;426;73;164;69;0;90
1494.38;2113;56;56;18;9.81;87;0;31;39;0;78;26;0.72;1.0;1.0;0;0;39;7.0;10.5;4.36;17.3;345;128;14.82;15.01;1.013;0;1;0;0;0;0;0;0;0;1;0;459;77;164;73;0;106
1494.77;2164;57;57;20;10;87;0;28;41;0;79;28;0.73;1.0;1.0;0;0;42;7.12;11.6;4.45;18.1;345;128;14.82;15.01;1.013;0;1;0;0;0;0;0;0;0;1;0;464;80;164;73;0;106
1495.17;2318;82;82;38;15;89;0;41;27;0;95;43;0.87;1.0;1.0;0;0;29;10.25;22.1;6.47;29.1;345;128;13.54;15.01;1.109;0;1;0;0;0;0;0;0;0;1;0;584;116;162;72;0;145
1495.58;2638;85;85;42;16;90;0;45;25;0;98;51;0.87;1.0;1.0;0;0;25;10.62;24.4;7.01;36.1;345;128;13.54;12.61;0.931;0;1;0;0;0;0;0;0;0;1;0;610;124;160;73;0;146
1495.98;2702;81;81;42;15;91;0;45;25;0;96;49;0.84;1.0;1.0;0;0;25;10.12;24.4;6.58;34.5;345;128;13.54;12.61;0.931;0;1;0;0;0;0;0;0;0;1;0;599;124;159;73;0;145
1496.17;2613;67;67;28;12;91;0;36;34;1;86;39;0.77;1.0;1.0;0;0;34;8.38;16.3;5.23;26.0;345;128;14.82;12.61;0.851;0;1;0;0;0;0;0;0;0;1;0;517;96;156;72;0;105
1496.57;2382;61;61;27;11;91;0;29;40;0;81;33;0.75;1.0;1.0;0;0;41;7.62;15.7;4.69;21.0;345;128;14.82;15.82;1.067;0;1;0;0;0;0;0;0;0;1;0;482;94;159;71;0;108
1496.97;2267;67;67;27;12;90;0;35;35;0;86;34;0.79;1.0;1.0;0;0;35;8.38;15.7;5.21;22.5;345;128;14.82;15.82;1.067;0;1;0;0;0;0;0;0;0;1;0;518;94;160;71;0;114
1497.37;2254;68;68;27;12;90;0;36;33;0;86;35;0.79;1.0;1.0;0;0;34;8.5;15.7;5.32;22.9;345;128;14.04;14.21;1.012;0;1;0;0;0;0;0;0;0;1;0;518;94;160;71;0;114
1497.79;2356;69;69;27;12;90;0;37;34;0;87;36;0.8;1.0;1.0;0;0;33;8.62;15.7;5.44;24.5;345;128;14.04;14.21;1.012;0;1;0;0;0;0;0;0;0;1;0;524;94;160;71;0;114
1498.18;2228;64;64;26;11;90;0;33;37;0;84;33;0.77;1.0;1.0;0;0;37;8.0;15.1;4.98;21.0;345;128;14.04;14.21;1.012;0;1;0;0;0;0;0;0;0;1;0;505;93;160;71;0;109
1498.59;2318;66;66;26;12;90;0;36;34;0;85;34;0.78;1.0;1.0;0;0;34;8.25;15.1;5.23;23.1;345;128;14.82;14.51;0.979;0;1;0;0;0;0;0;0;0;1;0;512;93;160;71;0;110
1499.01;2702;100;100;173;22;93;0;47;23;0;106;59;0.92;1.0;1.0;0;0;23;12.5;100.0;9.07;48.4;345;128;12.06;14.51;1.203;0;1;0;0;0;0;0;0;0;1;0;670;387;156;70;0;154
1499.4;2933;92;92;173;19;91;0;48;22;0;106;61;0.88;1.0;1.0;0;0;22;11.5;100.0;7.93;45.7;345;128;12.06;11.51;0.954;0;1;0;0;0;0;0;0;0;1;0;669;387;159;70;0;154
1499.81;2933;93;93;173;19;91;0;47;22;1;106;62;0.88;1.0;1.0;0;0;23;11.62;100.0;7.9;45.5;345;128;12.06;11.51;0.954;0;1;0;0;0;0;0;0;0;1;0;669;387;159;70;0;153
1500.2;3637;95;95;173;19;92;0;45;25;0;105;74;0.87;1.0;1.0;0;0;25;11.88;100.0;8.15;58.3;345;128;11.91;11.51;0.966;0;1;0;0;0;0;0;0;0;1;0;662;387;158;70;0;154
1500.61;4751;88;88;173;18;92;0;39;31;0;103;95;0.85;1.0;1.0;0;0;31;11.0;100.0;7.83;72.9;345;128;11.83;12.31;1.041;0;1;0;0;0;0;0;0;0;1;0;646;387;158;70;0;154
1501.0;4316;88;88;173;18;92;0;39;31;0;103;87;0.85;1.0;1.0;0;0;31;11.0;100.0;7.72;65.3;345;128;12.46;12.31;0.988;0;1;0;0;0;0;0;0;0;1;0;651;387;158;70;0;114
1501.41;4457;89;89;173;19;92;0;39;31;0;103;90;0.85;1.0;1.0;0;0;31;11.12;100.0;7.94;69.5;345;128;11.33;12.81;1.131;0;1;0;0;0;0;0;0;0;1;0;648;387;157;70;0;114
1501.81;4623;89;89;173;19;92;0;40;30;0;104;94;0.86;1.0;1.0;0;0;30;11.12;100.0;7.99;72.5;345;128;11.33;12.81;1.131;0;1;0;0;0;0;0;0;0;1;0;655;387;158;70;0;37
1502.02;4790;89;89;173;19;92;0;40;30;0;104;97;0.86;1.0;1.0;0;0;30;11.12;100.0;8.02;75.4;345;128;11.33;12.81;1.131;0;1;0;0;0;0;0;0;0;1;0;656;387;158;69;0;114
1502.41;5008;89;89;173;19;92;0;40;30;0;103;99;0.85;1.0;1.0;0;0;30;11.12;100.0;8.03;79.0;345;128;11.33;12.11;1.069;0;1;0;0;0;0;0;0;0;1;0;648;387;158;69;0;153
1502.83;5033;88;88;173;19;92;0;40;30;0;103;100;0.85;1.0;1.0;0;0;30;11.0;100.0;7.98;78.9;345;128;11.83;12.11;1.024;0;1;0;0;0;0;0;0;0;1;0;650;387;157;69;0;153
1503.23;5200;87;87;173;19;92;0;39;31;0;102;102;0.84;1.0;1.0;0;0;31;10.88;100.0;7.88;80.4;345;128;11.61;12.11;1.043;0;1;0;0;0;0;0;0;0;1;0;642;387;157;69;0;153
1503.64;5353;88;88;173;19;92;0;38;32;0;103;106;0.85;1.0;1.0;0;0;32;11.0;100.0;7.99;84.0;345;128;11.61;12.61;1.086;0;1;0;0;0;0;0;0;0;1;0;645;387;157;69;0;153
1504.03;5456;88;88;173;19;92;0;38;31;0;103;108;0.85;1.0;1.0;0;0;32;11.0;100.0;8.15;87.4;345;128;11.61;12.61;1.086;0;1;0;0;0;0;0;0;0;1;0;649;387;158;69;0;148
1504.45;5469;87;87;173;19;92;0;38;31;0;103;109;0.85;1.0;1.0;0;0;32;10.88;100.0;8.15;87.6;345;128;11.61;11.71;1.009;0;1;0;0;0;0;0;0;0;1;0;644;387;157;69;0;153
1504.83;3932;90;90;173;18;92;0;41;29;0;104;81;0.86;1.0;1.0;0;0;29;11.25;100.0;7.85;60.5;345;128;11.61;11.71;1.009;0;1;0;0;0;0;0;0;0;1;0;654;387;158;69;0;154
1505.25;4009;90;90;173;19;92;0;41;29;0;104;82;0.86;1.0;1.0;0;0;29;11.25;100.0;7.88;62.0;345;128;11.61;11.71;1.009;0;1;0;0;0;0;0;0;0;1;0;659;387;158;69;0;114
1505.64;3330;15;15;1;3.55;90;0;36;25;0;44;12;0.36;1.0;1.0;0;0;34;1.88;0.6;1.87;9.9;345;128;14.82;11.11;0.75;0;1;0;0;0;1;0;0;0;1;0;200;42;161;69;0;57
1506.06;2331;15;15;1;3.47;90;0;65;25;0;43;8;0.35;1.0;1.0;0;0;5;1.88;0.6;1.84;6.7;345;128;14.82;11.11;0.75;0;1;0;0;0;1;0;0;0;1;0;199;42;160;69;0;57
1506.46;2190;15;15;1;3.43;89;0;65;25;0;43;7;0.35;1.0;1.0;0;0;5;1.88;0.6;1.82;6.3;345;128;14.82;11.11;0.75;0;1;0;0;0;1;0;0;0;1;0;194;42;162;69;0;70
1506.87;2139;15;15;1;3.42;88;0;66;24;0;43;7;0.35;1.0;1.0;0;0;4;1.88;0.6;1.81;6.1;345;128;14.82;11.11;0.75;0;1;0;0;0;1;0;0;0;1;0;193;42;163;69;0;53
1507.25;1985;14;14;1;3.33;89;0;65;25;0;42;6;0.34;1.0;1.0;0;0;5;1.75;0.6;1.78;5.5;345;128;14.82;11.11;0.75;0;1;0;0;0;1;0;0;0;1;0;189;42;165;69;0;54
1507.47;2062;14;14;1;3.28;87;0;68;22;0;42;6;0.34;1.0;1.0;0;0;2;1.75;0.6;1.75;5.6;345;128;14.82;11.11;0.75;0;1;0;0;0;1;0;0;0;1;0;189;42;165;69;0;54
