Время, с;Обороты;Нагрузка (ось карт);Наполнение мгновенное;Дроссель открытие;Впрыск, мс;Мёртвое время форсунки;Обогащение ускорения;УОЗ сырьё;УОЗ из карты;Поправка угла по детонации, °;Давление, кПа;Расход (прослойка);VE (ДАД);Ktps (ДАД);Коррекция по лямбде;Живая карта;Состояние указателя;Индекс температурных таблиц;РХХ / контур холостого;УОЗ, градусы;Нагрузка TP;Газ, %;Впрыск расчётный, мс;Загрузка форсунок, %;K форсунок;КМ (ДАД);AFR цель;AFR факт (ШДК);AFR возраст, с;Поправка VE (факт/цель);ФЛАГ Отсечка;ФЛАГ Впрыск разрешён;ФЛАГ Замкнутый цикл;ФЛАГ Крэнк;ФЛАГ Нейтраль;ФЛАГ Холостой ход;ФЛАГ Стартер;ФЛАГ Неисправность TPS;ФЛАГ $0053.08 гейт наката;ФЛАГ $0053.40 гейт наката;ФЛАГ $0053.80 не разобран;АЦП Расходомер/ДАД;АЦП Дроссель;АЦП Напряжение борта;АЦП Температура ОЖ;АЦП Лямбда;АЦП канал 9 (свободный)
121.89;1229;20;20;0;3.35;64;0;33;37;0;47;5;0.43;1.0;1.0;0;0;99;0;37;2.5;0.0;1.66;3.4;345;128;14.7;11.0;0.02;0.748;0;1;0;0;1;1;0;0;0;1;0;306;;174;171;8;84
122.29;1217;19;19;0;3.33;65;0;33;36;0;47;5;0.42;1.0;1.0;0;0;99;0;37;2.38;0.0;1.66;3.4;345;128;14.7;11.0;0.06;0.748;0;1;0;0;1;1;0;0;0;1;0;305;;173;171;8;84
122.69;1217;20;20;0;3.43;65;0;33;37;0;48;5;0.43;1.0;1.0;0;0;99;0;37;2.5;0.0;1.7;3.5;345;128;14.7;12.3;0.03;0.837;0;1;0;0;1;1;0;0;0;1;0;309;;173;171;8;84
123.09;1229;20;20;0;3.35;64;0;33;37;0;47;5;0.43;1.0;1.0;0;0;101;0;37;2.5;0.0;1.66;3.4;345;128;14.7;11.9;0.06;0.81;0;1;0;0;1;1;0;0;0;1;0;305;;174;170;8;84
123.3;1204;20;20;0;3.32;64;0;33;37;0;47;5;0.42;1.0;1.0;0;0;101;0;37;2.5;0.0;1.65;3.3;345;128;14.7;12.1;0.06;0.823;0;1;0;0;1;1;0;0;0;1;0;303;;174;170;9;85
123.71;1229;20;20;0;3.37;64;0;34;37;0;47;5;0.43;1.0;1.0;0;0;101;0;36;2.5;0.0;1.67;3.5;345;128;14.7;11.3;0.05;0.769;0;1;0;0;1;1;0;0;0;1;0;308;;174;170;9;83
124.1;1204;19;19;0;3.3;64;0;34;36;0;47;5;0.42;1.0;1.0;0;0;101;0;36;2.38;0.0;1.64;3.3;345;128;14.7;11.0;0.07;0.748;0;1;0;0;1;1;0;0;0;1;0;304;;174;170;9;77
124.51;1217;20;20;0;3.32;64;0;34;36;0;47;5;0.42;1.0;1.0;0;0;101;0;36;2.5;0.0;1.65;3.4;345;128;14.7;11.2;0.07;0.762;0;1;0;0;1;1;0;0;0;1;0;306;;174;170;9;83
124.91;1165;19;19;0;3.28;65;0;34;36;0;47;5;0.41;1.0;1.0;0;0;101;0;36;2.38;0.0;1.64;3.2;345;128;14.7;11.4;0.03;0.776;0;1;0;0;1;1;0;0;0;1;0;306;;173;170;9;84
125.31;1217;20;20;0;3.45;66;0;34;36;0;48;5;0.43;1.0;1.0;0;0;101;0;36;2.5;0.0;1.71;3.5;345;128;14.7;11.2;0.07;0.762;0;1;0;0;1;1;0;0;0;1;0;310;;170;170;9;75
125.7;1217;19;19;0;3.3;64;0;33;37;0;47;5;0.42;1.0;1.0;0;0;101;0;37;2.38;0.0;1.64;3.3;345;128;14.7;10.9;0.04;0.741;0;1;0;0;1;1;0;0;0;1;0;305;;174;170;9;84
126.11;1204;20;20;0;3.35;64;0;33;37;0;47;5;0.42;1.0;1.0;0;0;101;0;37;2.5;0.0;1.66;3.4;345;128;14.7;11.9;0.08;0.81;0;1;0;0;1;1;0;0;0;1;0;307;;174;170;9;84
126.51;1255;20;20;0;3.35;64;0;34;36;0;47;5;0.43;1.0;1.0;0;0;101;0;36;2.5;0.0;1.66;3.5;345;128;14.7;11.8;0.05;0.803;0;1;0;0;1;1;0;0;0;1;0;306;;174;170;9;84
126.92;1229;20;20;0;3.4;64;0;33;37;0;47;5;0.43;1.0;1.0;0;0;101;0;37;2.5;0.0;1.68;3.5;345;128;14.7;11.6;0.04;0.789;0;1;0;0;1;1;0;0;0;1;0;303;;174;169;9;84
127.32;1217;20;20;0;3.35;64;0;33;37;0;47;5;0.42;1.0;1.0;0;0;101;0;37;2.5;0.0;1.66;3.4;345;128;14.7;11.8;0.08;0.803;0;1;0;0;1;1;0;0;0;1;0;306;;174;169;9;84
127.71;1204;19;19;0;3.32;64;0;34;36;0;47;5;0.42;1.0;1.0;0;0;101;0;36;2.38;0.0;1.65;3.3;345;128;14.7;12.7;0.04;0.864;0;1;0;0;1;1;0;0;0;1;0;305;;174;169;9;84
128.13;1204;20;20;0;3.37;64;0;34;37;0;47;5;0.42;1.0;1.0;0;0;101;0;36;2.5;0.0;1.67;3.4;345;128;14.7;12.7;0.1;0.864;0;1;0;0;1;1;0;0;0;1;0;306;;174;169;9;84
128.53;1229;20;20;0;3.35;64;0;34;36;0;47;5;0.43;1.0;1.0;0;0;101;0;36;2.5;0.0;1.66;3.4;345;128;14.7;12.5;0.09;0.85;0;1;0;0;1;1;0;0;0;1;0;306;;174;169;9;84
128.93;1204;20;20;0;3.36;65;0;33;37;0;47;5;0.42;1.0;1.0;0;0;101;0;37;2.5;0.0;1.67;3.4;345;128;14.7;12.8;0.06;0.871;0;1;0;0;1;1;0;0;0;1;0;303;;173;169;9;84
129.34;1255;20;20;0;3.36;65;0;34;37;0;47;5;0.43;1.0;1.0;0;0;101;0;36;2.5;0.0;1.67;3.5;345;128;14.7;11.0;0.0;0.748;0;1;0;0;1;1;0;0;0;1;0;308;;173;169;9;84
129.52;1217;19;19;0;3.3;64;0;33;37;0;47;5;0.42;1.0;1.0;0;0;101;0;37;2.38;0.0;1.64;3.3;345;128;14.7;12.3;0.08;0.837;0;1;0;0;1;1;0;0;0;1;0;303;;174;169;9;83
129.92;1217;20;20;0;3.3;64;0;33;37;0;47;5;0.42;1.0;1.0;0;0;103;0;37;2.5;0.0;1.64;3.3;345;128;14.7;12.8;0.05;0.871;0;1;0;0;1;1;0;0;0;1;0;306;;174;168;9;148
130.32;1217;19;19;0;3.27;64;0;34;36;0;47;5;0.42;1.0;1.0;0;0;103;0;36;2.38;0.0;1.63;3.3;345;128;14.7;13.1;0.09;0.891;0;1;0;0;1;1;0;0;0;1;0;304;;174;168;9;84
130.73;1204;19;19;0;3.27;64;0;34;36;0;47;5;0.42;1.0;1.0;0;0;103;0;36;2.38;0.0;1.63;3.3;345;128;14.7;12.8;0.07;0.871;0;1;0;0;1;1;0;0;0;1;0;304;;174;168;9;84
131.14;1217;19;19;0;3.28;65;0;34;36;0;47;5;0.42;1.0;1.0;0;0;103;0;36;2.38;0.0;1.64;3.3;345;128;14.7;12.1;0.01;0.823;0;1;0;0;1;1;0;0;0;1;0;306;;173;168;9;84
131.54;1178;20;20;0;3.35;66;0;33;37;0;47;5;0.42;1.0;1.0;0;0;103;0;37;2.5;0.0;1.67;3.3;345;128;14.7;13.1;0.09;0.891;0;1;0;0;1;1;0;0;0;1;0;305;;172;168;9;146
131.93;1178;19;19;0;3.3;66;0;34;36;0;47;5;0.42;1.0;1.0;0;0;103;0;36;2.38;0.0;1.65;3.2;345;128;14.7;12.7;0.06;0.864;0;1;0;0;1;1;0;0;0;1;0;304;;170;168;9;77
132.35;1217;20;20;0;3.35;66;0;34;36;0;48;5;0.43;1.0;1.0;0;0;103;0;36;2.5;0.0;1.67;3.4;345;128;14.7;12.2;0.01;0.83;0;1;0;0;1;1;0;0;0;1;0;310;;171;168;9;84
132.74;1178;20;20;0;3.36;67;0;34;36;0;47;5;0.42;1.0;1.0;0;0;103;0;36;2.5;0.0;1.68;3.3;345;128;14.7;13.8;0.09;0.939;0;1;0;0;1;1;0;0;0;1;0;307;;170;167;9;84
133.13;1229;20;20;0;3.37;64;0;34;37;0;47;5;0.43;1.0;1.0;0;0;103;0;36;2.5;0.0;1.67;3.5;345;128;14.7;12.8;0.06;0.871;0;1;0;0;1;1;0;0;0;1;0;307;;174;167;9;84
133.55;1204;19;19;0;3.27;64;0;34;36;0;47;5;0.42;1.0;1.0;0;0;103;0;36;2.38;0.0;1.63;3.3;345;128;14.7;12.2;0.11;0.83;0;1;0;0;1;1;0;0;0;1;0;305;;174;167;9;84
133.94;1255;20;20;0;3.38;65;0;34;37;0;47;5;0.43;1.0;1.0;0;0;103;0;36;2.5;0.0;1.68;3.5;345;128;14.7;11.6;0.01;0.789;0;1;0;0;1;1;0;0;0;1;0;308;;173;167;9;84
134.34;1204;19;19;0;3.28;65;0;34;36;0;47;5;0.42;1.0;1.0;0;0;103;0;36;2.38;0.0;1.64;3.3;345;128;14.7;12.5;0.1;0.85;0;1;0;0;1;1;0;0;0;1;0;304;;173;167;9;84
134.74;1217;19;19;0;3.27;64;0;34;36;0;47;5;0.42;1.0;1.0;0;0;103;0;36;2.38;0.0;1.63;3.3;345;128;14.7;11.2;0.07;0.762;0;1;0;0;1;1;0;0;0;1;0;304;;174;167;9;84
135.16;1204;19;19;0;3.27;64;0;34;36;0;47;5;0.42;1.0;1.0;0;0;103;0;36;2.38;0.0;1.63;3.3;345;128;14.7;11.8;0.01;0.803;0;1;0;0;1;1;0;0;0;1;0;305;;174;167;10;84
135.55;1204;19;19;0;3.27;64;0;34;36;0;47;5;0.42;1.0;1.0;0;0;103;0;36;2.38;0.0;1.63;3.3;345;128;14.7;11.5;0.09;0.782;0;1;0;0;1;1;0;0;0;1;0;305;;174;167;10;76
135.77;1229;20;20;0;3.35;64;0;34;36;0;47;5;0.43;1.0;1.0;0;0;104;0;36;2.5;0.0;1.66;3.4;345;128;14.7;12.8;0.03;0.871;0;1;0;0;1;1;0;0;0;1;0;305;;174;166;10;84
136.15;1204;19;19;0;3.27;64;0;34;36;0;47;5;0.42;1.0;1.0;0;0;104;0;36;2.38;0.0;1.63;3.3;345;128;14.7;11.7;0.0;0.796;0;1;0;0;1;1;0;0;0;1;0;304;;174;166;10;84
136.57;1255;20;20;0;3.37;64;0;33;37;0;47;5;0.43;1.0;1.0;0;0;104;0;37;2.5;0.0;1.67;3.5;345;128;14.7;13.4;0.1;0.912;0;1;0;0;1;1;0;0;0;1;0;307;;174;166;10;85
136.96;1204;19;19;0;3.27;64;0;34;36;0;47;5;0.42;1.0;1.0;0;0;104;0;36;2.38;0.0;1.63;3.3;345;128;14.7;11.1;0.02;0.755;0;1;0;0;1;1;0;0;0;1;0;303;;174;166;10;83
137.37;1255;20;20;0;3.37;64;0;34;37;0;47;5;0.43;1.0;1.0;0;0;104;0;36;2.5;0.0;1.67;3.5;345;128;14.7;11.5;0.01;0.782;0;1;0;0;1;1;0;0;0;1;0;307;;174;166;10;84
137.76;1204;19;19;0;3.27;64;0;33;37;0;47;5;0.42;1.0;1.0;0;0;104;0;37;2.38;0.0;1.63;3.3;345;128;14.7;11.3;0.03;0.769;0;1;0;0;1;1;0;0;0;1;0;303;;174;166;10;83
138.16;1217;19;19;0;3.31;67;0;34;36;0;47;5;0.42;1.0;1.0;0;0;104;0;36;2.38;0.0;1.66;3.4;345;128;14.7;11.2;0.0;0.762;0;1;0;0;1;1;0;0;0;1;0;307;;170;166;10;84
138.55;1204;19;19;0;3.3;64;0;33;36;0;47;5;0.42;1.0;1.0;0;0;104;0;37;2.38;0.0;1.64;3.3;345;128;14.7;10.9;0.08;0.741;0;1;0;0;1;1;0;0;0;1;0;304;;174;166;10;84
138.97;1217;19;19;0;3.27;64;0;34;36;0;47;5;0.42;1.0;1.0;0;0;104;0;36;2.38;0.0;1.63;3.3;345;128;14.7;12.1;0.03;0.823;0;1;0;0;1;1;0;0;0;1;0;306;;173;166;10;40
139.36;1204;19;19;0;3.27;64;0;33;36;0;47;5;0.42;1.0;1.0;0;0;104;0;37;2.38;0.0;1.63;3.3;345;128;14.7;11.3;0.1;0.769;0;1;0;0;1;1;0;0;0;1;0;304;;174;165;10;84
139.77;1217;19;19;0;3.27;64;0;34;36;0;47;5;0.42;1.0;1.0;0;0;104;0;36;2.38;0.0;1.63;3.3;345;128;14.7;12.9;0.04;0.878;0;1;0;0;1;1;0;0;0;1;0;305;;174;165;10;84
140.17;1204;19;19;0;3.27;64;0;34;36;0;47;5;0.42;1.0;1.0;0;0;104;0;36;2.38;0.0;1.63;3.3;345;128;14.7;13.7;0.0;0.932;0;1;0;0;1;1;0;0;0;1;0;306;;174;165;10;84
140.57;1178;19;19;0;3.27;64;0;33;37;0;47;5;0.42;1.0;1.0;0;0;104;0;37;2.38;0.0;1.63;3.2;345;128;14.7;13.1;0.03;0.891;0;1;0;0;1;1;0;0;0;1;0;303;;174;165;10;83
140.97;1217;20;20;0;3.32;64;0;33;37;0;47;5;0.42;1.0;1.0;0;0;104;0;37;2.5;0.0;1.65;3.4;345;128;14.7;12.5;0.03;0.85;0;1;0;0;1;1;0;0;0;1;0;307;;174;165;10;44
141.37;1217;19;19;0;3.28;65;0;34;36;0;47;5;0.42;1.0;1.0;0;0;104;0;36;2.38;0.0;1.64;3.3;345;128;14.7;12.7;0.01;0.864;0;1;0;0;1;1;0;0;0;1;0;303;;173;165;10;83
141.78;1217;20;20;0;3.32;64;0;33;37;0;47;5;0.42;1.0;1.0;0;0;104;0;37;2.5;0.0;1.65;3.4;345;128;14.7;13.0;0.0;0.884;0;1;0;0;1;1;0;0;0;1;0;306;;174;165;10;84
141.98;1255;20;20;0;3.32;64;0;34;36;0;47;5;0.43;1.0;1.0;0;0;104;0;36;2.5;0.0;1.65;3.5;345;128;14.7;12.4;0.04;0.844;0;1;0;0;1;1;0;0;0;1;0;304;;174;165;10;76
142.39;1204;19;19;0;3.27;64;0;33;37;0;47;5;0.42;1.0;1.0;0;0;104;0;37;2.38;0.0;1.63;3.3;345;128;14.7;12.8;0.02;0.871;0;1;0;0;1;1;0;0;0;1;0;303;;174;165;10;84
142.78;1229;20;20;0;3.27;64;0;34;37;0;47;5;0.43;1.0;1.0;0;0;106;0;36;2.5;0.0;1.63;3.3;345;128;14.7;13.1;0.05;0.891;0;1;0;0;1;1;0;0;0;1;0;307;;174;164;10;84
143.17;1178;19;19;0;3.25;64;0;34;36;0;47;5;0.42;1.0;1.0;0;0;106;0;36;2.38;0.0;1.62;3.2;345;128;14.7;12.9;0.02;0.878;0;1;0;0;1;1;0;0;0;1;0;303;;174;164;10;83
143.59;1204;20;20;0;3.3;64;0;34;36;0;47;5;0.42;1.0;1.0;0;0;106;0;36;2.5;0.0;1.64;3.3;345;128;14.7;13.1;0.01;0.891;0;1;0;0;1;1;0;0;0;1;0;307;;174;164;10;84
143.98;1229;19;19;0;3.25;64;0;34;37;0;47;5;0.43;1.0;1.0;0;0;106;0;36;2.38;0.0;1.62;3.3;345;128;14.7;12.9;0.03;0.878;0;1;0;0;1;1;0;0;0;1;0;302;;174;164;10;83
144.38;1178;19;19;0;3.25;64;0;34;36;0;47;5;0.42;1.0;1.0;0;0;106;0;36;2.38;0.0;1.62;3.2;345;128;14.7;11.5;0.0;0.782;0;1;0;0;1;1;0;0;0;1;0;304;;174;164;10;146
144.8;1229;20;20;0;3.3;64;0;34;36;0;47;5;0.43;1.0;1.0;0;0;106;0;36;2.5;0.0;1.64;3.4;345;128;14.7;11.3;0.06;0.769;0;1;0;0;1;1;0;0;0;1;0;303;;174;164;10;76
145.2;1204;19;19;0;3.25;64;0;34;36;0;47;5;0.42;1.0;1.0;0;0;106;0;36;2.38;0.0;1.62;3.3;345;128;14.7;11.3;0.02;0.769;0;1;0;0;1;1;0;0;0;1;0;305;;174;164;10;148
145.59;1178;19;19;0;3.27;64;0;34;36;0;47;5;0.42;1.0;1.0;0;0;106;0;36;2.38;0.0;1.63;3.2;345;128;14.7;11.4;0.04;0.776;0;1;0;0;1;1;0;0;0;1;0;304;;174;164;10;84
146.0;1217;20;20;0;3.27;64;0;34;36;0;47;5;0.42;1.0;1.0;0;0;106;0;36;2.5;0.0;1.63;3.3;345;128;14.7;11.7;0.03;0.796;0;1;0;0;1;1;0;0;0;1;0;306;;174;164;10;84
146.39;1229;20;20;0;3.3;64;0;34;36;0;47;5;0.43;1.0;1.0;0;0;106;0;36;2.5;0.0;1.64;3.4;345;128;14.7;12.4;0.05;0.844;0;1;0;0;1;1;0;0;0;1;0;303;;174;164;10;83
146.79;1204;20;20;0;3.31;65;0;34;36;0;47;5;0.42;1.0;1.0;0;0;106;0;36;2.5;0.0;1.65;3.3;345;128;14.7;12.7;0.02;0.864;0;1;0;0;1;1;0;0;0;1;0;306;;173;163;10;83
147.19;1255;20;20;0;3.3;64;0;34;37;0;47;5;0.43;1.0;1.0;0;0;106;0;36;2.5;0.0;1.64;3.5;345;128;14.7;12.6;0.05;0.857;0;1;0;0;1;1;0;0;0;1;0;304;;174;163;10;77
147.6;1204;20;20;0;3.3;64;0;33;37;0;47;5;0.42;1.0;1.0;0;0;106;0;37;2.5;0.0;1.64;3.3;345;128;14.7;13.0;0.04;0.884;0;1;0;0;1;1;0;0;0;1;0;305;;174;163;10;84
148.0;1268;20;20;0;3.27;64;0;34;36;0;47;5;0.43;1.0;1.0;0;0;106;0;36;2.5;0.0;1.63;3.5;345;128;14.7;13.5;0.06;0.918;0;1;0;0;1;1;0;0;0;1;0;305;;174;163;10;84
148.19;1204;19;19;0;3.21;65;0;33;37;0;46;5;0.41;1.0;1.0;0;0;106;0;37;2.38;0.0;1.61;3.2;345;128;14.7;10.9;0.05;0.741;0;1;0;0;1;1;0;0;0;1;0;301;;174;163;10;142
148.61;1217;20;20;0;3.27;64;0;34;36;0;47;5;0.42;1.0;1.0;0;0;106;0;36;2.5;0.0;1.63;3.3;345;128;14.7;11.0;0.05;0.748;0;1;0;0;1;1;0;0;0;1;0;304;;174;163;10;35
149.0;1255;20;20;0;3.3;64;0;34;36;0;47;5;0.43;1.0;1.0;0;0;106;0;36;2.5;0.0;1.64;3.5;345;128;14.7;11.6;0.06;0.789;0;1;0;0;1;1;0;0;0;1;0;304;;174;163;10;84
149.41;1229;19;19;0;3.2;64;0;34;36;0;46;5;0.42;1.0;1.0;0;0;106;0;36;2.38;0.0;1.6;3.3;345;128;14.7;11.3;0.06;0.769;0;1;0;0;1;1;0;0;0;1;0;300;;174;163;11;40
149.8;1217;19;19;0;3.27;64;0;34;36;0;47;5;0.42;1.0;1.0;0;0;106;0;36;2.38;0.0;1.63;3.3;345;128;14.7;11.9;0.02;0.81;0;1;0;0;1;1;0;0;0;1;0;304;;174;163;11;82
150.21;1255;20;20;0;3.25;64;0;34;36;0;47;5;0.43;1.0;1.0;0;0;107;0;36;2.5;0.0;1.62;3.4;345;128;14.7;12.5;0.06;0.85;0;1;0;0;1;1;0;0;0;1;0;303;;174;162;11;84
150.62;1204;19;19;0;3.25;64;0;33;36;0;47;5;0.42;1.0;1.0;0;0;107;0;37;2.38;0.0;1.62;3.3;345;128;14.7;12.8;0.04;0.871;0;1;0;0;1;1;0;0;0;1;0;302;;174;162;11;44
151.01;1229;20;20;0;3.27;64;0;34;36;0;47;5;0.43;1.0;1.0;0;0;107;0;36;2.5;0.0;1.63;3.3;345;128;14.7;12.7;0.08;0.864;0;1;0;0;1;1;0;0;0;1;0;306;;174;162;11;84
151.41;1204;20;20;0;3.25;64;0;33;36;0;47;5;0.42;1.0;1.0;0;0;107;0;37;2.5;0.0;1.62;3.3;345;128;14.7;13.0;0.05;0.884;0;1;0;0;1;1;0;0;0;1;0;302;;174;162;11;83
151.82;1229;20;20;0;3.28;65;0;34;36;0;47;5;0.43;1.0;1.0;0;0;107;0;36;2.5;0.0;1.64;3.4;345;128;14.7;13.3;0.08;0.905;0;1;0;0;1;1;0;0;0;1;0;305;;173;162;11;84
152.22;1178;19;19;0;3.25;64;0;33;37;0;47;5;0.42;1.0;1.0;0;0;107;0;37;2.38;0.0;1.62;3.2;345;128;14.7;12.7;0.06;0.864;0;1;0;0;1;1;0;0;0;1;0;304;;174;162;11;83
152.62;1229;20;20;0;3.25;64;0;34;37;0;47;5;0.43;1.0;1.0;0;0;107;0;36;2.5;0.0;1.62;3.3;345;128;14.7;12.5;0.04;0.85;0;1;0;0;1;1;0;0;0;1;0;303;;174;162;11;84
153.01;1178;20;20;0;3.27;64;0;34;36;0;47;5;0.42;1.0;1.0;0;0;107;0;36;2.5;0.0;1.63;3.2;345;128;14.7;12.7;0.07;0.864;0;1;0;0;1;1;0;0;0;1;0;304;;174;162;11;82
153.43;1204;20;20;0;3.28;67;0;34;36;0;47;5;0.42;1.0;1.0;0;0;107;0;36;2.5;0.0;1.65;3.3;345;128;14.7;12.2;0.08;0.83;0;1;0;0;1;1;0;0;0;1;0;303;;170;161;11;83
153.84;1204;20;20;0;3.27;64;0;34;36;0;47;5;0.42;1.0;1.0;0;0;107;0;36;2.5;0.0;1.63;3.3;345;128;14.7;11.3;0.0;0.769;0;1;0;0;1;1;0;0;0;1;0;306;;174;161;11;84
154.23;1229;20;20;0;3.25;64;0;34;36;0;47;5;0.43;1.0;1.0;0;0;107;0;36;2.5;0.0;1.62;3.3;345;128;14.7;12.2;0.08;0.83;0;1;0;0;1;1;0;0;0;1;0;303;;174;161;11;40
154.44;1204;19;19;0;3.22;64;0;33;36;0;47;5;0.42;1.0;1.0;0;0;107;0;37;2.38;0.0;1.61;3.2;345;128;14.7;12.3;0.08;0.837;0;1;0;0;1;1;0;0;0;1;0;302;;174;161;11;83
154.84;1229;20;20;0;3.27;64;0;33;36;0;47;5;0.43;1.0;1.0;0;0;107;0;37;2.5;0.0;1.63;3.3;345;128;14.7;12.5;0.1;0.85;0;1;0;0;1;1;0;0;0;1;0;306;;174;161;11;84
155.24;1217;19;19;0;3.23;65;0;33;36;0;47;5;0.42;1.0;1.0;0;0;107;0;37;2.38;0.0;1.62;3.3;345;128;14.7;13.3;0.08;0.905;0;1;0;0;1;1;0;0;0;1;0;303;;173;161;11;44
155.63;1229;20;20;0;3.28;65;0;34;36;0;47;5;0.43;1.0;1.0;0;0;107;0;36;2.5;0.0;1.64;3.4;345;128;14.7;13.1;0.05;0.891;0;1;0;0;1;1;0;0;0;1;0;304;;173;161;11;84
156.05;1268;19;19;0;3.22;64;0;34;36;0;47;5;0.43;1.0;1.0;0;0;107;0;36;2.38;0.0;1.61;3.4;345;128;14.7;12.8;0.11;0.871;0;1;0;0;1;1;0;0;0;1;0;304;;174;161;11;84
156.43;1204;19;19;0;3.17;64;0;33;36;0;46;5;0.41;1.0;1.0;0;0;109;0;37;2.38;0.0;1.59;3.2;345;128;14.7;13.0;0.07;0.884;0;1;0;0;1;1;0;0;0;1;0;301;;174;160;11;83
156.85;1229;20;20;0;3.3;64;0;33;37;0;47;5;0.43;1.0;1.0;0;0;109;0;37;2.5;0.0;1.64;3.4;345;128;14.7;11.4;0.02;0.776;0;1;0;0;1;1;0;0;0;1;0;303;;174;160;11;75
157.25;1255;20;20;0;3.27;64;0;34;36;0;47;5;0.43;1.0;1.0;0;0;109;0;36;2.5;0.0;1.63;3.4;345;128;14.7;13.0;0.1;0.884;0;1;0;0;1;1;0;0;0;1;0;304;;174;160;11;44
157.64;1204;19;19;0;3.2;64;0;33;37;0;46;5;0.41;1.0;1.0;0;0;109;0;37;2.38;0.0;1.6;3.2;345;128;14.7;12.6;0.07;0.857;0;1;0;0;1;1;0;0;0;1;0;301;;174;160;11;83
158.04;1217;19;19;0;3.25;66;0;34;36;0;47;5;0.42;1.0;1.0;0;0;109;0;36;2.38;0.0;1.63;3.3;345;128;14.7;12.9;0.1;0.878;0;1;0;0;1;1;0;0;0;1;0;306;;172;160;11;84
158.45;1178;19;19;0;3.27;66;0;34;36;0;47;5;0.42;1.0;1.0;0;0;109;0;36;2.38;0.0;1.64;3.2;345;128;14.7;12.9;0.08;0.878;0;1;0;0;1;1;0;0;0;1;0;305;;172;160;11;84
158.85;1229;20;20;0;3.25;64;0;34;36;0;47;5;0.43;1.0;1.0;0;0;109;0;36;2.5;0.0;1.62;3.3;345;128;14.7;11.1;0.01;0.755;0;1;0;0;1;1;0;0;0;1;0;303;;174;160;11;83
159.24;1204;19;19;0;3.17;64;0;34;36;0;46;5;0.41;1.0;1.0;0;0;109;0;36;2.38;0.0;1.59;3.2;345;128;14.7;11.9;0.08;0.81;0;1;0;0;1;1;0;0;0;1;0;301;;174;160;11;83
159.65;1217;19;19;0;3.25;66;0;34;36;0;47;5;0.42;1.0;1.0;0;0;109;0;36;2.38;0.0;1.63;3.3;345;128;14.7;11.5;0.01;0.782;0;1;0;0;1;1;0;0;0;1;0;304;;172;160;11;84
160.07;1204;20;20;0;3.36;67;0;34;36;0;48;5;0.43;1.0;1.0;0;0;109;0;36;2.5;0.0;1.68;3.4;345;128;14.7;11.6;0.02;0.789;0;1;0;0;1;1;0;0;0;1;0;309;;170;159;11;84
160.47;1217;19;19;0;3.2;64;0;33;37;0;47;5;0.42;1.0;1.0;0;0;109;0;37;2.38;0.0;1.6;3.2;345;128;14.7;11.3;0.0;0.769;0;1;0;0;1;1;0;0;0;1;0;303;;174;159;11;76
160.66;1217;20;20;0;3.25;64;0;33;37;0;47;5;0.42;1.0;1.0;0;0;109;0;37;2.5;0.0;1.62;3.3;345;128;14.7;13.3;0.08;0.905;0;1;0;0;1;1;0;0;0;1;0;302;;173;159;11;142
161.07;1255;20;20;0;3.27;64;0;34;37;0;47;5;0.43;1.0;1.0;0;0;109;0;36;2.5;0.0;1.63;3.4;345;128;14.7;11.9;0.02;0.81;0;1;0;0;1;1;0;0;0;1;0;303;;174;159;11;83
161.47;1268;19;19;0;3.23;65;0;33;37;0;47;5;0.43;1.0;1.0;0;0;109;0;37;2.38;0.0;1.62;3.4;345;128;14.7;13.3;0.1;0.905;0;1;0;0;1;1;0;0;0;1;0;304;;173;159;11;84
161.85;1204;19;19;0;3.17;64;0;33;37;0;46;5;0.41;1.0;1.0;0;0;109;0;37;2.38;0.0;1.59;3.2;345;128;14.7;13.6;0.08;0.925;0;1;0;0;1;1;0;0;0;1;0;301;;174;159;11;83
162.27;1217;20;20;0;3.25;64;0;33;37;0;47;5;0.42;1.0;1.0;0;0;109;0;37;2.5;0.0;1.62;3.3;345;128;14.7;11.5;0.03;0.782;0;1;0;0;1;1;0;0;0;1;0;302;;174;159;11;83
162.66;1255;20;20;0;3.28;65;0;34;36;0;47;5;0.43;1.0;1.0;0;0;109;0;36;2.5;0.0;1.64;3.4;345;128;14.7;12.8;0.1;0.871;0;1;0;0;1;1;0;0;0;1;0;305;;173;159;11;84
163.06;1217;19;19;0;3.12;64;0;33;37;0;46;5;0.41;1.0;1.0;0;0;111;0;37;2.38;0.0;1.57;3.2;345;128;14.7;13.2;0.09;0.898;0;1;0;0;1;1;0;0;0;1;0;301;;174;159;11;83
163.46;1204;20;20;0;3.23;65;0;34;36;0;47;5;0.42;1.0;1.0;0;0;111;0;36;2.5;0.0;1.62;3.2;345;128;14.7;11.2;0.0;0.762;0;1;0;0;1;1;0;0;0;1;0;303;;173;158;11;83
163.88;1268;20;20;0;3.22;64;0;34;36;0;47;5;0.43;1.0;1.0;0;0;111;0;36;2.5;0.0;1.61;3.4;345;128;14.7;11.3;0.0;0.769;0;1;0;0;1;1;0;0;0;1;0;304;;174;158;11;76
164.27;1217;19;19;0;3.1;64;0;33;37;0;46;5;0.41;1.0;1.0;0;0;111;0;37;2.38;0.0;1.56;3.1;345;128;14.7;12.0;0.03;0.816;0;1;0;0;1;1;0;0;0;1;0;299;;174;158;11;83
