время_с;Обороты;Нагрузка (сглаж.);Расход мгновенный;ALPHA;Впрыск РЕАЛ (форс);Карта в тени;Вердикт указателя;XOR тени;Сумма тени;Карта топлива вернула;TPS дроссель;TPS открытие;Обогащ. ускорения;Флаг TPS;VE выбранное;Ktps выбранное;Флаг ХХ/газ;Банк концевиков;Флаги угла;Замкнутый цикл;УОЗ финал сырьё;УОЗ карта;Цель ХХ;АЦП ch0 (МАФ/ДАД);Давление;АЦП ch1 напряжение;АЦП ch2 темп ОЖ;АЦП ch3 O2;peek ($1600);УОЗ_°BTDC;TP_%8;AFR_цель;AFR_факт;поправка_VE;давление_кПа;Загрузка_форс_%;Газ_%;K_форс;КМ;Впрыск расчёт
396.36;832;31;31;1.0;6.08;2;1;38;168;65;42;0;0;0;0.0;0.0;140;95;65;24;50;20;87;1;0;164;56;0;;20;3.88;14.59;;;;4.2;0.0;345;63;2.87
396.76;781;31;31;1.0;6.11;2;1;38;168;65;42;0;0;0;0.0;0.0;140;95;65;24;50;20;87;1;0;164;56;0;;20;3.88;14.59;;;;4.0;0.0;345;63;2.88
397.18;832;31;31;1.0;5.97;2;1;38;168;65;42;0;0;0;0.0;0.0;140;95;65;8;50;20;88;1;0;163;56;0;;20;3.88;14.59;;;;4.1;0.0;345;63;2.83
397.6;756;31;31;1.0;6.08;2;1;38;168;65;42;0;0;0;0.0;0.0;140;95;65;8;50;20;87;1;0;164;56;0;;20;3.88;14.59;;;;3.8;0.0;345;63;2.87
398.0;807;30;30;1.0;5.93;2;1;38;168;65;42;0;0;0;0.0;0.0;140;95;65;8;50;20;87;1;0;164;55;0;;20;3.75;14.47;;;;4.0;0.0;345;63;2.81
398.42;781;32;32;1.0;6.11;2;1;38;168;65;42;0;0;0;0.0;0.0;140;95;65;8;50;20;87;1;0;164;55;0;;20;4.0;14.59;;;;4.0;0.0;345;63;2.88
398.82;756;31;31;1.0;6.03;2;1;38;168;65;42;0;0;0;0.0;0.0;140;95;65;8;50;20;87;1;0;164;55;0;;20;3.88;14.59;;;;3.8;0.0;345;63;2.85
399.23;768;31;31;1.0;6.08;2;1;38;168;65;42;0;0;0;0.0;0.0;140;95;65;40;50;20;87;1;0;164;55;0;;20;3.88;14.59;;;;3.9;0.0;345;63;2.87
399.44;768;31;31;1.0;6.08;2;1;38;168;65;42;0;0;0;0.0;0.0;140;95;65;40;50;20;87;1;0;165;55;0;;20;3.88;14.59;;;;3.9;0.0;345;63;2.87
399.86;768;30;30;1.0;5.91;2;1;38;168;65;42;0;0;0;0.0;0.0;140;95;65;40;50;20;87;1;0;165;55;0;;20;3.75;14.47;;;;3.8;0.0;345;63;2.8
400.27;756;31;31;1.0;6.03;2;1;38;168;65;42;0;0;0;0.0;0.0;140;95;65;40;50;20;87;1;0;164;55;0;;20;3.88;14.59;;;;3.8;0.0;345;63;2.85
400.68;832;30;30;1.0;5.93;2;1;38;168;65;42;0;0;0;0.0;0.0;140;95;65;56;50;20;87;1;0;164;55;0;;20;3.75;14.47;;;;4.1;0.0;345;63;2.81
401.09;768;31;31;1.0;5.98;2;1;38;168;65;42;0;0;0;0.0;0.0;140;95;65;56;50;20;87;1;0;164;55;0;;20;3.88;14.59;;;;3.8;0.0;345;63;2.83
401.51;832;31;31;1.0;6.06;2;1;38;168;65;42;0;0;0;0.0;0.0;140;95;65;56;50;20;87;1;0;164;55;0;;20;3.88;14.59;;;;4.2;0.0;345;63;2.86
401.92;756;31;31;1.0;6.08;2;1;38;168;65;42;0;0;0;0.0;0.0;140;95;65;40;50;20;87;1;0;165;55;0;;20;3.88;14.59;;;;3.8;0.0;345;63;2.87
402.33;832;31;31;1.0;5.96;2;1;38;168;65;42;0;0;0;0.0;0.0;140;95;65;56;50;20;87;1;0;165;55;0;;20;3.88;14.59;;;;4.1;0.0;345;63;2.82
402.74;756;31;31;1.0;6.08;2;1;38;168;65;42;0;0;0;0.0;0.0;140;95;65;56;50;20;87;1;0;164;55;0;;20;3.88;14.59;;;;3.8;0.0;345;63;2.87
402.94;832;30;30;1.0;5.9;2;1;38;168;65;42;0;0;0;0.0;0.0;140;95;65;24;50;20;88;1;0;163;55;0;;20;3.75;14.47;;;;4.1;0.0;345;63;2.8
403.33;768;32;32;1.0;6.16;2;1;38;168;65;42;0;0;0;0.0;0.0;140;95;65;8;50;20;87;1;0;164;55;0;;20;4.0;14.59;;;;3.9;0.0;345;63;2.9
403.76;871;29;29;1.0;5.76;2;1;38;168;65;42;0;0;0;0.0;0.0;140;95;65;40;50;20;87;1;0;165;55;0;;20;3.62;14.47;;;;4.2;0.0;345;63;2.74
404.2;1178;70;70;1.0;13;2;1;38;168;64;72;15;0;0;0.0;0.0;140;95;64;8;60;10;89;1;0;162;55;0;;10;8.75;13.54;;;;13.2;8.7;345;63;5.83
404.6;1755;58;58;1.0;10;2;1;38;168;64;73;15;0;0;0.0;0.0;140;95;64;24;39;31;87;1;0;164;55;0;;31;7.25;14.7;;;;15.2;9.0;345;63;4.59
405.02;1767;59;59;1.0;11;2;1;38;168;63;77;17;0;0;0.0;0.0;140;95;64;8;38;31;89;1;0;162;55;0;;32;7.38;14.7;;;;15.6;10.2;345;63;4.69
405.42;2113;67;67;1.0;12;2;1;38;168;64;91;24;0;0;0.0;0.0;140;95;64;8;42;28;89;2;0;162;55;0;;28;8.38;14.04;;;;21.5;14.2;345;63;5.34
405.84;2356;68;68;1.0;12;2;1;38;168;64;98;28;0;0;0.0;0.0;140;95;64;8;42;29;90;2;0;161;55;0;;28;8.5;14.82;;;;24.1;16.3;345;63;5.35
406.08;2613;74;74;1.0;13;2;1;38;168;64;113;35;0;0;0.0;0.0;140;95;64;8;44;26;90;2;0;160;55;0;;26;9.25;14.04;;;;29.0;20.6;345;63;5.77
406.49;2549;75;75;1.0;14;2;1;38;168;64;116;37;0;0;0.0;0.0;140;95;64;56;46;24;90;2;0;160;55;0;;24;9.38;14.04;;;;29.3;21.5;345;63;5.97
406.88;2485;79;79;1.0;14;2;1;38;168;64;134;46;0;0;0.0;0.0;140;95;64;24;47;23;90;2;0;160;55;0;;23;9.88;13.54;;;;30.0;26.7;345;63;6.24
407.27;2754;83;83;1.0;16;2;1;38;168;64;160;59;0;0;0.0;0.0;140;95;64;40;49;21;90;2;0;160;55;0;;21;10.38;13.54;;;;35.6;34.3;345;63;6.65
407.71;2830;85;85;1.0;16;2;1;38;168;64;196;77;0;0;0.0;0.0;140;95;64;56;50;20;92;2;0;158;55;0;;20;10.62;12.71;;;;38.1;44.8;345;63;6.93
408.15;2779;85;85;1.0;16;2;1;38;168;64;196;77;0;0;0.0;0.0;140;95;64;8;49;20;90;2;0;158;55;0;;21;10.62;12.71;;;;37.4;44.8;345;63;6.92
408.55;2920;84;84;1.0;16;2;1;38;168;64;196;77;0;0;0.0;0.0;140;95;64;24;49;20;90;2;0;160;55;0;;21;10.5;13.54;;;;38.9;44.8;345;63;6.84
408.96;3112;84;84;1.0;16;2;1;38;168;64;188;73;0;0;0.0;0.0;140;95;64;8;49;20;90;2;0;160;56;0;;21;10.5;13.63;;;;41.3;42.4;345;63;6.82
409.17;3112;77;77;1.0;14;2;1;38;168;64;139;48;0;0;0.0;0.0;140;95;64;8;44;24;90;2;0;160;56;0;;26;9.62;13.63;;;;36.4;28.2;345;63;6.06
409.6;3291;76;76;1.0;14;2;1;38;168;64;138;48;0;0;0.0;0.0;140;95;64;8;45;25;91;2;0;159;56;0;;25;9.5;13.94;;;;38.1;27.9;345;63;6.02
409.98;3368;66;66;1.0;12;2;1;38;168;64;115;36;0;0;0.0;0.0;140;95;64;8;37;33;91;2;0;159;56;0;;33;8.25;14.15;;;;33.6;21.2;345;63;5.24
410.41;3074;70;70;1.0;13;2;1;38;168;64;115;36;0;0;0.0;0.0;140;95;64;56;38;32;91;2;0;159;56;0;;32;8.75;14.04;;;;32.3;21.2;345;63;5.5
410.84;2408;77;77;1.0;14;2;1;38;168;64;115;36;0;0;0.0;0.0;140;95;64;24;47;23;91;2;0;159;56;0;;23;9.62;13.54;;;;28.5;21.2;345;63;6.14
411.23;2433;78;78;1.0;14;2;1;38;168;64;121;39;0;0;0.0;0.0;140;95;64;8;47;23;90;2;0;160;56;0;;23;9.75;13.54;;;;28.9;23.0;345;63;6.16
411.65;2485;82;82;1.0;15;2;1;38;168;64;158;58;1;0;0.0;0.0;156;95;64;24;48;22;90;2;0;160;56;0;;22;10.25;13.54;;;;31.7;33.7;345;63;6.58
412.05;2613;81;81;1.0;15;2;1;38;168;64;162;60;0;0;0.0;0.0;140;95;64;40;48;22;90;2;0;160;56;0;;22;10.12;13.54;;;;32.9;34.9;345;63;6.5
412.48;2523;81;81;1.0;15;2;1;38;168;64;143;50;0;0;0.0;0.0;140;95;64;24;48;22;90;2;0;160;56;0;;22;10.12;13.54;;;;31.8;29.4;345;63;6.5
412.68;2587;76;76;1.0;14;2;1;38;168;64;124;41;0;0;0.0;0.0;140;95;64;40;46;23;90;2;0;160;56;0;;24;9.5;14.04;;;;30.0;23.8;345;63;6.01
413.11;2536;71;71;1.0;13;2;1;38;168;64;107;32;0;0;0.0;0.0;140;95;64;56;44;26;90;2;0;160;56;0;;26;8.88;14.04;;;;27.0;18.9;345;63;5.56
413.5;2382;61;61;1.0;11;2;1;38;168;63;90;24;0;0;0.0;0.0;140;95;64;56;35;35;90;2;0;160;56;0;;35;7.62;14.82;;;;21.4;14.0;345;63;4.76
413.9;2254;60;60;1.0;11;2;1;38;168;64;89;23;0;0;0.0;0.0;140;95;64;24;34;36;90;1;0;160;56;0;;36;7.5;14.82;;;;20.2;13.7;345;63;4.75
414.36;2228;60;60;1.0;11;2;1;38;168;64;86;22;0;0;0.0;0.0;140;95;64;24;34;35;90;1;0;160;56;0;;36;7.5;14.82;;;;19.8;12.8;345;63;4.72
414.77;2164;60;60;1.0;11;2;1;38;168;63;86;22;0;0;0.0;0.0;140;95;64;24;35;35;90;1;0;160;56;0;;35;7.5;14.82;;;;19.1;12.8;345;63;4.68
415.2;2254;63;63;1.0;11;2;1;38;168;64;86;22;0;0;0.0;0.0;140;95;64;24;36;34;90;2;0;160;56;0;;34;7.88;14.04;;;;21.3;12.8;345;63;4.98
415.38;2190;54;54;1.0;9.52;2;1;38;168;63;81;19;0;0;0.0;0.0;140;95;64;40;31;39;90;1;0;161;56;0;;39;6.75;14.82;;;;17.4;11.3;345;63;4.26
415.8;2062;53;53;1.0;9.43;2;1;38;168;63;81;19;0;0;0.0;0.0;140;95;64;8;32;38;89;1;0;162;56;0;;38;6.62;14.82;;;;16.2;11.3;345;63;4.22
416.2;2113;53;53;1.0;9.41;2;1;38;168;63;80;19;0;0;0.0;0.0;140;95;64;24;31;39;89;1;0;162;56;0;;39;6.62;14.82;;;;16.6;11.0;345;63;4.21
416.64;2164;48;48;1.0;8.6;2;1;38;168;63;70;14;0;0;0.0;0.0;140;95;64;40;29;41;88;1;0;163;56;0;;41;6.0;14.82;;;;15.5;8.1;345;63;3.88
417.03;2036;43;43;1.0;7.78;2;1;38;168;63;68;13;0;0;0.0;0.0;140;95;64;24;26;44;87;1;0;164;56;1;;44;5.38;14.82;;;;13.2;7.6;345;63;3.55
417.45;2062;42;42;1.0;7.66;2;1;38;168;63;66;12;0;0;0.0;0.0;140;95;64;8;26;44;87;1;0;165;56;1;;44;5.25;14.82;;;;13.2;7.0;345;63;3.5
417.86;1767;19;19;1.0;4.05;2;1;38;168;63;42;0;0;0;0.0;0.0;140;95;65;40;41;20;88;1;0;163;56;1;;29;2.38;14.7;;;;6.0;0.0;345;63;2.06
418.27;1345;25;25;1.0;5.02;2;1;38;168;64;42;0;0;0;0.0;0.0;140;95;65;56;66;20;86;1;0;166;56;0;;4;3.12;14.7;;;;5.6;0.0;345;63;2.44
418.7;1614;29;29;1.0;5.58;2;1;38;168;64;44;1;0;0;0.0;0.0;140;95;65;8;62;20;85;1;0;168;56;1;;8;3.62;14.7;;;;7.5;0.6;345;63;2.66
419.07;1306;32;32;1.0;6.13;2;1;38;168;64;44;1;0;0;0.0;0.0;140;95;65;56;70;20;85;1;0;167;56;1;;0;4.0;14.7;;;;6.7;0.6;345;63;2.88
419.31;1345;34;34;1.0;6.38;2;1;38;168;64;46;2;0;0;0.0;0.0;140;95;65;8;64;20;87;1;0;165;56;1;;6;4.25;14.7;;;;7.2;1.2;345;63;2.99
419.73;1614;32;32;1.0;6.12;2;1;38;168;64;47;2;0;0;0.0;0.0;140;95;64;8;29;41;86;1;0;166;56;1;;41;4.0;14.7;;;;8.2;1.5;345;63;2.88
420.12;1921;29;29;1.0;5.68;2;1;38;168;63;49;3;0;0;0.0;0.0;140;95;64;40;28;42;85;1;0;167;56;1;;42;3.62;14.82;;;;9.1;2.0;345;63;2.7
420.55;1806;31;31;1.0;5.97;2;1;38;168;63;50;4;0;0;0.0;0.0;140;95;64;24;26;45;86;1;0;166;56;0;;44;3.88;14.7;;;;9.0;2.3;345;63;2.82
420.96;1921;31;31;1.0;5.96;2;1;38;168;63;50;4;0;0;0.0;0.0;140;95;64;56;26;44;87;1;0;165;56;1;;44;3.88;14.82;;;;9.5;2.3;345;63;2.82
421.38;1895;32;32;1.0;6.06;2;1;38;168;63;50;4;0;0;0.0;0.0;156;95;64;40;27;43;87;1;0;165;56;1;;43;4.0;14.82;;;;9.6;2.3;345;63;2.86
421.76;1755;19;19;1.0;4.16;2;1;38;168;64;42;0;0;0;0.0;0.0;140;95;65;24;39;20;87;1;0;165;56;0;;31;2.38;14.7;;;;6.1;0.0;345;63;2.1
422.21;1255;26;26;1.0;5.18;2;1;38;168;64;42;0;0;0;0.0;0.0;140;95;65;56;62;20;87;1;0;165;56;0;;8;3.25;14.7;;;;5.4;0.0;345;63;2.51
422.42;1550;20;20;1.0;4.33;2;1;38;168;64;42;0;0;0;0.0;0.0;140;95;65;40;54;20;87;1;0;165;56;0;;16;2.5;14.7;;;;5.6;0.0;345;63;2.17
422.84;1255;23;23;1.0;4.83;2;1;38;168;64;42;0;0;0;0.0;0.0;140;95;65;56;61;20;88;1;0;163;56;0;;9;2.88;14.7;;;;5.1;0.0;345;63;2.37
423.25;1396;21;21;1.0;4.46;2;1;38;168;64;42;0;0;0;0.0;0.0;140;95;65;8;55;20;87;1;0;165;56;0;;15;2.62;14.7;;;;5.2;0.0;345;63;2.22
423.67;1511;20;20;1.0;4.23;2;1;38;168;64;42;0;0;0;0.0;0.0;140;95;65;40;50;20;87;1;0;165;56;0;;20;2.5;14.7;;;;5.3;0.0;345;63;2.13
424.05;1434;19;19;1.0;4.18;2;1;38;168;64;42;0;0;0;0.0;0.0;140;95;65;8;53;20;87;1;0;165;56;0;;17;2.38;14.7;;;;5.0;0.0;345;63;2.11
424.49;1204;24;24;1.0;4.96;2;1;38;168;64;42;0;0;0;0.0;0.0;140;95;65;24;53;20;87;1;0;165;56;0;;17;3.0;14.7;;;;5.0;0.0;345;63;2.42
424.9;1498;19;19;1.0;4.16;2;1;38;168;64;42;0;0;0;0.0;0.0;140;95;65;40;50;20;87;1;0;165;56;0;;20;2.38;14.7;;;;5.2;0.0;345;63;2.1
425.31;1422;19;19;1.0;4.06;2;1;38;168;64;42;0;0;0;0.0;0.0;140;95;65;40;50;20;87;1;0;165;56;0;;20;2.38;14.7;;;;4.8;0.0;345;63;2.06
425.72;1422;19;19;1.0;4.03;2;1;38;168;64;42;0;0;0;0.0;0.0;140;95;65;40;50;20;87;1;0;165;56;0;;20;2.38;14.7;;;;4.8;0.0;345;63;2.05
425.94;1370;19;19;1.0;4.06;2;1;38;168;64;42;0;0;0;0.0;0.0;140;95;65;40;50;20;87;1;0;165;56;0;;20;2.38;14.7;;;;4.6;0.0;345;63;2.06
426.34;1306;21;21;1.0;4.37;2;1;38;168;64;42;0;0;0;0.0;0.0;140;95;65;8;50;20;88;1;0;163;56;0;;20;2.62;14.7;;;;4.8;0.0;345;63;2.19
426.78;1447;27;27;1.0;5.4;2;1;38;168;64;49;3;0;0;0.0;0.0;140;95;64;8;46;40;88;1;0;163;56;1;;24;3.38;14.7;;;;6.5;2.0;345;63;2.6
427.16;1806;40;40;1.0;7.36;2;1;38;168;64;58;8;0;0;0.0;0.0;140;95;64;24;27;40;87;1;0;165;56;0;;43;5.0;14.7;;;;11.1;4.7;345;63;3.38
427.6;1921;52;52;1.0;9.18;2;1;38;168;63;70;14;0;0;0.0;0.0;140;95;64;8;33;37;87;1;0;164;56;0;;37;6.5;14.82;;;;14.7;8.1;345;63;4.11
427.99;2024;52;52;1.0;9.17;2;1;38;168;63;70;14;0;0;0.0;0.0;140;95;64;8;32;39;88;1;0;163;56;0;;38;6.5;14.82;;;;15.5;8.1;345;63;4.11
428.41;1998;51;51;1.0;9.12;2;1;38;168;63;70;14;0;0;0.0;0.0;140;95;64;56;31;39;90;1;0;163;56;0;;39;6.38;14.82;;;;15.2;8.1;345;63;4.1
428.83;1934;52;52;1.0;9.27;2;1;38;168;63;70;14;0;0;0.0;0.0;140;95;64;8;32;38;88;1;0;163;56;0;;38;6.5;14.82;;;;14.9;8.1;345;63;4.15
429.0;2369;73;73;1.0;13;2;1;38;168;64;110;34;0;0;0.0;0.0;140;95;64;8;45;25;90;2;0;160;56;0;;25;9.12;14.04;;;;26.4;19.8;345;63;5.79
429.42;2305;72;72;1.0;13;2;1;38;168;64;110;34;0;0;0.0;0.0;140;95;64;56;44;26;90;2;0;160;56;0;;26;9.0;14.04;;;;25.0;19.8;345;63;5.65
429.85;2433;74;74;1.0;13;2;1;38;168;64;110;34;0;0;0.0;0.0;140;95;64;8;45;25;90;2;0;160;56;0;;25;9.25;14.04;;;;27.2;19.8;345;63;5.82
430.23;2267;64;64;1.0;12;2;1;38;168;64;97;27;0;0;0.0;0.0;140;95;64;56;38;32;90;2;0;160;56;0;;32;8.0;14.82;;;;21.9;16.0;345;63;5.08
430.65;2228;68;68;1.0;12;2;1;38;168;64;97;27;0;0;0.0;0.0;140;95;64;56;40;30;90;2;0;160;56;0;;30;8.5;14.04;;;;22.3;16.0;345;63;5.25
431.08;2216;51;51;1.0;9.1;2;1;38;168;63;77;17;0;0;0.0;0.0;140;95;64;8;30;40;90;1;0;160;56;0;;40;6.38;14.82;;;;16.8;10.2;345;63;4.09
431.49;1998;52;52;1.0;9.22;2;1;38;168;63;77;17;0;0;0.0;0.0;140;95;64;24;32;38;90;1;0;160;56;0;;38;6.5;14.82;;;;15.4;10.2;345;63;4.14
431.88;2100;54;54;1.0;9.62;2;1;38;168;63;77;17;0;0;0.0;0.0;140;95;64;8;33;37;90;1;0;160;56;1;;37;6.75;14.82;;;;16.8;10.2;345;63;4.3
432.29;2254;60;60;1.0;11;2;1;38;168;64;84;21;0;0;0.0;0.0;140;95;64;56;36;34;90;1;0;161;56;1;;34;7.5;14.82;;;;20.2;12.2;345;63;4.76
432.71;2190;50;50;1.0;8.9;2;1;38;168;63;69;13;0;0;0.0;0.0;140;95;64;56;31;40;90;1;0;160;56;1;;39;6.25;14.82;;;;16.2;7.8;345;63;4.01
432.91;2036;45;45;1.0;8.13;2;1;38;168;63;68;13;0;0;0.0;0.0;140;95;64;8;27;43;89;1;0;162;56;1;;43;5.62;14.82;;;;13.8;7.6;345;63;3.7
433.32;1998;45;45;1.0;8.18;2;1;38;168;63;68;13;0;0;0.0;0.0;140;95;64;56;27;43;89;1;0;162;56;1;;43;5.62;14.82;;;;13.6;7.6;345;63;3.72
433.75;1972;47;47;1.0;8.47;2;1;38;168;63;68;13;0;0;0.0;0.0;140;95;64;24;29;42;88;1;0;163;56;1;;41;5.88;14.82;;;;13.9;7.6;345;63;3.83
434.15;1870;38;38;1.0;7.01;2;1;38;168;63;62;10;0;0;0.0;0.0;140;95;64;24;24;45;87;1;0;163;56;1;;46;4.75;14.82;;;;10.9;5.8;345;63;3.24
434.57;1870;37;37;1.0;6.85;2;1;38;168;63;62;10;0;0;0.0;0.0;156;95;64;40;26;44;88;1;0;163;56;1;;44;4.62;14.82;;;;10.7;5.8;345;63;3.18
434.99;1947;37;37;1.0;6.96;2;1;38;168;63;62;10;0;0;0.0;0.0;140;95;64;40;25;45;87;1;0;164;56;1;;45;4.62;14.82;;;;11.3;5.8;345;63;3.22
435.39;1998;36;36;1.0;6.71;2;1;38;168;63;59;8;0;0;0.0;0.0;140;95;64;40;26;44;87;1;0;164;56;1;;44;4.5;14.82;;;;11.2;4.9;345;63;3.12
435.79;1729;28;28;1.0;5.46;2;1;38;168;63;52;5;0;0;0.0;0.0;140;95;64;40;28;42;87;1;0;164;56;1;;42;3.5;14.7;;;;7.9;2.9;345;63;2.62
436.22;1755;28;28;1.0;5.51;2;1;38;168;64;52;5;0;0;0.0;0.0;140;95;64;40;28;42;87;1;0;164;56;1;;42;3.5;14.7;;;;8.1;2.9;345;63;2.64
436.42;1767;28;28;1.0;5.53;2;1;38;168;64;52;5;0;0;0.0;0.0;140;95;64;40;28;42;87;1;0;164;56;1;;42;3.5;14.7;;;;8.1;2.9;345;63;2.65
436.81;1819;29;29;1.0;5.77;2;1;38;168;64;52;5;0;0;0.0;0.0;140;95;64;40;27;43;88;1;0;163;56;1;;43;3.62;14.7;;;;8.7;2.9;345;63;2.75
437.23;1665;24;24;1.0;4.88;2;1;38;168;64;48;3;0;0;0.0;0.0;140;95;64;40;30;40;87;1;0;164;56;1;;40;3.0;14.7;;;;6.8;1.7;345;63;2.39
437.66;1780;25;25;1.0;4.98;2;1;38;168;64;48;3;0;0;0.0;0.0;140;95;64;24;29;40;87;1;0;165;56;1;;41;3.12;14.7;;;;7.4;1.7;345;63;2.43
438.05;1729;26;26;1.0;5.13;2;1;38;168;64;48;3;0;0;0.0;0.0;140;95;64;8;29;41;87;1;0;165;56;1;;41;3.25;14.7;;;;7.4;1.7;345;63;2.49
438.45;1447;21;21;1.0;4.41;2;1;38;168;64;42;0;0;0;0.0;0.0;140;95;65;56;53;20;87;1;0;165;56;1;;17;2.62;14.7;;;;5.3;0.0;345;63;2.2
438.88;1281;24;24;1.0;4.9;2;1;38;168;64;42;0;0;0;0.0;0.0;140;95;65;8;55;20;86;1;0;166;56;1;;15;3.0;14.7;;;;5.2;0.0;345;63;2.39
439.28;1511;21;21;1.0;4.37;2;1;38;168;64;42;0;0;0;0.0;0.0;140;95;65;40;50;20;86;1;0;166;56;1;;20;2.62;14.7;;;;5.5;0.0;345;63;2.18
439.71;1498;20;20;1.0;4.33;2;1;38;168;64;42;0;0;0;0.0;0.0;140;95;65;24;50;20;87;1;0;164;56;1;;20;2.5;14.7;;;;5.4;0.0;345;63;2.17
439.91;1153;26;26;1.0;5.2;2;1;38;168;64;42;0;0;0;0.0;0.0;140;95;65;56;55;20;86;1;0;166;56;1;;15;3.25;14.7;;;;5.0;0.0;345;63;2.51
440.33;1447;21;21;1.0;4.47;2;1;38;168;64;42;0;0;0;0.0;0.0;140;95;65;40;50;20;86;1;0;166;56;1;;20;2.62;14.7;;;;5.4;0.0;345;63;2.22
440.74;1345;22;22;1.0;4.52;2;1;38;168;64;42;0;0;0;0.0;0.0;140;95;65;24;50;20;86;1;0;166;56;0;;20;2.75;14.7;;;;5.1;0.0;345;63;2.24
441.16;1473;18;18;1.0;3.96;2;1;38;168;64;42;0;0;0;0.0;0.0;140;95;65;40;50;20;87;1;0;164;56;0;;20;2.25;14.7;;;;4.9;0.0;345;63;2.02
441.56;1383;19;19;1.0;4.15;2;1;38;168;64;42;0;0;0;0.0;0.0;140;95;65;40;50;20;86;1;0;166;56;1;;20;2.38;14.7;;;;4.8;0.0;345;63;2.09
441.99;1268;20;20;1.0;4.21;2;1;38;168;64;42;0;0;0;0.0;0.0;140;95;65;40;50;20;87;1;0;164;56;1;;20;2.5;14.7;;;;4.4;0.0;345;63;2.12
442.41;1319;18;18;1.0;4.03;2;1;38;168;64;42;0;0;0;0.0;0.0;140;95;65;40;50;20;87;1;0;165;56;1;;20;2.25;14.7;;;;4.4;0.0;345;63;2.05
442.81;1281;19;19;1.0;4.06;2;1;38;168;64;42;0;0;0;0.0;0.0;140;95;65;40;50;20;87;1;0;164;56;1;;20;2.38;14.7;;;;4.3;0.0;345;63;2.06
443.22;1178;19;19;1.0;4.08;2;1;38;168;64;42;0;0;0;0.0;0.0;140;95;65;8;50;20;89;1;0;162;56;1;;20;2.38;14.7;;;;4.0;0.0;345;63;2.08
443.41;1268;18;18;1.0;3.98;2;1;38;168;64;42;0;0;0;0.0;0.0;140;95;65;56;50;20;89;1;0;162;56;1;;20;2.25;14.7;;;;4.2;0.0;345;63;2.04
443.83;1178;18;18;1.0;3.98;2;1;38;168;64;42;0;0;0;0.0;0.0;140;95;65;56;50;20;87;0;0;164;56;1;;20;2.25;14.7;;;;3.9;0.0;345;63;2.03
444.25;1153;18;18;1.0;3.91;2;1;38;168;64;42;0;0;0;0.0;0.0;140;95;65;56;50;20;87;0;0;165;56;1;;20;2.25;14.7;;;;3.8;0.0;345;63;2.0
444.67;1050;17;17;1.0;3.86;2;1;38;168;64;42;0;0;0;0.0;0.0;140;95;65;40;50;20;87;0;0;165;55;1;;20;2.12;14.7;;;;3.4;0.0;345;63;1.98
445.08;1012;18;18;1.0;3.93;2;1;38;168;64;42;0;0;0;0.0;0.0;140;95;65;40;50;20;87;0;0;165;56;1;;20;2.25;14.7;;;;3.3;0.0;345;63;2.01
445.49;999;17;17;1.0;3.85;2;1;38;168;64;42;0;0;0;0.0;0.0;140;95;65;40;50;20;88;0;0;162;55;0;;20;2.12;14.7;;;;3.2;0.0;345;63;1.98
445.91;1012;17;17;1.0;3.83;2;1;38;168;64;42;0;0;0;0.0;0.0;140;95;65;24;50;20;87;0;0;164;55;0;;20;2.12;14.7;;;;3.2;0.0;345;63;1.97
446.35;1217;14;14;1.0;3.38;2;1;38;168;64;42;0;0;0;0.0;0.0;140;95;65;24;50;20;87;0;0;165;55;0;;20;1.75;14.7;;;;3.4;0.0;345;63;1.79
446.52;1281;12;13;1.0;3.08;2;1;38;168;64;42;0;0;0;0.0;0.0;140;95;65;24;50;20;87;0;0;164;55;0;;20;1.5;14.7;;;;3.3;0.0;345;63;1.67
446.97;1370;12;12;1.0;3.05;2;1;38;168;64;42;0;0;0;0.0;0.0;140;95;65;40;50;20;86;0;0;166;55;0;;20;1.5;14.7;;;;3.5;0.0;345;63;1.65
447.34;1268;13;13;1.0;3.13;2;1;38;168;64;42;0;0;0;0.0;0.0;140;95;65;24;50;20;87;0;0;164;55;0;;20;1.62;14.7;;;;3.3;0.0;345;63;1.69
447.75;1255;13;13;1.0;3.15;2;1;38;168;64;42;0;0;0;0.0;0.0;140;95;65;24;50;20;86;0;0;166;55;0;;20;1.62;14.7;;;;3.3;0.0;345;63;1.69
448.17;1140;14;14;1.0;3.28;2;1;38;168;64;42;0;0;0;0.0;0.0;140;95;65;8;50;20;89;0;0;162;55;0;;20;1.75;14.7;;;;3.1;0.0;345;63;1.76
448.59;1089;14;14;1.0;3.41;2;1;38;168;64;42;0;0;0;0.0;0.0;140;95;65;40;50;20;89;0;0;162;55;0;;20;1.75;14.7;;;;3.1;0.0;345;63;1.81
449.0;1114;15;15;1.0;3.46;2;1;38;168;64;42;0;0;0;0.0;0.0;140;95;65;24;50;20;88;0;0;163;55;0;;20;1.88;14.7;;;;3.2;0.0;345;63;1.82
449.41;1063;15;15;1.0;3.58;2;1;38;168;64;42;0;0;0;0.0;0.0;140;95;65;24;50;20;89;0;0;162;55;0;;20;1.88;14.7;;;;3.2;0.0;345;63;1.88
449.8;1063;16;16;1.0;3.62;2;1;38;168;64;42;0;0;0;0.0;0.0;140;95;65;24;50;20;90;0;0;161;55;0;;20;2.0;14.7;;;;3.2;0.0;345;63;1.9
