Time,THR,RPM,SSM,TWAT,TAIR,AFR,AFR_WBL,AFR_WBL/AFR,COEFF,DGTC_RICH,DGTC_LEAN,DGTC_PRESS,UOZ,FAZ,INJ,InjDC,AIR,GBC,SPD,ErrCnt,Err,fSTOP,fXX,fXXFix,fPOW,fFUELOFF,fDETZONE,fDET,fADS,fLAMREG,fLAM,fLEARN,PXX_ZONE,PRESS,PRESS_RT,KGBC,KGBC_DAD,Marker,fIgnCut,fFlatShift,RawKnock,KnockSPAttnr,KnockSPFilterFreq,KnockSPBaseADC,KnockAttnr,KnockAttnrCorr,RPM40,RPM10,DFRXX,JUFRXX,JFRXX1,JFRXX2,Tchrg,Ktchrg,TBL_UOZ,TBL_AFR,AFR_WBL_A,GBC_MAF,GBC_MAP,AIR_MAF,AIR_MAP,USM,Ubat,DiffFPress,KGTC_DFP,ADCmaf,ADCmap,ADCtwat,ADCtair,ADCtps,ADClam,Gear,ErrEx1,ErrEx2,ErrEx3,Knock,C1Rtrd,C2Rtrd,C3Rtrd,C4Rtrd,C5Rtrd,C6Rtrd,C7Rtrd,C8Rtrd,IWGDC,WGDC,IgnMode,OvercurrCnt,LaunchTime,LaunchRPM,CutOffRPM,CutOffDelta,Noise,ComKnockThld,C1Knock,C2Knock,C3Knock,C4Knock,C5Knock,C6Knock,C7Knock,C8Knock,C1KnockThld,C2KnockThld,C3KnockThld,C4KnockThld,C5KnockThld,C6KnockThld,C7KnockThld,C8KnockThld
0.640,0,973,29,52,38,14.7,-1.0,-0.068,1,0,0,0,18.5,312,2.488,2,25,144.17,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,54.85,36,0.32,1,0,0,0,0,0,0,0,0,0,960,970,990,990,1350,1730,47,0.258,26,14.01,15.73,0,144.17,0,25,29,13.698,350.72,1,0.684,0.684,1.484,3.086,0.254,0,0,,,,58,0,0,0,0,0,0,0,0,0,0,7,0,0,5320,5320,28,45,250,47,43,85,58,34,39,0,39321,191,109,241,146,106,106,26222,39321
0.700,0,985,29,52,38,14.7,-1.0,-0.068,1,0,0,0,16.5,312,2.504,2,25,144.33,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,54.85,36,0.32,1,0,0,0,0,0,0,0,0,0,1000,990,990,990,1350,1730,47,0.254,27,14.01,15.68,0,144.33,0,25,29,13.698,350.72,1,0.664,0.664,1.484,3.086,0.254,0,0,,,,70,0,0,0,0,0,0,0,0,0,0,7,0,0,5320,5320,28,45,250,70,43,85,58,34,38,0,39321,194,109,241,146,104,106,26222,39321
0.760,0,984,29,52,38,14.7,-1.0,-0.068,1,0,0,0,17.5,312,2.496,2,26,144.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,55.07,36,0.32,1,0,0,0,0,0,0,0,0,0,1000,980,990,990,1350,1730,47,0.258,27,14.01,15.62,0,144.5,0,26,29,13.698,350.72,1,0.684,0.684,1.484,3.086,0.254,0,0,,,,55,0,0,0,0,0,0,0,0,0,0,7,0,0,5320,5320,28,45,250,70,43,74,55,34,38,0,39321,194,109,239,146,104,106,26222,39321
0.820,0,974,29,52,38,14.7,-1.0,-0.068,1,0,0,0,18.5,312,2.504,2,25,144.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,55.07,36,0.32,1,0,0,0,0,0,0,0,0,0,960,970,990,990,1350,1730,47,0.254,26,14.01,15.62,0,144.5,0,25,29,13.698,350.72,1,0.684,0.684,1.484,3.086,0.254,0,0,,,,62,0,0,0,0,0,0,0,0,0,0,7,0,0,5320,5320,28,45,250,62,43,74,55,38,38,0,39321,194,109,239,146,104,106,26222,39321
0.880,0,972,29,52,38,14.7,-1.0,-0.068,1,0,0,0,18.5,312,2.504,2,25,144.67,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,55.07,36,0.32,1,0,0,0,0,0,0,0,0,0,960,970,990,990,1350,1730,47,0.254,26,14.01,15.62,0,144.67,0,25,29,13.698,350.72,1,0.684,0.684,1.484,3.086,0.254,0,0,,,,72,0,0,0,0,0,0,0,0,0,0,7,0,0,5320,5320,28,45,250,62,38,68,72,38,38,0,39321,194,109,236,149,104,106,26222,39321
0.940,0,982,29,52,38,14.7,-1.0,-0.068,1,0,0,0,17.5,312,2.496,2,26,144.67,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,55.07,36,0.32,1,0,0,0,0,0,0,0,0,0,1000,980,990,990,1350,1730,47,0.258,27,14.01,15.68,0,144.67,0,26,29,13.698,350.72,1,0.684,0.684,1.484,3.086,0.254,0,0,,,,60,0,0,0,0,0,0,0,0,0,0,7,0,0,5320,5320,28,45,250,60,38,68,72,34,39,0,39321,191,109,236,149,104,106,26222,39321
1.000,0,997,29,52,38,14.7,-1.0,-0.068,1,0,0,0,16,312,2.496,2,26,144.67,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,55.07,36,0.32,1,0,0,0,0,0,0,0,0,0,1000,1000,990,990,1350,1730,47,0.258,27,14.01,15.62,0,144.67,0,26,29,13.698,350.72,1,0.664,0.664,1.484,3.086,0.254,0,0,,,,60,0,0,0,0,0,0,0,0,0,0,7,0,0,5320,5320,28,45,250,60,38,77,60,34,39,0,39321,191,109,236,149,104,106,26222,39321
1.060,0,993,29,52,38,14.7,-1.0,-0.068,1,0,0,0,16.5,312,2.496,2,26,144.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,54.85,36,0.32,1,0,0,0,0,0,0,0,0,0,1000,990,990,990,1350,1730,47,0.258,27,14.01,15.68,0,144.5,0,26,29,13.698,350.72,1,0.684,0.684,1.484,3.086,0.254,0,0,,,,60,0,0,0,0,0,0,0,0,0,0,7,0,0,5320,5320,28,45,250,60,38,77,60,36,36,0,39321,191,109,236,149,104,106,26222,39321
1.120,0,980,29,52,38,14.7,-1.0,-0.068,1,0,0,0,17.5,312,2.496,2,26,144.67,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,55.07,36,0.32,1,0,0,0,0,0,0,0,0,0,1000,980,990,990,1350,1730,47,0.258,27,14.01,15.73,0,144.67,0,26,29,13.698,350.72,1,0.684,0.684,1.484,3.086,0.254,0,0,,,,66,0,0,0,0,0,0,0,0,0,0,7,0,0,5320,5320,28,45,250,60,45,66,60,36,36,0,39321,191,109,233,149,104,106,26222,39321
1.180,0,994,29,52,38,14.7,-1.0,-0.068,1,0,0,0,16.5,312,2.496,2,26,144.67,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,55.07,36,0.32,1,0,0,0,0,0,0,0,0,0,1000,990,990,990,1350,1730,47,0.258,27,14.01,15.79,0,144.67,0,26,29,13.698,350.72,1,0.684,0.684,1.484,3.086,0.254,0,0,,,,36,0,0,0,0,0,0,0,0,0,0,7,0,0,5320,5320,28,45,250,60,45,66,47,38,36,0,39321,191,109,233,146,106,104,26222,39321
