Time,THR,RPM,SSM,TWAT,TAIR,AFR,AFR_WBL,AFR_WBL/AFR,COEFF,DGTC_RICH,DGTC_LEAN,DGTC_PRESS,UOZ,FAZ,INJ,InjDC,AIR,GBC,SPD,ErrCnt,Err,fSTOP,fXX,fXXFix,fPOW,fFUELOFF,fDETZONE,fDET,fADS,fLAMREG,fLAM,fLEARN,PXX_ZONE,PRESS,PRESS_RT,KGBC,KGBC_DAD,Marker,fIgnCut,fFlatShift,RawKnock,KnockSPAttnr,KnockSPFilterFreq,KnockSPBaseADC,KnockAttnr,KnockAttnrCorr,RPM40,RPM10,DFRXX,JUFRXX,JFRXX1,JFRXX2,Tchrg,Ktchrg,TBL_UOZ,TBL_AFR,AFR_WBL_A,GBC_MAF,GBC_MAP,AIR_MAF,AIR_MAP,USM,Ubat,DiffFPress,KGTC_DFP,ADCmaf,ADCmap,ADCtwat,ADCtair,ADCtps,ADClam,Gear,ErrEx1,ErrEx2,ErrEx3,Knock,C1Rtrd,C2Rtrd,C3Rtrd,C4Rtrd,C5Rtrd,C6Rtrd,C7Rtrd,C8Rtrd,IWGDC,WGDC,IgnMode,OvercurrCnt,LaunchTime,LaunchRPM,CutOffRPM,CutOffDelta,Noise,ComKnockThld,C1Knock,C2Knock,C3Knock,C4Knock,C5Knock,C6Knock,C7Knock,C8Knock,C1KnockThld,C2KnockThld,C3KnockThld,C4KnockThld,C5KnockThld,C6KnockThld,C7KnockThld,C8KnockThld
0.480,0,788,20,84,51,14.7,-1.0,-0.068,1,0,0,0,14,312,2.352,1,18,127.83,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,53.27,35,0.32,1,0,0,0,0,0,0,0,0,0,800,790,800,800,1090,1400,74,0.254,26,14.3,15.1,0,127.83,0,18,20,13.478,353.28,1,0.645,0.645,0.586,2.402,0.313,0.02,0,,,,81,0,0,0,0,0,0,0,0,0,0,7,0,0,7000,7000,29,208,1157,54,57,44,81,49,37,0,39321,160,154,118,225,143,109,26222,39321
0.540,0,783,20,84,51,14.7,-1.0,-0.068,1,0,0,0,15,312,2.352,1,18,127.83,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,53.27,35,0.32,1,0,0,0,0,0,0,0,0,0,800,780,800,800,1090,1400,74,0.254,26,14.3,15.27,0,127.83,0,18,20,13.478,353.28,1,0.645,0.645,0.586,2.402,0.313,0.02,0,,,,37,0,0,0,0,0,0,0,0,0,0,7,0,0,7000,7000,29,208,1157,54,57,44,81,51,37,0,39321,160,154,118,225,143,109,26222,39321
0.600,0,788,20,84,51,14.7,-1.0,-0.068,1,0,0,0,14,312,2.352,1,18,127.83,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,53.27,35,0.32,1,0,0,0,0,0,0,0,0,0,800,790,800,800,1090,1400,74,0.254,26,14.3,15.27,0,127.83,0,18,20,13.478,353.28,1,0.645,0.645,0.586,2.402,0.313,0.02,0,,,,57,0,0,0,0,0,0,0,0,0,0,7,0,0,7000,7000,29,208,1157,57,57,44,81,51,37,0,39321,160,154,118,225,143,109,26222,39321
0.660,0,785,20,84,51,14.7,-1.0,-0.068,1,0,0,0,14,312,2.352,1,18,127.83,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,53.27,35,0.32,1,0,0,0,0,0,0,0,0,0,800,790,800,800,1090,1400,74,0.254,26,14.3,15.22,0,127.83,0,18,20,13.478,353.28,1,0.645,0.645,0.586,2.402,0.313,0.02,0,,,,52,0,0,0,0,0,0,0,0,0,0,7,0,0,7000,7000,29,208,1157,57,57,35,86,52,37,0,39321,160,154,118,225,143,109,26222,39321
0.720,0,788,20,84,51,14.7,-1.0,-0.068,1,0,0,0,14,312,2.352,1,18,127.83,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,53.27,35,0.32,1,0,0,0,0,0,0,0,0,0,800,790,800,800,1090,1400,74,0.254,26,14.3,15.22,0,127.83,0,18,20,13.478,353.28,1,0.645,0.645,0.586,2.402,0.313,0.02,0,,,,51,0,0,0,0,0,0,0,0,0,0,7,0,0,7000,7000,29,208,1157,51,57,35,86,52,35,0,39321,157,154,118,225,143,109,26222,39321
0.780,0,788,20,84,51,14.7,-1.0,-0.068,1,0,0,0,14,312,2.352,1,18,127.83,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,53.27,35,0.32,1,0,0,0,0,0,0,0,0,0,800,790,800,800,1090,1400,74,0.254,26,14.3,15.22,0,127.83,0,18,20,13.478,353.28,1,0.664,0.664,0.586,2.402,0.313,0.02,0,,,,37,0,0,0,0,0,0,0,0,0,0,7,0,0,7000,7000,29,208,1157,51,57,37,86,52,35,0,39321,157,154,118,225,143,109,26222,39321
0.840,0,792,20,84,51,14.7,-1.0,-0.068,1,0,0,0,14,312,2.352,1,18,127.83,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,53.27,35,0.32,1,0,0,0,0,0,0,0,0,0,800,790,800,800,1090,1400,74,0.254,26,14.3,15.22,0,127.83,0,18,20,13.478,353.28,1,0.645,0.645,0.586,2.402,0.313,0.02,0,,,,37,0,0,0,0,0,0,0,0,0,0,7,0,0,7000,7000,29,208,1157,51,57,37,81,49,37,0,39321,157,154,118,225,143,109,26222,39321
0.900,0,798,20,84,51,14.7,-1.0,-0.068,1,0,0,0,13,312,2.352,1,18,127.83,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,53.27,35,0.32,1,0,0,0,0,0,0,0,0,0,800,800,800,800,1090,1400,74,0.254,26,14.3,15.16,0,127.83,0,18,20,13.478,353.28,1,0.645,0.645,0.586,2.402,0.313,0.02,0,,,,83,0,0,0,0,0,0,0,0,0,0,7,0,0,7000,7000,29,208,1157,52,83,37,81,49,37,0,39321,157,157,118,225,143,109,26222,39321
0.960,0,797,20,84,51,14.7,-1.0,-0.068,1,0,0,0,13,312,2.352,1,18,127.83,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,53.27,35,0.32,1,0,0,0,0,0,0,0,0,0,800,800,800,800,1090,1400,74,0.254,26,14.3,15.16,0,127.83,0,18,20,13.478,353.28,1,0.645,0.645,0.586,2.402,0.313,0.02,0,,,,76,0,0,0,0,0,0,0,0,0,0,7,0,0,7000,7000,29,208,1157,52,83,44,76,49,37,0,39321,157,157,120,222,143,109,26222,39321
1.020,0,802,20,84,51,14.7,-1.0,-0.068,1,0,0,0,13,312,2.352,1,18,127.83,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,53.27,35,0.32,1,0,0,0,0,0,0,0,0,0,800,800,800,800,1090,1400,74,0.254,26,14.3,15.1,0,127.83,0,18,20,13.478,353.28,1,0.645,0.645,0.586,2.402,0.313,0.02,0,,,,49,0,0,0,0,0,0,0,0,0,0,7,0,0,7000,7000,29,208,1157,49,83,44,76,49,39,0,39321,157,157,120,222,143,109,26222,39321
1.080,0,799,20,84,51,14.7,-1.0,-0.068,1,0,0,0,13,312,2.352,1,18,127.67,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,53.05,34,0.32,1,0,0,0,0,0,0,0,0,0,800,800,800,800,1090,1400,74,0.254,26.5,14.3,15.04,0,127.67,0,18,20,13.478,353.28,1,0.645,0.645,0.586,2.402,0.313,0.02,0,,,,40,0,0,0,0,0,0,0,0,0,0,7,0,0,7000,7000,29,208,1157,49,62,40,76,49,39,0,39321,157,157,120,222,143,109,26222,39321
1.140,0,795,20,84,51,14.7,-1.0,-0.068,1,0,0,0,13,312,2.352,1,18,127.67,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,53.27,35,0.32,1,0,0,0,0,0,0,0,0,0,800,800,800,800,1090,1400,74,0.254,26,14.3,15.04,0,127.67,0,18,20,13.478,353.28,1,0.645,0.645,0.586,2.402,0.313,0.02,0,,,,34,0,0,0,0,0,0,0,0,0,0,7,0,0,7000,7000,29,208,1157,49,62,40,78,42,34,0,39321,157,157,120,222,140,109,26222,39321
1.200,0,797,20,84,51,14.7,-1.0,-0.068,1,0,0,0,13,312,2.352,1,18,127.67,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,53.27,35,0.32,1,0,0,0,0,0,0,0,0,0,800,800,800,800,1090,1400,74,0.254,26,14.3,15.1,0,127.67,0,18,20,13.478,353.28,1,0.645,0.645,0.586,2.402,0.313,0.02,0,,,,73,0,0,0,0,0,0,0,0,0,0,7,0,0,7000,7000,29,208,1157,47,73,40,78,42,34,0,39321,154,163,120,222,140,109,26222,39321
1.260,0,782,20,84,51,14.7,-1.0,-0.068,1,0,0,0,15,312,2.352,1,18,127.67,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,53.27,35,0.32,1,0,0,0,0,0,0,0,0,0,800,780,800,800,1090,1400,74,0.254,26,14.3,15.1,0,127.67,0,18,20,13.478,353.28,1,0.664,0.664,0.586,2.402,0.313,0.02,0,,,,59,0,0,0,0,0,0,0,0,0,0,7,0,0,7000,7000,29,208,1157,47,73,39,59,42,34,0,39321,154,163,118,219,140,109,26222,39321
1.320,0,781,20,84,51,14.7,-1.0,-0.068,1,0,0,0,15,312,2.352,1,18,127.83,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,53.27,35,0.32,1,0,0,0,0,0,0,0,0,0,800,780,800,800,1090,1400,74,0.254,26,14.3,15.1,0,127.83,0,18,20,13.478,353.28,1,0.645,0.645,0.586,2.402,0.313,0.02,0,,,,52,0,0,0,0,0,0,0,0,0,0,7,0,0,7000,7000,29,208,1157,52,73,39,59,47,35,0,39321,151,163,118,219,140,109,26222,39321
